年份,国内生产总值增长,第一产业对国内生产总值增长的拉动,第二产业对国内生产总值增长的拉动,第三产业对国内生产总值增长的拉动
2019,6,0.2,1.9,3.8
2018,6.74977383254125,0.274467156338223,2.3239182904109,4.15138838579212
2017,6.9472007933142,0.321130607435039,2.37835595927707,4.24771422660208
2016,6.84876220498852,0.274910710892422,2.46333850177404,4.11051299232206
2015,7.04132887870674,0.312380799495604,2.7960324024083,3.93291567680285
2014,7.42576365617744,0.335084272005589,3.38424859462177,3.70643078955008
2013,7.7661500976884,0.326971106577273,3.76984650029954,3.66933249081157
2012,7.86373644880175,0.396071291070273,3.92930333296264,3.53836182476884
2011,9.55083217903059,0.389259858780178,4.97000214447823,4.19157017577218
2010,10.6358710642418,0.380004149276745,6.10572618395776,4.15014073100724
2009,9.39872563282557,0.376341573425919,4.91466318148615,4.10772087791351
2008,9.65067891906234,0.505532938991389,4.68991881444809,4.45522716562287
2007,14.2308609333636,0.381217459781287,7.12305095565369,6.72659251792863
2006,12.7209556653605,0.553585513793286,6.32486386553662,5.84250628603064
2005,11.3945918097927,0.595168396737755,5.75582774960721,5.0435956634477
2004,10.1136213779885,0.743171299464173,5.24044433289242,4.13000574563194
2003,10.0380304802224,0.310376067884584,5.8167332096388,3.91092120269904
2002,9.13363079047684,0.375410811158976,4.51215179743054,4.24606818188734
2001,8.33573347741383,0.387169710383616,3.86659371140401,4.0819700556262
2000,8.49009340725928,0.351608349277683,5.06179479230711,3.07669026567449
