省份编码,省份,年份,企业法人单位数(个),国有控股企业法人单位数(个),集体控股企业法人单位数(个),私人控股企业法人单位数(个),港、澳、台商控股企业法人单位数(个),外商控股企业法人单位数(个),其他企业法人单位数(个)
110000,北京市,2019,870824,13800,15459,804470,5023,6675,25397
110000,北京市,2018,,,,,,,
110000,北京市,2017,676829,17711,18961,605577,6148,9114,19318
110000,北京市,2016,669663,17503,19222,598427,6112,9101,19298
110000,北京市,2015,663135,17315,19345,591978,6160,9245,19092
110000,北京市,2014,619279,17075,19404,549595,5750,8885,18570
110000,北京市,2013,,,,,,,
110000,北京市,2012,374051,17337,20676,302438,5363,9663,18574
110000,北京市,2011,360799,16962,20691,289754,4966,9312,19114
110000,北京市,2010,353802,16539,20862,282726,4834,9434,19407
110000,北京市,2009,,,,,,,
110000,北京市,2008,,,,,,,
110000,北京市,2007,,,,,,,
110000,北京市,2006,,,,,,,
110000,北京市,2005,,,,,,,
110000,北京市,2004,,,,,,,
110000,北京市,2003,,,,,,,
110000,北京市,2002,,,,,,,
110000,北京市,2001,,,,,,,
110000,北京市,2000,,,,,,,
120000,天津市,2019,293307,6963,2756,251746,2214,3002,26626
120000,天津市,2018,,,,,,,
120000,天津市,2017,414784,8879,5516,333849,2069,4089,60382
120000,天津市,2016,362508,8797,5893,288611,1997,4420,52790
120000,天津市,2015,296954,8379,5969,233366,1882,4304,43054
120000,天津市,2014,240190,7959,6011,185836,1781,4190,34413
120000,天津市,2013,,,,,,,
120000,天津市,2012,187579,8635,6214,130302,1621,4423,36384
120000,天津市,2011,166426,8185,6100,114857,1546,4232,31506
120000,天津市,2010,149382,7768,6086,101465,1494,4161,28408
120000,天津市,2009,,,,,,,
120000,天津市,2008,,,,,,,
120000,天津市,2007,,,,,,,
120000,天津市,2006,,,,,,,
120000,天津市,2005,,,,,,,
120000,天津市,2004,,,,,,,
120000,天津市,2003,,,,,,,
120000,天津市,2002,,,,,,,
120000,天津市,2001,,,,,,,
120000,天津市,2000,,,,,,,
130000,河北省,2019,1108146,12361,7175,1076053,812,1435,10310
130000,河北省,2018,,,,,,,
130000,河北省,2017,954073,10473,8461,909843,699,1341,23256
130000,河北省,2016,611099,10747,8113,522769,638,991,67841
130000,河北省,2015,487926,9769,9659,407222,606,976,59694
130000,河北省,2014,388801,8721,9997,327961,603,959,40560
130000,河北省,2013,,,,,,,
130000,河北省,2012,278564,8895,10851,220456,551,1016,36795
130000,河北省,2011,252808,8827,11220,201671,511,1008,29571
130000,河北省,2010,234754,8623,11922,189638,496,1027,23048
130000,河北省,2009,,,,,,,
130000,河北省,2008,,,,,,,
130000,河北省,2007,,,,,,,
130000,河北省,2006,,,,,,,
130000,河北省,2005,,,,,,,
130000,河北省,2004,,,,,,,
130000,河北省,2003,,,,,,,
130000,河北省,2002,,,,,,,
130000,河北省,2001,,,,,,,
130000,河北省,2000,,,,,,,
140000,山西省,2019,470657,9649,5633,452828,212,247,2088
140000,山西省,2018,,,,,,,
140000,山西省,2017,429757,11060,6299,405243,212,305,6638
140000,山西省,2016,336910,9850,5691,308827,165,190,12187
140000,山西省,2015,243379,9690,5579,213305,156,192,14457
140000,山西省,2014,171179,8851,5380,146882,152,179,9735
140000,山西省,2013,,,,,,,
140000,山西省,2012,159461,9148,7942,122687,154,195,19335
140000,山西省,2011,140229,8523,8515,104535,153,197,18306
140000,山西省,2010,127218,8374,8965,95000,147,196,14536
140000,山西省,2009,,,,,,,
140000,山西省,2008,,,,,,,
140000,山西省,2007,,,,,,,
140000,山西省,2006,,,,,,,
140000,山西省,2005,,,,,,,
140000,山西省,2004,,,,,,,
140000,山西省,2003,,,,,,,
140000,山西省,2002,,,,,,,
140000,山西省,2001,,,,,,,
140000,山西省,2000,,,,,,,
150000,内蒙古自治区,2019,271654,4944,1453,251884,223,173,12977
150000,内蒙古自治区,2018,,,,,,,
150000,内蒙古自治区,2017,222801,5722,2149,196315,143,199,18273
150000,内蒙古自治区,2016,183081,5693,2344,151845,138,175,22886
150000,内蒙古自治区,2015,155636,5107,2462,128702,138,168,19059
150000,内蒙古自治区,2014,134578,4742,2497,110810,133,163,16233
150000,内蒙古自治区,2013,,,,,,,
150000,内蒙古自治区,2012,105156,4702,2558,80739,153,210,16794
150000,内蒙古自治区,2011,97871,4527,2532,74519,142,213,15938
150000,内蒙古自治区,2010,89791,4363,2501,67903,138,200,14686
150000,内蒙古自治区,2009,,,,,,,
150000,内蒙古自治区,2008,,,,,,,
150000,内蒙古自治区,2007,,,,,,,
150000,内蒙古自治区,2006,,,,,,,
150000,内蒙古自治区,2005,,,,,,,
150000,内蒙古自治区,2004,,,,,,,
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,514311,9035,8475,466686,1449,2856,25810
210000,辽宁省,2018,,,,,,,
210000,辽宁省,2017,543275,14058,14203,457248,1900,4517,51349
210000,辽宁省,2016,488742,13490,15031,410571,1852,4571,43227
210000,辽宁省,2015,453377,13263,15783,381241,1851,4653,36586
210000,辽宁省,2014,401336,12448,15707,337847,1848,4672,28814
210000,辽宁省,2013,,,,,,,
210000,辽宁省,2012,370163,15384,21707,289252,2032,6095,35693
210000,辽宁省,2011,312648,13891,21640,248133,1919,5869,21196
210000,辽宁省,2010,293675,13661,22204,232034,1874,5958,17944
210000,辽宁省,2009,,,,,,,
210000,辽宁省,2008,,,,,,,
210000,辽宁省,2007,,,,,,,
210000,辽宁省,2006,,,,,,,
210000,辽宁省,2005,,,,,,,
210000,辽宁省,2004,,,,,,,
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,142289,4165,1592,126949,203,369,9011
220000,吉林省,2018,,,,,,,
220000,吉林省,2017,141199,5790,2782,120238,204,538,11647
220000,吉林省,2016,132492,5352,2948,108339,207,464,15182
220000,吉林省,2015,123843,5166,3107,99692,194,474,15210
220000,吉林省,2014,113983,4755,3111,90941,183,471,14522
220000,吉林省,2013,,,,,,,
220000,吉林省,2012,90302,4875,2714,69471,159,515,12568
220000,吉林省,2011,82914,4619,2705,64184,168,517,10721
220000,吉林省,2010,75975,4366,2631,58740,154,513,9571
220000,吉林省,2009,,,,,,,
220000,吉林省,2008,,,,,,,
220000,吉林省,2007,,,,,,,
220000,吉林省,2006,,,,,,,
220000,吉林省,2005,,,,,,,
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,193326,5923,2724,175854,221,287,8317
230000,黑龙江省,2018,,,,,,,
230000,黑龙江省,2017,223467,8225,4233,196814,323,517,13355
230000,黑龙江省,2016,158568,7948,4375,121834,279,393,23739
230000,黑龙江省,2015,149370,7453,4841,109192,262,342,27280
230000,黑龙江省,2014,132421,7192,4878,97232,256,379,22484
230000,黑龙江省,2013,,,,,,,
230000,黑龙江省,2012,134426,8916,5603,94640,259,413,24595
230000,黑龙江省,2011,130121,8825,5700,91324,257,402,23613
230000,黑龙江省,2010,122302,8620,5727,85945,255,390,21365
230000,黑龙江省,2009,,,,,,,
230000,黑龙江省,2008,,,,,,,
230000,黑龙江省,2007,,,,,,,
230000,黑龙江省,2006,,,,,,,
230000,黑龙江省,2005,,,,,,,
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,447643,10852,6591,386568,11731,17137,14764
310000,上海市,2018,,,,,,,
310000,上海市,2017,453393,11706,9850,380614,12693,20590,17940
310000,上海市,2016,432697,11395,9853,363269,12561,20184,15435
310000,上海市,2015,417855,11003,9642,352007,12376,20095,12732
310000,上海市,2014,403109,10539,9577,339861,11866,19649,11617
310000,上海市,2013,,,,,,,
310000,上海市,2012,427928,12962,12431,348584,14293,25150,14508
310000,上海市,2011,397868,12459,12817,327741,12400,22413,10038
310000,上海市,2010,375023,12407,13223,310753,10776,20123,7741
310000,上海市,2009,,,,,,,
310000,上海市,2008,,,,,,,
310000,上海市,2007,,,,,,,
310000,上海市,2006,,,,,,,
310000,上海市,2005,,,,,,,
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,2119006,16286,10606,2022985,11491,14183,43455
320000,江苏省,2018,,,,,,,
320000,江苏省,2017,2148335,22014,17161,1983808,13489,17838,94025
320000,江苏省,2016,1717140,20904,16617,1549449,11825,16591,101754
320000,江苏省,2015,1388252,17978,17284,1252077,11636,16598,72679
320000,江苏省,2014,1184337,15767,17475,1073275,11567,16641,49612
320000,江苏省,2013,,,,,,,
320000,江苏省,2012,977842,15381,17314,852185,10453,15933,66576
320000,江苏省,2011,865414,13802,16611,753093,9972,15306,56630
320000,江苏省,2010,756400,12564,16959,662276,9675,14827,40099
320000,江苏省,2009,,,,,,,
320000,江苏省,2008,,,,,,,
320000,江苏省,2007,,,,,,,
320000,江苏省,2006,,,,,,,
320000,江苏省,2005,,,,,,,
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,1719850,12981,14759,1667655,7169,11704,5582
330000,浙江省,2018,,,,,,,
330000,浙江省,2017,1599310,12991,23365,1533686,8843,11026,9399
330000,浙江省,2016,1307844,12158,20802,1249186,8054,8896,8748
330000,浙江省,2015,1189601,12025,22328,1125276,8088,9592,12292
330000,浙江省,2014,1080455,11759,22088,1018210,7661,9178,11559
330000,浙江省,2013,,,,,,,
330000,浙江省,2012,739030,10950,19496,685161,7893,9910,5620
330000,浙江省,2011,659000,10538,19434,609007,7545,8509,3967
330000,浙江省,2010,570258,10193,19401,521940,7108,7940,3676
330000,浙江省,2009,,,,,,,
330000,浙江省,2008,,,,,,,
330000,浙江省,2007,,,,,,,
330000,浙江省,2006,,,,,,,
330000,浙江省,2005,,,,,,,
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,786202,8096,5254,713371,1022,756,57703
340000,安徽省,2018,,,,,,,
340000,安徽省,2017,727017,12738,7738,642934,1057,1139,61411
340000,安徽省,2016,518794,11826,6659,451680,945,994,46690
340000,安徽省,2015,454812,11111,7111,390178,875,973,44564
340000,安徽省,2014,363443,10036,6591,314518,812,957,30529
340000,安徽省,2013,,,,,,,
340000,安徽省,2012,254386,9916,6810,197796,840,1038,37986
340000,安徽省,2011,214306,9281,6782,166899,795,961,29588
340000,安徽省,2010,171775,8314,6601,132679,719,875,22587
340000,安徽省,2009,,,,,,,
340000,安徽省,2008,,,,,,,
340000,安徽省,2007,,,,,,,
340000,安徽省,2006,,,,,,,
340000,安徽省,2005,,,,,,,
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,819718,12626,4828,781353,8295,3710,8906
350000,福建省,2018,,,,,,,
350000,福建省,2017,748141,12632,9021,650640,9808,4475,61565
350000,福建省,2016,636091,12053,8969,543730,9458,4449,57432
350000,福建省,2015,556220,11966,9586,466542,9227,4439,54460
350000,福建省,2014,457591,11143,9281,379362,8872,4337,44596
350000,福建省,2013,,,,,,,
350000,福建省,2012,319214,11333,8819,239343,8338,4349,47032
350000,福建省,2011,278412,10648,8491,205490,8020,4220,41543
350000,福建省,2010,231539,9489,8171,167455,7562,4102,34760
350000,福建省,2009,,,,,,,
350000,福建省,2008,,,,,,,
350000,福建省,2007,,,,,,,
350000,福建省,2006,,,,,,,
350000,福建省,2005,,,,,,,
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,433517,7963,3157,407674,1077,465,13181
360000,江西省,2018,,,,,,,
360000,江西省,2017,439890,9764,7105,385919,1584,706,34812
360000,江西省,2016,344148,9134,6693,289956,1165,590,36610
360000,江西省,2015,277496,8938,6464,229576,1127,572,30819
360000,江西省,2014,222139,8101,5224,180354,1109,565,26786
360000,江西省,2013,,,,,,,
360000,江西省,2012,176556,9078,4487,133072,1278,666,27975
360000,江西省,2011,130247,7613,4326,96319,1156,636,20197
360000,江西省,2010,112502,7456,4232,83021,1127,660,16006
360000,江西省,2009,,,,,,,
360000,江西省,2008,,,,,,,
360000,江西省,2007,,,,,,,
360000,江西省,2006,,,,,,,
360000,江西省,2005,,,,,,,
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,1982466,14213,9344,1917542,3173,6550,31644
370000,山东省,2018,,,,,,,
370000,山东省,2017,1676178,18645,15208,1558518,3560,10902,69345
370000,山东省,2016,1344176,20899,14269,1137040,2609,7554,161805
370000,山东省,2015,1048450,17766,14991,891045,2528,7449,114671
370000,山东省,2014,819061,14662,14722,705251,2471,7373,74582
370000,山东省,2013,,,,,,,
370000,山东省,2012,722344,16925,16929,541701,2237,8030,136522
370000,山东省,2011,649565,15687,16416,489249,2119,8469,117625
370000,山东省,2010,592306,14696,16133,443405,2058,8356,107658
370000,山东省,2009,,,,,,,
370000,山东省,2008,,,,,,,
370000,山东省,2007,,,,,,,
370000,山东省,2006,,,,,,,
370000,山东省,2005,,,,,,,
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,1097816,10663,7515,1035360,824,560,42894
410000,河南省,2018,,,,,,,
410000,河南省,2017,695953,14556,9733,605195,741,673,65055
410000,河南省,2016,580619,15632,10217,448117,697,553,105403
410000,河南省,2015,535639,14213,11469,413262,636,542,95517
410000,河南省,2014,399985,10473,10499,309559,589,492,68373
410000,河南省,2013,,,,,,,
410000,河南省,2012,283009,10255,10604,236769,565,552,24264
410000,河南省,2011,269535,9937,10435,226345,544,545,21729
410000,河南省,2010,258797,9702,10237,215665,492,489,22212
410000,河南省,2009,,,,,,,
410000,河南省,2008,,,,,,,
410000,河南省,2007,,,,,,,
410000,河南省,2006,,,,,,,
410000,河南省,2005,,,,,,,
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,804818,9788,6804,771891,1295,1443,13597
420000,湖北省,2018,,,,,,,
420000,湖北省,2017,751526,13511,8002,680305,1628,1764,46316
420000,湖北省,2016,609683,13062,8012,523815,1396,1288,62110
420000,湖北省,2015,522899,13203,8945,407280,1089,938,91444
420000,湖北省,2014,429641,11102,9072,338056,1013,891,69507
420000,湖北省,2013,,,,,,,
420000,湖北省,2012,322331,13698,9424,220335,1010,992,76872
420000,湖北省,2011,273217,12340,9189,187841,937,952,61958
420000,湖北省,2010,239300,11301,9338,162720,916,915,54110
420000,湖北省,2009,,,,,,,
420000,湖北省,2008,,,,,,,
420000,湖北省,2007,,,,,,,
420000,湖北省,2006,,,,,,,
420000,湖北省,2005,,,,,,,
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,477440,8050,4408,448378,727,458,15419
430000,湖南省,2018,,,,,,,
430000,湖南省,2017,502984,12911,7841,428709,931,663,51929
430000,湖南省,2016,392705,11014,7285,323658,818,550,49380
430000,湖南省,2015,321582,9080,7088,267281,779,529,36825
430000,湖南省,2014,277672,8317,7291,235630,774,551,25109
430000,湖南省,2013,,,,,,,
430000,湖南省,2012,221798,9522,8831,177969,868,581,24027
430000,湖南省,2011,193955,8723,8919,155167,755,537,19854
430000,湖南省,2010,176147,8080,8923,145391,710,547,12496
430000,湖南省,2009,,,,,,,
430000,湖南省,2008,,,,,,,
430000,湖南省,2007,,,,,,,
430000,湖南省,2006,,,,,,,
430000,湖南省,2005,,,,,,,
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,3037617,21898,21079,2779958,61189,16031,137462
440000,广东省,2018,,,,,,,
440000,广东省,2017,1752016,24617,27579,1463030,42118,15689,178983
440000,广东省,2016,1325287,22050,26847,1083856,38784,13799,139951
