省份编码,省份,年份,电话普及率(包括移动电话)(部/百人),移动电话普及率(部/百人),每千人拥有公用电话数(部),开通互联网宽带业务的行政村比重(%),互联网普及率(%)
110000,北京市,2019,211.873606983655,186.656296433878,,,
110000,北京市,2018,212.91554173243,186.11158202581,,,
110000,北京市,2017,202.767775372,172.850555120468,16.6466116920809,,
110000,北京市,2016,210.041161581297,178.057006765153,17.1064015831377,100,77.83
110000,北京市,2015,217.879290486063,181.729555401981,33.3563695001152,100,76.5
110000,北京市,2014,228.094469232199,189.459964677449,38.0099460866332,100,75.3
110000,北京市,2013,200.559286930206,159.534268015888,43.9902118403632,100,75.2
110000,北京市,2012,200.6,156.9,46.3,100,72.2
110000,北京市,2011,176.34,131.29,48.53,100,70.3
110000,北京市,2010,171.82,121.36,53.28,100,69.4
110000,北京市,2009,,,,,
110000,北京市,2008,,,,,
110000,北京市,2007,,,,,
110000,北京市,2006,,,,,
110000,北京市,2005,,,,,
110000,北京市,2004,,,,,
110000,北京市,2003,,,,,
110000,北京市,2002,,,,,
110000,北京市,2001,,,,,
110000,北京市,2000,,,,,
120000,天津市,2019,131.502148121114,109.148883041048,,,
120000,天津市,2018,127.311515773275,105.699531931264,,,
120000,天津市,2017,120.499579284076,101.49489038905,10.1272424801043,,
120000,天津市,2016,115.938973958467,96.0081875912222,12.1646224361765,100,64.6
120000,天津市,2015,110.766993115485,88.544555415495,15.5790426322764,100,63.0
120000,天津市,2014,112.895932911835,89.1208720934066,20.8458541280714,33,61.4
120000,天津市,2013,113.839173759178,89.8751944355764,19.3317529428546,100,61.3
120000,天津市,2012,123.9,97.8,21.2,100,58.5
120000,天津市,2011,120.82,95.12,21.77,100,55.6
120000,天津市,2010,118.62,88.75,22.06,100,52.7
120000,天津市,2009,,,,,
120000,天津市,2008,,,,,
120000,天津市,2007,,,,,
120000,天津市,2006,,,,,
120000,天津市,2005,,,,,
120000,天津市,2004,,,,,
120000,天津市,2003,,,,,
120000,天津市,2002,,,,,
120000,天津市,2001,,,,,
120000,天津市,2000,,,,,
130000,河北省,2019,118.820148130196,109.531518169856,,,
130000,河北省,2018,117.697860063788,108.461057660495,,,
130000,河北省,2017,110.985412632721,100.828000989425,7.741119113986,,
130000,河北省,2016,106.715020649126,95.3279094517439,8.17606307856038,97.16,53.3
130000,河北省,2015,95.8089784132355,82.6346950539535,8.75430307666616,94,50.5
130000,河北省,2014,99.0575764347385,84.3617145759269,9.11764347384459,98.7,49.1
130000,河北省,2013,97.6267372736311,81.9107221030438,9.52325297540712,97.6,46.5
130000,河北省,2012,92.8,76.1,10.3,96.5,41.5
130000,河北省,2011,88.09,70.82,10.52,95.7,36.1
130000,河北省,2010,79.68,61.89,11.8,95.1,31.2
130000,河北省,2009,,,,,
130000,河北省,2008,,,,,
130000,河北省,2007,,,,,
130000,河北省,2006,,,,,
130000,河北省,2005,,,,,
130000,河北省,2004,,,,,
130000,河北省,2003,,,,,
130000,河北省,2002,,,,,
130000,河北省,2001,,,,,
130000,河北省,2000,,,,,
140000,山西省,2019,114.05575428642,106.918336810379,,,
140000,山西省,2018,113.989394835933,106.550217859064,,,
140000,山西省,2017,106.694882979729,98.5294502140532,8.40614744689184,,
140000,山西省,2016,100.754256255364,91.419606479721,9.10314425093165,90.18,55.5
140000,山西省,2015,100.59577743087,88.4629870200758,11.9264652904381,86.2,54.2
140000,山西省,2014,106.540737837038,91.3478327613241,15.4424664744131,85.2,50.6
140000,山西省,2013,101.65070523416,85.5510330578512,16.3310468319559,100,48.6
140000,山西省,2012,96.0,76.9,16.8,100,44.2
140000,山西省,2011,87.55,68.46,17.36,99.88,39.3
140000,山西省,2010,85.38,64.35,20.18,99.55,36.5
140000,山西省,2009,,,,,
140000,山西省,2008,,,,,
140000,山西省,2007,,,,,
140000,山西省,2006,,,,,
140000,山西省,2005,,,,,
140000,山西省,2004,,,,,
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,127.029453457238,118.587966608915,,,
150000,内蒙古自治区,2018,128.568552237981,120.144622293783,,,
150000,内蒙古自治区,2017,121.549481926758,112.36183263466,4.59254132721664,,
150000,内蒙古自治区,2016,108.681278520694,98.0428395698583,5.69302805444228,62.48,52.2
150000,内蒙古自治区,2015,107.588090990187,94.6647604179941,7.6462342296419,54,50.3
150000,内蒙古自治区,2014,119.517428467628,105.181854112687,9.41636291774626,49,45.7
150000,内蒙古自治区,2013,122.830814258431,107.727635619652,9.94566805866408,58.7,43.9
150000,内蒙古自治区,2012,117.5,102.7,10.3,59,38.9
150000,内蒙古自治区,2011,109.05,93.7,11.29,47,34.6
150000,内蒙古自治区,2010,101.08,83.98,12.56,41.4,30.8
150000,内蒙古自治区,2009,,,,,
150000,内蒙古自治区,2008,,,,,
150000,内蒙古自治区,2007,,,,,
150000,内蒙古自治区,2006,,,,,
150000,内蒙古自治区,2005,,,,,
150000,内蒙古自治区,2004,,,,,
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,126.668888020773,112.222809476756,,,
210000,辽宁省,2018,127.794744569082,111.961535108848,,,
210000,辽宁省,2017,126.643333562224,108.852942388244,11.6925541898418,,
210000,辽宁省,2016,121.469066654484,101.125291242176,12.9615788752341,100,62.6
210000,辽宁省,2015,121.532721796276,97.8872307411464,14.9233296823658,100,62.2
210000,辽宁省,2014,129.510052379868,103.291899339558,19.9748121156912,100,58.8
210000,辽宁省,2013,132.255605922551,104.410230068337,20.7025512528474,100,55.9
210000,辽宁省,2012,127.2,97.9,21.3,100,50.2
210000,辽宁省,2011,118.6,87.69,21.75,100,47.8
210000,辽宁省,2010,110.43,77.37,22.88,93.4,44.4
210000,辽宁省,2009,,,,,
210000,辽宁省,2008,,,,,
210000,辽宁省,2007,,,,,
210000,辽宁省,2006,,,,,
210000,辽宁省,2005,,,,,
210000,辽宁省,2004,,,,,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,124.689582380989,107.689363109639,,,
220000,吉林省,2018,128.655603056145,110.983328772291,,,
220000,吉林省,2017,123.879073241997,105.568776380624,12.1674891349547,,
220000,吉林省,2016,116.17659886646,97.1382604654907,12.8805391817872,100,50.9
220000,吉林省,2015,112.002963694739,91.2171487513257,14.6005549663679,100,47.7
220000,吉林省,2014,115.794490586329,94.9119525646895,14.8625916479556,100,45.2
220000,吉林省,2013,107.262372423018,86.2191416358931,15.1976171091274,100,42.3
220000,吉林省,2012,103.2,82.1,15.1,96.5,38.6
220000,吉林省,2011,94.05,72.96,16.55,91.4,35.2
220000,吉林省,2010,87.61,65.89,17.03,84.9,32.2
220000,吉林省,2009,,,,,
220000,吉林省,2008,,,,,
220000,吉林省,2007,,,,,
220000,吉林省,2006,,,,,
220000,吉林省,2005,,,,,
220000,吉林省,2004,,,,,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,113.798683123183,104.737557646682,,,
230000,黑龙江省,2018,111.150679812356,101.604282950359,,,
230000,黑龙江省,2017,107.884649088078,96.5274685248238,7.05197033283184,,
230000,黑龙江省,2016,103.785167930091,90.6918166982523,8.38131711939356,94,48.1
230000,黑龙江省,2015,102.993152661542,87.3583965159903,9.62824986226621,100,44.5
230000,黑龙江省,2014,106.919720845291,90.2102269762588,11.3512392381946,100,41.7
230000,黑龙江省,2013,98.2589517601043,78.759590612777,12.5934289439374,95,39.5
230000,黑龙江省,2012,89.7,69.5,13.2,95,34.7
230000,黑龙江省,2011,82.7,62.0,14.98,92,31.5
230000,黑龙江省,2010,75.42,54.16,15.91,91,29.5
230000,黑龙江省,2009,,,,,
230000,黑龙江省,2008,,,,,
230000,黑龙江省,2007,,,,,
230000,黑龙江省,2006,,,,,
230000,黑龙江省,2005,,,,,
230000,黑龙江省,2004,,,,,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,191.558147388536,165.060087144893,,,
310000,上海市,2018,180.935262276279,153.573368870112,,,
310000,上海市,2017,164.975842833691,136.404502280499,6.67249713645367,,
310000,上海市,2016,160.671467537298,130.435289498698,7.6906228044799,100,74.1
310000,上海市,2015,162.70230657442,129.691918501865,10.2680031632074,100,73.1
310000,上海市,2014,170.382004221497,135.744941624617,15.0405247188417,100,71.1
310000,上海市,2013,168.51510258162,132.524004720204,15.8797176158831,100,70.7
310000,上海市,2012,166.7,128.2,17.0,100,68.4
310000,上海市,2011,154.02,113.79,17.39,100,66.2
310000,上海市,2010,171.43,122.93,21.98,100,64.5
310000,上海市,2009,,,,,
310000,上海市,2008,,,,,
310000,上海市,2007,,,,,
310000,上海市,2006,,,,,
310000,上海市,2005,,,,,
310000,上海市,2004,,,,,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,142.441387856258,125.971623296159,,,
320000,江苏省,2018,139.27155899487,121.654090948613,,,
320000,江苏省,2017,128.526392088974,109.694339481648,11.050203629208,,
320000,江苏省,2016,123.860218038157,102.502314154977,12.2736603905683,100,56.6
320000,江苏省,2015,124.946152978198,100.210498602109,14.6308438749796,100,55.5
320000,江苏省,2014,128.189517415698,101.385544832577,17.4311374537378,100,53.8
320000,江苏省,2013,128.871727277193,100.030989396044,18.218109727451,100,51.7
320000,江苏省,2012,124.8,94.6,19.8,100,50.0
320000,江苏省,2011,115.08,84.95,20.9,100,46.8
320000,江苏省,2010,109.02,76.67,22.67,100,42.8
320000,江苏省,2009,,,,,
320000,江苏省,2008,,,,,
320000,江苏省,2007,,,,,
320000,江苏省,2006,,,,,
320000,江苏省,2005,,,,,
320000,江苏省,2004,,,,,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,171.728717948718,149.339829059829,,,
330000,浙江省,2018,166.804943350183,144.827455115914,,,
330000,浙江省,2017,155.588849213364,134.180523245537,25.1012904366272,,
330000,浙江省,2016,152.292549194991,129.26518783542,26.9853846153846,100,65.6
330000,浙江省,2015,158.054341938978,131.497743274959,30.8178371547211,100,65.3
330000,浙江省,2014,163.626178286129,133.816693899782,34.3355846042121,100,62.9
330000,浙江省,2013,161.024510731175,128.624558021099,37.58912331757,100,60.8
330000,浙江省,2012,152.4,117.9,38.9,100,59.0
330000,浙江省,2011,141.43,105.67,39.88,100,56.1
330000,浙江省,2010,135.77,97.44,42.53,100,53.8
330000,浙江省,2009,,,,,
330000,浙江省,2008,,,,,
330000,浙江省,2007,,,,,
330000,浙江省,2006,,,,,
330000,浙江省,2005,,,,,
330000,浙江省,2004,,,,,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,100.772553763019,91.8049293894029,,,
340000,安徽省,2018,96.6554952874944,87.5415238155481,,,
340000,安徽省,2017,86.9039010040289,78.088651915329,5.26200677879389,,
340000,安徽省,2016,80.007723347591,70.0989250262287,5.91490598014688,100,44.3
340000,安徽省,2015,80.2094862946807,68.1737092258611,7.71534605117522,99.9,39.4
340000,安徽省,2014,83.114262933798,69.3078876851502,9.81096187673642,100,36.9
340000,安徽省,2013,81.8530979468639,65.6547547182328,10.7150485919931,100,35.9
340000,安徽省,2012,78.8,60.5,11.8,100,31.3
340000,安徽省,2011,75.6,54.72,12.47,100,26.6
340000,安徽省,2010,65.73,45.65,12.83,100,22.7
340000,安徽省,2009,,,,,
340000,安徽省,2008,,,,,
340000,安徽省,2007,,,,,
340000,安徽省,2006,,,,,
340000,安徽省,2005,,,,,
340000,安徽省,2004,,,,,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,138.032469166876,118.809967279134,,,
350000,福建省,2018,135.469862978939,115.542293834052,,,
350000,福建省,2017,129.684528253644,109.819478394273,10.3539248274099,,
350000,福建省,2016,128.412245740836,107.357731027362,11.3157976251936,100,69.7
350000,福建省,2015,131.349830685074,108.204740817921,14.5871320656421,100,69.6
350000,福建省,2014,136.890504466632,112.368229111929,16.0475302154493,100,65.5
350000,福建省,2013,140.083494965554,114.023855325914,16.5551934287228,100,64.1
350000,福建省,2012,136.1,108.8,18.8,100,61.3
350000,福建省,2011,123.69,96.21,21.02,96,57.0
350000,福建省,2010,112.14,83.31,22.83,96.5,50.9
350000,福建省,2009,,,,,
350000,福建省,2008,,,,,
350000,福建省,2007,,,,,
350000,福建省,2006,,,,,
350000,福建省,2005,,,,,
350000,福建省,2004,,,,,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,98.8960802383146,89.0923897901888,,,
360000,江西省,2018,97.0154059002877,87.0016998130206,,,
360000,江西省,2017,84.9432097964129,74.6237164925034,6.95287856169274,,
360000,江西省,2016,79.6590183568147,68.3900746902424,9.00873200792631,99,44.6
360000,江西省,2015,78.8237329788003,66.374191513548,10.5133355090097,98.5,38.7
360000,江西省,2014,77.4044507459006,64.6935444810399,11.041861140955,98,34.1
360000,江西省,2013,75.8337357923135,62.0698575914378,11.4746804652603,97.5,32.6
360000,江西省,2012,71.7,57.3,12.3,97.5,28.5
360000,江西省,2011,67.14,52.04,13.36,97.3,24.4
360000,江西省,2010,56.88,40.87,14.46,99.9,20.2
360000,江西省,2009,,,,,
360000,江西省,2008,,,,,
360000,江西省,2007,,,,,
360000,江西省,2006,,,,,
360000,江西省,2005,,,,,
360000,江西省,2004,,,,,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,118.872694809741,107.10312893177,,,
370000,山东省,2018,115.465808520549,105.19872024556,,,
370000,山东省,2017,108.210547250953,99.380630092656,8.55806065064068,,
370000,山东省,2016,106.215990525444,96.4598919836246,9.05895860310618,100,52.9
370000,山东省,2015,103.652220538714,92.2987947794085,9.84040068405508,100,48.9
370000,山东省,2014,102.992152760682,88.5043184332489,14.5397740215722,100,47.6
370000,山东省,2013,103.160430230372,85.6165292873295,15.6564156989497,100,44.7
370000,山东省,2012,97.9,78.7,16.4,100,40.1
370000,山东省,2011,94.02,74.24,18.06,100,37.8
370000,山东省,2010,86.41,65.37,19.22,100,35.2
370000,山东省,2009,,,,,
370000,山东省,2008,,,,,
370000,山东省,2007,,,,,
370000,山东省,2006,,,,,
370000,山东省,2005,,,,,
370000,山东省,2004,,,,,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,109.947302904565,102.085892116183,,,
410000,河南省,2018,105.480283185841,97.388243623113,,,
410000,河南省,2017,97.1678615104094,89.4784734594048,7.86293313303617,,
410000,河南省,2016,91.1375359037894,82.7598322356757,8.05666347055627,100,43.4
410000,河南省,2015,90.1590717299578,79.5086497890295,10.2426160337553,100,39.2
410000,河南省,2014,93.8530182280627,81.7393651971174,12.0309877066554,100,36.9
410000,河南省,2013,89.499640922129,76.4923446297673,12.5470731966429,100,34.9
410000,河南省,2012,75.3,61.6,13.3,100,30.4
410000,河南省,2011,68.08,53.82,14.32,100,27.5
410000,河南省,2010,61.44,46.4,14.87,100,25.5
410000,河南省,2009,,,,,
410000,河南省,2008,,,,,
410000,河南省,2007,,,,,
410000,河南省,2006,,,,,
410000,河南省,2005,,,,,
410000,河南省,2004,,,13.7,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,104.723300151847,95.967943310275,,,
420000,湖北省,2018,104.319683961467,94.1319435524759,,,
420000,湖北省,2017,95.7792121314808,84.617302609285,10.7972551677397,,
420000,湖北省,2016,92.0204468988955,79.587950722175,11.1263721325404,96,51.4
420000,湖北省,2015,92.3359822267795,77.4249337776639,13.4324532171238,92.1,46.8
