省份编码,省份,年份,平均每一营业网点服务人口(万人),平均每人每年发函件数(件),平均每百人每年订报刊数(份),已通邮的行政村比重(%)
110000,北京市,2019,0.437182869900548,8.6734073179792,18.598161218425,100
110000,北京市,2018,0.39705069124424,9.94822655524605,22.186165273909,100
110000,北京市,2017,0.425186055620838,12.7600414555504,21.1953017042837,100
110000,北京市,2016,2.77,20.56,21.89,100
110000,北京市,2015,0.354598921744813,28.46,23.9,100
110000,北京市,2014,0.521094696052313,30.7171035508459,26.2474437627812,100
110000,北京市,2013,0.551068264721209,33.8371005296009,28.8137790807641,100
110000,北京市,2012,0.670447180816591,32.4887932817786,35.2152344127598,100
110000,北京市,2011,0.824901211262919,36.1017839849126,35.9220202120281,100
110000,北京市,2010,0.889449795918367,34.5010603003166,37.0463372908361,96.6582278481013
110000,北京市,2009,,,,
110000,北京市,2008,,,,
110000,北京市,2007,,,,
110000,北京市,2006,,,,
110000,北京市,2005,,,,
110000,北京市,2004,,,,
110000,北京市,2003,,,,
110000,北京市,2002,,,,
110000,北京市,2001,,,,
110000,北京市,2000,,,,
120000,天津市,2019,0.477648499693815,1.38299943015565,6.47253542318946,100
120000,天津市,2018,0.638297872340426,1.52230128205128,7.5,100
120000,天津市,2017,0.747120921305182,1.99125883108542,8.07899807321773,100
120000,天津市,2016,0.8,3.1,8.82,100
120000,天津市,2015,0.844866193336974,3.68,10.58,100
120000,天津市,2014,1.09437950937951,5.13866601617869,11.1708124287155,100
120000,天津市,2013,1.03443429374561,5.85941292342804,13.4596164732522,100
120000,天津市,2012,1.32303370786517,9.50376574663836,13.7738428874735,100
120000,天津市,2011,1.92915632384192,8.65885983883506,14.7033431734317,100
120000,天津市,2010,1.7273997329773,8.15632686526373,16.2648134705351,100
120000,天津市,2009,,,,
120000,天津市,2008,,,,
120000,天津市,2007,,,,
120000,天津市,2006,,,,
120000,天津市,2005,,,,
120000,天津市,2004,,,,
120000,天津市,2003,,,,
120000,天津市,2002,,,,
120000,天津市,2001,,,,
120000,天津市,2000,,,,
130000,河北省,2019,0.611722797927461,0.547162330725754,6.35763839951949,100
130000,河北省,2018,0.768198454656364,0.650415563790365,6.86871360508205,100
130000,河北省,2017,1.07214143142287,0.729085106382979,6.34933510638298,100
130000,河北省,2016,1.14,0.96,14.83,100
130000,河北省,2015,1.31112837718524,1.94,15.97,100
130000,河北省,2014,1.70171698548053,3.46776096157102,10.6426951074996,100
130000,河北省,2013,2.18960883845924,4.37879374465572,9.16182104404956,100
130000,河北省,2012,2.56348927189588,3.9613019895719,8.66521816684962,100
130000,河北省,2011,2.90520968766417,3.31064974421708,8.52282504961667,100
130000,河北省,2010,3.05372724181895,3.38672268603025,7.0856412823289,100
130000,河北省,2009,,,,
130000,河北省,2008,,,,
130000,河北省,2007,,,,
130000,河北省,2006,,,,
130000,河北省,2005,,,,
130000,河北省,2004,,,,
130000,河北省,2003,,,,
130000,河北省,2002,,,,
130000,河北省,2001,,,,
130000,河北省,2000,,,,
140000,山西省,2019,0.511487137157793,0.322990077768839,9.18128184499866,100
140000,山西省,2018,0.548458474701283,0.512240451855837,6.88569123184508,100
140000,山西省,2017,0.561249241964827,0.737155591572123,7.11750405186386,100
140000,山西省,2016,0.6,0.74,8.47,100
140000,山西省,2015,0.620406366407044,1.07,9.65,100
140000,山西省,2014,0.889746341463415,0.977442186866084,10.7849318523229,100
140000,山西省,2013,1.12453531598513,1.26176141936195,10.7876737745777,99.9859045739657
140000,山西省,2012,1.72198378636147,1.4960715591249,10.9499261977292,100
140000,山西省,2011,2.270954500638,1.86537672478036,10.2227887559143,100
140000,山西省,2010,2.37763721704394,2.16512997509444,9.67113369467294,99.368110650846
140000,山西省,2009,,,,
140000,山西省,2008,,,,
140000,山西省,2007,,,,
140000,山西省,2006,,,,
140000,山西省,2005,,,,
140000,山西省,2004,,,,
140000,山西省,2003,,,,
140000,山西省,2002,,,,
140000,山西省,2001,,,,
140000,山西省,2000,,,,
150000,内蒙古自治区,2019,0.430952380952381,0.243947770479926,8.157318590622,100
150000,内蒙古自治区,2018,0.513579246047831,0.264680347277032,8.0568271507498,100
150000,内蒙古自治区,2017,0.549185667752443,0.290759193357058,6.94978252273626,99.0804183195096
150000,内蒙古自治区,2016,0.6,0.35,7.15,83.1
150000,内蒙古自治区,2015,0.704952274003369,0.58,15.33,99.5144411887819
150000,内蒙古自治区,2014,0.840258302583026,0.654145424203832,10.4526890263134,98.5
150000,内蒙古自治区,2013,0.931394481730052,0.747000732700462,9.97210329732118,91.6555071978574
150000,内蒙古自治区,2012,1.12976406533575,0.977646506024096,9.22189156626506,94
150000,内蒙古自治区,2011,1.49320697954272,1.22638388666579,11.4689468148978,95
150000,内蒙古自治区,2010,1.42563883439123,1.36415850826191,7.70856170775082,97.4765558397272
150000,内蒙古自治区,2009,,,,
150000,内蒙古自治区,2008,,,,
150000,内蒙古自治区,2007,,,,
150000,内蒙古自治区,2006,,,,
150000,内蒙古自治区,2005,,,,
150000,内蒙古自治区,2004,,,,
150000,内蒙古自治区,2003,,,,
150000,内蒙古自治区,2002,,,,
150000,内蒙古自治区,2001,,,,
150000,内蒙古自治区,2000,,,,
210000,辽宁省,2019,0.480277655354782,0.782802123308132,9.05646069352207,100
210000,辽宁省,2018,0.612477167345792,1.42011470520762,10.410874053682,100
210000,辽宁省,2017,0.61319298245614,1.30470588235294,8.78484779125658,100
210000,辽宁省,2016,0.74,1.03,8.38,100
210000,辽宁省,2015,0.82671194114318,1.59,9.41,100
210000,辽宁省,2014,1.14170566822673,2.37375768617627,8.78683671145525,99
210000,辽宁省,2013,1.1794734013971,1.5715679498861,8.5614026877204,97.247157390784
210000,辽宁省,2012,1.42176870748299,1.69351369332422,9.19687400318979,94.2
210000,辽宁省,2011,1.87370794920732,2.00597956524721,12.6523271731691,100
210000,辽宁省,2010,2.01410326887661,1.93453333209285,8.77048340725688,99.9255952380952
210000,辽宁省,2009,,,,
210000,辽宁省,2008,,,,
210000,辽宁省,2007,,,,
210000,辽宁省,2006,,,,
210000,辽宁省,2005,,,,
210000,辽宁省,2004,,,,
210000,辽宁省,2003,,,,
210000,辽宁省,2002,,,,
210000,辽宁省,2001,,,,
210000,辽宁省,2000,,,,
220000,吉林省,2019,0.530196078431373,0.357170730619572,5.86160632988074,100
220000,吉林省,2018,0.580382056235244,0.479511834319527,6.18343195266272,100
220000,吉林省,2017,0.576735300360858,0.631888111888112,5.89473684210526,100
220000,吉林省,2016,0.7,0.58,6.1,100
220000,吉林省,2015,0.674667973535898,0.71,6.85,100
220000,吉林省,2014,1.16183199662305,1.10228238833301,7.15489866951511,100
220000,吉林省,2013,1.20131004366812,1.58860839318426,7.46949842679993,100
220000,吉林省,2012,1.70913610938471,1.82025374545455,7.37514545454546,100
220000,吉林省,2011,1.83294,2.39546529145958,6.82423501769471,100
220000,吉林省,2010,2.10923940092166,3.39339662665508,6.74013903498312,100
220000,吉林省,2009,,,,
220000,吉林省,2008,,,,
220000,吉林省,2007,,,,
220000,吉林省,2006,,,,
220000,吉林省,2005,,,,
220000,吉林省,2004,,,,
220000,吉林省,2003,,,,
220000,吉林省,2002,,,,
220000,吉林省,2001,,,,
220000,吉林省,2000,,,,
230000,黑龙江省,2019,0.568394094606809,0.527507797296937,6.52360515021459,100
230000,黑龙江省,2018,0.612997562956946,0.789923138086403,6.28173866949377,100
230000,黑龙江省,2017,0.65125472671021,0.983328054895751,6.34362628661916,100
230000,黑龙江省,2016,0.8,1.0,6.92,100
230000,黑龙江省,2015,0.87665593376265,1.23,7.93,100
230000,黑龙江省,2014,1.21451204055767,1.78504826506653,8.14844769110357,100
230000,黑龙江省,2013,1.44990548204159,2.26362519621801,8.44495185536789,100
230000,黑龙江省,2012,1.56489795918367,1.84077050078247,15.8307485654669,100
230000,黑龙江省,2011,1.81562913893975,2.02743129706393,11.6414032342201,100
230000,黑龙江省,2010,1.940842147923,2.42875020776659,9.59840911349861,100
230000,黑龙江省,2009,,,,
230000,黑龙江省,2008,,,,
230000,黑龙江省,2007,,,,
230000,黑龙江省,2006,,,,
230000,黑龙江省,2005,,,,
230000,黑龙江省,2004,,,,
230000,黑龙江省,2003,,,,
230000,黑龙江省,2002,,,,
230000,黑龙江省,2001,,,,
230000,黑龙江省,2000,,,,
310000,上海市,2019,0.440487007087043,18.8034792063061,19.3259037782006,100
310000,上海市,2018,0.513994910941476,23.6809653465347,19.9649339933993,100
310000,上海市,2017,0.147673140344449,27.862799834574,24.1261373035567,100
310000,上海市,2016,0.3,34.25,29.26,100
310000,上海市,2015,0.309808876346845,41.51,31.93,100
310000,上海市,2014,0.541446428571429,45.4645748820949,33.4256785726064,100
310000,上海市,2013,0.528562048588313,47.1238676272695,38.3658638083228,100
310000,上海市,2012,0.627637130801688,56.6095779831933,41.2889705882353,100
310000,上海市,2011,0.462293586104746,56.6162892945413,40.2323916062468,100
310000,上海市,2010,0.546773111638955,50.6538494821789,42.5892348404902,100
310000,上海市,2009,,,,
310000,上海市,2008,,,,
310000,上海市,2007,,,,
310000,上海市,2006,,,,
310000,上海市,2005,,,,
310000,上海市,2004,,,,
310000,上海市,2003,,,,
310000,上海市,2002,,,,
310000,上海市,2001,,,,
310000,上海市,2000,,,,
320000,江苏省,2019,0.375005822348502,2.59743618339529,10.2869888475836,100
320000,江苏省,2018,0.529601368241021,2.80736181840765,12.040119239846,100
320000,江苏省,2017,0.528571428571429,3.56146967243741,13.6340764727862,100
