省份编码,省份,年份,农村居民家庭经营耕地面积(亩/人),农村居民家庭经营山地面积(亩/人),农村居民家庭园地面积(亩/人),农村居民家庭养殖水面面积(亩/人)
110000,北京市,2019,,,,
110000,北京市,2018,,,,
110000,北京市,2017,,,,
110000,北京市,2016,,,,
110000,北京市,2015,,,,
110000,北京市,2014,,,,
110000,北京市,2013,,,,
110000,北京市,2012,0.495652219623098,0.125059005966305,0.114226088784924,0.008578862985255
110000,北京市,2011,0.477,0.127,0.1219,0.0088
110000,北京市,2010,0.5335,0.061,0.1406,0.0539
110000,北京市,2009,0.535,0.038,0.137,0.053
110000,北京市,2008,0.57,0.05,0.17,0.05
110000,北京市,2007,0.5445,0.0517,0.1787,0.3022
110000,北京市,2006,0.62764868270886,0.04,0.21970460831626,0.03
110000,北京市,2005,0.693487379425938,0.1,0.128058252471628,0.036504854368932
110000,北京市,2004,0.611427463726816,0.01,0.207757951930292,
110000,北京市,2003,0.6928,0.0091,0.2167,
110000,北京市,2002,0.74,0.04,0.21,
110000,北京市,2001,0.831576559546314,0.025330812854442,0.197686200378072,0.00945179584121
110000,北京市,2000,0.657029777610253,0.026988315114964,0.311922352054278,0.024297022238975
120000,天津市,2019,,,,
120000,天津市,2018,,,,
120000,天津市,2017,,,,
120000,天津市,2016,,,,
120000,天津市,2015,,,,
120000,天津市,2014,,,,
120000,天津市,2013,,,,
120000,天津市,2012,1.58033475549722,,0.060815665682092,0.012690077672027
120000,天津市,2011,1.4066,0.0139,0.0125,0.0052
120000,天津市,2010,1.4862,0.0065,0.0248,0.037
120000,天津市,2009,1.535,0.006,0.032,0.036
120000,天津市,2008,1.31,0.01,0.05,0.04
120000,天津市,2007,1.2034,0.0081,0.0224,0.038
120000,天津市,2006,1.25250479643267,0.01,0.03,0.04
120000,天津市,2005,1.33384579020484,0.02,0.02,0.04
120000,天津市,2004,1.35449859465409,0.0,0.01,
120000,天津市,2003,1.2923,,0.0654,
120000,天津市,2002,1.41,,0.04,
120000,天津市,2001,1.45985656656208,,0.033496190049305,0.005378753922008
120000,天津市,2000,1.43,0.009775429326288,0.043940995156319,
130000,河北省,2019,,,,
130000,河北省,2018,,,,
130000,河北省,2017,,,,
130000,河北省,2016,,,,
130000,河北省,2015,,,,
130000,河北省,2014,,,,
130000,河北省,2013,,,,
130000,河北省,2012,1.89023045904176,0.096727619862732,0.091948582056389,
130000,河北省,2011,1.8665,0.0936,0.0949,
130000,河北省,2010,1.981,0.1181,0.0794,
130000,河北省,2009,1.978,0.117,0.076,
130000,河北省,2008,1.94,0.11,0.07,
130000,河北省,2007,1.9263,0.0958,0.0734,
130000,河北省,2006,1.93716682135165,0.1,0.06,0.0
130000,河北省,2005,1.89477848839897,0.09,0.07,
130000,河北省,2004,1.77571015355786,0.08,0.05,
130000,河北省,2003,1.7465,0.0714,0.0652,
130000,河北省,2002,1.81,0.16,0.07,
130000,河北省,2001,1.8112355325774,0.183511544562599,0.056644732976911,
130000,河北省,2000,1.75,0.186579023570974,0.063251867724561,
140000,山西省,2019,,,,
140000,山西省,2018,,,,
140000,山西省,2017,,,,
140000,山西省,2016,,,,
140000,山西省,2015,,,,
140000,山西省,2014,,,,
140000,山西省,2013,,,,
140000,山西省,2012,2.49658343566653,0.190094146541138,0.248050211488607,
