省份编码,省份,年份,农村居民家庭拥有汽车数量(辆/百户),农村居民家庭拥有大中型拖拉机数量(台/百户),农村居民家庭拥有小型和手扶拖拉机数量(台/百户),农村居民家庭拥有机动脱粒机数量(台/百户),农村居民家庭拥有胶轮大车数量(辆/百户),农村居民家庭拥有水泵数量(台/百户),农村居民家庭拥有役畜数量(头/百户),农村居民家庭拥有产品畜数量(头/百户)
120000,天津市,2005,6.66666666666667,1.66666666666667,18.0,0.666666666666667,4.66666666666667,19.0,5.5,26.0
120000,天津市,2004,5.5,2.5,21.6666666666667,1.67083333333333,3.83333333333333,17.75,8.5,12.5
120000,天津市,2003,5.83333333333333,1.83333333333333,22.3333333333333,2.68666666666667,7.16666666666667,18.6666666666667,10.0833333333333,15.1666666666667
120000,天津市,2002,6.5,1.67,25.67,3.18,9.83,20.88,17.67,36.33
120000,天津市,2001,5.16666666666667,3.16666666666667,23.3333333333333,2.26666666666667,12.6666666666667,20.2833333333333,17.25,24.0
120000,天津市,2000,4.83333333333333,2.13333333333333,19.0,2.5,13.1666666666667,21.1666666666667,23.3333333333333,14.6666666666667
130000,河北省,2019,,,,,,,,
130000,河北省,2018,,,,,,,,
130000,河北省,2017,,,,,,,,
130000,河北省,2016,,,,,,,,
130000,河北省,2015,,,,,,,,
130000,河北省,2014,,,,,,,,
130000,河北省,2013,,,,,,,,
130000,河北省,2012,6.48809523809524,4.73809523809524,29.4285714285714,2.76785714285714,2.78571428571429,22.3997619047619,5.97619047619048,72.0476190476191
130000,河北省,2011,6.67857142857143,4.40476190476191,28.3154761904762,2.71428571428571,2.90476190476191,21.2619047619048,5.95238095238095,41.5714285714286
130000,河北省,2010,3.81666666666667,2.92380952380952,32.1285714285714,2.73333333333333,6.43571428571429,28.2121428571429,8.31904761904762,40.2619047619048
130000,河北省,2009,3.77,2.48,32.8,2.38,6.35,27.13,8.88,36.33
130000,河北省,2008,3.62,2.89,32.82,2.35,6.67,26.75,10.07,65.48
130000,河北省,2007,3.39285714285714,2.73809523809524,32.1119047619048,1.97142857142857,6.98333333333333,25.5795238095238,9.90238095238095,87.3571428571429
130000,河北省,2006,3.1547619047619,2.36904761904762,38.2380952380952,2.41190476190476,7.16190476190476,24.6095238095238,11.0214285714286,117.988095238095
130000,河北省,2005,3.32142857142857,2.47619047619048,36.4290476185935,2.16904761904762,7.14761904761905,22.9919047622454,11.9547619047619,60.952380952381
