省份编码,省份,年份,农村居民家庭拥有生产性固定资产原值(元/户),农村居民家庭拥有农业生产性固定资产原值(元/户),农村居民家庭拥有农业房屋及建筑物原值(元/人),农村居民家庭拥有役畜原值(元/人),农村居民家庭拥大中型铁木农具原值(元/人),农村居民家庭拥有农业机械原值(元/人),农村居民家庭拥有林业生产性固定资产原值(元/户),农村居民家庭拥有林业机械原值(元/人),农村居民家庭拥有牧业生产性固定资产原值(元/户),农村居民家庭拥有牧业房屋及建筑物原值(元/人),农村居民家庭拥有产品畜原值(元/人),农村居民家庭拥有渔业生产性固定资产原值(元/户),农村居民家庭拥有渔业机械原值(元/人),农村居民家庭拥有采矿业生产性固定资产原值(元/户),农村居民家庭拥有制造业生产性固定资产原值(元/户),农村居民家庭拥有制造业房屋及建筑物原值(元/人),农村居民家庭拥有生产设备原值(元/人),农村居民家庭拥有电力煤气与水的生产及供应生产性固定资产原值(元/户),农村居民家庭拥有建筑业生产性固定资产原值(元/户),农村居民家庭拥有交通运输及邮电业生产性固定资产原值(元/户),农村居民家庭拥有批发和零售贸易业生产性固定资产原值(元/户),农村居民家庭拥有住宿和餐饮业生产性固定资产原值(元/户),农村居民家庭拥有社会服务业生产性固定资产原值(元/户),农村居民家庭拥有教育生产性固定资产原值(元/户),农村居民家庭拥有社会保障和福利业生产性固定资产原值(元/户),农村居民家庭拥有文化体育和娱乐业生产性固定资产原值(元/户),农村居民家庭拥有其他生产性固定资产原值(元/户)
110000,北京市,2006,7824.15333333333,3688.08666666667,1536.4,18.7,14.0,504.5,9.7,1.3,1171.6,616.0,538.3,232.0,44.0,0.0,426.7,113.3,313.3,0,217.066666666667,2152.8,211.5,577.3,521.333333333333,0,29.3,0.0,0.0
110000,北京市,2005,7726.96266666667,3315.096,1012.0,23.3,30.8,634.9,3.2,1.3,1375.7,794.3,484.6,160.0,26.7,0.0,740,233.3,506.7,0,578.8,1802.0,399.5,500.0,348.933333333333,0,29.3,0.0,13.3333333333333
110000,北京市,2004,6529.09733333333,2640.764,603.3,39.2,174.9,800.5,14.7,,1002.9,584.7,348.0,3.5,3.5,22.7,190.7,0.8,176.0,,349.333333333333,2313.06666666667,150.3,82.7,166.666666666667,,4.7,,608.266666666667
110000,北京市,2003,5146.29466666667,2034.74666666667,164.67,31.87,192.85,699.93,,,671.0,195.33,454.8,5.1,3.47,,334.7,137.33,184.0,,,2153.73333333333,279.4,80.0,137.333333333333,,26.7,,99.748
110000,北京市,2002,6258.09,1784.89,,,,,,,,,,,,,,,,,93.33,2485.33,,,176.0,,,,122.67
110000,北京市,2001,5253.2,2459.2,,,,,,,,,,,,,,,,,65.3333333333333,2015.86666666667,,,41.3333333333333,,,,56.0
110000,北京市,2000,6973.864,1611.19733333333,,,,,,,,,,,,,,,,,173.866666666667,2514.8,,,1097.46666666667,,,,15.6666666666667
120000,天津市,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2012,17508.5685714286,6485.19000000001,,,,,123.0,,2700.0,,,7.8,,428.6,4566.9,,,,214.285714285715,2606.28571428572,2333.2,271.4,405.57142857143,,197.1,,
120000,天津市,2011,14785.4,5906.41,771.2,83.3,99.1,2159.9,100.0,,2397.6,1543.7,779.3,7.4,1.1,,3415.4,617.1,2798.3,,214.285714285715,2530.71428571429,1652.5,363.2,937.47,,128.6,,
120000,天津市,2010,15090.97,6379.62,1328.0,105.8,246.9,2706.9,,,1662.7,1185.0,253.0,106.0,83.3,,2090.5,643.3,1302.5,,950.0,3119.47,1384.3,25.0,1117.05,,25,,
120000,天津市,2009,14696.57,6323.72,1328.0,105.8,252.4,2705.2,,,1641.0,1185.0,253.3,106.0,83.3,,2011.7,643.3,1261.7,,950.0,2907.8,1366.3,16.7,1095.38,,25,,
120000,天津市,2008,12987.53,5989.98,1168.2,88.7,241.6,2406.6,0.0,,1831.2,1203.3,440.8,107.3,81.5,,1583.3,308.3,1243.3,,925.0,2246.17,1073.0,579.2,590.88,,,,
120000,天津市,2007,11723.67,5433.45,1341.0,99.0,122.1,1874.8,,,1880.0,1304.9,418.5,107.3,80.0,,1524.2,415.8,1056.7,,841.67,1905.33,719.7,12.8,1159.22,,,,127.33
120000,天津市,2006,10837.0833333333,5110.48333333333,1400.7,93.3,122.1,1692.0,0.0,,1720.3,1175.8,428.8,75.9,60.0,0.0,1528.3,346.7,980.0,0,316.666666666667,2070.66666666667,723.5,12.8,975.433333333333,0,6.7,0.0,92.5
120000,天津市,2005,10149.875,5005.94166666667,937.7,85.0,162.1,1780.2,,,1953.0,1395.0,429.8,75.7,59.8,0.0,1150.8,370.0,540.0,0,666.666666666667,2340.16666666667,447.5,33.3,455.433333333333,0,6.7,0.0,43.3333333333333
120000,天津市,2004,8732.56333333333,4781.23,1087.3,158.3,349.8,1549.1,0.0,,1168.6,717.2,310.8,176.7,118.3,,169,78.3,90.7,,,1482.16666666667,785.3,348.3,197.5,16.7,5,25.0,922.333333333333
120000,天津市,2003,7050.93,4231.56333333333,943.5,172.0,248.22,1504.83,,,1215.7,542.75,557.32,25.0,25.0,,180,91.67,63.33,,14.8333333333333,1142.76666666667,289.4,200.8,44.1666666666667,50,8.3,30.0,859.0
120000,天津市,2002,7227.96,4161.43,,,,,,,,,,,,,,,,,6.67,1936.0,,,316.05,,,,112.27
120000,天津市,2001,6623.95,4038.56333333333,,,,,,,,,,,,,,,,,8.33333333333333,1759.83333333333,,,181.55,,,,27.0
120000,天津市,2000,5860.895,3587.395,,,,,,,,,,,,,,,,,161.5,1575.5,,,126.0,,,,15.5
130000,河北省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2012,17904.8276190476,9628.07285714286,,,,,5.3,,1966.4,,,15.5,,29.0,2110.3,,,,460.796428571429,2837.315,1796.3,158.6,533.085714285714,45.9,118.6,28.0,158.794047619048
130000,河北省,2011,17437.51,9187.79,2145.0,253.8,338.6,4443.6,2.7,0.5,1838.9,752.8,997.1,15.5,,22.5,2073.5,909.6,1031.9,,459.294047619048,2826.53404761905,1823.5,165.3,704.8,43.5,143.5,23.1,129.54
130000,河北省,2010,11455.36,7112.72,1169.9,210.7,347.5,3789.2,11.3,5.8,1418.0,660.0,658.2,,,26.2,1354.5,425.7,831.3,4.8,158.33,1585.74,727.0,101.5,206.44,1.5,102.5,2.9,71.16
130000,河北省,2009,11135.23,7040.55,1159.0,201.6,361.7,3671.6,10.4,5.0,1498.5,681.5,765.3,,,66.7,1412.2,409.3,903.4,,105.31,1357.02,647.7,133.5,176.81,2.4,94.5,5.2,93.45
130000,河北省,2008,10986.53,6928.56,1004.0,221.1,317.6,3600.9,14.5,7.6,1596.5,644.7,872.7,,,47.9,1387.1,408.5,918.0,1.8,97.36,1538.55,525.4,157.9,130.69,5.6,93.8,2.9,69.18
130000,河北省,2007,10561.71,6746.87,978.0,203.7,326.7,3450.2,25.0,3.8,1550.0,615.3,867.7,,,48.7,1364.7,403.5,921.8,,93.39,1401.89,525.2,125.0,110.05,1.2,91,2.9,50.84
130000,河北省,2006,10294.6844047619,6579.3075,922.8,212.4,295.6,3402.7,10.0,3.6,1576.8,637.2,877.4,0.0,,14.9,1259.4,368.5,861.3,0,83.9047619047619,1493.07380952381,500.5,61.8,151.071428571429,8.3,75.3,2.9,64.2238095238095
130000,河北省,2005,9335.54052381061,6104.43219047728,805.6,243.6,265.1,3209.8,9.0,3.6,1449.1,640.9,697.7,,,14.9,1070.9,265.5,726.3,0,38.3333333333333,1356.42857142857,457.8,70.2,123.428571428571,8.3,68.6,2.9,19.2142857142857
130000,河北省,2004,7879.60595238095,5165.75595238095,693.3,347.5,322.9,3183.7,2.4,1.0,465.3,121.6,331.4,4.8,1.4,0.1,936.5,205.8,705.2,,85.6666666666667,1144.43571428571,315.6,34.7,96.6904761904762,0.1,16.9,2.3,80.9095238095238
130000,河北省,2003,7273.39595238095,4841.44833333333,609.19,308.24,347.54,2993.59,1.1,1.0,497.7,115.44,369.53,5.0,1.43,,872,245.74,608.43,2.4,69.0,928.826190476191,315.4,42.3,87.2380952380952,0.1,18.1,1.0,95.5761904761905
130000,河北省,2002,6671.58,4503.24,,,,,,,,,,,,,,,,,48.4,959.11,,,81.2,,,,69.64
130000,河北省,2001,6365.72285714286,4321.83952380952,,,,,,,,,,,,,,,,,29.0714285714286,963.714285714286,,,82.0857142857143,,,,59.8666666666667
130000,河北省,2000,6328.31928571429,4132.7669047619,,,,,,,,,,,,,,,,,31.5714285714286,1101.14285714286,,,104.061904761905,,,,52.802380952381
140000,山西省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2012,9808.37714285714,5101.21047619048,,,,,9.8,,1247.4,,,,,,105,,,,152.904761904762,2450.19047619048,801.6,174.5,589.452380952381,,67.4,94.3,271.828571428571
140000,山西省,2011,9517.3,4935.99,706.2,448.7,215.1,2175.4,4.2,1.3,1196.5,281.4,780.9,,,,105,41.4,54.0,,118.714285714286,2742.88095238095,669.6,276.9,523.45,,70.2,82.4,269.07
140000,山西省,2010,6364.49,3654.61,419.1,279.0,198.2,1753.6,8.4,1.2,850.3,314.2,436.4,,,9.1,67.4,26.7,19.0,,131.57,1157.35,277.5,610.0,353.78,33.3,11.1,1.8,57.0
140000,山西省,2009,6397.57,3622.34,360.9,291.7,208.5,1594.9,8.9,1.2,961.7,407.7,475.1,,,8.5,73,11.4,49.5,,179.24,1289.19,276.6,572.3,305.64,,11.1,1.9,57.86
140000,山西省,2008,5563.11,3149.75,361.7,321.2,180.7,1411.6,7.7,,688.6,186.7,470.4,,,9.8,74.4,14.8,48.2,,130.75,1338.61,196.2,339.1,259.55,,11.3,0.5,53.16
140000,山西省,2007,5086.89,2783.21,346.4,310.3,153.7,1289.7,3.1,,543.9,176.0,321.3,,,7.0,87.2,14.5,58.2,,133.62,1348.95,226.6,163.1,268.36,,12.7,0.5,55.64
140000,山西省,2006,4682.14047619048,2508.39285714286,271.4,307.7,142.7,1223.5,3.1,,432.8,160.5,223.7,0.0,,7.0,103.8,19.3,72.2,0,125.690476190476,1340.75714285714,220.9,56.6,258.666666666667,0,7.3,0.1,53.1190476190476
140000,山西省,2005,4329.26904761905,2397.03095238095,253.4,302.5,145.7,1185.2,2.1,,391.8,129.0,243.9,,,7.0,96.3,17.1,72.8,0,118.528571428571,1078.28571428571,234.1,70.5,266.404761904762,0,6.7,0.0,54.4571428571429
140000,山西省,2004,4248.81047619048,2385.57238095238,429.3,455.9,175.0,1044.9,5.1,,169.1,19.8,105.4,,,19.6,127.7,42.8,70.4,,84.4761904761905,1217.5619047619,237.6,2.0,51.7619047619048,0.6,6.2,,115.785714285714
140000,山西省,2003,4172.68523809524,2316.80666666667,426.67,441.45,177.79,1046.01,5.1,,149.5,15.9,87.03,,,10.1,125.8,40.86,76.96,,80.2666666666667,1214.3,235.4,0.6,68.4285714285714,0.6,6.2,,114.257142857143
140000,山西省,2002,4049.37,2245.66,,,,,,,,,,,,,,,,,43.52,1190.56,,,68.43,,,,116.22
140000,山西省,2001,3986.90666666667,2230.58047619048,,,,,,,,,,,,,,,,,44.4761904761905,1214.61904761905,,,82.7142857142857,,,,133.67619047619
140000,山西省,2000,4289.95190476191,2517.51857142857,,,,,,,,,,,,,,,,,47.8095238095238,1113.21428571429,,,89.9047619047619,,,,130.219047619048
150000,内蒙古自治区,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2012,29389.5873786408,25875.6567961165,,,,,12.6,,10681.8,,,,,,72.8,,,,251.990291262136,2030.02766990291,377.5,421.4,69.9029126213592,6.3,68.9,,215.067961165049
150000,内蒙古自治区,2011,29621.79,25803.95,4939.1,1278.4,1584.8,7007.4,,,10704.2,4521.6,3648.0,,,,143.7,100.5,43.2,,199.563106796117,2309.41747572816,354.4,330.1,445.39,,64.8,,300.61
150000,内蒙古自治区,2010,18269.24,16858.57,3081.9,1038.1,927.8,5010.5,0.7,,6393.5,2201.4,2403.1,,,,22.6,9.7,12.9,,236.05,870.7,129.9,20.9,59.22,,32.2,,39.16
150000,内蒙古自治区,2009,16914.8,15964.19,2560.8,1061.3,917.7,4709.6,22.6,,6339.4,2125.7,2520.5,,,,30.4,12.1,18.3,,184.87,408.42,131.8,31.6,75.0,,32.2,,56.4
150000,内蒙古自治区,2008,16117.65,15415.54,2502.8,1060.5,829.3,4412.3,0.7,,6323.8,1990.7,2716.6,,,,30.3,12.1,18.1,,109.78,291.92,129.9,17.5,34.71,,13,,75.11
150000,内蒙古自治区,2007,15359.9,14618.05,2451.7,1044.0,812.1,4093.0,44.9,,5772.2,1819.7,2420.0,,,,31.3,12.1,19.1,,88.51,237.11,111.4,51.0,47.09,,8.2,,167.34
150000,内蒙古自治区,2006,14334.5373786408,13620.3699029126,2229.1,1021.8,721.6,3877.6,0.0,,5446.2,1631.9,2307.1,1.9,1.9,0.0,30.6,13.6,17.0,0,73.7864077669903,296.769417475728,89.7,0.0,48.0582524271845,0,8.2,0.0,167.135922330097
150000,内蒙古自治区,2005,13603.2373786408,13108.4669902913,1964.8,950.0,711.1,3749.5,,,5482.2,1630.3,2416.3,,,0.0,41.2,17.5,23.8,0,73.7864077669903,213.614077669903,64.5,4.9,15.4368932038835,0,7.2,0.0,74.1941747572816
150000,内蒙古自治区,2004,12909.5400001896,12281.0370873312,1601.2,853.7,488.8,3404.1,13.6,,5764.5,1346.7,2659.8,,,,53,18.6,34.4,,,254.669902912621,83.6,45.6,24.8058252427184,,16.7,,150.085436893204
150000,内蒙古自治区,2003,12319.4126213592,11622.0218446602,1640.13,847.82,463.45,3220.14,,,5317.3,1273.33,2352.19,,,,61.7,29.3,32.45,,,322.021844660194,71.5,45.6,4.70873786407767,,10.9,9.7,171.196601941748
150000,内蒙古自治区,2002,10936.85,9776.67,,,,,,,,,,,,,,,,,,494.97,,,10.44,,,,303.35
150000,内蒙古自治区,2001,9141.64466019418,8171.77281553398,,,,,,,,,,,,,,,,,0.0,482.219417475728,,,5.33980582524272,,,,153.245631067961
150000,内蒙古自治区,2000,7912.81041257367,6982.2583497053,,,,,,,,,,,,,,,,,5.89390962671906,350.693516699411,,,4.66601178781925,,,,237.250491159136
210000,辽宁省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2012,24997.9222222222,17585.4731481481,,,,,14.6,,4199.8,,,165.6,,44.2,979.3,,,1.3,605.555555555556,3804.96064814815,1380.5,85.0,360.416666666667,9.3,93.1,9.3,39.6666666666667
210000,辽宁省,2011,24862.94,17554.26,6996.7,1127.8,324.0,3634.0,9.5,5.8,4978.4,2762.6,2022.9,161.0,98.0,37.5,942.5,454.6,454.5,,976.898148148148,3397.29166666667,1418.8,109.0,433.47,9.3,76.9,10.2,6.02
210000,辽宁省,2010,13206.71,9842.16,3264.2,653.0,171.6,1832.9,1.6,,3626.5,2219.6,1195.1,130.2,112.7,3.2,329,86.0,145.1,,372.6,1447.8,891.5,29.6,97.2,3.2,169.7,2.1,18.68
210000,辽宁省,2009,12077.17,9399.32,3258.7,641.7,209.8,1708.4,3.2,,3354.2,1994.6,1123.7,126.5,109.0,3.2,329.8,73.3,110.0,,86.88,1181.77,746.4,52.5,78.92,17.5,158.4,2.1,20.53
210000,辽宁省,2008,10124.65,8019.2,2498.0,624.3,164.6,1563.8,,,2950.6,1781.7,1008.3,121.2,97.4,11.1,205.4,61.6,72.4,,58.31,917.46,568.7,66.0,77.57,,169.7,4.2,27.04
210000,辽宁省,2007,9246.99,7429.12,2228.9,612.0,280.9,1311.0,,,2763.1,1620.0,958.8,76.2,57.7,,215.7,65.3,111.9,,5.29,751.9,526.6,62.3,73.12,1.1,150.1,,31.8
210000,辽宁省,2006,8669.15873015873,6882.50793650794,2307.4,606.3,147.0,1339.8,0.0,,2235.8,1328.4,783.3,65.8,45.6,3.2,139.4,59.8,79.1,0,8.46560846560847,799.57671957672,547.9,46.5,62.3280423280423,2.7,150.1,0.0,26.5608465608466
210000,辽宁省,2005,7514.67724867725,5895.58201058201,1509.0,591.0,256.1,1117.6,9.6,5.3,2174.7,1305.6,745.7,66.1,47.5,0.0,91.8,49.2,42.6,0,15.3439153439153,802.804232804233,465.8,49.2,48.9417989417989,0,101.7,0.7,42.6984126984127
210000,辽宁省,2004,5425.16560846561,4369.14973544974,1263.6,825.3,217.0,990.5,1.3,,766.2,374.0,356.1,166.4,84.1,18.5,225.1,94.5,122.4,1.6,14.1269841269841,457.089947089947,131.4,49.5,37.5661375661376,1.6,29.4,,90.1322751322751
210000,辽宁省,2003,5488.40105820106,4268.17883597884,1289.28,860.92,249.09,966.85,46.8,,614.9,235.5,360.96,116.0,114.81,18.8,234.5,108.2,117.63,,3.75661375661376,651.375661375661,189.7,40.2,44.6031746031746,1.6,28.8,,6.95767195767196
210000,辽宁省,2002,4989.95,3871.68,,,,,,,,,,,,,,,,,4.97,492.25,,,11.96,,,,102.6
210000,辽宁省,2001,4858.23492063492,3690.35608465608,,,,,,,,,,,,,,,,,5.29100529100529,584.539682539683,,,20.8994708994709,,,,110.138095238095
210000,辽宁省,2000,4434.56772486772,3227.55978835979,,,,,,,,,,,,,,,,,7.93650793650794,609.380952380952,,,14.6031746031746,,,,103.473544973545
220000,吉林省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2012,24937.86125,21768.5125,,,,,0.3,,6285.5,,,10.8,,,56.8,,,,439.28625,1334.125,896.9,168.8,127.0,,110.5,,36.0625
220000,吉林省,2011,22867.39,19371.69,4788.5,1470.7,490.2,6254.4,0.3,,6073.9,3049.2,2859.6,,,,55.3,25.6,29.0,,411.875,1638.5625,719.9,251.9,435.13,,79.3,,155.76
220000,吉林省,2010,17849.21,15850.05,4556.2,1533.6,658.0,5183.1,,,3271.8,1559.5,1549.2,16.3,0.3,,94.7,43.6,26.9,,,1310.69,192.7,9.4,297.06,9.4,12.5,,72.79
220000,吉林省,2009,16180.78,14554.5,4329.1,1572.2,524.5,4872.1,11.3,3.8,3043.9,1438.1,1498.6,7.2,0.9,,86.6,43.6,42.6,,0.56,1050.38,148.8,9.4,301.63,,12.5,,16.53
220000,吉林省,2008,15027.27,13445.06,4408.7,1589.2,493.4,4221.4,17.2,,2387.3,1136.0,1135.9,17.4,1.8,,23.9,16.7,6.7,,0.56,1112.13,127.5,,277.88,,12.5,2.0,25.78
220000,吉林省,2007,13244.25,11839.15,4071.9,1442.1,494.9,3832.0,,,1789.2,803.2,927.3,4.1,0.9,,27.6,18.4,9.2,,0.56,983.38,321.4,,40.13,,12.5,,19.47
220000,吉林省,2006,11520.796875,10182.109375,2883.5,1310.1,437.0,3538.4,1.9,,1845.5,791.3,947.3,4.1,0.9,0.0,552.6,168.4,383.8,0,94.3125,512.0625,141.3,0.0,22.3125,0,2.5,0.0,13.625
220000,吉林省,2005,11322.775,9880.025,2907.2,1321.8,378.3,3159.0,,,1887.1,784.1,1034.7,4.1,0.9,0.0,572.3,180.9,391.3,0,100.625,587.625,143.9,0.0,14.1875,0,2.5,0.0,21.625
220000,吉林省,2004,9252.12375,8948.23875,1939.1,1646.1,355.6,2974.4,8.2,0.4,1765.7,537.8,1206.4,0.9,,2.5,7.5,2.6,1.5,,2.25,244.645625,15.0,,21.875,,,,10.158125
220000,吉林省,2003,8528.88125,8285.51875,2059.9,1678.42,288.03,2521.99,20.0,,1607.4,477.14,1101.83,0.9,0.63,,7.8,2.19,5.02,,,198.0625,6.9,,18.75,,,,11.875
220000,吉林省,2002,6470.76,5863.7,,,,,,,,,,,,,,,,,,378.98,,,10.5,,,,109.09
220000,吉林省,2001,5863.475,5395.725,,,,,,,,,,,,,,,,,0.0,289.5625,,,4.0625,,,,67.34375
220000,吉林省,2000,5576.723125,5245.975,,,,,,,,,,,,,,,,,,126.875,,,9.0625,,,,93.321875
230000,黑龙江省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2012,31507.9102678571,28180.1379464286,,,,,,,3394.6,,,2.7,,4.5,72.8,,,,56.5625,1463.26339285714,1197.6,10.0,181.647321428571,4.9,150.9,,185.580357142857
230000,黑龙江省,2011,29612.16,26455.07,7740.3,362.8,1640.1,12958.5,,,3493.8,1822.6,1571.1,3.6,1.9,4.5,126.8,28.1,98.7,,31.7857142857143,1355.13839285714,1176.1,0.5,171.03,4.9,155.4,,131.48
230000,黑龙江省,2010,18341.81,16664.54,3237.8,394.5,842.7,8919.0,8.0,4.5,2971.8,1398.2,1446.7,13.4,13.4,,317.6,5.8,45.8,,43.3,1051.79,192.5,23.2,40.63,,8,,0.22
230000,黑龙江省,2009,16813.17,15074.46,3030.5,393.9,719.7,7993.5,8.0,4.5,2756.0,1363.2,1302.5,13.4,13.4,,317.6,5.8,45.8,,41.07,1117.72,121.7,58.9,40.63,,8,,33.04
230000,黑龙江省,2008,16452.55,15453.17,3419.9,493.7,888.3,7459.1,4.2,,2921.2,1185.5,1677.0,10.0,1.1,8.9,50.7,5.8,44.9,,41.07,667.9,161.4,0.9,41.52,,8,,18.97
230000,黑龙江省,2007,14017.69,13218.32,2910.4,454.7,797.7,6453.8,,3.6,2409.5,877.3,1438.2,9.6,9.6,,33.3,0.5,32.8,,41.07,535.98,115.0,0.9,35.71,,8,,29.46
