省份编码,省份,年份,农村居民人均猪肉出售量(公斤),农村居民人均羊肉出售量(公斤),农村居民人均牛肉出售量(公斤),农村居民人均家禽出售量(公斤),农村居民人均蛋类出售量(公斤),农村居民人均牛羊奶出售量(公斤),农村居民人均蚕茧出售量(公斤),农村居民人均水产品出售量(公斤)
110000,北京市,2019,,,,,,,,
110000,北京市,2018,,,,,,,,
110000,北京市,2017,,,,,,,,
110000,北京市,2016,,,,,,,,
110000,北京市,2015,,,,,,,,
110000,北京市,2014,,,,,,,,
110000,北京市,2013,,,,,,,,
110000,北京市,2012,11.2480904144873,1.37266749020948,1.25005808605146,20.0911556758746,17.8509475122874,17.415575472442,,2.66326385786002
110000,北京市,2011,12.46,1.47,1.17,19.32,20.24,14.89,,4.98082835295039
110000,北京市,2010,18.95,1.42,0.07,7.2,83.63,17.04,,13.9789303079417
110000,北京市,2009,19.72,1.49,0.12,36.78,41.98,31.38,,10.66
110000,北京市,2008,28.88,1.59,0.79,19.73,25.74,32.74,,8.48
110000,北京市,2007,31.17,1.77,,13.14,35.95,22.28,,10.3390962671906
110000,北京市,2006,29.3420013943823,2.56424969451171,0.230011815675463,11.916502560063,27.6855454807349,26.0566760104864,,8.28554549035053
110000,北京市,2005,29.7058173407397,2.37029514942354,0.070873786407767,17.820194155869,26.7876504857332,27.5741747572816,,10.74
110000,北京市,2004,11.6496585257022,4.46049262831801,0.707913110938712,0.506400310318076,4.32040341349884,17.4237781225756,,0.904965089216447
110000,北京市,2003,16.9910442073171,4.92835365853659,0.171493902439024,1.87,4.99,16.85,,2.32
110000,北京市,2002,27.01,3.58,0.74,2.05,7.59,8.05,,2.75
110000,北京市,2001,19.6933837429112,5.32325141776938,2.97542533081285,2.15916824196597,9.45330812854442,1.80642722117202,,13.5546313799622
110000,北京市,2000,14.9291368262345,2.21485111194874,0.465510742555597,17.3769317753487,4.63776856388994,,,13.9476064832265
120000,天津市,2019,,,,,,,,
120000,天津市,2018,,,,,,,,
120000,天津市,2017,,,,,,,,
120000,天津市,2016,,,,,,,,
120000,天津市,2015,,,,,,,,
120000,天津市,2014,,,,,,,,
120000,天津市,2013,,,,,,,,
120000,天津市,2012,56.6398424680015,1.21353243627612,7.91917033147361,0.728497976151409,5.28924625314519,10.764686576961,,7.72760091893669
120000,天津市,2011,45.26,0.55,11.32,1.59,7.25,25.98,,5.73831367409351
120000,天津市,2010,40.77,1.18,6.0,67.31,53.57,23.55,,22.8756218905473
120000,天津市,2009,43.71,0.37,4.66,84.72,69.62,16.71,,29.29
120000,天津市,2008,23.01,0.78,4.01,98.39,58.63,12.83,,25.39
120000,天津市,2007,35.22,0.83,5.98,59.7,46.44,11.49,,28.8894207754907
120000,天津市,2006,62.0976014604038,0.548781189488358,7.25341168658061,57.0688579654511,71.374880225782,8.97312859884837,,26.408349328215
120000,天津市,2005,46.7590785849302,0.177056890504709,5.35470616565269,31.1410437235543,48.58500202934,10.1786553831688,,22.29
120000,天津市,2004,63.889218374179,1.47265697039503,2.9938894270063,7.77006091731893,48.8184864105414,8.35684161199625,,9.21977507029053
120000,天津市,2003,77.7936586493987,4.39569842738205,5.69195189639223,22.96,32.44,21.28,,5.95
120000,天津市,2002,67.67,0.73,6.56,14.69,53.83,14.91,,5.09
