省份编码,省份,年份,农村居民人均住房面积(平方米/人),农村居民家庭住房价值(元/平方米),农村居民家庭住房钢筋混凝土结构(平方米/人),农村居民家庭住房砖木结构(平方米/人)
110000,北京市,2019,,,,
110000,北京市,2018,,,,
110000,北京市,2017,,,,
110000,北京市,2016,,,,
110000,北京市,2015,,,,
110000,北京市,2014,,,,
110000,北京市,2013,,,,
110000,北京市,2012,38.1689804715221,3192.12772321898,10.741535469288,27.1742844376692
110000,北京市,2011,38.0795344933419,2101.57909439569,10.478806251853,27.4383980357523
110000,北京市,2010,38.29,1365.62,8.55,29.58
110000,北京市,2009,38.45,1202.14,7.81,30.45
110000,北京市,2008,38.696909018673,1086.44104339913,7.3667540723083,30.8192292411601
110000,北京市,2007,39.7932809430255,1081.71029258279,6.46231827111984,33.1504911591356
110000,北京市,2006,39.83,727.226211398443,6.6,32.55
110000,北京市,2005,36.425634949323,650.322247221095,7.67806213378906,28.0003883495146
110000,北京市,2004,34.1908844088842,763.600002669939,8.55376260312053,25.6138479441427
110000,北京市,2003,32.9878048780488,578.03175831793,5.75647865853659,27.1817835365854
110000,北京市,2002,31.6444528587656,589.186699053522,5.0844377129875,26.1495645588792
110000,北京市,2001,,,,
110000,北京市,2000,,,,
120000,天津市,2019,,,,
120000,天津市,2018,,,,
120000,天津市,2017,,,,
120000,天津市,2016,,,,
120000,天津市,2015,,,,
120000,天津市,2014,,,,
120000,天津市,2013,,,,
120000,天津市,2012,30.2640848922437,1858.34646693947,5.8488130401488,24.4021441855377
120000,天津市,2011,30.2154292325649,1600.45410313387,5.7033725961906,24.4989525940499
120000,天津市,2010,28.75,1025.23,7.68,21.01
120000,天津市,2009,28.56,1037.03,4.63,23.92
120000,天津市,2008,28.3135527589545,991.168767672209,4.59148112294289,23.177541142304
120000,天津市,2007,28.2546673049306,920.357989970182,3.80852082336046,23.8851124940163
120000,天津市,2006,27.55,795.776043557169,3.54,23.47
120000,天津市,2005,26.0345557122708,659.848669537973,3.19087917254349,22.8436765397273
120000,天津市,2004,24.9388847279571,524.624583565613,2.09372071227741,22.7926804168043
120000,天津市,2003,23.3032377428307,538.938818933897,1.74976873265495,21.3883441258094
120000,天津市,2002,22.6365719523373,445.731176482498,1.2942254812099,21.25664527956
120000,天津市,2001,,,,
120000,天津市,2000,,,,
130000,河北省,2019,,,,
130000,河北省,2018,,,,
130000,河北省,2017,,,,
130000,河北省,2016,,,,
130000,河北省,2015,,,,
130000,河北省,2014,,,,
130000,河北省,2013,,,,
130000,河北省,2012,35.0058758661553,693.073293299205,9.72167816054117,23.802096877726
130000,河北省,2011,34.1149948024948,684.380020491413,9.66099272349272,22.9593295218295
130000,河北省,2010,32.23,342.74,7.53,23.57
130000,河北省,2009,31.94,330.06,7.5,23.22
130000,河北省,2008,30.7127002856788,317.941488171031,7.0615389392622,22.4627375481307
130000,河北省,2007,30.1128402987839,309.34005660951,6.79880856843015,22.1356873881104
130000,河北省,2006,29.13,307.574322004806,5.82,22.15
130000,河北省,2005,28.3529571852929,294.580020110789,6.11143030837934,21.0987391453618
130000,河北省,2004,26.0777972023373,248.976123413206,3.84912587384991,20.9530805399655
130000,河北省,2003,25.5546732045686,246.174292876017,3.79129342821264,20.6075464928542
130000,河北省,2002,24.898273918975,240.116997808271,3.44160389109674,20.1028530755086
