省份编码,省份,年份,农村居民家庭平均每人消费支出(元),农村居民家庭平均每人食品消费支出(元),农村居民家庭平均每人衣着消费支出(元),农村居民家庭平均每人居住消费支出(元),农村居民家庭平均每人家庭设备及用品消费支出(元),农村居民家庭平均每人交通通信消费支出(元),农村居民家庭平均每人文教娱乐消费支出(元),农村居民家庭平均每人医疗保健消费支出(元),农村居民家庭平均每人其他消费支出(元)
120000,天津市,2003,2319.52,887.14,183.278908418131,377.55,76.96,198.5,379.44,167.67,48.97
120000,天津市,2002,2163.55,823.01,181.67,391.84,73.64,159.77,269.16,188.66,75.79
120000,天津市,2001,,,,,,,,,
120000,天津市,2000,,,,,,,,,
130000,河北省,2019,,,,,,,,,
130000,河北省,2018,,,,,,,,,
130000,河北省,2017,,,,,,,,,
130000,河北省,2016,,,,,,,,,
130000,河北省,2015,,,,,,,,,
130000,河北省,2014,,,,,,,,,
130000,河北省,2013,,,,,,,,,
130000,河北省,2012,5364.1364836798,1816.99633776988,396.579731066684,1137.3129187412,349.902677154426,604.332904425828,358.493210201293,543.748884520301,156.769819800188
130000,河北省,2011,4711.16,1579.65,334.1,1090.29,316.9,520.18,315.41,434.67,119.95
130000,河北省,2010,3844.92,1351.41,250.92,839.66,218.9,464.8,296.11,344.25,78.87
130000,河北省,2009,3349.74,1195.65,217.82,796.62,170.4,350.92,263.53,289.27,65.55
130000,河北省,2008,3125.55,1192.93,203.74,696.14,151.94,346.73,250.07,219.32,64.68
130000,河北省,2007,2786.77,1025.72,185.68,627.98,140.45,318.19,243.3,188.06,57.4
130000,河北省,2006,2495.33,915.5,167.87,531.66,115.84,285.7,265.38,166.34,47.03
130000,河北省,2005,2165.72223258113,888.374860366094,155.520066273194,398.901539062578,101.486778498898,221.955420035488,225.790022754539,134.774060587795,38.9194826510008
130000,河北省,2004,1834.915326,780.0930029,127.0600989,340.8805005,80.41828662,176.6003497,182.560047,115.9710268,31.33201532
130000,河北省,2003,1600.1,639.1,114.97462118041,311.46,71.65,149.52,186.48,101.63,25.28
130000,河北省,2002,1476.42,574.59,109.18,318.99,68.58,110.42,156.91,99.14,38.6
130000,河北省,2001,,,,,,,,,
130000,河北省,2000,,,,,,,,,
140000,山西省,2019,,,,,,,,,
140000,山西省,2018,,,,,,,,,
140000,山西省,2017,,,,,,,,,
140000,山西省,2016,,,,,,,,,
140000,山西省,2015,,,,,,,,,
140000,山西省,2014,,,,,,,,,
140000,山西省,2013,,,,,,,,,
140000,山西省,2012,5566.19267733899,1859.98412795639,501.771687816776,1142.13677424148,298.29463091827,625.992637467594,498.01740619457,490.248642379588,149.746770364306
140000,山西省,2011,4586.98,1729.91,401.93,824.68,243.84,458.76,448.44,349.29,130.13
140000,山西省,2010,3663.86,1372.49,315.78,614.7,173.62,357.74,420.21,328.92,80.4
140000,山西省,2009,3304.76,1224.6,283.2,584.07,156.27,324.89,416.94,240.94,73.85
140000,山西省,2008,3097.54,1206.69,276.23,486.75,138.26,328.74,380.7,210.32,69.85
140000,山西省,2007,2682.57,1033.68,260.88,392.78,120.86,268.75,370.97,170.85,63.81
140000,山西省,2006,2253.25,867.65,227.61,305.02,98.29,224.23,339.75,142.66,48.03
140000,山西省,2005,1877.6961156242,830.480358494324,202.345909466345,200.564687463347,68.9326931790954,160.273271756309,279.538693532395,102.904141406857,32.6563623902256
140000,山西省,2004,1636.45568640054,748.901236075738,171.685233929167,179.215170310776,59.2729316823169,130.002158051445,235.005164065685,84.2026671355469,28.1711248514128
140000,山西省,2003,1434.4,620.62,149.730215592588,169.55,55.03,119.0,213.15,81.22,26.09
140000,山西省,2002,1354.64,594.2,137.93,171.22,64.64,103.23,176.64,64.44,42.34
140000,山西省,2001,,,,,,,,,
140000,山西省,2000,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,
150000,内蒙古自治区,2016,,,,,,,,,
150000,内蒙古自治区,2015,,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,,
150000,内蒙古自治区,2013,,,,,,,,,
150000,内蒙古自治区,2012,6381.96997092913,2379.75892691425,481.752955230514,1078.97049695912,268.982841030944,912.24740031846,513.966674823181,588.866256322903,157.424419329754
150000,内蒙古自治区,2011,5507.72,2067.03,395.21,880.26,243.27,728.94,525.89,534.18,132.92
150000,内蒙古自治区,2010,4460.83,1675.04,317.71,751.99,177.91,598.61,374.19,467.97,97.41
150000,内蒙古自治区,2009,3968.42,1578.57,271.88,609.29,148.03,466.34,390.85,416.87,86.59
150000,内蒙古自治区,2008,3618.11,1483.61,239.96,569.6,128.8,406.74,399.35,320.62,69.43
150000,内蒙古自治区,2007,3256.15,1280.05,228.4,473.98,117.64,375.58,423.75,281.46,75.29
150000,内蒙古自治区,2006,2771.97,1082.07,184.6,352.85,98.02,361.83,398.47,232.76,61.38
150000,内蒙古自治区,2005,2446.1697953498,1054.26316443301,150.013695767225,334.686818381809,84.4073361732205,293.32250944611,309.404094180176,176.435959920513,43.6362168936275
150000,内蒙古自治区,2004,2082.565641,889.0537297,133.5391526,266.4283045,69.90731132,241.9022994,291.9822992,154.5077118,35.24483237
150000,内蒙古自治区,2003,1770.56,731.12,121.807451875617,246.85,65.73,192.0,256.17,124.42,32.46
150000,内蒙古自治区,2002,1647.04,714.96,115.48,245.54,64.82,117.51,229.63,116.82,42.29
150000,内蒙古自治区,2001,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,
210000,辽宁省,2016,,,,,,,,,
210000,辽宁省,2015,,,,,,,,,
210000,辽宁省,2014,,,,,,,,,
210000,辽宁省,2013,,,,,,,,,
210000,辽宁省,2012,5998.38548524833,2299.98849394386,517.857196330275,979.765923414564,250.516033761468,668.706587889908,556.558209174312,548.765415045871,176.227625688073
210000,辽宁省,2011,5406.41,2116.3,446.12,860.23,225.38,577.71,549.96,482.85,147.86
210000,辽宁省,2010,4489.5,1714.15,369.15,745.03,185.23,448.97,500.28,413.83,112.87
210000,辽宁省,2009,4254.03,1563.33,335.93,793.91,185.5,416.41,437.79,409.64,111.53
210000,辽宁省,2008,3814.03,1549.0,298.82,601.71,158.91,426.47,387.97,283.37,107.78
210000,辽宁省,2007,3368.16,1334.18,281.19,513.11,142.07,361.77,362.78,265.01,108.05
210000,辽宁省,2006,3066.87,1162.53,242.98,509.66,112.22,337.08,354.59,267.86,79.94
210000,辽宁省,2005,2805.94012338073,1127.2250138671,221.017500030935,378.206438923601,100.418770418994,300.714382863524,376.931071011864,233.527418197811,67.8995289049818
210000,辽宁省,2004,2072.952462,961.9964881,154.9710517,290.0793321,72.57920051,186.7698867,217.9479337,145.1930383,43.41553053
210000,辽宁省,2003,1884.08,813.66,147.722003058104,289.86,68.42,170.6,218.99,132.63,42.2
210000,辽宁省,2002,1781.26,801.51,145.85,247.2,69.44,144.35,208.36,115.8,48.75
210000,辽宁省,2001,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,
220000,吉林省,2019,,,,,,,,,
220000,吉林省,2018,,,,,,,,,
220000,吉林省,2017,,,,,,,,,
220000,吉林省,2016,,,,,,,,,
220000,吉林省,2015,,,,,,,,,
220000,吉林省,2014,,,,,,,,,
220000,吉林省,2013,,,,,,,,,
220000,吉林省,2012,6186.16590613884,2268.76228670607,478.740419472531,836.767967603959,251.93295709157,699.030779150193,606.25922010452,840.523107620995,204.149168389003
220000,吉林省,2011,5305.75,1872.09,397.48,951.93,232.29,564.26,456.75,673.57,157.38
220000,吉林省,2010,4147.36,1523.32,309.75,752.79,171.92,368.64,454.05,462.42,104.47
220000,吉林省,2009,3902.9,1371.12,286.97,737.07,168.36,355.99,376.76,511.5,95.12
220000,吉林省,2008,3443.24,1362.44,254.05,530.69,124.8,355.58,341.7,380.71,93.27
220000,吉林省,2007,3065.44,1240.93,227.96,399.11,120.95,337.46,339.77,311.37,87.89
220000,吉林省,2006,2700.66,1082.28,191.16,343.97,105.11,295.99,346.79,256.28,79.07
220000,吉林省,2005,2305.97574222402,1003.22202032966,168.20974711571,256.66213486208,81.9208272352078,284.855566937766,261.093193813236,193.568906733723,56.4433435861622
220000,吉林省,2004,1971.21132,899.0037189,133.5367037,216.8158238,62.08208572,214.9716691,237.3399057,161.1559962,46.30541921
220000,吉林省,2003,1815.57,799.16,118.081886413135,253.45,57.63,173.82,221.7,153.75,37.98
220000,吉林省,2002,1680.2,740.77,114.35,267.64,64.29,132.24,182.08,132.13,46.69
220000,吉林省,2001,,,,,,,,,
220000,吉林省,2000,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,
230000,黑龙江省,2016,,,,,,,,,
230000,黑龙江省,2015,,,,,,,,,
230000,黑龙江省,2014,,,,,,,,,
230000,黑龙江省,2013,,,,,,,,,
230000,黑龙江省,2012,5718.04581508078,2164.93748356425,544.641396624054,754.723580748538,229.660538433588,611.344881577644,518.040754467677,727.023668615598,167.67351104945
230000,黑龙江省,2011,5333.61,2072.44,473.78,824.72,209.7,576.31,464.71,573.59,138.36
230000,黑龙江省,2010,4391.17,1483.95,387.17,793.8,164.63,455.9,560.71,443.16,101.86
230000,黑龙江省,2009,4241.27,1331.07,345.69,946.84,161.03,427.35,496.42,434.25,98.62
230000,黑龙江省,2008,3844.73,1267.68,308.49,871.51,130.0,395.02,437.57,351.05,83.41
230000,黑龙江省,2007,3117.44,1077.34,254.01,691.02,104.99,335.28,312.32,272.49,69.98
230000,黑龙江省,2006,2618.19,923.7,198.96,560.0,79.26,267.05,279.69,253.84,55.68
230000,黑龙江省,2005,2544.64905391305,923.590449677122,184.106765753983,526.985753007736,73.7738291706831,256.577397545078,277.000851824655,253.519109815802,49.0948979587274
230000,黑龙江省,2004,1837.373902,750.5726426,123.873247,388.8698263,49.86482043,175.8526988,188.5122891,131.0441873,28.78419158
230000,黑龙江省,2003,1661.7,676.14,119.048511500417,309.48,48.63,157.9,188.22,135.2,27.08
230000,黑龙江省,2002,1674.2,696.51,114.06,349.29,57.45,125.06,172.68,120.22,38.92
230000,黑龙江省,2001,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,
310000,上海市,2019,,,,,,,,,
310000,上海市,2018,,,,,,,,,
310000,上海市,2017,,,,,,,,,
310000,上海市,2016,,,,,,,,,
310000,上海市,2015,,,,,,,,,
310000,上海市,2014,,,,,,,,,
310000,上海市,2013,,,,,,,,,
310000,上海市,2012,11971.4996111162,4847.5935602623,704.427928119894,1834.06534625836,646.125312877336,1704.83123517295,952.100933304923,1028.96112223879,253.394172881597
310000,上海市,2011,11049.32,4517.16,644.52,1805.91,648.89,1308.92,916.07,908.63,299.21
310000,上海市,2010,10210.46,3806.82,554.13,2070.25,528.01,1459.45,997.65,584.51,209.66
310000,上海市,2009,9804.37,3639.14,496.14,2102.96,480.62,1212.38,942.76,738.94,191.44
310000,上海市,2008,9119.67,3731.27,467.33,1806.08,503.96,879.57,855.3,697.11,179.06
310000,上海市,2007,8844.88,3259.48,475.51,2097.21,451.4,883.71,857.47,571.06,249.04
310000,上海市,2006,8006.0,3023.53,417.57,1658.07,481.04,779.88,919.94,549.44,176.52
310000,上海市,2005,7277.94315334969,2683.89091510694,366.442230934919,1319.76350954657,458.11202773999,747.542320655095,936.505006666747,561.715416641651,203.971732324832
310000,上海市,2004,6328.84912,2191.152099,279.7331298,1446.145515,344.4093446,720.3719953,805.5549494,424.5451503,116.9369403
310000,上海市,2003,5669.57,2004.14,250.300284431138,1436.72,296.51,587.02,675.56,332.77,86.55
310000,上海市,2002,5301.82,1870.86,226.22,1383.98,280.6,461.54,661.48,280.2,136.95
310000,上海市,2001,,,,,,,,,
310000,上海市,2000,,,,,,,,,
320000,江苏省,2019,,,,,,,,,
320000,江苏省,2018,,,,,,,,,
320000,江苏省,2017,,,,,,,,,
320000,江苏省,2016,,,,,,,,,
320000,江苏省,2015,,,,,,,,,
320000,江苏省,2014,,,,,,,,,
320000,江苏省,2013,,,,,,,,,
320000,江苏省,2012,9138.17765110547,3049.10518670904,610.696237996449,1493.21490723921,532.949325234722,1311.0535286695,1184.17994139915,724.234552259554,232.743971597835
320000,江苏省,2011,8094.57,2839.93,554.81,1372.63,503.15,923.89,1044.64,645.59,209.93
320000,江苏省,2010,6542.87,2491.51,350.01,1170.88,327.69,785.53,908.1,362.28,146.87
320000,江苏省,2009,5804.45,2275.28,306.62,969.76,286.37,691.56,818.45,322.99,133.42
320000,江苏省,2008,5328.37,2202.58,276.39,860.35,250.11,614.23,713.23,290.93,120.56
320000,江苏省,2007,4786.15,1968.88,251.29,752.73,228.51,543.97,642.52,263.85,134.41
320000,江苏省,2006,4135.21,1728.99,223.26,641.06,199.48,465.17,544.14,232.3,100.8
320000,江苏省,2005,3567.1091594372,1569.26627108824,191.150842094868,512.474905277214,167.966925405186,363.764334110924,478.941733726341,198.564164321553,84.9799834435057
320000,江苏省,2004,2992.546541,1317.880679,163.5289607,467.6171907,141.4264683,293.0692545,373.3927944,163.1626147,72.46857695
320000,江苏省,2003,2704.37,1118.55,140.55825438181,441.87,137.74,268.53,379.15,142.11,75.86
320000,江苏省,2002,2620.29,1045.17,137.63,552.73,129.43,203.94,327.11,142.5,81.78
320000,江苏省,2001,,,,,,,,,
320000,江苏省,2000,,,,,,,,,
330000,浙江省,2019,,,,,,,,,
330000,浙江省,2018,,,,,,,,,
330000,浙江省,2017,,,,,,,,,
330000,浙江省,2016,,,,,,,,,
330000,浙江省,2015,,,,,,,,,
330000,浙江省,2014,,,,,,,,,
330000,浙江省,2013,,,,,,,,,
330000,浙江省,2012,10652.7253698028,3947.3133171885,751.581562483904,1950.0832084605,604.41047852337,1499.94769814097,902.225346198466,746.05469341558,251.109065391472
330000,浙江省,2011,9965.08,3714.82,717.54,1616.96,542.76,1380.56,846.1,921.31,225.03
330000,浙江省,2010,8928.89,3055.59,551.53,2044.32,410.62,1145.99,839.19,709.3,172.34
330000,浙江省,2009,7731.7,2812.39,473.11,1488.95,374.31,968.17,843.34,609.07,162.36
330000,浙江省,2008,7534.09,2779.1,454.79,1659.88,364.05,851.06,747.0,532.06,146.14
330000,浙江省,2007,6801.6,2430.6,405.32,1498.5,338.8,782.98,750.69,452.44,142.26
330000,浙江省,2006,6057.16,2218.88,368.68,1202.02,288.25,664.81,731.65,459.39,123.47
330000,浙江省,2005,5432.95270078573,2061.43712428852,318.858253368535,914.055370248527,260.454607334805,618.260128396756,722.954427711387,415.627702045302,121.305088854727
330000,浙江省,2004,4659.108373,1838.574948,258.5810429,798.8795311,242.0941866,496.8594792,597.9562148,326.1153546,100.0476156
330000,浙江省,2003,4285.13,1635.64,229.469406392694,774.99,206.69,496.08,531.11,306.31,104.84
330000,浙江省,2002,3692.89,1507.85,206.98,576.95,170.43,359.39,439.58,266.52,165.19
330000,浙江省,2001,,,,,,,,,
330000,浙江省,2000,,,,,,,,,
340000,安徽省,2019,,,,,,,,,
340000,安徽省,2018,,,,,,,,,
340000,安徽省,2017,,,,,,,,,
340000,安徽省,2016,,,,,,,,,
340000,安徽省,2015,,,,,,,,,
340000,安徽省,2014,,,,,,,,,
340000,安徽省,2013,,,,,,,,,
340000,安徽省,2012,5555.99146741209,2180.79979036819,331.94389221126,1139.7779413675,346.896363445862,516.597867605456,385.923446700614,510.056816076779,143.995349636428
340000,安徽省,2011,4957.29,2055.23,297.0,885.15,304.25,475.19,376.18,440.53,123.75
340000,安徽省,2010,4013.31,1632.96,232.2,867.51,231.23,338.99,363.92,264.39,82.11
340000,安徽省,2009,3655.02,1494.19,203.37,813.12,229.66,302.23,312.05,227.1,73.3
340000,安徽省,2008,3284.11,1454.18,180.04,650.51,165.53,280.63,294.84,199.44,58.94
340000,安徽省,2007,2754.04,1192.57,166.31,479.46,144.23,258.29,283.17,177.04,52.98
340000,安徽省,2006,2420.94,1045.19,138.37,378.65,116.8,237.15,290.74,165.02,49.02
340000,安徽省,2005,2196.23238493127,999.79215128365,117.414744780582,344.858337558107,106.35531474488,196.722694531002,256.799302109168,133.6799241619,40.6099161096244
340000,安徽省,2004,1813.706198,861.3382317,86.87050538,299.8183769,75.9654714,163.9328543,199.9517205,91.94687197,33.88216513
340000,安徽省,2003,1596.27,734.75,79.5493786377222,281.28,74.96,126.07,184.64,87.14,27.87
340000,安徽省,2002,1475.8,700.45,75.6,272.19,65.27,90.65,159.16,72.99,39.48
340000,安徽省,2001,,,,,,,,,
340000,安徽省,2000,,,,,,,,,
350000,福建省,2019,,,,,,,,,
350000,福建省,2018,,,,,,,,,
350000,福建省,2017,,,,,,,,,
350000,福建省,2016,,,,,,,,,
350000,福建省,2015,,,,,,,,,
350000,福建省,2014,,,,,,,,,
350000,福建省,2013,,,,,,,,,
350000,福建省,2012,7401.91714645202,3403.45666086679,471.441591450564,1165.78223076518,426.699164429004,794.979505664116,565.829177242738,380.599985166774,193.128830866856
350000,福建省,2011,6540.85,3032.17,395.42,1033.15,357.12,728.49,506.71,321.2,166.6
350000,福建省,2010,5498.33,2537.15,310.14,865.5,292.71,638.07,462.17,251.36,141.23
350000,福建省,2009,5015.72,2304.14,291.72,821.21,260.68,570.24,421.69,219.02,127.02
350000,福建省,2008,4661.94,2162.3,263.59,777.51,222.86,534.68,390.15,197.85,113.01
350000,福建省,2007,4053.47,1870.32,235.61,660.55,184.21,465.4,356.26,174.12,107.0
350000,福建省,2006,3591.4,1621.92,213.31,563.85,167.33,431.4,333.55,162.26,97.79
350000,福建省,2005,3292.63168491313,1517.60125432954,186.700954168009,457.262989528976,154.419181150678,365.597565030496,356.54324994909,154.03418625701,100.472306954171
350000,福建省,2004,3015.580176,1408.539285,159.595669,430.1437086,154.4345817,306.0577774,313.0944774,136.3952888,107.319389
350000,福建省,2003,2715.5,1222.23,144.584533549345,398.15,146.66,278.43,296.65,128.95,99.85
350000,福建省,2002,2583.16,1184.59,132.36,370.11,139.77,251.91,272.58,118.71,113.14
350000,福建省,2001,,,,,,,,,
350000,福建省,2000,,,,,,,,,
360000,江西省,2019,,,,,,,,,
360000,江西省,2018,,,,,,,,,
360000,江西省,2017,,,,,,,,,
360000,江西省,2016,,,,,,,,,
360000,江西省,2015,,,,,,,,,
360000,江西省,2014,,,,,,,,,
360000,江西省,2013,,,,,,,,,
360000,江西省,2012,5129.47101704215,2232.8274324684,264.960537584863,1030.18215229887,278.30963005697,494.4556428932,342.701912934785,380.448157496214,105.585551308863
360000,江西省,2011,4659.87,2106.27,233.58,888.8,277.51,393.34,319.39,346.68,94.3
360000,江西省,2010,3911.61,1812.66,174.61,782.72,205.27,331.81,285.23,243.84,75.48
360000,江西省,2009,3532.66,1609.2,162.58,725.11,181.91,295.76,254.77,232.78,70.53
360000,江西省,2008,3309.21,1633.12,157.75,559.39,155.0,301.68,236.01,205.68,60.58
360000,江西省,2007,2994.49,1492.02,147.71,474.49,121.54,277.15,252.78,167.71,61.08
360000,江西省,2006,2676.6,1312.28,131.02,373.42,105.68,250.93,287.51,159.14,56.62
360000,江西省,2005,2483.69931150001,1220.52690101686,124.519323890168,326.195109153492,96.3556328807459,229.588934913315,276.263287159738,154.682235128793,55.5678861941541
360000,江西省,2004,2095.480071,1125.131591,107.1861493,234.6898676,66.88972765,171.8850217,237.2753676,110.3183269,42.10401996
360000,江西省,2003,1907.57,986.07,99.8486255968542,264.12,62.68,141.69,223.8,91.98,37.39
360000,江西省,2002,1784.88,895.82,97.24,262.81,61.89,125.83,215.58,80.86,44.85
360000,江西省,2001,,,,,,,,,
360000,江西省,2000,,,,,,,,,
370000,山东省,2019,,,,,,,,,
370000,山东省,2018,,,,,,,,,
370000,山东省,2017,,,,,,,,,
370000,山东省,2016,,,,,,,,,
370000,山东省,2015,,,,,,,,,
370000,山东省,2014,,,,,,,,,
370000,山东省,2013,,,,,,,,,
370000,山东省,2012,6775.95417674268,2321.45856055594,454.749838538308,1399.90330999112,405.748639584077,937.551622667828,500.984484742807,635.34476233653,120.212958326068
370000,山东省,2011,5900.57,2107.07,399.82,1126.98,411.59,753.05,482.66,508.38,111.02
370000,山东省,2010,4807.18,1804.45,305.56,832.95,324.7,649.21,421.91,383.89,84.51
370000,山东省,2009,4417.18,1618.66,265.59,945.81,273.77,533.55,399.95,301.55,78.3
370000,山东省,2008,4077.05,1551.77,250.29,804.75,240.91,452.55,417.27,280.49,79.0
370000,山东省,2007,3621.57,1369.2,224.18,682.13,195.99,422.36,424.89,230.84,71.98
370000,山东省,2006,3143.8,1191.32,198.12,548.05,158.73,352.19,408.84,221.8,64.75
370000,山东省,2005,2735.77171946868,1087.64845118549,159.728327571361,445.707944255674,136.544378520876,294.369106225796,377.164459022857,188.477816594715,46.1312364896389
370000,山东省,2004,2389.265524,1000.128344,139.1754266,365.9747951,110.123285,221.9279028,298.2339365,155.8517975,97.85003826
370000,山东省,2003,2133.2,891.82,134.296280428432,341.69,92.17,187.03,291.33,138.8,56.07
370000,山东省,2002,1997.83,838.26,130.34,335.65,96.3,155.77,256.28,127.59,57.63
370000,山东省,2001,,,,,,,,,
370000,山东省,2000,,,,,,,,,
410000,河南省,2019,,,,,,,,,
410000,河南省,2018,,,,,,,,,
410000,河南省,2017,,,,,,,,,
410000,河南省,2016,,,,,,,,,
410000,河南省,2015,,,,,,,,,
410000,河南省,2014,,,,,,,,,
410000,河南省,2013,,,,,,,,,
410000,河南省,2012,5032.14129195785,1701.74619875667,424.11732478321,1060.69784915835,361.6250341762,525.107275668585,343.828083655177,468.814072724622,146.205453035051
410000,河南省,2011,4319.95,1559.74,362.82,846.86,328.13,427.86,278.2,399.71,116.62
410000,河南省,2010,3682.21,1371.17,261.52,765.18,254.47,401.44,250.47,287.83,90.14
410000,河南省,2009,3388.47,1220.36,225.64,875.83,203.81,310.11,234.01,242.87,75.85
410000,河南省,2008,3044.21,1165.81,209.75,712.61,169.61,290.79,214.38,215.0,66.27
410000,河南省,2007,2676.41,1017.43,189.71,615.62,136.37,269.46,212.36,173.19,62.26
410000,河南省,2006,2229.28,911.48,159.77,443.59,105.08,220.83,198.58,140.55,49.38
410000,河南省,2005,1891.57053518065,858.972336779134,132.362259105055,317.973221738751,82.6948156351526,159.725458390042,177.664676306544,123.413258021954,38.764508581888
410000,河南省,2004,1664.090459,808.2749088,108.0795065,268.7219207,63.67833342,121.1687612,168.0367838,95.22205105,30.90819339
410000,河南省,2003,1508.7,726.57,96.3625127491887,238.44,63.32,100.17,160.94,91.39,31.49
410000,河南省,2002,1451.51,697.02,93.72,262.99,64.19,77.32,133.51,73.8,48.96
410000,河南省,2001,,,,,,,,,
410000,河南省,2000,,,,,,,,,
420000,湖北省,2019,,,,,,,,,
420000,湖北省,2018,,,,,,,,,
420000,湖北省,2017,,,,,,,,,
420000,湖北省,2016,,,,,,,,,
420000,湖北省,2015,,,,,,,,,
420000,湖北省,2014,,,,,,,,,
420000,湖北省,2013,,,,,,,,,
420000,湖北省,2012,5726.73002274917,2154.01350311474,316.413455335698,1206.16477220118,397.855419727978,496.095328589367,394.628634955667,591.874971345942,169.683937478596
420000,湖北省,2011,5010.74,1954.62,272.12,1086.86,359.57,414.36,341.87,438.2,143.14
420000,湖北省,2010,4090.78,1763.05,217.61,816.42,262.26,331.35,288.12,295.24,116.73
420000,湖北省,2009,3725.24,1668.35,195.45,702.62,229.32,307.22,281.68,236.31,104.29
420000,湖北省,2008,3652.57,1711.34,187.07,651.5,234.92,290.44,267.13,210.36,99.8
420000,湖北省,2007,3090.0,1479.04,168.64,434.91,166.25,281.12,284.13,178.77,97.13
420000,湖北省,2006,2732.46,1278.88,146.69,377.28,135.53,246.07,292.34,172.44,83.24
420000,湖北省,2005,2430.18831518939,1192.25723473313,125.006259665664,310.268675993604,110.044842098022,223.158926132531,271.856166744666,135.366108284982,62.2301013306491
420000,湖北省,2004,2088.980207,1076.349346,93.51902561,274.1004173,75.10675495,162.6535018,245.6771228,110.7262091,50.8478302
420000,湖北省,2003,1801.63,930.98,80.1899917818454,223.41,73.0,122.05,223.92,95.55,52.53
420000,湖北省,2002,1745.63,872.49,80.63,235.61,71.54,98.92,232.84,90.51,63.1
420000,湖北省,2001,,,,,,,,,
420000,湖北省,2000,,,,,,,,,
430000,湖南省,2019,,,,,,,,,
430000,湖南省,2018,,,,,,,,,
430000,湖南省,2017,,,,,,,,,
430000,湖南省,2016,,,,,,,,,
430000,湖南省,2015,,,,,,,,,
