省份编码,省份,年份,规模以上工业企业新产品项目数(项),规模以上工业企业开发新产品经费(万元),规模以上工业企业新产品产值(万元),规模以上工业企业新产品销售收入(万元),规模以上工业企业新产品出口销售收入(万元)
110000,北京市,2019,12142,4244501.9,,52201988.4,7067372
110000,北京市,2018,11010,3602685.1,,41366175.3,5354562.1
110000,北京市,2017,10490,3454455.7,,41192830.9,2861883.3
110000,北京市,2016,10304,3226374.0,,40858561.6,2772815.3
110000,北京市,2015,10580,3053943.1,,35640400.7,2438987.6
110000,北京市,2014,12259,2971203.4,,42470008.0,4604212.4
110000,北京市,2013,13310,2931907.5,,36727656.1,5396850.7
110000,北京市,2012,11024,2527102.9,,33176310.6,5572509.8
110000,北京市,2011,9238,2135860.9,35483108.3,34803252.2,6470513.5
110000,北京市,2010,,,,,
110000,北京市,2009,9100,1417379.0,26676100.0,28314951.0,6729746
110000,北京市,2008,8312,1049977.0,30308746.0,30589115.0,
110000,北京市,2007,,,,,
110000,北京市,2006,,,,,
110000,北京市,2005,,,,,
110000,北京市,2004,3362,364608.0,10361927.0,11052142.0,
110000,北京市,2003,,,,,
110000,北京市,2002,,,,,
110000,北京市,2001,,,,,
110000,北京市,2000,,,,,
120000,天津市,2019,12714,2120384.1,,38466200.9,6011797.7
120000,天津市,2018,11797,2137893.3,,38556643.0,8416068.6
120000,天津市,2017,11373,2060100.9,,40949316.8,8433009.9
120000,天津市,2016,10767,2856230.6,,56428282.1,10376155.3
120000,天津市,2015,9800,2684641.7,,57277739.1,11308811.5
120000,天津市,2014,13213,2559440.4,,56651106.1,12683939.1
120000,天津市,2013,11977,2459584.5,,55696885.7,11917154.1
120000,天津市,2012,12219,2192138.0,,44601011.3,9317561.3
120000,天津市,2011,14658,1848538.0,37965078.6,38311448.3,7490316.8
120000,天津市,2010,,,,,
120000,天津市,2009,8537,1356563.0,290711117.0,28262709.0,7731218
120000,天津市,2008,8567,1335080.0,28187577.0,27501772.0,
120000,天津市,2007,,,,,
120000,天津市,2006,,,,,
120000,天津市,2005,,,,,
120000,天津市,2004,1877,212066.0,13939993.0,13557417.0,
120000,天津市,2003,,,,,
120000,天津市,2002,,,,,
120000,天津市,2001,,,,,
120000,天津市,2000,,,,,
130000,河北省,2019,14913,5046186.5,,64847323.6,5989526.5
130000,河北省,2018,11449,3863708.0,,52288698.0,4671720.4
130000,河北省,2017,10238,3422205.3,,46623293.6,4016522.2
130000,河北省,2016,8428,2626888.7,,39231360.2,4329022.5
130000,河北省,2015,7489,2465368.8,,34762444.9,3268926.3
130000,河北省,2014,8024,2334622.4,,33340326.4,3209061.2
130000,河北省,2013,7194,2025040.9,,29160256.2,2931864.6
130000,河北省,2012,7541,1798885.0,,24576632.5,2926319.9
130000,河北省,2011,6292,1496754.8,19899159.2,18992289.0,2288188.1
130000,河北省,2010,,,,,
130000,河北省,2009,4943,870897.0,11673258.0,11634045.0,1997051
130000,河北省,2008,3874,792676.0,10572869.0,10685885.0,
130000,河北省,2007,,,,,
130000,河北省,2006,,,,,
130000,河北省,2005,,,,,
130000,河北省,2004,2324,219191.0,3698145.0,3694886.0,
130000,河北省,2003,,,,,
130000,河北省,2002,,,,,
130000,河北省,2001,,,,,
130000,河北省,2000,,,,,
140000,山西省,2019,4778,1403231.0,,19892632.0,3957159.5
140000,山西省,2018,3913,1354351.1,,19413024.6,2038312.7
140000,山西省,2017,3119,895492.5,,15434764.8,1954764.5
140000,山西省,2016,2206,689734.5,,10850063.2,1607253.8
140000,山西省,2015,1910,681687.5,,8333432.5,1583620.5
140000,山西省,2014,2426,1004458.6,,9246772.3,580955.3
140000,山西省,2013,2938,991958.4,,10272734.9,1266926.1
140000,山西省,2012,2726,1020705.8,,9283911.6,1527285.8
140000,山西省,2011,2171,900093.4,8907108.8,8609924.7,1522787.6
140000,山西省,2010,,,,,
140000,山西省,2009,2019,668441.0,7568977.0,6296160.0,1222522
140000,山西省,2008,1933,564881.0,6775804.0,6677513.0,
140000,山西省,2007,,,,,
140000,山西省,2006,,,,,
140000,山西省,2005,,,,,
140000,山西省,2004,961,114303.0,2236504.0,1946480.0,
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,1996,925344.5,,11274431.1,648009.4
150000,内蒙古自治区,2018,1686,710278.3,,10282645.1,603471.8
150000,内蒙古自治区,2017,1606,672557.1,,11244703.8,352482.7
150000,内蒙古自治区,2016,1509,727898.3,,7796102.6,463949
150000,内蒙古自治区,2015,1228,640669.4,,6648406.2,571052.6
150000,内蒙古自治区,2014,1570,688679.6,,5573229.7,319452.4
150000,内蒙古自治区,2013,1581,619216.8,,6285040.1,330765.7
150000,内蒙古自治区,2012,1567,529251.2,,5814945.8,390862.1
150000,内蒙古自治区,2011,1314,534738.5,5424867.3,5188901.5,342357.7
150000,内蒙古自治区,2010,,,,,
150000,内蒙古自治区,2009,1027,267573.0,5642368.0,3340301.0,448314
150000,内蒙古自治区,2008,836,203699.0,3279831.0,3439675.0,
150000,内蒙古自治区,2007,,,,,
150000,内蒙古自治区,2006,,,,,
150000,内蒙古自治区,2005,,,,,
150000,内蒙古自治区,2004,443,40711.0,1355988.0,2643012.0,
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,12212,3420219.3,,42835980.9,4266630.2
210000,辽宁省,2018,9876,3062357.1,,45567573.6,5038970.2
210000,辽宁省,2017,8228,3058147.7,,36962036.5,4011797.9
210000,辽宁省,2016,6910,2391496.2,,33872374.9,5112813
210000,辽宁省,2015,5494,2442026.9,,33373490.4,3430873.4
210000,辽宁省,2014,8857,3173186.7,,40369622.5,4356706.8
210000,辽宁省,2013,8568,3360538.5,,40931774.3,3727414.1
210000,辽宁省,2012,8641,2886301.9,,31936020.6,2257009.4
210000,辽宁省,2011,7416,2866543.0,28466489.0,29599588.6,4150238.5
210000,辽宁省,2010,,,,,
210000,辽宁省,2009,8760,2248810.0,25999724.0,25868782.0,1949080
210000,辽宁省,2008,5959,1354279.0,19824273.0,19196748.0,
210000,辽宁省,2007,,,,,
210000,辽宁省,2006,,,,,
210000,辽宁省,2005,,,,,
210000,辽宁省,2004,2881,550115.0,9725732.0,9397620.0,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,3511,1769661.2,,26275923.3,872323.7
220000,吉林省,2018,2842,1078716.7,,13474958.3,749463.3
220000,吉林省,2017,2791,1171235.8,,27746956.9,511277.2
220000,吉林省,2016,2470,1243952.7,,26276145.9,652633.4
220000,吉林省,2015,2548,1167919.2,,18227483.8,405640.3
220000,吉林省,2014,2356,783327.7,,16599926.3,562409.6
220000,吉林省,2013,6516,740848.7,,7031877.7,388828.5
220000,吉林省,2012,2683,776269.3,,21577965.0,645789.5
220000,吉林省,2011,2631,709348.0,22882998.6,24075631.1,746940.7
220000,吉林省,2010,,,,,
220000,吉林省,2009,2128,374768.0,29342229.0,28925805.0,132032
220000,吉林省,2008,2043,494772.0,16388333.0,12104628.0,
220000,吉林省,2007,,,,,
220000,吉林省,2006,,,,,
220000,吉林省,2005,,,,,
220000,吉林省,2004,824,95138.0,1567694.0,1563069.0,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,3658,748698.9,,7336239.9,277328.3
230000,黑龙江省,2018,3036,532983.0,,5613764.4,181944.2
230000,黑龙江省,2017,3252,669389.4,,6824812.1,781171
230000,黑龙江省,2016,2677,696172.5,,5026218.0,712285.9
230000,黑龙江省,2015,2760,722306.8,,5110494.8,353881.4
230000,黑龙江省,2014,3624,844603.2,,5272812.5,274350.8
230000,黑龙江省,2013,3438,782853.6,,5825023.3,394351.2
230000,黑龙江省,2012,3384,779353.4,,5655067.5,541409.1
230000,黑龙江省,2011,4148,745310.9,5719206.9,5586813.0,318891.8
230000,黑龙江省,2010,,,,,
230000,黑龙江省,2009,3628,708150.0,5158317.0,5097624.0,229095
230000,黑龙江省,2008,2602,468122.0,4751014.0,4529219.0,
230000,黑龙江省,2007,,,,,
230000,黑龙江省,2006,,,,,
230000,黑龙江省,2005,,,,,
230000,黑龙江省,2004,2262,110982.0,2332658.0,1949849.0,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,20836,8516190.3,,101409491.2,14115389.5
310000,上海市,2018,18259,7558011.9,,97967289.9,13096380.2
310000,上海市,2017,16121,6787045.9,,100681517.6,13040803.5
