省份编码,省份,年份,固定资产投资(不含农户)国家预算内资金(亿元),固定资产投资(不含农户)国内贷款(亿元),固定资产投资(不含农户)利用外资(亿元),固定资产投资(不含农户)自筹资金(亿元),固定资产投资(不含农户)其他资金(亿元)
130000,河北省,2010,364.5,2099.6,72.9,10236.8,1488.0
130000,河北省,2009,393.0846,1551.4394,81.4265,8285.3214,1157.3866
130000,河北省,2008,181.967,912.3148,101.1004,5823.5208,791.8042
130000,河北省,2007,105.9165,888.5805,73.9477,4333.0734,623.1913
130000,河北省,2006,95.5889,596.0962,73.957,3301.1473,506.5381
130000,河北省,2005,79.3625,464.4798,78.2751,2333.3456,372.8278
130000,河北省,2004,67.41,372.51,57.99,1692.36,316.11
130000,河北省,2003,45.8328,263.7093,32.6381,1161.2622,277.923
130000,河北省,2002,,,,,
130000,河北省,2001,,,,,
130000,河北省,2000,,,,,
140000,山西省,2019,,,,,
140000,山西省,2018,,,,,
140000,山西省,2017,337.7787,500.5563,9.1721,3235.9271,1106.1157
140000,山西省,2016,707.791,666.4156,5.5792,9205.4849,1014.5955
140000,山西省,2015,720.9721,617.4097,2.5069,9654.536,829.0379
140000,山西省,2014,625.1812,798.8429,43.5884,8048.464,829.5261
140000,山西省,2013,636.854,745.8388,26.4197,7338.449,849.1262
140000,山西省,2012,455.8229,857.3427,22.9129,6019.1196,678.1187
140000,山西省,2011,379.6537,795.8559,19.4661,4743.9712,758.7659
140000,山西省,2010,446.7,894.0,32.6,3508.1,729.5
140000,山西省,2009,341.2441,837.4804,20.89,2618.2995,504.3539
140000,山西省,2008,187.5448,533.3556,34.9295,2126.9938,341.5175
140000,山西省,2007,130.2401,446.4925,52.811,1760.3866,307.3977
140000,山西省,2006,79.2922,467.5144,28.8489,1327.0505,250.2838
140000,山西省,2005,58.4945,409.7256,25.4441,1012.4147,213.4384
140000,山西省,2004,39.06,310.39,33.88,758.57,186.37
140000,山西省,2003,38.9985,233.9137,18.5359,581.1442,128.0092
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,1176.8551,1376.3457,3.503,9672.2182,473.2404
150000,内蒙古自治区,2016,1094.3278,1739.5628,1.4852,10146.3852,966.4673
150000,内蒙古自治区,2015,705.0173,1711.1575,6.8609,10296.5591,666.0948
150000,内蒙古自治区,2014,848.5864,1902.0678,14.6838,13556.8722,793.2591
150000,内蒙古自治区,2013,534.4068,1523.727,8.7914,11241.9318,692.4263
150000,内蒙古自治区,2012,486.4525,1405.7674,22.2185,9526.5472,607.6121
150000,内蒙古自治区,2011,424.4786,1250.5542,12.8026,8519.6465,566.0648
150000,内蒙古自治区,2010,364.4,1070.2,7.5,6992.9,392.8
150000,内蒙古自治区,2009,406.8451,693.5472,14.7388,5648.9335,295.6232
150000,内蒙古自治区,2008,220.6782,368.3157,46.6725,4293.4802,261.6371
150000,内蒙古自治区,2007,152.5479,437.2272,30.2027,3316.8722,218.2847
150000,内蒙古自治区,2006,145.3586,391.0131,21.7662,2435.6289,201.3856
150000,内蒙古自治区,2005,139.1246,504.2127,15.183,1626.1032,203.5463
150000,内蒙古自治区,2004,110.22,287.39,13.27,1083.98,152.29
150000,内蒙古自治区,2003,106.0565,207.8658,9.1294,587.2323,116.3717
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,305.591,845.6742,191.932,3692.9839,1885.9077
210000,辽宁省,2016,276.4019,1030.1069,113.7827,4539.3659,1390.7786
210000,辽宁省,2015,821.7315,2398.6891,97.1311,13242.2506,1467.8893
210000,辽宁省,2014,1111.5301,3644.6206,180.5947,19267.1976,1941.1263
210000,辽宁省,2013,1251.7297,3725.4449,372.9441,18933.2847,2721.6403
210000,辽宁省,2012,1006.0233,3421.3212,358.6944,16781.554,2357.1299
210000,辽宁省,2011,995.3478,3149.9288,380.6238,13998.2838,2306.008
210000,辽宁省,2010,592.7,2679.2,437.9,12149.5,1794.0
210000,辽宁省,2009,611.3118,1780.5611,425.0278,8453.1915,1319.9854
210000,辽宁省,2008,423.4931,1136.6829,375.2114,6283.4655,819.4025
210000,辽宁省,2007,387.9166,1058.2189,237.7663,4600.163,883.1041
210000,辽宁省,2006,263.8738,718.5754,126.9883,3521.1383,673.5309
210000,辽宁省,2005,164.1464,501.9178,117.3284,2528.1511,472.5064
210000,辽宁省,2004,105.21,393.97,82.94,1724.53,390.04
210000,辽宁省,2003,82.1984,360.7909,49.5859,1065.2298,269.9276
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,432.4976,650.9231,21.2167,10891.0455,841.114
220000,吉林省,2016,555.8274,653.5413,17.8711,11459.4302,786.1539
220000,吉林省,2015,436.4591,439.8142,24.9119,11082.3051,731.7766
220000,吉林省,2014,290.7747,530.7347,11.4302,9653.2601,775.3453
220000,吉林省,2013,298.395,583.538,27.8972,8427.1908,783.4688
220000,吉林省,2012,256.4577,436.2373,55.3914,7956.1361,742.8454
220000,吉林省,2011,234.3784,451.3249,66.8261,5936.2426,714.1158
220000,吉林省,2010,255.6,424.0,52.3,6117.7,521.0
220000,吉林省,2009,235.4599,451.055,47.6562,4823.6713,430.4232
220000,吉林省,2008,135.2106,260.4245,74.66,3802.4117,286.6697
220000,吉林省,2007,98.2571,255.08,46.4078,2629.9395,313.2904
220000,吉林省,2006,77.8423,245.0145,58.9498,1650.7759,309.4293
220000,吉林省,2005,84.52,213.2595,35.8475,1061.2351,310.4866
220000,吉林省,2004,45.24,129.33,19.73,672.55,183.4
220000,吉林省,2003,40.8642,112.4583,10.8991,561.214,153.7791
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,533.5664,433.0474,28.368,9153.3843,1038.7282
230000,黑龙江省,2016,499.0037,381.7853,4.3535,8839.6192,745.4813
230000,黑龙江省,2015,499.9918,282.561,12.5727,9042.0869,655.5383
230000,黑龙江省,2014,370.0932,213.2675,31.4466,8826.3164,634.6201
230000,黑龙江省,2013,417.7151,385.9082,10.4351,10228.8349,912.1558
230000,黑龙江省,2012,480.7401,455.4332,28.5442,8231.858,884.633
230000,黑龙江省,2011,412.7986,510.3397,22.9226,6145.3175,764.2371
230000,黑龙江省,2010,366.4,526.9,35.9,5174.1,668.3
230000,黑龙江省,2009,344.65,365.4141,50.1598,3552.3351,512.7468
230000,黑龙江省,2008,219.0561,226.6214,36.062,2512.1643,384.6509
230000,黑龙江省,2007,150.5989,180.712,37.1101,1889.7455,353.3583
230000,黑龙江省,2006,117.2218,215.9763,30.2634,1402.2522,299.6023
230000,黑龙江省,2005,96.2872,160.0745,19.635,1067.2688,216.4214
230000,黑龙江省,2004,79.58,164.25,13.12,892.55,145.0
230000,黑龙江省,2003,69.7394,141.3587,15.176,681.225,127.7478
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,811.5898,2013.0102,18.7553,2829.2155,2504.1176
310000,上海市,2016,564.7433,2104.1311,18.6658,2989.0558,3518.109
310000,上海市,2015,501.6051,2050.7912,130.125,3007.6771,2486.4597
310000,上海市,2014,417.8904,2068.0759,205.0481,3240.0913,2027.0524
310000,上海市,2013,368.2503,1782.386,172.5201,3280.7336,2220.6735
310000,上海市,2012,371.9306,1530.4361,164.4797,3252.9639,1638.3687
310000,上海市,2011,75.8931,1345.9652,147.6715,3355.8452,1411.8331
310000,上海市,2010,111.1,1449.9,210.6,2770.8,1328.2
310000,上海市,2009,74.917,1439.574,136.8139,2490.9711,1798.3754
310000,上海市,2008,78.6417,1435.93,215.453,2457.5006,1006.6842
310000,上海市,2007,95.6967,1253.7001,228.6122,2037.2119,1475.5513
310000,上海市,2006,71.1244,1121.1127,223.9592,1945.2594,1151.3683
310000,上海市,2005,45.2885,925.7234,204.6956,1715.0618,994.2769
310000,上海市,2004,37.81,870.25,213.31,1342.48,925.47
310000,上海市,2003,33.1566,634.6534,193.0958,1072.6233,705.0982
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,1044.5899,6386.9753,376.1061,37666.7859,11531.5296
320000,江苏省,2016,990.433,5778.2147,599.8787,36252.0408,10845.351
320000,江苏省,2015,806.8863,4810.2815,926.1697,36305.1542,7206.3677
320000,江苏省,2014,627.2571,5360.5733,1152.0484,33325.3706,6246.6127
320000,江苏省,2013,529.1915,5091.0389,1127.5488,29441.5337,6822.9583
320000,江苏省,2012,424.8394,4627.2672,1182.3635,24695.4132,5242.5018
320000,江苏省,2011,344.866,3751.2363,1241.6473,20642.4442,4394.1941
320000,江苏省,2010,238.8,2955.0,962.3,12417.1,4788.2
320000,江苏省,2009,262.8672,2489.2891,947.6675,9867.8208,4237.0534
320000,江苏省,2008,148.0242,1774.4411,1217.8958,7406.7731,2412.8619
320000,江苏省,2007,130.8534,1433.6147,1097.4613,5731.7299,2319.5877
320000,江苏省,2006,64.2744,1334.6067,704.9919,4519.6301,1521.5415
320000,江苏省,2005,64.5317,1118.1441,639.2641,3701.6904,1108.8191
320000,江苏省,2004,78.67,1096.04,483.76,2723.27,866.42
320000,江苏省,2003,91.2228,1004.4688,418.0214,2011.0683,532.7978
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,2736.2508,4172.436,73.8093,18657.8149,8527.1837
330000,浙江省,2016,1702.2102,3526.5598,172.0536,18405.4683,7598.8757
330000,浙江省,2015,1658.5532,3027.9178,160.3923,17819.2713,5359.6368
330000,浙江省,2014,1403.6202,3597.4553,214.5272,16144.5639,4506.3632
330000,浙江省,2013,1187.8193,3189.1416,244.2116,13715.9169,5041.7042
330000,浙江省,2012,928.241,2768.6181,211.656,10993.7827,3787.8752
330000,浙江省,2011,687.1053,2604.2779,270.8062,8862.512,3492.6402
330000,浙江省,2010,396.0,2150.2,164.9,4825.2,3410.1
330000,浙江省,2009,395.2895,1921.2111,179.0343,4178.4366,3113.0187
330000,浙江省,2008,305.1067,1631.5711,232.8004,3766.3888,1708.1138
330000,浙江省,2007,166.5259,1510.001,251.5286,3448.9949,1978.7619
330000,浙江省,2006,122.5971,1390.2455,312.2008,2904.9761,1515.3306
330000,浙江省,2005,103.7831,1239.7718,272.863,2401.1158,1244.996
330000,浙江省,2004,75.43,1171.85,139.22,1910.9,1231.66
330000,浙江省,2003,77.1,1030.6702,121.5794,1497.04,888.7629
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,1783.911,2122.28,92.7652,19261.043,5128.4432
340000,安徽省,2016,1383.97,1699.4622,82.3665,18926.284,4559.0539
340000,安徽省,2015,1145.8853,1210.5435,62.7196,18263.6527,3169.7549
340000,安徽省,2014,1167.5513,1386.1008,82.8211,16778.162,3142.579
340000,安徽省,2013,939.5367,1509.3885,107.3675,14344.0423,3035.2094
340000,安徽省,2012,863.1892,1524.48,111.4388,11279.2586,2327.439
340000,安徽省,2011,701.1051,1186.6933,106.2846,9356.7021,1984.2899
340000,安徽省,2010,649.7,1155.0,99.0,7443.4,1652.9
340000,安徽省,2009,502.8489,1037.8271,83.9634,5775.8917,1262.0003
340000,安徽省,2008,290.1819,747.3609,93.3055,4229.3338,705.3866
340000,安徽省,2007,265.262,700.1601,85.1242,2872.6911,641.6272
340000,安徽省,2006,168.2569,602.3767,57.1273,1883.9894,504.7035
340000,安徽省,2005,120.5031,471.544,46.3186,1283.464,319.5943
340000,安徽省,2004,86.9,295.84,28.78,967.27,277.89
340000,安徽省,2003,61.5426,295.1004,22.3722,618.3707,238.8804
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,1819.0182,2359.5191,71.4607,16722.9134,4511.7224
350000,福建省,2016,1901.7216,2225.7651,55.5408,14587.3937,3915.0969
350000,福建省,2015,1498.6662,2172.5117,85.5762,14649.5433,3022.6191
350000,福建省,2014,1334.6217,1997.1221,187.3424,12353.1852,2961.8786
350000,福建省,2013,1282.6978,1891.9752,256.0842,10097.5486,3424.6523
350000,福建省,2012,1139.7657,1729.6517,351.8784,7782.2999,2589.6501
350000,福建省,2011,761.0764,1525.8381,387.2018,6307.3288,2010.9625
350000,福建省,2010,600.9,1494.9,279.0,4334.4,1397.2
350000,福建省,2009,479.7535,1344.2558,188.4689,2877.7304,1401.6939
350000,福建省,2008,344.883,1033.6866,199.0411,2596.4455,906.0981
350000,福建省,2007,262.6862,1036.6988,206.9165,2029.9386,978.3705
350000,福建省,2006,135.6575,755.4849,136.8014,1333.0555,772.2347
350000,福建省,2005,140.3278,522.2846,120.289,980.3825,487.1127
350000,福建省,2004,63.74,399.08,121.74,825.16,428.87
350000,福建省,2003,72.6059,295.1102,109.558,561.1616,347.9249
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,1151.3265,1641.488,62.2151,15507.2411,2833.8178
360000,江西省,2016,1160.5537,1521.1253,42.9625,14529.3624,2147.1323
360000,江西省,2015,678.0221,816.0629,40.2845,14778.947,1927.3671
360000,江西省,2014,550.6552,1182.7594,85.8071,12672.7871,1865.3343
360000,江西省,2013,513.045,922.3638,85.9522,10771.8651,1723.3671
360000,江西省,2012,517.6253,825.035,92.3755,8903.6125,1368.6245
360000,江西省,2011,435.6608,741.1341,176.2425,7085.1746,1029.7417
360000,江西省,2010,418.3,1021.7,183.5,6435.8,925.0
360000,江西省,2009,398.6814,673.0323,179.7865,4824.4307,878.1627
360000,江西省,2008,314.1332,412.0633,145.4069,3109.8408,563.7541
360000,江西省,2007,223.534,314.9524,101.2089,2038.9062,482.8926
360000,江西省,2006,185.5525,311.2018,92.0213,1487.1472,371.9252
360000,江西省,2005,112.7813,287.7186,87.5631,1179.8167,303.1047
360000,江西省,2004,75.14,262.15,74.44,843.69,229.18
360000,江西省,2003,66.2845,264.9789,61.2316,515.4571,192.6121
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,1316.8896,5655.0548,274.3333,39733.481,6998.3219
370000,山东省,2016,1073.2752,5184.3192,234.8749,40797.2064,5672.8188
370000,山东省,2015,752.4082,4106.8613,274.3573,40079.5833,4012.4081
370000,山东省,2014,818.792,4297.1201,342.8721,34522.4096,3854.7943
370000,山东省,2013,706.9625,3905.8381,378.9046,30293.5897,4130.4768
370000,山东省,2012,649.0422,3193.9509,405.7171,25000.2704,3353.0258
370000,山东省,2011,632.5973,2958.5531,460.2395,20829.5753,3156.1634
370000,山东省,2010,455.1,2500.1,449.9,14587.5,2681.8
370000,山东省,2009,386.8795,2107.8821,433.4984,11679.1762,2187.8139
370000,山东省,2008,270.7514,1501.1701,464.0026,9303.8087,1484.3928
370000,山东省,2007,195.9425,1181.6163,418.2833,7356.8644,1299.4536
370000,山东省,2006,197.401,1091.4419,419.4935,6226.0191,1120.819
370000,山东省,2005,136.428,803.8516,359.9761,5204.3434,953.1144
370000,山东省,2004,106.59,743.97,248.5,3605.5,729.59
370000,山东省,2003,92.4228,683.0971,205.6075,2681.536,599.7891
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,1616.6813,4069.5505,83.5794,33846.7931,2985.7058
410000,河南省,2016,1295.7976,4058.2518,59.3069,30881.5726,2818.2742
410000,河南省,2015,1228.7273,4066.4504,46.5475,27244.4319,2265.6503
410000,河南省,2014,861.1706,3995.6327,94.6882,23026.8002,2184.5422
410000,河南省,2013,578.319,3270.3076,86.8766,19473.882,2221.7919
410000,河南省,2012,412.0203,2490.1347,78.0845,15910.7425,1927.7045
410000,河南省,2011,352.4912,2093.3044,100.6762,13165.6765,1540.4956
410000,河南省,2010,324.1,1483.9,45.3,10878.7,1545.0
410000,河南省,2009,348.0918,1070.3599,49.9948,8965.2353,1333.4401
410000,河南省,2008,197.325,814.8046,92.5766,6934.6316,1030.8683
410000,河南省,2007,116.1279,759.9827,76.374,5094.2,903.4062
410000,河南省,2006,108.358,684.6984,67.8537,3476.0434,647.4523
410000,河南省,2005,107.9827,675.0914,62.9463,2258.8614,490.7626
410000,河南省,2004,101.0,582.18,47.56,1427.74,367.8
410000,河南省,2003,84.1054,473.4661,28.5526,863.6908,266.6761
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,2260.2217,2991.3306,63.7265,20799.8811,4851.0383
420000,湖北省,2016,1804.5067,3024.7214,44.1179,20261.9232,3841.792
420000,湖北省,2015,1050.373,2698.3742,43.692,20445.9929,2294.0904
420000,湖北省,2014,909.1259,2737.8373,77.6369,17750.1409,2145.9657
420000,湖北省,2013,730.7543,2696.9337,63.3433,14377.3835,2262.729
420000,湖北省,2012,636.3175,2002.8535,137.6952,11811.2253,1866.7795
420000,湖北省,2011,622.2763,1716.2834,201.8531,9277.3756,1653.1274
420000,湖北省,2010,731.9,1673.0,150.4,6547.0,1306.2
420000,湖北省,2009,625.4674,1385.1408,69.7087,4833.0284,992.5458
420000,湖北省,2008,448.7351,817.7616,50.2194,3497.7216,530.1083
420000,湖北省,2007,394.0771,772.2563,82.2493,2388.7389,649.9993
420000,湖北省,2006,283.722,676.6724,68.1302,1792.3159,450.18
420000,湖北省,2005,195.6565,468.301,60.902,1383.7295,331.4443
420000,湖北省,2004,176.49,388.88,65.13,1135.25,285.38
420000,湖北省,2003,154.0612,330.9535,62.6092,799.5748,453.9357
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,1611.6983,2816.3966,118.6447,22325.7142,4333.1009
430000,湖南省,2016,1452.1592,2612.1078,46.9946,20596.7754,3618.2192
430000,湖南省,2015,1331.4259,1832.6151,33.8271,19859.2967,2709.5714
430000,湖南省,2014,1149.8417,1885.8129,55.4168,16448.4226,2451.5301
430000,湖南省,2013,924.5179,1744.643,120.0717,13576.3181,2600.5571
430000,湖南省,2012,903.203,1558.1486,180.1701,10648.7174,2142.2848
430000,湖南省,2011,666.8907,1453.709,179.5435,8623.0151,1791.8079
430000,湖南省,2010,609.3,1346.3,73.3,5840.8,1358.0
430000,湖南省,2009,584.2942,1163.584,68.2164,4587.9668,937.8742
430000,湖南省,2008,335.8974,632.6674,81.8436,3481.2917,648.878
430000,湖南省,2007,176.3835,529.2361,91.5415,2506.8467,601.9297
430000,湖南省,2006,119.4653,513.7877,84.6194,1830.3097,392.1463
430000,湖南省,2005,81.6887,345.1792,61.1003,1462.2073,306.3833
430000,湖南省,2004,72.3,276.78,50.55,1030.4,290.18
430000,湖南省,2003,68.5598,274.2187,42.7673,648.1201,220.2653
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,2481.9753,6830.9867,259.6905,21753.2876,11153.1173
440000,广东省,2016,1979.9793,5021.7871,263.7296,20681.9012,11561.0966
440000,广东省,2015,1755.2964,4567.2503,204.1125,20886.1019,8779.5573
440000,广东省,2014,1366.4904,4386.3067,405.0111,17613.655,6263.928
440000,广东省,2013,1073.4712,3883.4897,655.3984,14319.0675,6406.5188
440000,广东省,2012,930.8045,3233.7369,572.1656,12105.8257,4662.0231
440000,广东省,2011,378.8915,2769.7849,573.9975,11257.0844,4257.2066
440000,广东省,2010,301.7,2948.3,449.9,7841.1,3547.7
440000,广东省,2009,264.4625,2585.9495,444.2256,6133.7483,3125.726
440000,广东省,2008,182.4141,1833.5459,571.7984,5131.3737,2045.6053
440000,广东省,2007,117.5151,1659.7565,783.536,4200.0893,2414.9904
440000,广东省,2006,91.4824,1617.421,752.1956,3442.3122,1791.3937
440000,广东省,2005,60.9211,1309.0401,702.2531,3262.9347,1318.3075
440000,广东省,2004,63.36,1057.99,585.96,2869.3,1164.76
440000,广东省,2003,74.155,894.3423,479.7832,2232.996,1041.5434
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,1954.5436,2657.5176,17.5372,11918.9502,3175.8055
450000,广西壮族自治区,2016,1669.2984,2180.7643,20.5466,11408.0015,2615.6163
450000,广西壮族自治区,2015,1207.5156,2259.1645,36.4676,10981.747,2067.2731
450000,广西壮族自治区,2014,929.4335,1872.352,14.0253,9628.9641,1936.0592
450000,广西壮族自治区,2013,704.6423,1584.6451,15.1993,8218.8988,1670.1277
450000,广西壮族自治区,2012,432.0854,1296.2748,35.6618,6811.5304,1467.8408
450000,广西壮族自治区,2011,280.9635,1056.1845,66.9807,5308.2557,1111.1465
450000,广西壮族自治区,2010,304.8,1025.0,67.0,4260.7,1117.9
450000,广西壮族自治区,2009,269.4229,824.0426,73.7431,2921.411,998.8627
450000,广西壮族自治区,2008,199.7826,485.3931,78.1435,1979.5612,638.0574
450000,广西壮族自治区,2007,123.717,456.7493,80.2343,1462.127,600.0729
450000,广西壮族自治区,2006,139.9027,391.429,45.4194,1018.9065,425.7728
450000,广西壮族自治区,2005,101.468,302.6562,62.7191,768.4864,327.7513
450000,广西壮族自治区,2004,68.23,288.37,32.78,567.38,212.26
450000,广西壮族自治区,2003,68.9306,236.2632,23.98,342.9742,171.4732
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,359.8413,745.0361,3.4945,1710.5694,1977.1667
460000,海南省,2016,350.9738,693.814,2.1897,2045.8642,1117.839
460000,海南省,2015,209.7149,623.2241,3.8019,1950.0607,900.4494
460000,海南省,2014,173.5529,744.6729,15.2848,1767.5342,777.2565
460000,海南省,2013,148.0264,829.3117,31.4631,2014.7515,1647.9085
460000,海南省,2012,104.3686,703.2159,29.9134,1274.5676,562.8079
460000,海南省,2011,112.4176,543.7818,34.0074,753.8851,521.7957
460000,海南省,2010,108.5,479.0,23.1,519.3,556.1
460000,海南省,2009,107.4706,310.5063,36.1425,433.3254,259.0361
460000,海南省,2008,69.1869,203.6403,24.5142,320.5643,161.6499
460000,海南省,2007,35.798,116.7351,26.1488,307.2272,92.6681
460000,海南省,2006,30.7651,96.4426,67.5935,148.659,74.9474
460000,海南省,2005,25.3362,120.8649,24.6211,121.4668,68.4462
460000,海南省,2004,17.53,88.17,21.02,156.73,47.88
460000,海南省,2003,17.4506,43.9786,42.5079,92.9799,60.1096
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,1011.8104,2562.7375,68.6673,10520.7705,4065.6569
500000,重庆市,2016,942.1024,2309.3201,57.8057,10200.0322,3392.8843
500000,重庆市,2015,1145.6528,2259.0419,139.1665,9351.6584,3155.6455
500000,重庆市,2014,773.6576,2560.9984,282.444,7838.325,2961.3587
500000,重庆市,2013,701.4515,2332.6835,94.1047,6446.1421,2949.2127
500000,重庆市,2012,411.5796,1789.7217,59.8934,5483.8739,2441.148
500000,重庆市,2011,542.7284,1590.7017,108.6092,4513.5715,2217.714
500000,重庆市,2010,532.8,1647.1,147.7,3451.8,1983.4
500000,重庆市,2009,341.0945,1155.7185,70.5885,2662.1732,1314.8914
