省份编码,省份,年份,城镇私营企业和个体就业人员(万人),制造业城镇私营企业和个体就业人员(万人),建筑业城镇私营企业和个体就业人员(万人),交通运输、仓储和邮政业城镇私营企业和个体就业人员(万人),批发和零售业城镇私营企业和个体就业人员(万人),住宿和餐饮业城镇私营企业和个体就业人员(万人),租赁和商务服务业城镇私营企业和个体就业人员(万人),居民服务和其他服务业城镇私营企业和个体就业人员(万人)
430000,湖南省,2019,655.9191,39.5768,17.4721,14.6126,294.8604,113.3046,41.0626,58.4367
430000,湖南省,2018,529.8086,35.9921,13.2423,13.8935,215.8141,75.4978,38.8004,53.4243
430000,湖南省,2017,524.6396,35.0552,11.1956,10.7961,253.0513,79.1191,31.9304,46.4327
430000,湖南省,2016,468.4503,32.9404,8.3874,7.8114,241.3852,62.6508,26.0131,40.4519
430000,湖南省,2015,917.629,83.0621,37.6847,14.2864,364.0645,55.3107,163.9436,45.0329
430000,湖南省,2014,810.2217,76.6636,27.6928,13.608,345.3113,48.0722,121.2276,44.7575
430000,湖南省,2013,652.9381,66.7392,19.5192,11.4401,290.392,37.1657,83.8505,36.7108
430000,湖南省,2012,537.5975,48.9804,17.492,10.6285,230.5443,30.5409,94.6256,32.0712
430000,湖南省,2011,490.3067,44.299,14.4849,10.5477,233.5834,24.6879,73.7395,27.3469
430000,湖南省,2010,372.6589,39.3501,12.5045,10.0719,162.9427,20.9093,56.1946,22.9933
430000,湖南省,2009,334.6434,35.5875,9.9421,9.36,150.3108,15.9755,53.5274,17.3068
430000,湖南省,2008,307.1152,34.6179,9.1682,8.9642,138.4085,15.8707,48.4328,15.169
430000,湖南省,2007,286.2935,39.2569,7.8806,7.7473,126.1125,13.5214,47.8454,13.3253
430000,湖南省,2006,277.2624,41.5393,10.7199,9.247,111.7601,14.494,48.0734,13.7153
430000,湖南省,2005,276.6177,43.1832,6.0305,7.5752,106.2082,14.9136,64.0507,13.5982
430000,湖南省,2004,254.4787,34.492,4.7097,7.5917,101.387,13.6761,62.5536,12.9614
430000,湖南省,2003,,,,,,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,4225.6269,434.4868,135.368,72.0814,1944.8427,262.1983,489.6878,230.0374
440000,广东省,2018,3774.5115,490.9524,120.1045,66.1691,1648.5506,247.8021,408.4759,221.4122
440000,广东省,2017,3551.126,468.9074,100.4818,58.5458,1688.3208,213.4798,340.9577,202.5668
440000,广东省,2016,3071.3163,425.8817,81.6045,50.5802,1487.2528,174.7598,247.4854,162.2074
440000,广东省,2015,2550.922,402.0718,63.8919,42.7024,1240.1116,146.5105,166.9657,128.0399
440000,广东省,2014,2106.5333,365.3443,50.9933,34.8531,1038.6078,118.7051,138.7059,104.5128
440000,广东省,2013,1670.1396,332.4442,41.6072,29.5048,777.81,97.3592,110.7564,82.3211
440000,广东省,2012,1488.5992,318.8153,39.3122,28.2366,652.418,77.2642,117.4883,73.0683
440000,广东省,2011,1363.6661,306.8038,34.7632,26.7356,590.7433,73.323,100.6379,69.9494
440000,广东省,2010,1233.129,293.2698,30.2874,24.4177,523.8594,71.2658,83.9169,67.4929
440000,广东省,2009,1222.1838,303.6501,27.3596,24.9086,522.6575,72.207,79.0158,63.516
440000,广东省,2008,1143.507,275.8075,24.6298,24.6997,504.6603,59.2508,76.0349,60.6236
440000,广东省,2007,1056.0097,264.7996,20.8854,22.3849,484.3951,51.0184,68.5744,55.2094
440000,广东省,2006,895.3798,220.6886,17.1042,19.0609,411.231,43.4401,57.3374,50.1254
440000,广东省,2005,708.3508,142.3794,10.7238,10.2541,309.1953,40.0108,20.5016,43.0729
440000,广东省,2004,540.655,102.2742,8.2982,8.9778,218.8399,50.0678,14.0878,34.4337
440000,广东省,2003,,,,,,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,642.6898,48.6944,22.8969,22.6482,288.0244,67.4213,55.8133,42.2905
450000,广西壮族自治区,2018,586.9841,44.1674,21.262,19.72,269.8817,55.8483,52.6041,35.2947
450000,广西壮族自治区,2017,518.9764,38.2488,17.0543,16.4774,250.5704,46.937,45.6498,34.0769
450000,广西壮族自治区,2016,499.7786,35.1478,15.0609,13.4315,255.0354,38.5341,43.6627,30.8679
450000,广西壮族自治区,2015,380.4846,32.5879,9.8588,12.7642,194.4475,33.8106,26.3313,24.9107
450000,广西壮族自治区,2014,342.9845,31.7837,8.0119,13.5295,178.5839,26.5038,22.6005,22.4702
450000,广西壮族自治区,2013,297.6743,30.99,6.0823,12.7085,155.0325,22.8836,17.7174,18.7073
450000,广西壮族自治区,2012,276.4856,34.0214,6.9809,27.4312,121.973,17.2794,19.2945,15.5697
450000,广西壮族自治区,2011,280.0626,35.8754,6.6101,14.3793,144.8393,19.1085,15.4957,16.033
450000,广西壮族自治区,2010,241.4612,34.7107,5.2085,11.289,120.5143,18.4875,12.2141,14.6947
450000,广西壮族自治区,2009,220.1841,31.3734,5.0855,11.1795,100.0781,20.3958,10.3574,14.8476
450000,广西壮族自治区,2008,208.2764,30.4582,4.2927,11.3118,91.6729,20.611,8.3133,14.0783
450000,广西壮族自治区,2007,194.7849,26.9204,4.7795,11.0322,83.3321,15.4843,11.214,15.22
450000,广西壮族自治区,2006,166.4547,24.0221,3.6517,10.6384,73.4366,14.4765,7.1303,13.0406
450000,广西壮族自治区,2005,144.1127,22.1027,2.7642,9.0201,65.4643,13.09,5.3594,10.8181
450000,广西壮族自治区,2004,127.5495,19.4124,2.4593,8.2583,56.944,11.5514,4.5446,9.6893
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,159.8025,5.3876,13.1305,3.5907,57.2382,18.3683,17.2771,11.9808
460000,海南省,2018,176.5805,5.8216,14.2843,3.8301,62.2218,22.0928,19.169,13.1427
460000,海南省,2017,155.9521,5.193,12.3624,7.4436,54.0387,17.0241,17.1681,11.6919
460000,海南省,2016,139.2645,5.2336,11.5007,3.5588,51.6015,14.6457,16.0635,10.3681
460000,海南省,2015,143.6044,5.8001,13.022,4.6596,52.3969,11.7345,17.2254,10.1749
460000,海南省,2014,133.7275,5.6104,11.8793,4.8052,49.0832,11.2733,15.0947,9.7509
460000,海南省,2013,119.09,5.1853,10.1652,4.2359,42.9563,12.578,12.3743,8.5015
460000,海南省,2012,100.7737,4.6369,8.5312,8.1129,33.5872,6.7165,10.2298,7.7369
460000,海南省,2011,90.3168,4.6395,7.369,3.9616,33.0924,7.0807,8.0896,7.0893
460000,海南省,2010,79.8317,4.4208,6.1621,4.2623,28.6994,6.6174,6.6047,6.3714
460000,海南省,2009,70.5366,4.0377,4.9572,3.8878,26.7728,5.97,5.4372,5.7474
460000,海南省,2008,60.7025,3.7456,4.2967,3.4292,22.4249,5.0266,4.782,4.8816
460000,海南省,2007,68.3797,3.4082,4.0614,2.7899,21.9803,4.4077,4.1984,4.9117
460000,海南省,2006,49.6509,3.5522,3.0387,2.3751,19.8456,3.2612,3.0003,2.9747
460000,海南省,2005,46.9916,3.4067,2.8373,2.238,19.2405,2.9868,2.6047,2.8238
460000,海南省,2004,41.901,2.2895,2.2323,2.4479,17.4688,3.0753,1.9647,2.8183
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,1117.0425,67.7784,64.1978,24.3409,421.8629,89.0911,143.2292,67.5897
500000,重庆市,2018,1028.6294,65.8893,54.7045,22.4342,396.2956,84.1374,132.565,64.4907
500000,重庆市,2017,921.937,62.7466,45.582,19.7358,372.4265,77.2202,111.2268,56.0091
500000,重庆市,2016,824.7972,59.5653,38.1249,16.9459,348.6365,66.4546,94.6844,49.9427
500000,重庆市,2015,726.0766,57.4009,33.2906,14.4528,308.8675,55.7505,82.9286,43.7614
500000,重庆市,2014,614.3317,53.1048,27.5932,12.3864,267.2966,45.8854,65.8497,37.267
500000,重庆市,2013,505.7282,47.4186,21.4535,10.5743,225.667,37.1957,46.1535,30.4951
500000,重庆市,2012,433.695,43.0419,18.2987,9.6949,195.0327,31.6026,47.5113,27.0185
500000,重庆市,2011,355.7103,38.7024,15.7025,8.7347,157.0282,25.3076,37.0636,21.3981
500000,重庆市,2010,266.4285,30.0551,12.7644,7.3404,114.5918,19.1626,27.2365,15.808
500000,重庆市,2009,249.7879,28.4249,10.9291,7.0971,110.0266,17.7421,24.1883,15.6042
500000,重庆市,2008,215.4654,25.4632,9.2438,6.4878,96.526,14.7052,19.2465,13.2455
500000,重庆市,2007,181.5492,23.3181,7.4955,6.1033,79.5287,12.9975,15.3965,11.9371
500000,重庆市,2006,137.0076,17.1752,5.1264,4.8936,62.7218,9.9109,9.8095,10.2602
500000,重庆市,2005,138.3304,24.1315,8.0972,4.3658,59.1108,9.2475,7.2143,9.6921
500000,重庆市,2004,114.3361,20.6802,9.0165,3.6607,45.7001,9.8502,4.2175,9.1631
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,1048.7596,50.9363,53.8504,18.3965,439.9366,148.04,96.4572,83.8463
510000,四川省,2018,665.8103,43.9651,36.8225,12.4836,270.1718,88.2151,61.2306,50.9802
510000,四川省,2017,561.2991,40.209,26.257,10.3851,233.7322,75.0899,49.8803,43.6347
510000,四川省,2016,1135.1438,90.344,98.2417,17.5653,532.3358,90.9023,98.0797,60.374
510000,四川省,2015,1126.5109,94.1491,96.3383,17.5435,518.7916,80.4737,137.6343,56.5325
510000,四川省,2014,687.5155,114.4077,17.0957,11.2035,325.6012,60.0016,44.5853,46.3529
510000,四川省,2013,514.0112,59.7544,19.1607,14.4739,236.2695,44.8222,37.2813,35.6237
510000,四川省,2012,501.0544,63.3548,19.0603,16.4038,228.9629,47.8245,28.9773,36.8019
510000,四川省,2011,443.6979,62.9639,17.9386,14.31,198.9845,40.6631,23.7622,33.9526
510000,四川省,2010,458.901,64.1775,17.9797,15.6955,191.6978,43.3833,31.3419,33.555
510000,四川省,2009,444.1644,62.0321,17.3945,15.518,186.7187,44.042,27.1702,32.0501
510000,四川省,2008,412.7421,73.274,15.6269,13.4619,166.1844,40.6462,22.8201,29.3343
510000,四川省,2007,360.2859,49.3346,14.1281,13.0497,157.2314,35.718,19.4869,26.2603
510000,四川省,2006,317.0016,44.856,13.3616,12.3471,137.7274,31.9243,14.7104,23.0067
510000,四川省,2005,289.3917,40.7572,11.2437,11.7081,127.2952,28.0356,13.0176,21.5144
510000,四川省,2004,229.3287,36.8741,9.2264,9.8741,99.8814,23.8915,8.2382,17.2031
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,350.0223,27.2616,7.9709,10.3046,146.8156,65.4063,15.5228,34.4012
520000,贵州省,2018,282.307,20.0808,8.1592,4.4387,120.4059,46.5982,16.9598,26.6855
520000,贵州省,2017,231.2625,16.3835,5.7219,4.1273,112.6567,37.6215,8.4783,20.9045
520000,贵州省,2016,193.8523,17.1382,5.2078,3.804,98.7864,24.8668,7.421,15.2631
520000,贵州省,2015,192.6702,17.8973,6.7794,4.9947,92.6664,17.6674,11.7787,14.4617
520000,贵州省,2014,185.4506,16.8,6.1581,3.651,87.0427,19.8905,12.5835,12.8531
520000,贵州省,2013,170.1143,15.1471,5.8485,3.5616,80.0099,17.6049,11.3154,11.552
520000,贵州省,2012,150.207,14.5748,6.0394,3.2759,71.352,14.333,8.6326,10.8223
520000,贵州省,2011,117.1696,14.2081,3.9793,2.6417,54.3867,10.833,4.8219,8.3933
520000,贵州省,2010,99.2067,13.0148,3.3312,3.3573,44.309,8.8795,4.2649,8.0875
520000,贵州省,2009,91.2496,12.8645,3.0143,3.3589,40.137,7.8159,3.6074,7.2467
520000,贵州省,2008,84.2025,12.4047,2.7221,3.2675,36.6847,7.7547,2.9472,6.4854
520000,贵州省,2007,84.3581,12.4769,2.3972,3.1207,37.4022,7.4884,2.3886,7.0792
520000,贵州省,2006,77.6936,11.6614,2.1214,2.9584,32.5552,7.0805,2.0192,6.622
520000,贵州省,2005,71.0851,10.2872,1.9339,2.9632,26.9712,5.4711,1.6271,4.8582
520000,贵州省,2004,63.3051,9.9895,1.6073,2.9297,29.2084,5.1655,1.3228,5.5898
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,550.9391,39.4598,39.3515,12.0155,204.5515,76.8091,39.1505,44.977
530000,云南省,2018,479.8948,35.483,32.7907,9.7733,181.0914,64.2167,34.2875,37.8671
530000,云南省,2017,403.0081,31.4206,25.8705,8.3672,159.5692,53.8206,28.5237,30.5687
530000,云南省,2016,311.1907,24.1947,18.0708,5.9562,130.0329,39.5881,20.7704,23.2084
530000,云南省,2015,197.1719,13.924,6.382,2.9503,92.4402,27.349,10.4497,16.8603
530000,云南省,2014,438.4465,48.0176,37.5951,10.2346,169.0557,30.9575,32.3492,25.7694
530000,云南省,2013,401.8528,46.4907,35.3173,9.6032,155.8723,28.6055,26.1599,23.3748
530000,云南省,2012,376.8587,46.6927,32.3482,8.1331,153.9026,29.6972,20.8364,22.4816
530000,云南省,2011,375.2525,47.0833,31.4777,8.0673,158.4682,30.5826,19.1809,23.0229
530000,云南省,2010,324.5584,45.0237,25.2811,7.0642,136.7015,28.0412,14.4655,19.974
530000,云南省,2009,280.8929,39.0764,22.2444,6.2289,118.8485,24.8588,11.7162,17.5228
530000,云南省,2008,263.2546,36.2576,17.9776,5.6142,120.9344,22.0478,10.3467,15.2636
530000,云南省,2007,208.026,27.1748,14.7778,4.8863,94.7564,19.7462,7.6407,13.6383
530000,云南省,2006,159.2761,23.4114,12.1425,4.2276,66.7035,15.7083,4.9541,10.7645
530000,云南省,2005,163.3532,21.0416,23.0579,6.625,63.1153,19.1232,4.1943,9.7722
530000,云南省,2004,125.4452,17.1581,8.8505,4.3959,57.4464,12.8496,3.4359,9.1141
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,68.2057,3.9636,7.5805,4.1607,21.825,13.8484,4.325,5.5522
540000,西藏自治区,2018,99.3746,6.0421,19.2863,1.2174,30.8796,14.4616,7.8102,6.4643
540000,西藏自治区,2017,90.8787,5.575,16.4295,1.0682,28.7444,13.9511,7.2348,6.2167
540000,西藏自治区,2016,84.8727,5.147,11.9633,0.9918,29.0673,12.4858,7.5085,5.9605
540000,西藏自治区,2015,65.0789,3.5598,4.3318,0.6218,26.8313,8.9378,7.9765,4.6524
540000,西藏自治区,2014,47.3644,2.3214,6.084,0.8354,18.9669,7.202,3.2337,3.7636
540000,西藏自治区,2013,44.5414,2.0385,5.459,0.8452,18.4245,7.0191,2.5721,3.5967
540000,西藏自治区,2012,42.0475,2.4208,4.5352,0.8328,17.7537,5.9044,2.0226,3.5598
540000,西藏自治区,2011,38.0562,2.2379,3.4754,0.8178,16.6363,5.2197,1.7567,3.3342
540000,西藏自治区,2010,30.8773,1.8113,2.6827,0.673,13.5317,4.3917,1.3297,2.7743
540000,西藏自治区,2009,28.5897,1.6559,2.558,0.6383,12.5816,4.0266,1.1475,2.4807
540000,西藏自治区,2008,25.0455,1.5319,2.2336,0.6358,10.3968,3.8075,0.9191,2.3136
540000,西藏自治区,2007,21.5841,1.1759,2.0325,0.5766,9.3717,3.3112,0.4076,2.0757
540000,西藏自治区,2006,15.9801,0.9413,1.4298,0.5566,6.2985,2.5404,0.2625,1.8479
540000,西藏自治区,2005,13.3666,0.781,1.2684,0.5743,4.8234,2.1974,0.1995,1.7591
540000,西藏自治区,2004,11.6591,0.7142,1.2981,0.5308,4.1694,1.7899,0.0959,1.6157
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,914.7191,49.0805,71.1711,20.9801,382.9068,125.3259,47.8586,80.8865
610000,陕西省,2018,675.272,40.7672,41.8974,21.7383,266.8866,107.7805,35.4636,67.2061
610000,陕西省,2017,485.8972,31.3025,20.7413,12.7382,206.1368,83.9974,20.537,51.388
610000,陕西省,2016,440.7431,28.8902,16.0705,6.5595,200.6629,71.5342,18.4059,46.4949
610000,陕西省,2015,404.6981,28.1206,14.0462,5.8602,192.0423,58.8168,16.1785,42.2496
610000,陕西省,2014,355.4221,26.0495,16.1463,3.9057,172.1998,40.9518,20.1334,33.6221
610000,陕西省,2013,300.8594,22.4056,13.0622,3.1352,149.4173,32.7169,19.1151,27.3386
610000,陕西省,2012,265.6164,21.1083,9.5767,3.2521,139.546,28.689,16.7195,21.795
610000,陕西省,2011,246.9426,21.8588,9.1975,3.0526,130.1761,25.7458,16.02,20.1666
610000,陕西省,2010,117.5271,47.223,6.339,2.617,30.938,8.9207,3.9807,7.1045
610000,陕西省,2009,106.8343,18.4408,4.4351,2.0013,43.7339,7.7951,9.9939,5.1976
610000,陕西省,2008,152.7693,17.8442,2.8446,2.7024,81.767,18.4294,6.0509,8.9237
610000,陕西省,2007,138.3946,15.7569,3.4214,3.1268,40.6904,16.7957,7.5845,11.4364
610000,陕西省,2006,132.4036,17.1684,2.7204,3.3873,63.7967,18.1798,5.5027,10.7337
610000,陕西省,2005,111.6564,14.4133,2.3879,2.7556,53.2344,13.4237,5.0016,8.8305
610000,陕西省,2004,127.6228,14.637,2.2114,4.0076,61.5977,11.6224,2.1841,11.704
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,274.7804,15.2977,22.5433,3.626,121.474,35.3027,16.262,20.7724
620000,甘肃省,2018,251.7655,14.777,20.0057,3.3482,113.3452,32.0738,14.191,19.0334
620000,甘肃省,2017,244.2469,15.037,17.3239,2.9591,115.6414,32.3483,12.7824,18.7144
620000,甘肃省,2016,225.0171,14.0769,14.4772,2.9352,110.1437,29.1499,11.2691,17.0549
620000,甘肃省,2015,210.3174,14.6204,12.6394,2.6111,104.4774,26.4611,9.9108,16.2912
620000,甘肃省,2014,189.9207,13.622,11.041,2.6795,99.4512,21.8072,7.6782,13.5009
620000,甘肃省,2013,166.4886,12.8232,9.9859,2.4761,87.6721,19.4797,5.7306,11.9152
620000,甘肃省,2012,143.8363,12.1625,8.408,2.142,74.8372,17.6691,4.6407,10.9182
620000,甘肃省,2011,135.8716,12.1727,7.7755,2.1818,69.6243,15.9916,4.5856,10.301
620000,甘肃省,2010,123.581,11.6111,6.7411,1.9912,63.456,14.9031,4.0187,9.1959
620000,甘肃省,2009,107.477,10.4896,5.5631,1.8136,56.1883,13.0029,3.6982,7.819
620000,甘肃省,2008,94.2408,9.4181,4.9851,1.7448,48.653,11.083,3.2916,7.0672
620000,甘肃省,2007,83.8215,9.4299,4.9766,1.8605,40.0508,10.6081,3.0294,6.103
620000,甘肃省,2006,74.8893,8.4379,5.0104,1.7205,35.206,9.4459,2.3397,5.6762
620000,甘肃省,2005,69.0636,7.7211,3.8269,1.4963,34.1535,9.0985,1.872,5.112
620000,甘肃省,2004,70.189,8.0882,3.6369,1.3999,34.6236,9.6206,1.8691,5.1498
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,91.0283,5.2172,3.7906,4.2414,34.3967,15.7289,5.0095,8.6764
630000,青海省,2018,97.0925,5.4954,3.9409,4.4946,37.3047,16.8108,5.2879,9.0859
630000,青海省,2017,84.1845,4.9267,3.026,4.0055,33.4002,14.5764,4.1358,7.8
630000,青海省,2016,67.6139,4.0738,2.1595,0.961,28.971,12.4577,2.8441,6.4792
630000,青海省,2015,56.6992,3.5226,1.5728,0.5753,25.6315,10.1478,1.8638,5.4748
630000,青海省,2014,54.1138,4.3894,1.643,0.5679,22.9373,13.8145,1.4536,4.2815
630000,青海省,2013,49.9222,4.0926,1.3768,0.5428,21.7234,13.3598,1.1193,3.5078
630000,青海省,2012,47.2928,4.334,4.4054,0.8794,21.7964,6.5227,1.3492,3.1762
630000,青海省,2011,44.173,4.5563,4.6778,1.1806,18.4036,6.3192,0.6741,3.0881
630000,青海省,2010,43.1577,5.1558,4.8046,1.4752,17.0603,5.6792,0.6512,2.822
630000,青海省,2009,39.4039,4.6594,4.4063,1.6251,15.1779,5.2947,0.5689,2.6411
630000,青海省,2008,36.0362,5.2831,2.7116,1.5834,14.0441,4.7086,0.508,2.4704
630000,青海省,2007,41.5449,5.961,2.7624,1.6775,15.2281,6.1177,0.5388,2.3797
630000,青海省,2006,39.1609,5.915,2.6335,1.4144,14.5368,5.0692,0.3707,2.1441
630000,青海省,2005,38.9423,5.3602,2.3482,0.6044,16.4485,5.1164,0.316,2.1907
630000,青海省,2004,36.0057,4.6571,2.0123,1.5805,14.7904,4.7097,0.2611,2.0917
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,100.5027,4.6793,2.3224,2.0148,45.5332,16.178,12.1934,10.2782
640000,宁夏回族自治区,2018,80.1659,4.3969,2.3993,1.4374,35.5913,14.8906,4.7498,9.5703
640000,宁夏回族自治区,2017,116.7,5.9316,6.5072,2.1203,55.2977,12.9041,11.7266,9.2857
640000,宁夏回族自治区,2016,107.0485,5.2703,5.0015,1.7837,56.074,10.7882,9.4796,7.6388
640000,宁夏回族自治区,2015,93.5696,5.5499,4.1785,1.5753,46.8592,9.7244,7.4275,7.4873
640000,宁夏回族自治区,2014,75.0905,5.2716,3.1984,1.1948,38.1586,7.5088,5.2758,6.0449
640000,宁夏回族自治区,2013,56.6947,4.2236,2.6946,1.1791,28.5266,4.9692,4.0312,4.3996
640000,宁夏回族自治区,2012,69.727,5.6666,2.7742,1.4926,36.1801,6.7224,3.6814,5.9319
640000,宁夏回族自治区,2011,70.1624,5.8932,3.0654,1.3905,39.9918,5.7663,3.289,5.1064
640000,宁夏回族自治区,2010,48.643,5.2313,2.2262,1.1968,23.3331,5.1166,1.8581,5.4851
640000,宁夏回族自治区,2009,51.9817,5.711,2.417,1.1162,25.5363,4.7072,2.3278,5.1721
640000,宁夏回族自治区,2008,28.0608,2.7021,0.9234,0.6734,13.2987,3.6624,0.6096,4.1024
640000,宁夏回族自治区,2007,36.6516,3.78,1.5302,0.5774,17.6702,4.1151,1.6636,4.5698
640000,宁夏回族自治区,2006,37.4458,4.4925,2.7034,0.6262,16.77,3.6197,1.5475,4.5128
640000,宁夏回族自治区,2005,27.9631,3.2669,1.6107,0.624,13.9829,2.8491,1.0925,2.4598
640000,宁夏回族自治区,2004,27.7402,3.8673,1.5908,0.7464,13.3588,2.7539,0.6406,2.5827
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,415.3864,46.8159,15.5037,10.8409,164.2136,57.4584,27.545,38.4135
650000,新疆维吾尔自治区,2018,361.6724,36.2149,12.9181,9.6436,148.3062,47.663,25.352,31.8151
650000,新疆维吾尔自治区,2017,586.2721,32.8013,11.4381,8.2935,389.8598,40.6827,28.8899,26.9155
650000,新疆维吾尔自治区,2016,297.3485,31.0398,9.5001,7.4857,125.3948,35.254,25.1315,22.784
650000,新疆维吾尔自治区,2015,259.2022,28.2477,7.6534,6.9473,111.116,29.8114,21.9992,18.9764
650000,新疆维吾尔自治区,2014,218.7557,25.8086,6.662,6.5038,93.3471,22.3637,19.3465,15.3047
650000,新疆维吾尔自治区,2013,176.2451,20.2139,6.1301,6.0207,76.4605,17.7471,14.7489,12.7154
650000,新疆维吾尔自治区,2012,183.77,22.6962,4.8864,6.0725,64.9304,14.6256,9.452,11.3574
650000,新疆维吾尔自治区,2011,149.0063,21.638,4.3265,5.5873,63.6469,15.8288,7.8488,12.4598
650000,新疆维吾尔自治区,2010,132.3557,16.2606,4.8406,5.4002,56.6878,14.5666,8.2318,11.3856
650000,新疆维吾尔自治区,2009,129.9809,16.3136,4.6517,5.2627,56.1938,14.2796,7.4359,11.7265
650000,新疆维吾尔自治区,2008,130.0825,16.2148,4.5042,7.0107,58.4592,14.2467,6.5284,9.928
650000,新疆维吾尔自治区,2007,127.7596,15.2164,3.9439,7.0386,55.3772,15.1189,5.438,8.9363
650000,新疆维吾尔自治区,2006,124.948,15.2202,3.5209,7.1782,52.536,17.1556,4.8507,9.0529
650000,新疆维吾尔自治区,2005,115.6729,14.1336,3.2258,6.7493,49.4158,15.5277,3.8085,8.259
650000,新疆维吾尔自治区,2004,105.9227,13.5356,3.0302,6.595,43.5611,14.9952,2.9803,8.117
650000,新疆维吾尔自治区,2003,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
