省份编码,省份,年份,地震灾害次数(次),5.0-5.9级地震灾害次数(次),6.0-6.9级地震灾害次数(次),7.0级以上地震灾害次数(次),地震灾害人员伤亡(人),地震灾害死亡人数(人),地震灾害直接经济损失(万元)
150000,内蒙古自治区,2012,,,,,,,
150000,内蒙古自治区,2011,,,,,,,
150000,内蒙古自治区,2010,,,,,,,
150000,内蒙古自治区,2009,,,,,,,
150000,内蒙古自治区,2008,1,1,,,,,3217.5
150000,内蒙古自治区,2007,,,,,,,
150000,内蒙古自治区,2006,,,,,,,
150000,内蒙古自治区,2005,,,,,,,
150000,内蒙古自治区,2004,1,1,,,6,1,20272.0
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,,,,,,,
210000,辽宁省,2018,,,,,,,
210000,辽宁省,2017,,,,,,,
210000,辽宁省,2016,1,,,,,,200.0
210000,辽宁省,2015,,,,,,,
210000,辽宁省,2014,,,,,,,
210000,辽宁省,2013,,,,,,,
210000,辽宁省,2012,,,,,,,
210000,辽宁省,2011,,,,,,,
210000,辽宁省,2010,,,,,,,
210000,辽宁省,2009,,,,,,,
210000,辽宁省,2008,,,,,,,
210000,辽宁省,2007,,,,,,,
210000,辽宁省,2006,,,,,,,
210000,辽宁省,2005,,,,,,,
210000,辽宁省,2004,,,,,,,
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,1,1,,,,,496.4
220000,吉林省,2018,2,1,,,2,,39921.0
220000,吉林省,2017,,,,,,,
220000,吉林省,2016,,,,,,,
220000,吉林省,2015,,,,,,,
220000,吉林省,2014,,,,,,,
220000,吉林省,2013,1,1,,,25,,202300.0
220000,吉林省,2012,,,,,,,
220000,吉林省,2011,,,,,,,
220000,吉林省,2010,,,,,,,
220000,吉林省,2009,,,,,,,
220000,吉林省,2008,,,,,,,
220000,吉林省,2007,,,,,,,
220000,吉林省,2006,1,1,,,2,,11068.36
220000,吉林省,2005,,,,,,,
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,,,,,,,
230000,黑龙江省,2018,,,,,,,
230000,黑龙江省,2017,,,,,,,
230000,黑龙江省,2016,,,,,,,
230000,黑龙江省,2015,,,,,,,
230000,黑龙江省,2014,,,,,,,
230000,黑龙江省,2013,,,,,,,
230000,黑龙江省,2012,,,,,,,
230000,黑龙江省,2011,,,,,,,
230000,黑龙江省,2010,,,,,,,
230000,黑龙江省,2009,,,,,,,
230000,黑龙江省,2008,,,,,,,
230000,黑龙江省,2007,,,,,,,
230000,黑龙江省,2006,,,,,,,
230000,黑龙江省,2005,1,1,,,12,1,2744.68
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,,,,,,,
310000,上海市,2018,,,,,,,
310000,上海市,2017,,,,,,,
310000,上海市,2016,,,,,,,
310000,上海市,2015,,,,,,,
310000,上海市,2014,,,,,,,
310000,上海市,2013,,,,,,,
310000,上海市,2012,,,,,,,
310000,上海市,2011,,,,,,,
310000,上海市,2010,,,,,,,
310000,上海市,2009,,,,,,,
310000,上海市,2008,,,,,,,
310000,上海市,2007,,,,,,,
310000,上海市,2006,,,,,,,
310000,上海市,2005,,,,,,,
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,,,,,,,
320000,江苏省,2018,,,,,,,
320000,江苏省,2017,,,,,,,
320000,江苏省,2016,,,,,,,
320000,江苏省,2015,,,,,,,
320000,江苏省,2014,,,,,,,
320000,江苏省,2013,,,,,,,
320000,江苏省,2012,1,1,,,3,1,1542.6
320000,江苏省,2011,,,,,,,
320000,江苏省,2010,,,,,,,
320000,江苏省,2009,,,,,,,
320000,江苏省,2008,,,,,,,
320000,江苏省,2007,,,,,,,
320000,江苏省,2006,,,,,,,
320000,江苏省,2005,,,,,,,
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,,,,,,,
330000,浙江省,2018,,,,,,,
330000,浙江省,2017,,,,,,,
330000,浙江省,2016,,,,,,,
330000,浙江省,2015,,,,,,,
330000,浙江省,2014,1,,,,,,21743.0
330000,浙江省,2013,,,,,,,
330000,浙江省,2012,,,,,,,
330000,浙江省,2011,,,,,,,
330000,浙江省,2010,,,,,,,
330000,浙江省,2009,,,,,,,
330000,浙江省,2008,,,,,,,
330000,浙江省,2007,,,,,,,
330000,浙江省,2006,,,,,,,
330000,浙江省,2005,,,,,,,
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,,,,,,,
340000,安徽省,2018,,,,,,,
340000,安徽省,2017,,,,,,,
340000,安徽省,2016,,,,,,,
340000,安徽省,2015,,,,,,,
340000,安徽省,2014,,,,,,,
340000,安徽省,2013,,,,,,,
340000,安徽省,2012,,,,,,,
340000,安徽省,2011,1,,,,,,232351.0
340000,安徽省,2010,,,,,,,
340000,安徽省,2009,,,,,,,
340000,安徽省,2008,,,,,,,
340000,安徽省,2007,,,,,,,
340000,安徽省,2006,,,,,,,
340000,安徽省,2005,,,,,,,
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,,,,,,,
350000,福建省,2018,,,,,,,
350000,福建省,2017,,,,,,,
350000,福建省,2016,,,,,,,
350000,福建省,2015,,,,,,,
350000,福建省,2014,,,,,,,
350000,福建省,2013,,,,,,,
350000,福建省,2012,,,,,,,
350000,福建省,2011,,,,,,,
350000,福建省,2010,,,,,,,
350000,福建省,2009,,,,,,,
350000,福建省,2008,,,,,,,
350000,福建省,2007,1,,,,,,1001.73
350000,福建省,2006,,,,,,,
350000,福建省,2005,,,,,,,
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,,,,,,,
360000,江西省,2018,,,,,,,
360000,江西省,2017,,,,,,,
360000,江西省,2016,,,,,,,
360000,江西省,2015,,,,,,,
360000,江西省,2014,,,,,,,
360000,江西省,2013,,,,,,,
360000,江西省,2012,,,,,,,
360000,江西省,2011,1,,,,,,5380.0
360000,江西省,2010,,,,,,,
360000,江西省,2009,,,,,,,
360000,江西省,2008,,,,,,,
360000,江西省,2007,,,,,,,
360000,江西省,2006,,,,,,,
360000,江西省,2005,1,1,,,788,13,203759.39
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,,,,,,,
370000,山东省,2018,,,,,,,
370000,山东省,2017,,,,,,,
370000,山东省,2016,,,,,,,
370000,山东省,2015,,,,,,,
370000,山东省,2014,,,,,,,
370000,山东省,2013,,,,,,,
370000,山东省,2012,,,,,,,
370000,山东省,2011,,,,,,,
370000,山东省,2010,,,,,,,
370000,山东省,2009,,,,,,,
370000,山东省,2008,,,,,,,
370000,山东省,2007,,,,,,,
370000,山东省,2006,,,,,,,
370000,山东省,2005,,,,,,,
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,,,,,,,
410000,河南省,2018,,,,,,,
410000,河南省,2017,,,,,,,
410000,河南省,2016,,,,,,,
410000,河南省,2015,,,,,,,
410000,河南省,2014,,,,,,,
410000,河南省,2013,,,,,,,
410000,河南省,2012,,,,,,,
410000,河南省,2011,1,,,,,,1895.0
410000,河南省,2010,1,,,,13,,1445.9
410000,河南省,2009,,,,,,,
410000,河南省,2008,,,,,,,
410000,河南省,2007,,,,,,,
410000,河南省,2006,,,,,,,
410000,河南省,2005,,,,,,,
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,1,,,,,,228.0
420000,湖北省,2018,1,,,,,,1636.0
420000,湖北省,2017,1,,,,,,1389.0
420000,湖北省,2016,,,,,,,
420000,湖北省,2015,,,,,,,
420000,湖北省,2014,,,,,,,
420000,湖北省,2013,1,1,,,4,,7531.0
420000,湖北省,2012,,,,,,,
420000,湖北省,2011,,,,,,,
420000,湖北省,2010,,,,,,,
420000,湖北省,2009,,,,,,,
420000,湖北省,2008,2,,,,1,,603.1
420000,湖北省,2007,,,,,,,
420000,湖北省,2006,,,,,,,
420000,湖北省,2005,,,,,,,
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,,,,,,,
430000,湖南省,2018,,,,,,,
430000,湖南省,2017,,,,,,,
430000,湖南省,2016,,,,,,,
430000,湖南省,2015,,,,,,,
430000,湖南省,2014,,,,,,,
430000,湖南省,2013,,,,,,,
430000,湖南省,2012,,,,,,,
430000,湖南省,2011,,,,,,,
430000,湖南省,2010,,,,,,,
430000,湖南省,2009,,,,,,,
430000,湖南省,2008,,,,,,,
430000,湖南省,2007,,,,,,,
430000,湖南省,2006,,,,,,,
430000,湖南省,2005,,,,,,,
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,,,,,,,
440000,广东省,2018,,,,,,,
440000,广东省,2017,,,,,,,
440000,广东省,2016,,,,,,,
440000,广东省,2015,,,,,,,
440000,广东省,2014,,,,,,,
440000,广东省,2013,,,,,,,
440000,广东省,2012,,,,,,,
440000,广东省,2011,,,,,,,
440000,广东省,2010,,,,,,,
440000,广东省,2009,,,,,,,
440000,广东省,2008,,,,,,,
440000,广东省,2007,,,,,,,
440000,广东省,2006,,,,,,,
440000,广东省,2005,,,,,,,
440000,广东省,2004,1,,,,,,2308.2
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,2,2,,,6,1,49.8
450000,广西壮族自治区,2018,,,,,,,
450000,广西壮族自治区,2017,,,,,,,
450000,广西壮族自治区,2016,1,1,,,,,10204.4
450000,广西壮族自治区,2015,,,,,,,
450000,广西壮族自治区,2014,,,,,,,
450000,广西壮族自治区,2013,,,,,,,
450000,广西壮族自治区,2012,,,,,,,
450000,广西壮族自治区,2011,,,,,,,
450000,广西壮族自治区,2010,,,,,,,
450000,广西壮族自治区,2009,,,,,,,
450000,广西壮族自治区,2008,,,,,,,
450000,广西壮族自治区,2007,,,,,,,
450000,广西壮族自治区,2006,,,,,,,
450000,广西壮族自治区,2005,1,,,,4,1,2532.0
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,,,,,,,
460000,海南省,2018,,,,,,,
460000,海南省,2017,,,,,,,
460000,海南省,2016,,,,,,,
460000,海南省,2015,,,,,,,
460000,海南省,2014,,,,,,,
460000,海南省,2013,,,,,,,
460000,海南省,2012,,,,,,,
460000,海南省,2011,,,,,,,
460000,海南省,2010,,,,,,,
460000,海南省,2009,,,,,,,
460000,海南省,2008,,,,,,,
460000,海南省,2007,,,,,,,
460000,海南省,2006,,,,,,,
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,,,,,,,
500000,重庆市,2018,,,,,,,
500000,重庆市,2017,1,1,,,6,,
500000,重庆市,2016,2,,,,5,,3629.5
500000,重庆市,2015,,,,,,,
500000,重庆市,2014,,,,,,,
500000,重庆市,2013,,,,,,,
500000,重庆市,2012,,,,,,,
500000,重庆市,2011,,,,,,,
500000,重庆市,2010,1,,,,,,1808.9
500000,重庆市,2009,1,,,,3,2,2273.0
500000,重庆市,2008,,,,,,,
500000,重庆市,2007,,,,,,,
500000,重庆市,2006,,,,,,,
500000,重庆市,2005,,,,,,,
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,5,3,1,,415,16,58307.9
510000,四川省,2018,3,2,,,23,,32461.0
510000,四川省,2017,4,1,,1,584,30,806811.0
510000,四川省,2016,1,1,,,,,3300.0
510000,四川省,2015,1,1,,,20,,18900.0
510000,四川省,2014,3,2,1,,79,5,438177.0
510000,四川省,2013,2,1,,1,13217,196,6714639.0
510000,四川省,2012,,,,,,,
510000,四川省,2011,1,1,,,4,,178580.0
510000,四川省,2010,1,1,,,17,1,29405.0
510000,四川省,2009,,,,,,,
510000,四川省,2008,3,,1,1,446062,69268,85679093.0
510000,四川省,2007,,,,,,,
510000,四川省,2006,,,,,,,
510000,四川省,2005,1,,,,,,653.0
510000,四川省,2004,1,,,,10,1,1535.0
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,1,,,,,,
520000,贵州省,2018,,,,,,,
520000,贵州省,2017,,,,,,,
520000,贵州省,2016,,,,,,,
520000,贵州省,2015,1,1,,,1,,51704.0
520000,贵州省,2014,,,,,,,
520000,贵州省,2013,,,,,,,
520000,贵州省,2012,,,,,,,
520000,贵州省,2011,,,,,,,
520000,贵州省,2010,1,,,,14,6,
520000,贵州省,2009,,,,,,,
520000,贵州省,2008,,,,,,,
520000,贵州省,2007,,,,,,,
520000,贵州省,2006,,,,,,,
520000,贵州省,2005,,,,,,,
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,,,,,,,
530000,云南省,2018,3,2,,,60,,178640.0
530000,云南省,2017,2,1,,,6,,17200.0
530000,云南省,2016,1,1,,,4,,13560.0
530000,云南省,2015,2,2,,,50,,107900.0
530000,云南省,2014,8,5,3,,3587,618,2779840.0
530000,云南省,2013,3,3,,,110,3,237178.0
530000,云南省,2012,3,3,,,1276,85,554258.0
530000,云南省,2011,3,3,,,351,25,2813100.0
530000,云南省,2010,2,1,,,52,,35440.0
530000,云南省,2009,2,1,1,,404,1,239930.0
530000,云南省,2008,3,2,,,157,5,155240.0
530000,云南省,2007,1,,1,,422,3,189860.0
530000,云南省,2006,3,3,,,206,24,55230.0
530000,云南省,2005,3,3,,,78,,31498.0
530000,云南省,2004,3,3,,,638,5,59016.0
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,1,,1,,,,
540000,西藏自治区,2018,,,,,,,
540000,西藏自治区,2017,1,,1,,3,,20700.0
540000,西藏自治区,2016,1,1,,,70,,144600.0
540000,西藏自治区,2015,3,3,,,860,27,1030200.0
540000,西藏自治区,2014,1,1,,,,,
540000,西藏自治区,2013,1,,1,,87,,270715.0
540000,西藏自治区,2012,,,,,,,
540000,西藏自治区,2011,,,,,,,
540000,西藏自治区,2010,1,1,,,,,4058.2
540000,西藏自治区,2009,,,,,,,
540000,西藏自治区,2008,1,,1,,70,10,41137.0
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,1,1,,,,,518.48
540000,西藏自治区,2005,3,2,1,,,,5221.6
540000,西藏自治区,2004,3,2,1,,5,,3167.55
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,,,,,,,
610000,陕西省,2018,,,,,,,
610000,陕西省,2017,,,,,,,
610000,陕西省,2016,,,,,,,
610000,陕西省,2015,,,,,,,
610000,陕西省,2014,,,,,,,
610000,陕西省,2013,,,,,,,
610000,陕西省,2012,,,,,,,
610000,陕西省,2011,,,,,,,
610000,陕西省,2010,,,,,,,
610000,陕西省,2009,,,,,,,
610000,陕西省,2008,,,,,,,
610000,陕西省,2007,,,,,,,
610000,陕西省,2006,,,,,,,
610000,陕西省,2005,,,,,,,
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,2,2,,,7,,43.0
620000,甘肃省,2018,,,,,,,
620000,甘肃省,2017,1,,1,,2,,
620000,甘肃省,2016,,,,,,,
620000,甘肃省,2015,,,,,,,
620000,甘肃省,2014,,,,,,,
620000,甘肃省,2013,1,,1,,2509,95,2441600.0
620000,甘肃省,2012,1,1,,,,,861.61
620000,甘肃省,2011,1,,,,2,,2696.0
620000,甘肃省,2010,,,,,,,
620000,甘肃省,2009,,,,,,,
620000,甘肃省,2008,2,1,,,,,5255.6
620000,甘肃省,2007,,,,,,,
620000,甘肃省,2006,2,1,,,21,1,7784.41
620000,甘肃省,2005,,,,,,,
620000,甘肃省,2004,1,1,,,37,1,6600.19
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,,,,,,,
630000,青海省,2018,1,1,,,,,11754.0
630000,青海省,2017,,,,,,,
630000,青海省,2016,2,,2,,10,,150976.9
630000,青海省,2015,2,2,,,,,
630000,青海省,2014,1,1,,,,,
630000,青海省,2013,,,,,,,
630000,青海省,2012,,,,,,,
630000,青海省,2011,1,1,,,,,65028.0
630000,青海省,2010,1,,,1,13698,2698,2284741.0
630000,青海省,2009,1,,1,,,,11080.97
630000,青海省,2008,1,,1,,3,,26611.3
630000,青海省,2007,,,,,,,
630000,青海省,2006,1,1,,,,,4253.89
630000,青海省,2005,,,,,,,
630000,青海省,2004,1,1,,,,,2060.33
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,
640000,宁夏回族自治区,2012,,,,,,,
640000,宁夏回族自治区,2011,,,,,,,
640000,宁夏回族自治区,2010,,,,,,,
640000,宁夏回族自治区,2009,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,
650000,新疆维吾尔自治区,2018,1,1,,,,,38304.0
650000,新疆维吾尔自治区,2017,2,1,1,,75,8,630500.0
650000,新疆维吾尔自治区,2016,6,4,2,,4,1,340153.1
650000,新疆维吾尔自治区,2015,4,3,1,,261,3,549500.0
650000,新疆维吾尔自治区,2014,6,5,,1,,,108061.0
650000,新疆维吾尔自治区,2013,4,3,1,,,,14948.0
650000,新疆维吾尔自治区,2012,7,3,3,,,,272094.71
650000,新疆维吾尔自治区,2011,7,6,1,,28,,1050593.0
650000,新疆维吾尔自治区,2010,1,1,,,,,2408.0
650000,新疆维吾尔自治区,2009,4,4,,,,,20498.08
650000,新疆维吾尔自治区,2008,4,2,1,1,,,38436.9
650000,新疆维吾尔自治区,2007,1,1,,,,,11060.33
650000,新疆维吾尔自治区,2006,1,1,,,,,126.39
650000,新疆维吾尔自治区,2005,3,2,1,,,,16402.13
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
