省份编码,省份,年份,二氧化硫排放量(万吨),氮氧化物排放量(万吨),烟(粉)尘排放量(万吨)
150000,内蒙古自治区,2016,62.57422297,64.53424778,59.89819513
150000,内蒙古自治区,2015,123.09456818,113.90132271,87.87527297
150000,内蒙古自治区,2014,131.24363663,125.82810298,102.15103807
150000,内蒙古自治区,2013,135.86917361,137.75731017,82.21267264
150000,内蒙古自治区,2012,138.49283289,141.8897363,83.3010101
150000,内蒙古自治区,2011,140.94043331,142.18965643,73.98757039
150000,内蒙古自治区,2010,139.41,,
150000,内蒙古自治区,2009,139.8803382,,
150000,内蒙古自治区,2008,143.1,,
150000,内蒙古自治区,2007,145.5800492,,
150000,内蒙古自治区,2006,155.7,,
150000,内蒙古自治区,2005,145.6,,
150000,内蒙古自治区,2004,117.9,,
150000,内蒙古自治区,2003,,,
150000,内蒙古自治区,2002,,,
150000,内蒙古自治区,2001,,,
150000,内蒙古自治区,2000,,,
210000,辽宁省,2019,,,
210000,辽宁省,2018,,,
210000,辽宁省,2017,39.565,82.788,55.74564502
210000,辽宁省,2016,50.76951993,61.52618197,64.90875214
210000,辽宁省,2015,96.87669346,82.81236388,100.00383701
210000,辽宁省,2014,99.45974043,90.19640716,112.07014377
210000,辽宁省,2013,102.70440706,95.53813996,67.05856444
210000,辽宁省,2012,105.87122964,103.632195,72.6257714
210000,辽宁省,2011,112.61698179,106.28169162,69.31596056
210000,辽宁省,2010,102.2207,,
210000,辽宁省,2009,105.1419473,,
210000,辽宁省,2008,113.1,,
210000,辽宁省,2007,123.3842849,,
210000,辽宁省,2006,125.9,,
210000,辽宁省,2005,119.7,,
210000,辽宁省,2004,83.1,,
210000,辽宁省,2003,,,
210000,辽宁省,2002,,,
210000,辽宁省,2001,,,
210000,辽宁省,2000,,,
220000,吉林省,2019,,,
220000,吉林省,2018,,,
220000,吉林省,2017,15.702,41.813,19.56520308
220000,吉林省,2016,18.8065711,30.07193458,21.86588884
220000,吉林省,2015,36.2928,50.1664,44.73294935
220000,吉林省,2014,37.2256,54.924684,47.51329872
220000,吉林省,2013,38.14526457,56.05187405,32.01874596
220000,吉林省,2012,40.34822523,57.5851782,26.47558
220000,吉林省,2011,41.31905186,60.47160001,43.21806584
220000,吉林省,2010,35.631,,
220000,吉林省,2009,36.3005244,,
220000,吉林省,2008,37.8,,
220000,吉林省,2007,39.8977413,,
220000,吉林省,2006,40.9,,
220000,吉林省,2005,38.3,,
220000,吉林省,2004,28.5,,
220000,吉林省,2003,,,
220000,吉林省,2002,,,
220000,吉林省,2001,,,
220000,吉林省,2000,,,
230000,黑龙江省,2019,,,
230000,黑龙江省,2018,,,
230000,黑龙江省,2017,22.735,54.94,40.22343304
230000,黑龙江省,2016,33.82209076,53.96805157,44.70608894
230000,黑龙江省,2015,45.63312114,64.48113994,64.40644653
230000,黑龙江省,2014,47.2248402,73.05848626,79.35485745
230000,黑龙江省,2013,48.90937628,75.15883076,72.24542438
230000,黑龙江省,2012,51.42997296,78.0611365,69.9275139
230000,黑龙江省,2011,52.18961888,78.37530404,65.58692989
230000,黑龙江省,2010,49.0164,,
230000,黑龙江省,2009,49.0383482,,
230000,黑龙江省,2008,50.6,,
230000,黑龙江省,2007,51.5368719,,
230000,黑龙江省,2006,51.8,,
230000,黑龙江省,2005,50.8,,
230000,黑龙江省,2004,37.3,,
230000,黑龙江省,2003,,,
230000,黑龙江省,2002,,,
230000,黑龙江省,2001,,,
230000,黑龙江省,2000,,,
310000,上海市,2019,,,
310000,上海市,2018,,,
310000,上海市,2017,1.456,22.185,4.70322516
310000,上海市,2016,7.4245767,16.6315019,7.9455407
310000,上海市,2015,17.0843519,30.0621055,12.0668292
310000,上海市,2014,18.81491571,33.27904721,14.16500993
310000,上海市,2013,21.58481546,38.03546141,8.0924976
310000,上海市,2012,22.82182916,40.1617859,8.7148423
310000,上海市,2011,24.01014956,43.54000981,8.9828404
310000,上海市,2010,35.81,,
310000,上海市,2009,37.8907514,,
310000,上海市,2008,44.6,,
310000,上海市,2007,49.7818187,,
310000,上海市,2006,50.8,,
310000,上海市,2005,51.3,,
310000,上海市,2004,47.4,,
310000,上海市,2003,,,
310000,上海市,2002,,,
310000,上海市,2001,,,
310000,上海市,2000,,,
320000,江苏省,2019,,,
320000,江苏省,2018,,,
320000,江苏省,2017,38.316,103.68,39.08234805
320000,江苏省,2016,57.01157031,93.03248155,47.17098943
320000,江苏省,2015,83.50588115,106.76424882,65.45007118
320000,江苏省,2014,90.47406217,123.25524898,76.36783459
320000,江苏省,2013,94.16790466,133.804044,49.99606145
320000,江苏省,2012,99.19667882,147.9608686,44.3207695
320000,江苏省,2011,105.37997427,153.57400994,52.73544749
320000,江苏省,2010,105.0488,,
320000,江苏省,2009,107.4154537,,
320000,江苏省,2008,113.0,,
320000,江苏省,2007,121.8055771,,
320000,江苏省,2006,130.4,,
320000,江苏省,2005,137.3,,
320000,江苏省,2004,124.0,,
320000,江苏省,2003,,,
320000,江苏省,2002,,,
320000,江苏省,2001,,,
320000,江苏省,2000,,,
330000,浙江省,2019,,,
330000,浙江省,2018,,,
330000,浙江省,2017,11.396,48.861,15.34210777
330000,浙江省,2016,26.83846306,38.03993957,18.23151922
330000,浙江省,2015,53.78263384,60.7699719,33.02488387
330000,浙江省,2014,57.40121664,68.78500478,37.96664506
330000,浙江省,2013,59.33637866,75.29762301,31.97459253
330000,浙江省,2012,62.5766417,80.8848793,25.4029808
330000,浙江省,2011,66.20482677,85.90506397,32.33200358
330000,浙江省,2010,67.8342,,
330000,浙江省,2009,70.1329507,,
330000,浙江省,2008,74.1,,
330000,浙江省,2007,79.7026556,,
330000,浙江省,2006,85.9,,
330000,浙江省,2005,86.0,,
330000,浙江省,2004,81.4,,
330000,浙江省,2003,,,
330000,浙江省,2002,,,
330000,浙江省,2001,,,
330000,浙江省,2000,,,
340000,安徽省,2019,,,
340000,安徽省,2018,,,
340000,安徽省,2017,20.968,70.5,28.08183192
340000,安徽省,2016,28.1566506,50.76150377,32.1298135
340000,安徽省,2015,48.00727855,72.10085885,54.59167055
340000,安徽省,2014,49.29656657,80.73047873,65.27819634
340000,安徽省,2013,50.13491291,86.36686176,41.8617271
340000,安徽省,2012,51.95893453,92.1267884,46.2058612
340000,安徽省,2011,52.9473844,95.91135695,45.2223972
340000,安徽省,2010,53.2076,,
340000,安徽省,2009,53.8423966,,
340000,安徽省,2008,55.6,,
340000,安徽省,2007,57.1701041,,
340000,安徽省,2006,58.4,,
340000,安徽省,2005,57.1,,
340000,安徽省,2004,49.0,,
340000,安徽省,2003,,,
340000,安徽省,2002,,,
340000,安徽省,2001,,,
340000,安徽省,2000,,,
350000,福建省,2019,,,
350000,福建省,2018,,,
350000,福建省,2017,11.776,34.82,17.01674225
350000,福建省,2016,18.92571753,26.18351584,23.78680217
350000,福建省,2015,33.78817425,37.90218366,34.1663615
350000,福建省,2014,35.59571984,41.1661504,36.79026303
350000,福建省,2013,36.10034821,43.83440917,25.93634147
350000,福建省,2012,37.12513403,46.7210982,25.263535
350000,福建省,2011,38.91745944,49.45070048,22.53406804
350000,福建省,2010,40.9051,,
350000,福建省,2009,41.9656352,,
350000,福建省,2008,42.9,,
350000,福建省,2007,44.5657801,,
350000,福建省,2006,46.9,,
350000,福建省,2005,46.1,,
350000,福建省,2004,32.6,,
350000,福建省,2003,,,
350000,福建省,2002,,,
350000,福建省,2001,,,
350000,福建省,2000,,,
360000,江西省,2019,,,
360000,江西省,2018,,,
360000,江西省,2017,32.169,49.8,27.94646198
360000,江西省,2016,27.6888221,41.92673614,33.30610219
360000,江西省,2015,52.80649175,49.26933562,48.06242703
360000,江西省,2014,53.44149163,54.01149315,46.23305717
360000,江西省,2013,55.77035999,57.04080637,35.62712722
360000,江西省,2012,56.76872137,57.7095157,35.7373062
360000,江西省,2011,58.40612738,61.23410984,39.60378447
360000,江西省,2010,55.7072,,
360000,江西省,2009,56.4221977,,
360000,江西省,2008,58.3,,
360000,江西省,2007,62.0989334,,
360000,江西省,2006,63.4,,
360000,江西省,2005,61.3,,
360000,江西省,2004,51.9,,
360000,江西省,2003,,,
360000,江西省,2002,,,
360000,江西省,2001,,,
360000,江西省,2000,,,
370000,山东省,2019,,,
370000,山东省,2018,,,
370000,山东省,2017,47.249,144.18,54.95569362
370000,山东省,2016,113.45244333,122.93827268,87.38293577
370000,山东省,2015,152.56701017,142.38840295,108.24610292
370000,山东省,2014,159.02369567,159.33107159,120.81024649
370000,山东省,2013,164.49670922,165.13275797,69.67256057
370000,山东省,2012,174.88069899,173.8973296,69.5266807
370000,山东省,2011,182.73971972,179.02526129,78.3847409
370000,山东省,2010,153.7818,,
370000,山东省,2009,159.0301459,,
370000,山东省,2008,169.2,,
370000,山东省,2007,182.2149929,,
370000,山东省,2006,196.2,,
370000,山东省,2005,200.2,,
370000,山东省,2004,182.1,,
370000,山东省,2003,,,
370000,山东省,2002,,,
370000,山东省,2001,,,
370000,山东省,2000,,,
410000,河南省,2019,,,
410000,河南省,2018,,,
410000,河南省,2017,16.435,100.38,22.34045914
410000,河南省,2016,41.36226733,80.82835923,42.88924876
410000,河南省,2015,114.42520311,126.23718668,84.61250121
410000,河南省,2014,119.81820687,142.20134608,88.21025886
410000,河南省,2013,125.39838161,156.56434047,64.12731407
410000,河南省,2012,127.59093343,162.589769,59.9823467
410000,河南省,2011,137.05040819,166.53632855,66.82156529
410000,河南省,2010,133.8701,,
410000,河南省,2009,135.5000512,,
410000,河南省,2008,145.2,,
410000,河南省,2007,156.3900409,,
410000,河南省,2006,162.4,,
410000,河南省,2005,162.4,,
410000,河南省,2004,125.6,,
410000,河南省,2003,,,
410000,河南省,2002,,,
410000,河南省,2001,,,
410000,河南省,2000,,,
420000,湖北省,2019,,,
420000,湖北省,2018,,,
420000,湖北省,2017,18.066,48.999,18.80229039
420000,湖北省,2016,28.56029872,39.13683986,27.58139586
420000,湖北省,2015,55.13580006,51.44606073,44.69739956
420000,湖北省,2014,58.37592377,58.02216221,50.40060692
420000,湖北省,2013,59.9352869,61.23922555,35.95249244
420000,湖北省,2012,62.23672908,64.0007893,34.9657227
420000,湖北省,2011,66.56402863,66.96499049,34.61497972
420000,湖北省,2010,63.2582,,
420000,湖北省,2009,64.3761331,,
420000,湖北省,2008,67.0,,
420000,湖北省,2007,70.7574781,,
420000,湖北省,2006,76.0,,
420000,湖北省,2005,71.8,,
420000,湖北省,2004,69.2,,
420000,湖北省,2003,,,
420000,湖北省,2002,,,
420000,湖北省,2001,,,
420000,湖北省,2000,,,
430000,湖南省,2019,,,
430000,湖南省,2018,,,
430000,湖南省,2017,22.816,56.75,20.70580803
430000,湖南省,2016,34.6766413,42.06397133,26.20680977
430000,湖南省,2015,59.54734218,49.69281132,45.449938
430000,湖南省,2014,62.36885982,55.27730647,49.6165868
430000,湖南省,2013,64.1321039,58.81606842,35.86712975
430000,湖南省,2012,64.49594738,60.72138,34.072352
430000,湖南省,2011,68.55295847,66.63683218,38.44387045
430000,湖南省,2010,80.1311,,
430000,湖南省,2009,81.1501549,,
430000,湖南省,2008,84.0,,
430000,湖南省,2007,90.4289098,,
430000,湖南省,2006,93.4,,
430000,湖南省,2005,91.9,,
430000,湖南省,2004,87.3,,
430000,湖南省,2003,,,
430000,湖南省,2002,,,
430000,湖南省,2001,,,
430000,湖南省,2000,,,
440000,广东省,2019,,,
440000,广东省,2018,,,
440000,广东省,2017,19.722,85.933,26.08372004
440000,广东省,2016,35.36925695,84.26605605,28.1688701
440000,广东省,2015,67.83413483,99.68991903,34.77857195
440000,广东省,2014,73.01465763,112.21117434,44.95488884
440000,广东省,2013,76.18960578,120.42393801,35.39675376
440000,广东省,2012,79.92232385,130.3428772,32.8251621
440000,广东省,2011,84.77276,138.82203479,32.42559426
440000,广东省,2010,105.0508,,
440000,广东省,2009,107.0488149,,
440000,广东省,2008,113.6,,
440000,广东省,2007,120.3019156,,
440000,广东省,2006,126.7,,
440000,广东省,2005,129.4,,
440000,广东省,2004,114.8,,
440000,广东省,2003,,,
440000,广东省,2002,,,
440000,广东省,2001,,,
440000,广东省,2000,,,
450000,广西壮族自治区,2019,,,
450000,广西壮族自治区,2018,,,
450000,广西壮族自治区,2017,11.579,45.623,20.91036121
450000,广西壮族自治区,2016,20.10636744,30.29002276,26.19062424
450000,广西壮族自治区,2015,42.11987038,37.34352018,35.58652773
450000,广西壮族自治区,2014,46.658874,44.23987607,40.29346202
450000,广西壮族自治区,2013,47.19868019,50.43069131,28.94738245
450000,广西壮族自治区,2012,50.412333,49.8255641,29.9723014
450000,广西壮族自治区,2011,52.10225123,49.40076509,28.82858513
450000,广西壮族自治区,2010,90.3826,,
450000,广西壮族自治区,2009,89.049478,,
450000,广西壮族自治区,2008,92.5,,
450000,广西壮族自治区,2007,97.3844036,,
450000,广西壮族自治区,2006,99.4,,
450000,广西壮族自治区,2005,102.4,,
450000,广西壮族自治区,2004,94.4,,
450000,广西壮族自治区,2003,,,
450000,广西壮族自治区,2002,,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,,,
460000,海南省,2019,,,
460000,海南省,2018,,,
460000,海南省,2017,1.229,8.03,2.09273649
460000,海南省,2016,1.6957631,6.20027992,2.07515052
460000,海南省,2015,3.2300063,8.95182438,2.03999993
460000,海南省,2014,3.25639079,9.5001897,2.3171244
460000,海南省,2013,3.24141484,10.02485917,1.80031764
460000,海南省,2012,3.41368572,10.3392325,1.6605573
460000,海南省,2011,3.25723866,9.53851895,1.58175341
460000,海南省,2010,2.881,,
460000,海南省,2009,2.2031199,,
460000,海南省,2008,2.2,,
460000,海南省,2007,2.5599698,,
460000,海南省,2006,2.4,,
460000,海南省,2005,2.2,,
460000,海南省,2004,2.3,,
460000,海南省,2003,,,
460000,海南省,2002,,,
460000,海南省,2001,,,
460000,海南省,2000,,,
500000,重庆市,2019,,,
500000,重庆市,2018,,,
500000,重庆市,2017,12.893,25.77,8.33028374
500000,重庆市,2016,28.83377452,21.77222839,9.57994172
500000,重庆市,2015,49.58019645,32.07171278,20.90781362
500000,重庆市,2014,52.6944278,35.5017966,22.613056
500000,重庆市,2013,54.7686061,36.20425068,19.12044811
500000,重庆市,2012,56.47766319,38.2670538,18.2265696
500000,重庆市,2011,58.69290733,40.26210075,18.09717574
500000,重庆市,2010,71.9404,,
500000,重庆市,2009,74.6091624,,
500000,重庆市,2008,78.2,,
500000,重庆市,2007,82.6200128,,
500000,重庆市,2006,86.0,,
500000,重庆市,2005,83.7,,
500000,重庆市,2004,79.5,,
500000,重庆市,2003,,,
500000,重庆市,2002,,,
500000,重庆市,2001,,,
500000,重庆市,2000,,,
510000,四川省,2019,,,
510000,四川省,2018,,,
510000,四川省,2017,26.377,64.711,22.40039848
510000,四川省,2016,48.82694466,45.09767594,27.26807532
510000,四川省,2015,71.75844495,52.58803308,41.25716625
510000,四川省,2014,79.64015347,58.54386096,42.86299085
510000,四川省,2013,81.67060137,62.43139548,29.60048451
510000,四川省,2012,86.44404362,65.9004687,29.583611
510000,四川省,2011,90.20062963,67.48531994,38.5902902
510000,四川省,2010,113.0952,,
510000,四川省,2009,113.5299131,,
510000,四川省,2008,114.8,,
510000,四川省,2007,117.8749688,,
510000,四川省,2006,128.1,,
510000,四川省,2005,130.0,,
510000,四川省,2004,126.5,,
510000,四川省,2003,,,
510000,四川省,2002,,,
510000,四川省,2001,,,
510000,四川省,2000,,,
520000,贵州省,2019,,,
520000,贵州省,2018,,,
520000,贵州省,2017,40.696,41.629,19.68253253
520000,贵州省,2016,64.70639198,37.78933364,20.43261922
520000,贵州省,2015,85.29644977,41.91371983,28.55887233
520000,贵州省,2014,92.57871026,49.1070695,37.78561417
520000,贵州省,2013,98.64231203,55.72924923,30.13015593
520000,贵州省,2012,104.1086622,56.3538697,29.4496991
520000,贵州省,2011,110.42839951,55.31855503,30.34668135
520000,贵州省,2010,114.883,,
520000,贵州省,2009,117.5494189,,
520000,贵州省,2008,123.6,,
520000,贵州省,2007,137.5072965,,
520000,贵州省,2006,146.5,,
520000,贵州省,2005,135.8,,
520000,贵州省,2004,131.5,,
520000,贵州省,2003,,,
520000,贵州省,2002,,,
520000,贵州省,2001,,,
520000,贵州省,2000,,,
530000,云南省,2019,,,
530000,云南省,2018,,,
530000,云南省,2017,26.494,43.813,22.41544175
530000,云南省,2016,52.62089786,44.69354451,24.76288317
530000,云南省,2015,58.37392241,44.93656132,31.25632941
530000,云南省,2014,63.66832338,49.88799364,36.68187074
530000,云南省,2013,66.30912356,52.36724726,38.68951562
530000,云南省,2012,67.22159211,54.4346298,39.0645913
530000,云南省,2011,69.12257858,54.85177656,38.2241278
530000,云南省,2010,50.0702,,
530000,云南省,2009,49.9306781,,
530000,云南省,2008,50.2,,
530000,云南省,2007,53.3700002,,
530000,云南省,2006,55.1,,
530000,云南省,2005,52.2,,
530000,云南省,2004,47.8,,
530000,云南省,2003,,,
530000,云南省,2002,,,
530000,云南省,2001,,,
530000,云南省,2000,,,
540000,西藏自治区,2019,,,
540000,西藏自治区,2018,,,
540000,西藏自治区,2017,1.25,7.44,0.6570078
540000,西藏自治区,2016,0.5411405,5.5227,1.65284
540000,西藏自治区,2015,0.5373018,5.2727453,1.708492
540000,西藏自治区,2014,0.4249868,4.8343516,1.3889875
540000,西藏自治区,2013,0.4191655,4.4327602,0.6750746
540000,西藏自治区,2012,0.4184655,4.43079,0.65945
540000,西藏自治区,2011,0.4175731,4.0622531,1.0035402
540000,西藏自治区,2010,0.3857,,
540000,西藏自治区,2009,0.1660003,,
540000,西藏自治区,2008,0.2,,
540000,西藏自治区,2007,0.1890796,,
540000,西藏自治区,2006,0.2,,
540000,西藏自治区,2005,0.2,,
540000,西藏自治区,2004,0.1,,
540000,西藏自治区,2003,,,
540000,西藏自治区,2002,,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,,,
610000,陕西省,2019,,,
610000,陕西省,2018,,,
610000,陕西省,2017,19.901,46.325,23.66868206
610000,陕西省,2016,31.80123866,38.03005212,28.74314206
610000,陕西省,2015,73.5017205,62.736616,60.36489202
610000,陕西省,2014,78.09543781,70.57559863,70.91374403
610000,陕西省,2013,80.61523153,75.8897778,53.77385655
610000,陕西省,2012,84.37554402,80.8128824,46.2050808
610000,陕西省,2011,91.68386772,83.17493324,46.34302837
610000,陕西省,2010,77.8649,,
610000,陕西省,2009,80.4407627,,
610000,陕西省,2008,88.9,,
610000,陕西省,2007,92.7208821,,
610000,陕西省,2006,98.1,,
610000,陕西省,2005,92.2,,
610000,陕西省,2004,81.8,,
610000,陕西省,2003,,,
610000,陕西省,2002,,,
610000,陕西省,2001,,,
610000,陕西省,2000,,,
620000,甘肃省,2019,,,
620000,甘肃省,2018,,,
620000,甘肃省,2017,14.442,33.016,17.70744438
620000,甘肃省,2016,27.19758935,25.79943787,18.03210367
620000,甘肃省,2015,57.06213893,38.72715417,29.54398583
620000,甘肃省,2014,57.56487242,41.8399801,34.58108547
620000,甘肃省,2013,56.1980815,44.29256504,22.6573721
620000,甘肃省,2012,57.24893995,47.3381795,20.756702
620000,甘肃省,2011,62.39021821,48.0855108,23.61907869
620000,甘肃省,2010,55.1785,,
620000,甘肃省,2009,50.0305714,,
620000,甘肃省,2008,50.2,,
620000,甘肃省,2007,52.3249987,,
620000,甘肃省,2006,54.6,,
620000,甘肃省,2005,56.3,,
620000,甘肃省,2004,48.4,,
620000,甘肃省,2003,,,
620000,甘肃省,2002,,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,,,
630000,青海省,2019,,,
630000,青海省,2018,,,
630000,青海省,2017,6.075,11.86,12.95317624
630000,青海省,2016,11.3692697,9.4163233,14.85549498
630000,青海省,2015,15.0766,11.7855,24.60200387
630000,青海省,2014,15.4276,13.451807,23.9866808
630000,青海省,2013,15.6694,13.2256096,17.37620383
630000,青海省,2012,15.3853329,12.605873,15.6392963
630000,青海省,2011,15.6602101,12.4115627,13.8335845
630000,青海省,2010,14.3431,,
630000,青海省,2009,13.5698264,,
630000,青海省,2008,13.5,,
630000,青海省,2007,13.3922771,,
630000,青海省,2006,13.0,,
630000,青海省,2005,12.4,,
630000,青海省,2004,7.3,,
630000,青海省,2003,,,
630000,青海省,2002,,,
630000,青海省,2001,,,
630000,青海省,2000,,,
640000,宁夏回族自治区,2019,,,
640000,宁夏回族自治区,2018,,,
640000,宁夏回族自治区,2017,16.004,23.01,18.77179709
640000,宁夏回族自治区,2016,23.68590068,19.78402606,20.11740127
640000,宁夏回族自治区,2015,35.759619,36.76338749,22.99094711
640000,宁夏回族自治区,2014,37.70555396,40.4032345,23.91708264
640000,宁夏回族自治区,2013,38.9712297,43.74396656,23.06196515
640000,宁夏回族自治区,2012,40.66332504,45.5404936,19.8336712
640000,宁夏回族自治区,2011,41.03854858,45.81701888,21.54650668
640000,宁夏回族自治区,2010,31.0752,,
640000,宁夏回族自治区,2009,31.4245069,,
640000,宁夏回族自治区,2008,34.8,,
640000,宁夏回族自治区,2007,36.9775665,,
640000,宁夏回族自治区,2006,38.3,,
640000,宁夏回族自治区,2005,34.2,,
640000,宁夏回族自治区,2004,29.3,,
640000,宁夏回族自治区,2003,,,
640000,宁夏回族自治区,2002,,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,,,
650000,新疆维吾尔自治区,2019,,,
650000,新疆维吾尔自治区,2018,,,
650000,新疆维吾尔自治区,2017,34.63,60.24,50.15411593
650000,新疆维吾尔自治区,2016,48.06869325,59.97606536,45.67332938
650000,新疆维吾尔自治区,2015,77.83303203,73.65047598,59.59166779
650000,新疆维吾尔自治区,2014,85.29813343,86.27922725,81.39159217
650000,新疆维吾尔自治区,2013,82.9431083,88.6926574,75.59093686
650000,新疆维吾尔自治区,2012,79.6128411,81.9477299,69.612597
650000,新疆维吾尔自治区,2011,76.3055288999997,75.5089748000007,53.1911881999996
650000,新疆维吾尔自治区,2010,58.8487,,
650000,新疆维吾尔自治区,2009,58.990005,,
650000,新疆维吾尔自治区,2008,58.5,,
650000,新疆维吾尔自治区,2007,57.9936786,,
650000,新疆维吾尔自治区,2006,54.9,,
650000,新疆维吾尔自治区,2005,51.9,,
650000,新疆维吾尔自治区,2004,48.1,,
650000,新疆维吾尔自治区,2003,,,
650000,新疆维吾尔自治区,2002,,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,,,
