省份编码,省份,年份,林业用地面积(万公顷),森林面积(万公顷),人工林面积(万公顷),森林覆盖率(%),活立木总蓄积量(亿立方米),森林蓄积量(亿立方米)
110000,北京市,2019,107.1,71.82,43.48,43.77,0.300081,0.243736
110000,北京市,2018,107.1,71.82,43.48,43.77,0.300081,0.243736
110000,北京市,2017,107.1,71.82,43.48,43.77,0.300081,0.243736
110000,北京市,2016,107.1,71.82,43.48,43.77,0.300081,0.243736
110000,北京市,2015,107.1,71.82,43.48,43.77,0.300081,0.243736
110000,北京市,2014,107.1,71.82,43.48,43.77,0.300081,0.243736
110000,北京市,2013,101.35,58.81,37.15,35.84,0.182804,0.142533
110000,北京市,2012,101.35,58.81,37.15,35.84,0.182804,0.142533
110000,北京市,2011,101.35,58.81,37.15,35.84,0.182804,0.142533
110000,北京市,2010,101.35,58.81,37.15,35.84,0.182804,0.142533
110000,北京市,2009,101.35,58.81,37.15,35.84,0.182804,0.142533
110000,北京市,2008,101.46,52.05,35.65,31.72,0.129129,0.103858
110000,北京市,2007,101.46,52.05,35.65,31.72,0.129129,0.103858
110000,北京市,2006,101.46,52.05,35.65,31.72,0.129129,0.103858
110000,北京市,2005,101.46,52.05,35.65,31.72,0.129129,0.103858
110000,北京市,2004,101.46,52.05,35.65,31.72,0.129129,0.103858
110000,北京市,2003,,,,,,
110000,北京市,2002,,,,,,
110000,北京市,2001,,,,,,
110000,北京市,2000,,,,,,
120000,天津市,2019,20.39,13.64,12.98,12.07,0.062056,0.046027
120000,天津市,2018,20.39,13.64,12.98,12.07,0.062056,0.046027
120000,天津市,2017,20.39,13.64,12.98,12.07,0.062056,0.046027
120000,天津市,2016,20.39,13.64,12.98,12.07,0.062056,0.046027
120000,天津市,2015,20.39,13.64,12.98,12.07,0.062056,0.046027
120000,天津市,2014,20.39,13.64,12.98,12.07,0.062056,0.046027
120000,天津市,2013,15.62,11.16,10.56,9.87,0.045398,0.037403
120000,天津市,2012,15.62,11.16,10.56,9.87,0.045398,0.037403
120000,天津市,2011,15.62,11.16,10.56,9.87,0.045398,0.037403
120000,天津市,2010,15.62,11.16,10.56,9.87,0.045398,0.037403
120000,天津市,2009,15.62,11.16,10.56,9.87,0.045398,0.037403
120000,天津市,2008,14.22,9.32,8.88,8.24,0.027701,0.019889
120000,天津市,2007,14.22,9.32,8.88,8.24,0.027701,0.019889
120000,天津市,2006,14.22,9.32,8.88,8.24,0.027701,0.019889
120000,天津市,2005,14.22,9.32,8.88,8.24,0.027701,0.019889
120000,天津市,2004,14.22,9.32,8.88,8.24,0.027701,0.019889
120000,天津市,2003,,,,,,
120000,天津市,2002,,,,,,
120000,天津市,2001,,,,,,
120000,天津市,2000,,,,,,
130000,河北省,2019,775.64,502.69,263.54,26.78,1.592034,1.373798
130000,河北省,2018,775.64,502.69,263.54,26.78,1.592034,1.373798
130000,河北省,2017,775.64,502.69,263.54,26.78,1.592034,1.373798
130000,河北省,2016,775.64,502.69,263.54,26.78,1.592034,1.373798
130000,河北省,2015,775.64,502.69,263.54,26.78,1.592034,1.373798
130000,河北省,2014,775.64,502.69,263.54,26.78,1.592034,1.373798
130000,河北省,2013,718.08,439.33,220.9,23.41,1.308223,1.077495
130000,河北省,2012,718.08,439.33,220.9,23.41,1.308223,1.077495
130000,河北省,2011,718.08,439.33,220.9,23.41,1.308223,1.077495
130000,河北省,2010,718.08,439.33,220.9,23.41,1.308223,1.077495
130000,河北省,2009,718.08,439.33,220.9,23.41,1.308223,1.077495
130000,河北省,2008,705.37,418.33,212.27,22.29,1.018391,0.837408
130000,河北省,2007,705.37,418.33,212.27,22.29,1.018391,0.837408
130000,河北省,2006,705.37,418.33,212.27,22.29,1.018391,0.837408
130000,河北省,2005,705.37,418.33,212.27,22.29,1.018391,0.837408
130000,河北省,2004,705.37,418.33,212.27,22.29,1.018391,0.837408
130000,河北省,2003,,,,,,
130000,河北省,2002,,,,,,
130000,河北省,2001,,,,,,
130000,河北省,2000,,,,,,
140000,山西省,2019,787.25,321.09,167.63,20.5,1.477865,1.292337
140000,山西省,2018,787.25,321.09,167.63,20.5,1.477865,1.292337
140000,山西省,2017,787.25,321.09,167.63,20.5,1.477865,1.292337
140000,山西省,2016,787.25,321.09,167.63,20.5,1.477865,1.292337
140000,山西省,2015,787.25,321.09,167.63,20.5,1.477865,1.292337
140000,山西省,2014,787.25,321.09,167.63,20.5,1.477865,1.292337
140000,山西省,2013,765.55,282.41,131.81,18.03,1.103938,0.973912
140000,山西省,2012,765.55,282.41,131.81,18.03,1.103938,0.973912
140000,山西省,2011,765.55,282.41,131.81,18.03,1.103938,0.973912
140000,山西省,2010,765.55,282.41,131.81,18.03,1.103938,0.973912
140000,山西省,2009,765.55,282.41,131.81,18.03,1.103938,0.973912
140000,山西省,2008,754.58,221.11,102.74,14.12,0.884696,0.764367
140000,山西省,2007,754.58,221.11,102.74,14.12,0.884696,0.764367
140000,山西省,2006,754.58,221.11,102.74,14.12,0.884696,0.764367
140000,山西省,2005,754.58,221.11,102.74,14.12,0.884696,0.764367
140000,山西省,2004,754.58,221.11,102.74,14.12,0.884696,0.764367
140000,山西省,2003,,,,,,
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,4499.17,2614.85,600.01,22.1,16.627198,15.270412
150000,内蒙古自治区,2018,4499.17,2614.85,600.01,22.1,16.627198,15.270412
150000,内蒙古自治区,2017,4499.17,2614.85,600.01,22.1,16.627198,15.270412
150000,内蒙古自治区,2016,4499.17,2614.85,600.01,22.1,16.627198,15.270412
150000,内蒙古自治区,2015,4499.17,2614.85,600.01,22.1,16.627198,15.270412
150000,内蒙古自治区,2014,4499.17,2614.85,600.01,22.1,16.627198,15.270412
150000,内蒙古自治区,2013,4398.89,2487.9,331.65,21.03,14.841592,13.453048
150000,内蒙古自治区,2012,4398.89,2487.9,331.65,21.03,14.841592,13.453048
150000,内蒙古自治区,2011,4398.89,2487.9,331.65,21.03,14.841592,13.453048
150000,内蒙古自治区,2010,4398.89,2487.9,331.65,21.03,14.841592,13.453048
150000,内蒙古自治区,2009,4398.89,2487.9,331.65,21.03,14.841592,13.453048
150000,内蒙古自治区,2008,4394.93,2366.4,303.91,20.0,13.607362,11.772051
150000,内蒙古自治区,2007,4394.93,2366.4,303.91,20.0,13.607362,11.772051
150000,内蒙古自治区,2006,4394.93,2366.4,303.91,20.0,13.607362,11.772051
150000,内蒙古自治区,2005,4394.93,2366.4,303.91,20.0,13.607362,11.772051
150000,内蒙古自治区,2004,4394.93,2366.4,303.91,20.0,13.607362,11.772051
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,735.92,571.83,315.32,39.24,3.088853,2.974918
210000,辽宁省,2018,735.92,571.83,315.32,39.24,3.088853,2.974918
210000,辽宁省,2017,735.92,571.83,315.32,39.24,3.088853,2.974918
210000,辽宁省,2016,735.92,571.83,315.32,39.24,3.088853,2.974918
210000,辽宁省,2015,735.92,571.83,315.32,39.24,3.088853,2.974918
210000,辽宁省,2014,735.92,571.83,315.32,39.24,3.088853,2.974918
210000,辽宁省,2013,699.89,557.31,307.08,38.24,2.597207,2.504629
210000,辽宁省,2012,699.89,557.31,307.08,38.24,2.597207,2.504629
210000,辽宁省,2011,699.89,557.31,307.08,38.24,2.597207,2.504629
210000,辽宁省,2010,699.89,557.31,307.08,38.24,2.597207,2.504629
210000,辽宁省,2009,699.89,557.31,307.08,38.24,2.597207,2.504629
210000,辽宁省,2008,666.28,511.98,283.03,35.13,2.117491,2.022685
210000,辽宁省,2007,666.28,511.98,283.03,35.13,2.117491,2.022685
210000,辽宁省,2006,666.28,511.98,283.03,35.13,2.117491,2.022685
210000,辽宁省,2005,666.28,511.98,283.03,35.13,2.117491,2.022685
210000,辽宁省,2004,666.28,511.98,283.03,35.13,2.117491,2.022685
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,904.79,784.87,175.94,41.49,10.536845,10.129577
220000,吉林省,2018,904.79,784.87,175.94,41.49,10.536845,10.129577
220000,吉林省,2017,904.79,784.87,175.94,41.49,10.536845,10.129577
220000,吉林省,2016,904.79,784.87,175.94,41.49,10.536845,10.129577
220000,吉林省,2015,904.79,784.87,175.94,41.49,10.536845,10.129577
220000,吉林省,2014,904.79,784.87,175.94,41.49,10.536845,10.129577
220000,吉林省,2013,856.19,763.87,160.56,40.38,9.653493,9.225737
220000,吉林省,2012,856.19,763.87,160.56,40.38,9.653493,9.225737
220000,吉林省,2011,856.19,763.87,160.56,40.38,9.653493,9.225737
220000,吉林省,2010,856.19,763.87,160.56,40.38,9.653493,9.225737
220000,吉林省,2009,856.19,763.87,160.56,40.38,9.653493,9.225737
220000,吉林省,2008,848.73,736.57,148.94,38.93,8.824421,8.441229
220000,吉林省,2007,848.73,736.57,148.94,38.93,8.824421,8.441229
220000,吉林省,2006,848.73,736.57,148.94,38.93,8.824421,8.441229
220000,吉林省,2005,848.73,736.57,148.94,38.93,8.824421,8.441229
220000,吉林省,2004,848.73,736.57,148.94,38.93,8.824421,8.441229
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,2453.77,1990.46,243.26,43.78,19.999941,18.470409
230000,黑龙江省,2018,2453.77,1990.46,243.26,43.78,19.999941,18.470409
230000,黑龙江省,2017,2453.77,1990.46,243.26,43.78,19.999941,18.470409
230000,黑龙江省,2016,2453.77,1990.46,243.26,43.78,19.999941,18.470409
