省份编码,省份,年份,生活垃圾清运量(万吨),无害化处理厂数(座),生活垃圾卫生填埋无害化处理厂数(座),生活垃圾堆肥无害化处理厂数(座),生活垃圾焚烧无害化处理厂数(座),生活垃圾无害化处理能力(吨/日),生活垃圾卫生填埋无害化处理能力(吨/日),生活垃圾堆肥无害化处理能力(吨/日),生活垃圾焚烧无害化处理能力(吨/日),生活垃圾无害化处理量(万吨),生活垃圾卫生填埋无害化处理量(万吨),生活垃圾堆肥无害化处理量(万吨),生活垃圾焚烧无害化处理量(万吨),粪便清运量(万吨),粪便无害化处理量(万吨),生活垃圾无害化处理率(%)
410000,河南省,2004,681.5,33,22,8,3,12949,9074,2025,1850,376.87,280.92,87.5,8.45,88.0,36.55,55.3000733675715
410000,河南省,2003,,,,,,,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,,
420000,湖北省,2019,979.990456,54,34,,12,33368.01,14768.01,,13500,979.831296,473.84939,,427.333009,,,99.9837590255063
420000,湖北省,2018,954.18226,49,32,,11,31397.33,14847.33,,12350,953.97221,501.586755,,409.275739,,,99.9779863859552
420000,湖北省,2017,907.95,47,33,,10,25028,11907,,11721,906.95,479.55,,392.99,,,99.89
420000,湖北省,2016,880.1,44,29,,12,25136,11340,,12521,843.11,444.93,,374.6,16.35,4.38,95.8
420000,湖北省,2015,832.15,41,28,,11,22826,10480,,11421,761.5,348.44,,389.62,15.82,4.3,91.51
420000,湖北省,2014,739.34,39,28,,11,24016,13066,,10950,666.6,322.37,,344.23,19.48,4.59,90.16
420000,湖北省,2013,745.82,36,26,,10,22539,12539,,10000,636.9,294.8,,342.1,19.36,8.1,85.4
420000,湖北省,2012,716.63,28,21,,7,17040,9028,,8012,512.44,302.28,,210.16,37.18,7.08,71.51
420000,湖北省,2011,736.27,25,21,,4,13832,9423,,4409,449.26,315.58,133.68,133.68,62.02,4.65,61.02
420000,湖北省,2010,711.12,23,21,,1,12800,11400,,1000,436.9,405.8,,18.4,52.4,31.4,61.4
420000,湖北省,2009,680.62,19,17,1,,12013,11493,120,,378.79,362.57,3.57,,23.07,0.91,55.65
420000,湖北省,2008,680.76,18,17,,,7534,7134,,,360.65,347.36,,,47.24,2.01,52.98
420000,湖北省,2007,673.24,15,14,,,4256,3856,,,281.96,268.97,,,81.53,1.84,41.88
420000,湖北省,2006,695.4,18,17,1,,6456,5256,1200,,242.6,196.8,45.8,,15.1,8.1,34.83
420000,湖北省,2005,885.2,44,42,2,,14721,14151,570,,540.41,520.01,20.4,,92.0,58.5,61.0494803434252
420000,湖北省,2004,891.3,42,40,2,,14108,13858,250,,512.75,503.35,9.4,,100.3,55.8,57.5283294064849
420000,湖北省,2003,,,,,,,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,,
430000,湖南省,2019,775.447691,40,29,,7,29676.89,17185.89,,11306,775.308047,403.48779,,337.200122,,,99.9819918220635
430000,湖南省,2018,824.489791,37,29,,6,26646.7,16221.7,,10300,824.127761,508.888075,,311.548186,,,99.9560904205301
430000,湖南省,2017,764.86,32,27,,5,24920,20320,,4600,762.98,637.32,,125.65,,,99.75
430000,湖南省,2016,681.59,33,29,,4,23013,18833,,4180,680.82,565.7,,115.11,2.79,2.3,99.89
430000,湖南省,2015,638.15,32,30,,2,21233,19633,,1600,636.89,591.16,,45.73,6.7,4.77,99.8
430000,湖南省,2014,600.79,34,32,,2,21609,20009,,1600,598.97,568.38,,30.58,14.35,7.32,99.7
430000,湖南省,2013,616.81,31,30,,1,17368,16768,,600,592.32,569.27,,23.05,3.44,0.15,96.03
430000,湖南省,2012,565.43,30,29,,1,16704,16104,,600,537.2,514.46,,22.74,4.92,1.66,95.01
430000,湖南省,2011,531.61,26,26,,,11500,11500,,,459.02,459.02,,,2.93,0.26,86.35
430000,湖南省,2010,505.22,21,21,,,11818,11818,,,399.1,399.1,,,4.9,0.1,79.0
430000,湖南省,2009,511.94,15,15,,,9312,9312,,,340.95,340.95,,,5.37,,66.6
430000,湖南省,2008,542.79,12,12,,,9430,9430,,,323.08,323.08,,,37.32,6.64,59.52
430000,湖南省,2007,511.17,14,14,,,8650,8650,,,269.73,269.73,,,38.3,0.02,52.77
430000,湖南省,2006,510.0,9,8,,,6330,6030,,,247.3,236.3,,,40.0,31.7,46.31
430000,湖南省,2005,486.0,7,7,,,6122,6122,,,192.9,192.9,,,41.4,40.2,39.6913580246913
430000,湖南省,2004,488.9,6,6,,,5603,5603,,,159.0,159.0,,,66.5,61.1,32.5219881366333
430000,湖南省,2003,,,,,,,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,,
440000,广东省,2019,3347.323217,111,54,,48,134543.14,56366.91,,73376.42,3345.707231,1544.995797,,1736.295175,,,99.95172303673
440000,广东省,2018,3035.38467,99,54,,37,107304.33,51667.96,,53872.37,3031.551687,1739.448236,,1241.686226,,,99.8737233195554
440000,广东省,2017,2644.48,80,49,,25,78185,43337,,33438,2591.17,1625.75,,910.61,,,97.98
440000,广东省,2016,2390.95,76,48,,24,71217,39972,,30045,2300.6,1476.84,,785.91,89.29,54.17,96.22
440000,广东省,2015,2320.4,73,47,,21,70206,43226,,25770,2124.58,1388.0,,708.17,85.51,48.96,91.56
440000,广东省,2014,2214.23,65,40,,21,64901,39906,,23235,1912.7,1195.99,,661.65,85.09,51.56,86.38
440000,广东省,2013,2092.11,61,40,,21,59189,37844,,21345,1770.32,1200.42,,569.9,94.39,46.91,84.62
440000,广东省,2012,2136.88,55,37,,18,43197,27362,,15835,1690.56,1195.89,,494.67,99.43,57.65,79.11
440000,广东省,2011,1978.8,47,31,,14,42578,27983,,12575,1449.01,1094.19,326.42,326.42,104.57,40.35,72.12
440000,广东省,2010,1938.55,41,25,,16,33956,22213,,11743,1398.0,1031.6,,366.4,114.67,16.0,72.1
440000,广东省,2009,1960.63,37,19,,17,36087,22702,,13035,1283.94,860.54,,411.37,125.08,30.92,65.49
440000,广东省,2008,1868.36,37,21,,16,33510,21417,,12093,1193.27,787.06,,406.21,127.08,52.72,63.87
440000,广东省,2007,1833.77,33,17,,15,31039,18431,,11508,1155.79,735.6,,389.64,267.45,36.66,63.03
440000,广东省,2006,1648.2,33,17,,15,31007,20197,,10810,921.6,645.6,6.3,269.8,69.9,33.9,55.78
440000,广东省,2005,1722.6,28,14,,14,27715,17415,,10300,871.56,662.35,,174.85,459.1,360.4,50.5956112852665
440000,广东省,2004,1561.5,18,11,,7,18910,15870,,3040,757.87,663.87,,94.0,333.2,326.5,48.188920909382
440000,广东省,2003,,,,,,,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,497.691155,29,18,,11,16546,7296,,9250,497.691145,271.155529,,226.535616,,,99.9999979907218
450000,广西壮族自治区,2018,466.473015,27,19,,8,15896,9796,,6100,466.473001,312.995835,,153.477166,,,99.9999969987546
450000,广西壮族自治区,2017,438.32,26,19,,6,13206,8206,,4800,437.99,306.52,,123.94,,,99.92
450000,广西壮族自治区,2016,411.15,25,20,,5,12651,8851,,3800,406.89,329.26,,77.63,7.65,3.85,98.96
450000,广西壮族自治区,2015,385.46,21,18,,3,8851,7651,,1200,380.27,354.6,,25.67,8.73,5.35,98.65
450000,广西壮族自治区,2014,338.86,19,17,,2,8091,7491,,600,323.29,311.24,,12.04,9.75,3.18,95.4
450000,广西壮族自治区,2013,302.25,20,18,,2,8891,8291,,600,291.48,281.71,,9.77,9.99,2.52,96.44
450000,广西壮族自治区,2012,266.21,21,18,,2,8271,7271,,600,260.88,244.64,,7.64,13.4,9.13,98.0
450000,广西壮族自治区,2011,255.81,21,17,,2,8241,7061,,600,244.27,219.1,10.4,10.4,21.96,9.46,95.49
450000,广西壮族自治区,2010,245.06,20,16,1,3,8191,6871,400,920,223.3,203.5,9.3,10.5,22.65,9.3,91.1
450000,广西壮族自治区,2009,240.16,17,14,1,2,7482,6262,400,820,207.3,186.05,8.33,12.92,24.04,7.38,86.32
450000,广西壮族自治区,2008,248.53,15,10,2,3,6390,4790,600,1000,204.55,169.36,9.69,25.5,22.57,7.27,82.3
450000,广西壮族自治区,2007,246.43,13,9,2,2,3880,2980,400,500,168.5,140.2,9.8,18.5,22.03,4.38,68.38
450000,广西壮族自治区,2006,220.6,12,5,4,2,4070,2450,920,500,136.0,96.3,15.7,18.4,18.6,13.0,57.48
450000,广西壮族自治区,2005,204.7,12,7,3,2,4170,3040,670,430,125.64,104.0,10.12,11.25,22.3,14.4,61.3776257938446
450000,广西壮族自治区,2004,228.7,12,8,2,2,4860,3730,700,430,139.25,115.22,11.68,12.33,27.0,13.1,60.8876257105378
450000,广西壮族自治区,2003,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,,
460000,海南省,2019,256.453973,12,6,,4,6660,2260,,3900,256.453973,98.006773,,140.3742,,,100.0
460000,海南省,2018,222.409429,13,6,,5,6438,2230,,3908,222.409429,80.668518,,133.6943,,,100.0
460000,海南省,2017,213.06,11,6,,5,6145,2240,,3905,213.02,66.26,,146.75,,,99.98
460000,海南省,2016,188.69,10,6,,4,6133,2233,,3900,188.58,58.48,,130.1,0.56,0.4,99.94
460000,海南省,2015,160.06,11,7,,4,4557,2172,,2385,159.81,69.3,,90.51,5.71,0.26,99.84
460000,海南省,2014,144.21,9,6,,3,3880,2230,,1650,143.96,82.31,,61.64,5.33,,99.83
460000,海南省,2013,125.29,9,6,,3,3880,2230,,1650,125.16,61.8,,63.36,0.94,,99.9
460000,海南省,2012,110.18,9,6,,3,4167,2517,,1650,110.08,48.53,,61.55,22.17,,99.91
460000,海南省,2011,113.58,7,6,,1,2789,2564,,225,103.76,97.71,6.05,6.05,13.18,,91.35
460000,海南省,2010,97.66,3,2,,1,1764,1539,,225,66.4,61.6,,4.8,8.52,,68.0
460000,海南省,2009,88.74,3,2,,1,1720,1600,,120,57.66,53.64,,4.02,8.58,,64.98
460000,海南省,2008,84.75,3,2,,1,1620,1500,,120,54.87,51.87,,3.0,9.57,0.15,64.74
460000,海南省,2007,87.81,4,3,,1,1750,1650,,100,54.5,50.0,,4.5,6.97,6.0,62.07
460000,海南省,2006,50.9,3,2,,1,1510,1400,,110,53.2,49.2,,4.0,1.0,,62.54
460000,海南省,2005,81.2,7,4,2,1,1625,1439,133,53,56.05,51.65,3.67,0.73,6.3,5.6,69.0270935960591
460000,海南省,2004,82.2,6,3,2,1,2139,1431,554,154,55.77,51.9,3.5,0.35,7.6,6.1,67.8467153284672
460000,海南省,2003,,,,,,,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,,
500000,重庆市,2019,601.767493,22,15,,6,17099,6449,,10500,534.50339,225.797701,,304.401478,,,88.8222438429388
500000,重庆市,2018,549.234835,25,18,,6,17696.97,7046.97,,10500,549.075549,292.145641,,256.929908,,,99.9709985620268
500000,重庆市,2017,529.74,25,20,,4,12103,7065,,5000,526.67,310.17,,213.97,,,99.42
500000,重庆市,2016,494.13,24,21,,3,11753,7353,,4400,494.05,299.43,,194.62,45.74,10.78,99.98
500000,重庆市,2015,440.03,18,16,,2,9350,5750,,3600,433.86,285.59,,148.26,61.25,10.62,98.6
500000,重庆市,2014,399.37,16,14,,2,8710,5110,,3600,396.17,260.95,,135.22,66.96,17.27,99.2
500000,重庆市,2013,349.8,14,12,,2,8174,4574,,3600,347.82,234.4,,113.41,64.55,26.21,99.43
500000,重庆市,2012,335.29,14,12,,2,8154,4554,,3600,332.86,237.83,,95.03,63.94,18.69,99.28
500000,重庆市,2011,281.56,13,12,,1,6465,5265,,1200,280.28,217.53,62.75,62.75,75.29,,99.55
500000,重庆市,2010,256.68,13,12,,1,6465,5265,,1200,253.7,216.3,,37.4,72.61,6.8,98.8
500000,重庆市,2009,224.3,13,12,,1,6265,5265,,1000,215.05,172.57,,42.48,75.02,7.68,95.88
500000,重庆市,2008,225.19,13,12,,1,6265,5265,,1000,199.03,150.0,,36.39,71.51,15.3,88.38
500000,重庆市,2007,200.52,10,9,,1,5440,4440,,1000,165.09,111.03,,54.06,63.87,14.6,82.33
500000,重庆市,2006,243.9,8,7,,1,5030,4030,,1000,144.0,101.4,,42.6,51.1,7.8,58.9
500000,重庆市,2005,237.6,9,8,,1,5210,4210,,1000,130.16,103.91,,26.24,67.5,53.9,54.7811447811448
500000,重庆市,2004,237.2,7,7,,,3210,3210,,,116.36,116.36,,,75.0,62.42,49.0556492411467
500000,重庆市,2003,,,,,,,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,,
510000,四川省,2019,1168.617842,53,26,,24,32080.43,9288.5,,21891.93,1166.475328,446.681866,,706.582992,,,99.8166625629869
510000,四川省,2018,1013.080615,48,29,,16,25441,9731,,14810,1005.950295,439.711304,,558.194191,,,99.296174470775
510000,四川省,2017,989.85,48,31,,15,25822,11262,,13960,975.41,508.55,,456.81,,,98.54
510000,四川省,2016,886.67,44,30,,14,24500,12400,,12100,874.22,512.3,,361.93,15.91,5.64,98.6
510000,四川省,2015,823.57,45,33,,12,22565,13505,,9060,797.1,517.72,,279.38,17.16,6.21,96.79
510000,四川省,2014,779.99,40,32,,8,21677,14217,,7460,743.9,494.18,,249.72,18.0,7.03,95.37
510000,四川省,2013,750.65,40,34,,6,19498,14278,,5220,712.98,512.2,,200.78,20.24,4.64,94.98
510000,四川省,2012,702.75,29,26,,3,17296,16685,,611,620.44,603.31,,17.13,19.74,9.98,88.29
510000,四川省,2011,668.95,34,29,,4,15182,12682,,1800,591.58,520.71,70.87,70.87,20.58,6.07,88.43
510000,四川省,2010,656.03,30,23,,5,16974,13334,,2340,569.8,464.3,7.0,80.8,31.66,15.5,86.9
510000,四川省,2009,590.08,31,25,,5,15571,12871,,2000,492.73,420.46,,72.27,43.46,20.75,83.5
510000,四川省,2008,550.96,30,24,1,4,15081,13381,200,800,444.25,414.7,1.9,25.55,26.57,32.73,80.63
510000,四川省,2007,548.53,23,20,,2,11270,10370,,200,383.52,361.82,,11.7,27.18,18.17,69.92
510000,四川省,2006,527.1,24,19,2,2,10880,9480,400,300,317.5,301.3,9.1,5.5,41.7,17.1,57.04
510000,四川省,2005,600.7,25,14,5,6,9970,7580,1340,1050,307.76,245.62,31.74,30.4,51.5,2.6,51.2335608456801
510000,四川省,2004,579.9,25,13,5,7,8895,6970,1050,875,259.76,206.24,27.92,25.3,73.8,2.6,44.793929987929
510000,四川省,2003,,,,,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,
520000,贵州省,2019,364.56539,28,12,,13,15419.88,5754.88,,9100,352.144828,178.953581,,160.907926,,,96.5930496035293
520000,贵州省,2018,338.47829,25,13,,10,15820.5,7655.5,,7750,325.251698,184.814911,,130.405887,,,96.0923366754187
520000,贵州省,2017,323.52,21,14,,6,11473,6958,,4300,308.05,234.24,,71.42,,,95.22
520000,贵州省,2016,293.98,18,14,,4,9290,6890,,2400,278.25,237.84,,40.4,0.86,,94.65
520000,贵州省,2015,268.34,17,14,,3,7520,5320,,2200,251.73,226.4,,25.33,1.03,,93.81
520000,贵州省,2014,273.77,14,14,,,5545,5545,,,255.31,255.31,,,4.23,2.97,93.26
520000,贵州省,2013,248.42,13,13,,,7393,7393,,,229.11,229.11,,,4.05,,92.23
520000,贵州省,2012,235.69,13,13,,,6296,6296,,,216.64,216.64,,,4.85,3.8,91.92
520000,贵州省,2011,218.27,13,13,,,5568,5568,,,193.3,193.3,,,3.54,2.68,88.56
520000,贵州省,2010,213.26,12,12,,,5697,5697,,,193.3,193.3,,,4.14,4.1,90.6
520000,贵州省,2009,209.07,11,11,,,5175,5175,,,170.82,170.82,,,6.96,4.1,81.7
520000,贵州省,2008,190.54,9,9,,,2835,2835,,,146.33,146.33,,,7.22,3.9,76.8
520000,贵州省,2007,183.9,9,9,,,4755,4755,,,130.85,130.85,,,16.57,4.0,71.15
520000,贵州省,2006,181.1,9,9,,,4755,4755,,,123.2,123.2,,,11.1,,68.02
520000,贵州省,2005,176.5,8,6,1,1,4112,3846,250,16,102.1,92.5,9.1,0.5,6.1,3.3,57.8470254957507
520000,贵州省,2004,202.5,6,4,1,1,3437,3171,250,16,80.5,70.4,9.1,1.0,11.7,3.3,39.7530864197531
520000,贵州省,2003,,,,,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,
530000,云南省,2019,455.908145,32,21,,10,13566.95,5536.95,,7930,454.870118,226.544836,,224.434982,,,99.7723166362821
530000,云南省,2018,435.782772,30,20,,10,12408.5,4478.5,,7930,427.771738,175.151178,,252.62056,,,98.1616909812121
530000,云南省,2017,409.13,28,19,,9,11698,4098,,7600,379.41,153.91,,225.5,,,92.74
530000,云南省,2016,432.05,29,21,,8,11079,4179,,6900,401.65,155.8,,245.86,15.05,7.51,92.96
530000,云南省,2015,371.04,24,19,,5,9109,3909,,5200,334.05,146.5,,187.55,20.99,9.55,90.03
530000,云南省,2014,349.54,23,16,,7,9943,3583,,6360,323.21,132.03,,191.18,16.11,6.96,92.47
530000,云南省,2013,324.13,20,14,,6,8316,2916,,5400,284.0,113.26,,170.75,15.92,5.67,87.62
530000,云南省,2012,306.74,19,14,,5,9995,5035,,4960,253.66,108.96,,144.7,17.74,11.43,82.7
530000,云南省,2011,300.2,15,11,,3,6018,2858,,2960,222.55,94.1,123.15,123.15,19.45,10.5,74.13
530000,云南省,2010,265.47,19,12,2,3,7749,3849,360,2870,234.4,123.2,10.4,77.7,27.33,11.9,88.3
530000,云南省,2009,282.11,15,12,,2,6088,4688,,1300,228.16,174.63,,42.28,31.25,19.78,80.88
530000,云南省,2008,283.7,13,12,,,8640,8540,,,226.84,216.94,,,23.28,16.43,79.96
530000,云南省,2007,256.58,13,12,1,,8051,7648,403,,206.36,193.11,13.25,,45.08,44.38,80.43
530000,云南省,2006,218.3,13,13,,,7521,7521,,,75.3,75.3,,,50.6,61.3,34.28
530000,云南省,2005,205.7,18,14,3,1,7859,7570,218,71,169.16,159.36,6.9,2.9,101.7,87.3,82.2362664073894
530000,云南省,2004,200.1,14,13,1,,4486,4238,210,38,150.93,138.89,10.65,1.39,60.5,55.7,75.4272863568216
530000,云南省,2003,,,,,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,64.7189,8,7,,1,2123,1420,,703,63.645355,37.972325,,25.67303,,,98.3412187166346
540000,西藏自治区,2018,53.932041,6,5,,1,1501,801,,700,51.7583,23.2801,,28.4782,,,95.9694812959146
540000,西藏自治区,2017,46.5,5,4,,1,1049,349,,700,44.37,43.37,,1.0,,,95.42
540000,西藏自治区,2016,46.09,6,6,,,1151,1151,,,42.01,42.01,,,0.12,,91.15
540000,西藏自治区,2015,32.92,,,,,,,,,,,,,0.12,,
540000,西藏自治区,2014,30.78,,,,,,,,,,,,,,,
540000,西藏自治区,2013,24.11,,,,,,,,,,,,,,,
540000,西藏自治区,2012,25.62,,,,,,,,,,,,,,,
540000,西藏自治区,2011,17.26,,,,,,,,,,,,,,,
540000,西藏自治区,2010,16.3,,,,,,,,,,,,,,,
540000,西藏自治区,2009,22.91,,,,,,,,,,,,,0.83,,
540000,西藏自治区,2008,23.0,,,,,,,,,,,,,0.78,,
540000,西藏自治区,2007,21.89,1,1,,,400,400,,,14.6,14.6,,,0.73,,66.7
540000,西藏自治区,2006,150.0,1,1,,,400,400,,,14.6,14.6,,,,,9.73
540000,西藏自治区,2005,44.5,1,1,,,400,400,,,,,,,2.5,,
540000,西藏自治区,2004,38.0,,,,,,,,,,,,,0.7,,
540000,西藏自治区,2003,,,,,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,
610000,陕西省,2019,633.982918,31,28,,2,20585.22,18139.22,,2346,632.133187,616.521587,,14.075,,,99.708236460718
610000,陕西省,2018,650.223128,25,24,,,19388.36,19288.36,,,644.113451,642.778199,,,,,99.0603722419421
610000,陕西省,2017,379.23,22,22,,,18254,18254,,,375.3,375.3,,,,,98.96
610000,陕西省,2016,532.79,22,20,,1,18075,16425,,1500,524.99,506.48,,13.01,7.25,5.86,98.53
610000,陕西省,2015,522.74,20,17,,1,17591,15641,,1500,512.38,504.27,,2.7,9.08,7.75,98.02
610000,陕西省,2014,517.93,17,16,,,15047,14897,,,496.05,491.13,,,15.97,6.62,95.78
610000,陕西省,2013,437.31,16,15,,,13136,12986,,,421.75,417.06,,,15.61,6.18,96.44
610000,陕西省,2012,433.1,13,11,,,11212,10262,,,383.24,356.47,,,22.92,8.28,88.49
610000,陕西省,2011,428.27,17,15,,,11609,11409,,,386.61,364.01,,,37.16,26.98,90.27
610000,陕西省,2010,388.32,15,11,,1,10707,9347,,500,310.0,281.2,,2.2,18.52,13.6,79.8
610000,陕西省,2009,356.23,11,10,,1,9172,8672,,500,246.38,244.37,,2.01,20.51,10.03,69.16
610000,陕西省,2008,319.7,10,8,,1,7922,6822,,500,219.07,198.57,,1.3,24.34,9.0,68.52
610000,陕西省,2007,333.64,6,5,,1,5522,5022,,500,174.92,173.32,,1.6,25.84,8.82,52.43
610000,陕西省,2006,290.0,8,6,,1,6480,5480,,500,189.0,173.8,,0.8,18.2,1.1,60.18
610000,陕西省,2005,370.7,4,3,,1,4204,4154,,50,147.45,147.45,,,14.0,,39.7760992716482
610000,陕西省,2004,350.2,3,3,,,3520,3520,,,127.8,127.8,,,18.1,1.9,36.4934323243861
610000,陕西省,2003,,,,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,
620000,甘肃省,2019,279.706535,24,19,,4,9659,5609,,3600,279.706535,140.282861,,124.298497,,,100.0
620000,甘肃省,2018,281.190947,27,22,,4,10244,6294,,3600,280.515813,159.426261,,109.000047,,,99.7599019430736
620000,甘肃省,2017,254.61,23,20,,2,7859,4959,,2600,250.54,151.22,,88.54,,,98.4
620000,甘肃省,2016,257.18,20,18,,2,7840,4919,,2921,187.12,154.71,,32.41,16.16,9.7,72.76
620000,甘肃省,2015,262.68,18,18,,,5061,5061,,,168.74,168.74,,,18.02,11.9,64.24
620000,甘肃省,2014,252.97,16,16,,,4475,4475,,,158.35,158.35,,,17.58,11.42,62.6
620000,甘肃省,2013,272.82,12,12,,,3155,3155,,,115.37,115.37,,,19.42,4.68,42.29
620000,甘肃省,2012,270.54,12,12,,,3178,3178,,,112.75,112.75,,,17.07,16.86,41.68
620000,甘肃省,2011,276.18,13,13,,,3230,3230,,,115.17,115.17,,,17.72,9.55,41.7
620000,甘肃省,2010,278.25,13,13,,,3355,3355,,,105.6,105.6,,,20.97,17.7,38.0
620000,甘肃省,2009,263.59,11,11,,,2950,2950,,,85.33,85.33,,,23.41,19.62,32.37
620000,甘肃省,2008,262.43,11,11,,,3224,3224,,,84.72,84.72,,,22.33,17.32,32.28
620000,甘肃省,2007,259.92,8,8,,,1830,1830,,,68.4,68.4,,,22.39,16.57,26.32
620000,甘肃省,2006,269.2,4,4,,,1201,1201,,,51.7,51.7,,,43.6,0.2,18.28
620000,甘肃省,2005,297.8,7,7,,,1510,1510,,,51.3,51.3,,,52.8,0.2,17.2263263935527
620000,甘肃省,2004,292.1,16,15,1,,3798,3798,,,113.08,113.08,,,58.5,30.8,38.7127695994522
620000,甘肃省,2003,,,,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,
630000,青海省,2019,109.404481,10,8,,,1865,1695,,,105.339088,89.787308,,,,,96.2840708508091
630000,青海省,2018,113.529947,8,7,,,1779,1659,,,108.994545,90.684145,,,,,96.0051051552063
630000,青海省,2017,77.72,8,7,,,1779,1659,,,73.67,72.91,,,,,94.78
630000,青海省,2016,81.99,8,8,,,2253,2253,,,78.94,78.94,,,1.35,,96.28
630000,青海省,2015,82.24,6,6,,,1930,1930,,,71.7,71.7,,,1.35,,87.18
630000,青海省,2014,77.6,5,5,,,2110,2110,,,66.95,66.95,,,1.3,,86.27
630000,青海省,2013,74.06,4,4,,,1470,1470,,,57.64,57.64,,,1.96,,77.83
630000,青海省,2012,66.25,4,4,,,2006,2006,,,59.1,59.1,,,1.25,,89.21
630000,青海省,2011,83.05,3,3,,,1600,1600,,,74.3,74.3,,,1.2,,89.46
630000,青海省,2010,86.31,3,3,,,931,931,,,58.1,58.1,,,1.15,,67.3
630000,青海省,2009,87.35,3,3,,,1950,1950,,,56.87,56.87,,,1.25,,65.11
630000,青海省,2008,63.55,3,3,,,1200,1200,,,47.8,47.8,,,,,75.22
630000,青海省,2007,64.71,4,4,,,400,400,,,61.4,61.4,,,1.75,,94.88
630000,青海省,2006,59.8,4,4,,,1809,1809,,,56.6,56.6,,,34.3,,94.59
630000,青海省,2005,54.4,4,4,,,1887,1887,,,54.4,54.4,,,28.0,,100.0
630000,青海省,2004,57.7,4,4,,,1887,1887,,,55.05,55.05,,,25.0,,95.4072790294627
630000,青海省,2003,,,,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,130.525829,12,8,,2,5192.85,2592.85,,2500,130.382739,66.485619,,60.619885,,,99.8903741879318
640000,宁夏回族自治区,2018,117.700487,13,9,,2,4830.32,2670.32,,2000,116.873487,64.386659,,49.85731,,,99.297369092449
640000,宁夏回族自治区,2017,119.03,12,9,,1,4531,2871,,1500,117.93,82.19,,34.58,,,99.08
640000,宁夏回族自治区,2016,112.15,9,8,,1,4460,2960,,1500,110.23,75.95,,34.28,5.69,4.65,98.28
640000,宁夏回族自治区,2015,132.24,8,8,,,3990,3990,,,118.91,118.91,,,6.77,5.43,89.92
640000,宁夏回族自治区,2014,118.41,8,8,,,2980,2980,,,110.42,110.42,,,3.88,2.71,93.25
640000,宁夏回族自治区,2013,105.98,7,7,,,2780,2780,,,98.03,98.03,,,2.7,1.64,92.5
640000,宁夏回族自治区,2012,116.23,4,4,,,2160,2160,,,82.1,82.1,,,3.12,1.94,70.64
640000,宁夏回族自治区,2011,120.48,6,6,,,2548,2548,,,80.66,80.66,,,3.92,2.87,66.95
640000,宁夏回族自治区,2010,91.89,7,7,,,2785,2785,,,85.0,85.0,,,4.97,2.4,92.5
640000,宁夏回族自治区,2009,70.42,2,2,,,1195,1195,,,29.55,29.55,,,2.38,10.08,41.96
640000,宁夏回族自治区,2008,95.74,3,3,,,892,892,,,54.05,54.05,,,2.92,1.3,56.45
