省份编码,省份,年份,林业投资(万元),生态建设与保护本年完成投资(万元),林业支撑与保障本年完成投资(万元),林业产业发展本年完成投资(万元),其他投资本年完成投资(万元)
210000,辽宁省,2016,421582,285106,58782,24831,52863
210000,辽宁省,2015,761304,638324,35327,29259,53179
210000,辽宁省,2014,1227495,781595,39826,342937,50472
210000,辽宁省,2013,1363756,1207383,51640,53352,36430
210000,辽宁省,2012,1456896,1219579,68256,107788,38025
210000,辽宁省,2011,1201371,690411,66294,312425,132241
210000,辽宁省,2010,317498,,,,
210000,辽宁省,2009,331567,,,,
210000,辽宁省,2008,201000,,,,
210000,辽宁省,2007,122059,,,,
210000,辽宁省,2006,78093,,,,
210000,辽宁省,2005,121087,,,,
210000,辽宁省,2004,66915,,,,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,,,,,
220000,吉林省,2018,884136,623826,137821,89249,33240
220000,吉林省,2017,932160,566176,151172,161290,53522
220000,吉林省,2016,818957,594675,155953,25091,43238
220000,吉林省,2015,850582,461745,76473,42372,177918
220000,吉林省,2014,678177,367106,85035,39983,56358
220000,吉林省,2013,606084,259454,91621,39674,83247
220000,吉林省,2012,714638,262790,79066,30367,76702
220000,吉林省,2011,609980,218481,279845,41885,69769
220000,吉林省,2010,489491,,,,
220000,吉林省,2009,445644,,,,
220000,吉林省,2008,323002,,,,
220000,吉林省,2007,177428,,,,
220000,吉林省,2006,147380,,,,
220000,吉林省,2005,188849,,,,
220000,吉林省,2004,126603,,,,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,1414502,1175065,163834,27064,48539
230000,黑龙江省,2017,1527454,1156347,163297,86802,121008
230000,黑龙江省,2016,1385455,1093950,168063,57291,66151
230000,黑龙江省,2015,1280583,989569,37020,12198,103917
230000,黑龙江省,2014,974013,723416,34022,12437,71619
230000,黑龙江省,2013,1246000,696928,88295,8658,54996
230000,黑龙江省,2012,1742134,712293,45921,5247,61730
230000,黑龙江省,2011,1867830,676016,1039119,17305,135390
230000,黑龙江省,2010,1058455,,,,
230000,黑龙江省,2009,834066,,,,
230000,黑龙江省,2008,358749,,,,
230000,黑龙江省,2007,386682,,,,
230000,黑龙江省,2006,198987,,,,
230000,黑龙江省,2005,197979,,,,
230000,黑龙江省,2004,181249,,,,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,,,,,
310000,上海市,2018,164947,131023,26176,3389,4359
310000,上海市,2017,180560,113335,26017,36376,4832
310000,上海市,2016,232668,224446,2273,142,5807
310000,上海市,2015,174443,153857,13329,2633,4624
310000,上海市,2014,147768,134958,4125,4849,3836
310000,上海市,2013,102636,94445,4965,1037,2189
310000,上海市,2012,96870,87941,5437,496,2996
310000,上海市,2011,79598,68794,8562,556,1686
310000,上海市,2010,47627,,,,
310000,上海市,2009,64986,,,,
310000,上海市,2008,38456,,,,
310000,上海市,2007,33756,,,,
310000,上海市,2006,92266,,,,
310000,上海市,2005,81293,,,,
310000,上海市,2004,103534,,,,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,,,,,
320000,江苏省,2018,867269,516943,71717,253197,25412
320000,江苏省,2017,1382175,552320,85814,739578,4463
320000,江苏省,2016,1049407,704947,70728,268879,4853
320000,江苏省,2015,1253879,878211,80222,282912,11095
320000,江苏省,2014,1493080,1011884,217647,242449,6909
320000,江苏省,2013,1255738,973963,89121,173581,7999
320000,江苏省,2012,928670,748529,75847,78950,9143
320000,江苏省,2011,953810,807222,39670,29465,77453
320000,江苏省,2010,720751,,,,
320000,江苏省,2009,738587,,,,
320000,江苏省,2008,545402,,,,
320000,江苏省,2007,414435,,,,
320000,江苏省,2006,356366,,,,
320000,江苏省,2005,235276,,,,
320000,江苏省,2004,153983,,,,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,,,,,
330000,浙江省,2018,796396,302641,316504,116459,60792
330000,浙江省,2017,846310,479409,191010,150900,24991
330000,浙江省,2016,824296,479300,109891,118458,116647
330000,浙江省,2015,892099,468052,71636,172163,119967
330000,浙江省,2014,876555,471349,71568,187851,99084
330000,浙江省,2013,923541,516116,76856,172096,106675
330000,浙江省,2012,807782,480940,59974,144507,75057
330000,浙江省,2011,650354,334561,40858,182704,92231
330000,浙江省,2010,52940,,,,
330000,浙江省,2009,47302,,,,
330000,浙江省,2008,30425,,,,
330000,浙江省,2007,11501,,,,
330000,浙江省,2006,9816,,,,
330000,浙江省,2005,13148,,,,
330000,浙江省,2004,16379,,,,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,,,,,
340000,安徽省,2018,1021252,554984,143988,300493,21787
340000,安徽省,2017,967897,504820,178385,265215,19477
340000,安徽省,2016,1018263,622318,86826,256477,52642
340000,安徽省,2015,1034419,702463,67353,219723,40665
340000,安徽省,2014,971859,696468,60251,172604,35765
340000,安徽省,2013,983084,729153,47348,143169,55811
340000,安徽省,2012,452501,309546,28474,52014,36489
340000,安徽省,2011,401092,205249,40488,35157,120198
340000,安徽省,2010,152316,,,,
340000,安徽省,2009,130358,,,,
340000,安徽省,2008,97469,,,,
340000,安徽省,2007,87174,,,,
340000,安徽省,2006,57908,,,,
340000,安徽省,2005,69897,,,,
340000,安徽省,2004,50076,,,,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,,,,,
350000,福建省,2018,1539947,243762,92682,1194342,9161
350000,福建省,2017,2324943,117260,231749,1962550,13384
350000,福建省,2016,2448630,814684,367129,1243574,23243
350000,福建省,2015,2552359,908987,16879,1495414,130042
350000,福建省,2014,2643740,762165,9330,1716691,154867
350000,福建省,2013,2384170,553252,132465,1455869,242584
350000,福建省,2012,2215019,665809,4290,1232902,312018
350000,福建省,2011,1670013,524021,62241,1065262,18489
350000,福建省,2010,55557,,,,
350000,福建省,2009,40710,,,,
350000,福建省,2008,41058,,,,
350000,福建省,2007,35980,,,,
350000,福建省,2006,28107,,,,
350000,福建省,2005,79789,,,,
350000,福建省,2004,30222,,,,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,,,,,
360000,江西省,2018,1149215,389464,300186,314228,145337
360000,江西省,2017,1558707,563074,310728,342109,342796
360000,江西省,2016,1163236,610801,124847,265175,162413
360000,江西省,2015,727465,342287,71586,103196,158860
360000,江西省,2014,973325,330446,212313,144681,162226
360000,江西省,2013,820201,351801,76694,148577,176032
360000,江西省,2012,760416,335116,67889,131026,175571
360000,江西省,2011,570750,291581,73025,56133,150011
360000,江西省,2010,285369,,,,
360000,江西省,2009,232054,,,,
360000,江西省,2008,165033,,,,
360000,江西省,2007,89492,,,,
360000,江西省,2006,68589,,,,
360000,江西省,2005,39642,,,,
360000,江西省,2004,48558,,,,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,,,,,
370000,山东省,2018,3045469,715093,419388,1890948,20040
370000,山东省,2017,3041117,806210,391107,1826253,17547
370000,山东省,2016,3170368,764059,456629,1885854,63826
370000,山东省,2015,2887127,791051,398348,1614223,60504
370000,山东省,2014,3250914,1076388,391811,1702881,66885
370000,山东省,2013,2700406,1308604,416100,865460,83467
370000,山东省,2012,2513677,1270794,509902,620178,89903
370000,山东省,2011,1199874,813511,118986,185347,82030
370000,山东省,2010,235169,,,,
370000,山东省,2009,212444,,,,
370000,山东省,2008,217437,,,,
370000,山东省,2007,210006,,,,
370000,山东省,2006,176906,,,,
370000,山东省,2005,162168,,,,
370000,山东省,2004,136976,,,,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,,,,,
410000,河南省,2018,750687,484120,121211,143168,2188
410000,河南省,2017,922295,684237,120835,112345,4878
410000,河南省,2016,1204485,801059,46690,331676,25060
410000,河南省,2015,1239647,786161,19969,316288,116219
410000,河南省,2014,1102935,644795,19236,302224,130084
410000,河南省,2013,1019382,658534,32669,248036,76393
410000,河南省,2012,976351,624222,19771,203383,96310
410000,河南省,2011,974898,667400,15591,272084,19823
410000,河南省,2010,325638,,,,
410000,河南省,2009,570593,,,,
410000,河南省,2008,138740,,,,
410000,河南省,2007,96427,,,,
410000,河南省,2006,110021.73,,,,
410000,河南省,2005,106247.6,,,,
410000,河南省,2004,90460.26,,,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,,,,,
420000,湖北省,2018,1966414,657741,155098,1122312,31263
420000,湖北省,2017,1974281,575888,198060,1190165,10168
420000,湖北省,2016,1669467,506729,87013,997272,78453
420000,湖北省,2015,1241861,518484,72289,537786,68831
420000,湖北省,2014,940769,424381,47151,359967,51819
420000,湖北省,2013,674917,330860,42950,176974,71585
420000,湖北省,2012,533859,294476,37834,89877,66015
420000,湖北省,2011,406200,244305,40714,61903,59278
420000,湖北省,2010,322295,,,,
420000,湖北省,2009,279846,,,,
420000,湖北省,2008,218202,,,,
420000,湖北省,2007,176314,,,,
420000,湖北省,2006,155742,,,,
420000,湖北省,2005,142392,,,,
420000,湖北省,2004,112914,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,,,,,
430000,湖南省,2018,3233334,850945,428409,1905204,48776
430000,湖南省,2017,2716636,850487,362049,1438317,65783
430000,湖南省,2016,2672818,849216,174363,1414261,234978
430000,湖南省,2015,2049405,950864,103926,812934,120784
430000,湖南省,2014,1908333,834469,86544,761109,160126
430000,湖南省,2013,1603967,675665,77559,619921,149387
430000,湖南省,2012,1279005,635021,48980,370813,130431
430000,湖南省,2011,609371,325009,35344,73917,175101
430000,湖南省,2010,373541,,,,
430000,湖南省,2009,312354,,,,
430000,湖南省,2008,216650,,,,
430000,湖南省,2007,202800,,,,
430000,湖南省,2006,153230,,,,
430000,湖南省,2005,124664,,,,
430000,湖南省,2004,135827,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,,,,,
440000,广东省,2018,867790,477463,307529,49415,33383
440000,广东省,2017,816578,451912,274735,46254,43677
440000,广东省,2016,790191,502344,128069,41066,118712
440000,广东省,2015,967229,655391,104612,25918,158763
440000,广东省,2014,732897,447850,72347,37323,151597
440000,广东省,2013,983675,699232,73357,20871,154597
440000,广东省,2012,636673,380195,85521,25825,107425
440000,广东省,2011,505088,241534,103753,44171,115630
440000,广东省,2010,77995,,,,
440000,广东省,2009,78135,,,,
440000,广东省,2008,51401,,,,
440000,广东省,2007,39116,,,,
440000,广东省,2006,41486,,,,
440000,广东省,2005,39888,,,,
440000,广东省,2004,26573,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,9629216,1254190,403705,7669727,301594
450000,广西壮族自治区,2017,10418614.0,1378281,516939,8001089,522305
450000,广西壮族自治区,2016,10146123.0,1732217,602659,7713937,97310
450000,广西壮族自治区,2015,10382580.0,1583069,259127,7827500,515472
450000,广西壮族自治区,2014,10861358.0,1298740,233678,8203230,834932
450000,广西壮族自治区,2013,8283917,1250515,307564,5162743,1344102
450000,广西壮族自治区,2012,6903848,1089122,390249,3761113,1474233
450000,广西壮族自治区,2011,5159485,1146371,300934,2069424,1642756
450000,广西壮族自治区,2010,3716926,,,,
450000,广西壮族自治区,2009,2680619,,,,
450000,广西壮族自治区,2008,669869,,,,
450000,广西壮族自治区,2007,230206,,,,
450000,广西壮族自治区,2006,168224,,,,
450000,广西壮族自治区,2005,173203,,,,
450000,广西壮族自治区,2004,137731,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,,,,,
460000,海南省,2018,143945,98450,38376,3159,3960
460000,海南省,2017,131481,84670,31818,11344,3649
460000,海南省,2016,145151,91226,34865,2655,16405
460000,海南省,2015,143742,84976,17633,7197,27580
460000,海南省,2014,136712,77869,17846,7658,23220
460000,海南省,2013,153080,92594,20724,7853,19103
460000,海南省,2012,142492,74891,12034,14730,15824
460000,海南省,2011,77965,33720,7820,4445,31980
460000,海南省,2010,44111,,,,
460000,海南省,2009,27994,,,,
460000,海南省,2008,30422,,,,
460000,海南省,2007,30840,,,,
460000,海南省,2006,16227,,,,
460000,海南省,2005,37864,,,,
460000,海南省,2004,31409,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,,,,,
500000,重庆市,2018,819216,424090,177869,200761,16496
500000,重庆市,2017,606762,283296,135181,170407,17878
500000,重庆市,2016,557574,321919,60530,115054,60071
500000,重庆市,2015,620641,385835,44521,83279,95626
500000,重庆市,2014,463092,321367,31913,43476,56082
500000,重庆市,2013,474109,355200,34204,11503,58731
500000,重庆市,2012,516676,386252,28966,22085,56047
500000,重庆市,2011,424075,314258,19767,13313,76737
500000,重庆市,2010,577434,,,,
500000,重庆市,2009,573208,,,,
500000,重庆市,2008,347879,,,,
500000,重庆市,2007,223925,,,,
500000,重庆市,2006,228305,,,,
500000,重庆市,2005,211195,,,,
500000,重庆市,2004,188110,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,,,,,
510000,四川省,2018,2790807,946125,149219,1643333,52130
510000,四川省,2017,2757320,1040776,159228,1505223,52093
510000,四川省,2016,2680872,972380,120930,1503719,83843
510000,四川省,2015,2260027,877312,80517,1103698,142195
510000,四川省,2014,2403437,987846,80985,1137631,147721
510000,四川省,2013,1901917,712489,59752,838544,228181
510000,四川省,2012,1773551,676745,48765,676222,321319
510000,四川省,2011,1433823,650013,47714,397523,338573
510000,四川省,2010,1715300,,,,
510000,四川省,2009,1605475,,,,
510000,四川省,2008,1228731,,,,
510000,四川省,2007,944056,,,,
510000,四川省,2006,516142,,,,
510000,四川省,2005,469701,,,,
510000,四川省,2004,428720,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,,,,,
520000,贵州省,2018,2535121,1155027,167043,1124933,88118
520000,贵州省,2017,1503286,601284,209003,673933,19066
520000,贵州省,2016,620938,581658,10159,5458,23663
520000,贵州省,2015,450848,411823,11992,3000,22230
520000,贵州省,2014,402000,352282,11854,12000,23626
520000,贵州省,2013,390000,345969,13425,900,26686
520000,贵州省,2012,380000,337116,9353,800,27712
520000,贵州省,2011,381500,332264,10309,4870,34057
520000,贵州省,2010,332761,,,,
520000,贵州省,2009,331912,,,,
520000,贵州省,2008,271589,,,,
520000,贵州省,2007,227150,,,,
520000,贵州省,2006,198227,,,,
520000,贵州省,2005,198246,,,,
520000,贵州省,2004,187258,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,,,,,
530000,云南省,2018,1383232,952081,324940,78648,27563
530000,云南省,2017,1247752,800894,276295,135333,35230
530000,云南省,2016,1077250,707370,150734,84388,134758
530000,云南省,2015,1210178,627336,111431,303089,145280
530000,云南省,2014,904811,544312,82849,133286,126602
530000,云南省,2013,854863,493739,77968,58284,152074
530000,云南省,2012,850074,456436,66697,74562,181951
530000,云南省,2011,734802,317230,78926,59703,278943
530000,云南省,2010,459922,,,,
530000,云南省,2009,372359,,,,
530000,云南省,2008,315300,,,,
530000,云南省,2007,269452,,,,
530000,云南省,2006,193152,,,,
530000,云南省,2005,201479,,,,
530000,云南省,2004,176913,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,347444,189808,80283,10182,67171
540000,西藏自治区,2017,360247,72539,262108,12105,13495
540000,西藏自治区,2016,365069,314372,50697,,
540000,西藏自治区,2015,310030,295348,8164,1826,1859
540000,西藏自治区,2014,188309,128958,13830,,900
540000,西藏自治区,2013,166755,149535,6340,1454,7403
540000,西藏自治区,2012,165894,137169,8707,9466,7866
540000,西藏自治区,2011,148938,135227,8801,3597,1313
540000,西藏自治区,2010,78515,,,,
540000,西藏自治区,2009,25250,,,,
540000,西藏自治区,2008,39543,,,,
540000,西藏自治区,2007,39543,,,,
540000,西藏自治区,2006,3491.5,,,,
540000,西藏自治区,2005,5832,,,,
540000,西藏自治区,2004,9318,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,,,,,
610000,陕西省,2018,1372268,889436,161058,292660,29114
610000,陕西省,2017,1293529,824993,147830,294976,25730
610000,陕西省,2016,1330824,907845,73310,242340,107329
610000,陕西省,2015,1144133,638939,35728,163395,270182
610000,陕西省,2014,1091744,693360,38482,137308,193046
610000,陕西省,2013,1012633,625860,29883,68122,225208
610000,陕西省,2012,749288,518325,56733,60306,62826
610000,陕西省,2011,498242,368071,17532,31209,81430
610000,陕西省,2010,376174,,,,
610000,陕西省,2009,401925,,,,
610000,陕西省,2008,314811,,,,
610000,陕西省,2007,134381,,,,
610000,陕西省,2006,141470,,,,
610000,陕西省,2005,144716.56,,,,
610000,陕西省,2004,135619,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,1384743,716295,289111,367574,11763
620000,甘肃省,2017,1065849,556496,266823,233737,8793
620000,甘肃省,2016,993682,564417,69038,152807,207420
620000,甘肃省,2015,913962,500769,67116,113770,201455
620000,甘肃省,2014,837211,396063,45636,158734,183622
620000,甘肃省,2013,784173,359383,42263,157491,177255
620000,甘肃省,2012,756920,375675,46857,101114,169451
620000,甘肃省,2011,608123,293594,65471,6606,242452
620000,甘肃省,2010,722797,,,,
620000,甘肃省,2009,466615,,,,
620000,甘肃省,2008,367149,,,,
620000,甘肃省,2007,254377,,,,
620000,甘肃省,2006,233372,,,,
620000,甘肃省,2005,253385,,,,
620000,甘肃省,2004,207182,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,,,,,
630000,青海省,2018,430816,291804,56397,8506,74109
630000,青海省,2017,427591,254357,54496,90329,28409
630000,青海省,2016,330888,239443,16710,49382,25353
630000,青海省,2015,348088,276998,17778,34580,
630000,青海省,2014,281662,203853,18069,26635,29205
630000,青海省,2013,268967,201321,11519,28708,25156
630000,青海省,2012,227158,152390,10686,39213,22606
630000,青海省,2011,165341,120814,8752,13779,21996
630000,青海省,2010,147661,,,,
630000,青海省,2009,119745,,,,
630000,青海省,2008,101537,,,,
630000,青海省,2007,94739,,,,
630000,青海省,2006,64619,,,,
630000,青海省,2005,72868,,,,
630000,青海省,2004,59245,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,201418,164455,17465,12075,7423
640000,宁夏回族自治区,2017,240567,192676,14856,24035,9000
640000,宁夏回族自治区,2016,309983,167338,35233,67934,39478
640000,宁夏回族自治区,2015,173236,148050,7674,11525,4008
640000,宁夏回族自治区,2014,164160,132263,9345,15029,4051
640000,宁夏回族自治区,2013,186810,118161,7995,48964,9058
640000,宁夏回族自治区,2012,138955,115963,8744,4313,208
640000,宁夏回族自治区,2011,188696,134851,5967,6156,41722
640000,宁夏回族自治区,2010,146527,,,,
640000,宁夏回族自治区,2009,108396,,,,
640000,宁夏回族自治区,2008,104375,,,,
640000,宁夏回族自治区,2007,33401,,,,
640000,宁夏回族自治区,2006,27935.8,,,,
640000,宁夏回族自治区,2005,38195.5,,,,
640000,宁夏回族自治区,2004,35148,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,1093882,650638,210456,138766,94022
650000,新疆维吾尔自治区,2017,1177899,694256,236462,204535,42646
650000,新疆维吾尔自治区,2016,1132655,625116,98989,287298,121252
650000,新疆维吾尔自治区,2015,974063,624610,71815,126242,128442
650000,新疆维吾尔自治区,2014,730509,453909,66438,91207,106425
650000,新疆维吾尔自治区,2013,695760,424264,72392,50003,134715
650000,新疆维吾尔自治区,2012,663078,366027,46409,132125,90087
650000,新疆维吾尔自治区,2011,463570,247213,51393,62347,102617
650000,新疆维吾尔自治区,2010,298387,,,,
650000,新疆维吾尔自治区,2009,282271,,,,
650000,新疆维吾尔自治区,2008,217080,,,,
650000,新疆维吾尔自治区,2007,187240,,,,
650000,新疆维吾尔自治区,2006,147114,,,,
650000,新疆维吾尔自治区,2005,138149,,,,
650000,新疆维吾尔自治区,2004,102334,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
