省份编码,省份,年份,森林病虫鼠害发生面积(万公顷),森林病虫鼠害防治面积(万公顷),森林病虫鼠害防治率(%),森林病害发生面积(万公顷),森林病害防治面积(万公顷),森林病害防治率(%),森林虫害发生面积(万公顷),森林虫害防治面积(万公顷),森林虫害防治率(%),森林鼠(兔)害发生面积(万公顷),森林鼠(兔)害防治面积(万公顷),森林鼠(兔)害防治率(%)
110000,北京市,2019,3.5793,3.5792,100,0.1445,0.1445,,3.4348,3.4347,,,,
110000,北京市,2018,2.9117,2.9117,100,0.1338,0.1338,,2.7779,2.7779,,,,
110000,北京市,2017,3.022168,2.988835,98.8970500647218,0.171933,0.171933,,2.850235,2.816902,,,,
110000,北京市,2016,3.753405,3.753406,100.000026642475,0.207701,0.207701,,3.545704,3.545705,,,,
110000,北京市,2015,3.94563333333333,3.94563333333332,99.9999999999997,0.200666666666667,0.200666666666667,,3.74496666666667,3.74496666666666,,,,
110000,北京市,2014,3.95743334,3.95743334,100,0.19753333,0.19753334,,3.75988001,3.7599,,,,
110000,北京市,2013,4.03288666666667,4.03288666666667,100,0.162266666666667,0.162266666666667,,3.87062,3.87062,,,,
110000,北京市,2012,4.0259,4.0259,100,0.24,0.24,,3.7859,3.7859,,,,
110000,北京市,2011,3.8297,3.8096,99.4751547118573,0.2588,0.2588,100,3.5709,3.5508,99.4371166932706,,,
110000,北京市,2010,3.9561,3.9333,99.4236748312732,0.204,0.204,100,3.7521,3.7293,99.3923402894379,,,
110000,北京市,2009,3.923334,3.9,99.4052507382752,0.074,0.074,100,3.849334,3.826,99.393817216173,,,
110000,北京市,2008,3.8599,3.84,99.48444260214,0.1346,0.1346,100,3.7253,3.7054,99.4658148337047,,,
110000,北京市,2007,3.7714,3.762,99.7507556875431,,,100,3.7247,3.7153,99.7476306816656,,,
110000,北京市,2006,3.7334,3.6668,98.2161032838699,,,,3.7334,3.6668,98.2161032838699,,,
110000,北京市,2005,3.6027,3.4606,96.0557359757959,0.0147,0.0133,90.4761904761905,3.588,3.4473,96.0785953177258,,,
110000,北京市,2004,3.558667,4.354,100,0.064,0.097333,100,3.494667,4.256667,100.0,,,
110000,北京市,2003,,,,,,,,,,,,
110000,北京市,2002,,,,,,,,,,,,
110000,北京市,2001,,,,,,,,,,,,
110000,北京市,2000,,,,,,,,,,,,
120000,天津市,2019,5.1239,5.1238,100,0.6691,0.6691,,4.4548,4.4547,,,,
120000,天津市,2018,5.1061,5.106,99.9980415581363,0.6663,0.6662,,4.4398,4.4398,,,,
120000,天津市,2017,4.932587,4.777706,96.8600452460342,0.688909,0.688908,,4.243678,4.088798,,,,
120000,天津市,2016,4.70445333333333,4.70194,99.9465754434097,0.690573333333333,0.68844,,4.01388,4.0135,,,,
120000,天津市,2015,4.63021333333333,4.62281333333333,99.8401801500866,0.654266666666667,0.647933333333333,,3.97594666666667,3.97488,,,,
120000,天津市,2014,4.768566,4.768033,99.988822635568,0.686333,0.686,,4.082213,4.082033,,,,
120000,天津市,2013,4.995667,4.9956,99.9986588377488,0.724134,0.724134,,4.271533,4.271466,,,,
120000,天津市,2012,4.9582,4.9582,100,0.7094,0.7094,,4.2488,4.2488,,,,
120000,天津市,2011,4.5055,4.5049,99.9866829430696,0.597,0.597,100,3.9085,3.9079,99.9846488422669,,,
120000,天津市,2010,4.6686,4.6687,100.002141969755,0.5633,0.5634,100,4.1053,4.1053,100.0,,,
120000,天津市,2009,3.652667,3.829334,100,0.424,0.466667,100,3.228667,3.362667,100.0,,,
120000,天津市,2008,3.1613,3.1613,100,0.0887,0.0887,100,3.0726,3.0726,100.0,,,
120000,天津市,2007,2.8253,2.7933,98.8673769157258,0.3453,0.3434,99.449753837243,2.48,2.4499,98.7862903225807,,,
120000,天津市,2006,2.0,1.8667,93.335,0.2,0.2,100,1.8,1.6667,92.5944444444444,,,
120000,天津市,2005,3.0014,2.774,92.4235356833478,0.1294,0.1273,98.3771251931994,2.872,2.6467,92.1552924791086,,,
120000,天津市,2004,2.786667,4.720667,100,0.122,0.218,100,2.664666,4.502666,100.0,,,
120000,天津市,2003,,,,,,,,,,,,
120000,天津市,2002,,,,,,,,,,,,
120000,天津市,2001,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,
130000,河北省,2019,48.2171,44.5464,92.39,1.8255,1.7792,,42.7709,39.7407,,3.6207,3.0265,
130000,河北省,2018,46.8626,44.0897,94.0829147337109,2.0979,2.023,,40.9547,38.7284,,3.81,3.3383,
130000,河北省,2017,47.297301,44.689279,94.4858967745326,2.368456,2.304982,,40.438231,38.655944,,4.490614,3.728353,
130000,河北省,2016,47.2581,42.8668,90.707836328587,2.3999,2.1748,,41.7291,37.8734,,3.1291,2.8186,
130000,河北省,2015,48.2497,37.8954533333333,78.5402879879737,2.78509333333333,2.35969333333333,,41.599,31.96838,,3.86560666666667,3.56738,
130000,河北省,2014,53.1803,44.6126,83.8893349605023,2.7884,2.4448,,46.0149,38.45354,,4.377,3.7143,
130000,河北省,2013,54.29258,44.3911933333334,81.762910020731,3.03126,2.70861333333334,,48.8479666666666,39.60168,,2.41335333333334,2.0809,
130000,河北省,2012,53.6035,41.6275,77.658175305717,2.9783,2.7184,,49.4898,38.0358,,1.1354,0.8733,
130000,河北省,2011,55.7708,46.1006,82.6608189231641,4.0742,3.7545,92.1530607235776,50.4643,41.1997,81.6412790824404,1.2323,1.1464,93.0292948145744
130000,河北省,2010,57.796,59.9905,100,3.3374,3.1093,93.1653382872895,53.0913,55.6293,100.0,1.3673,1.2519,91.5600087764207
130000,河北省,2009,50.876001,57.457999,100,3.435334,2.984666,86.8813920276748,46.596,53.681333,100.0,0.844667,0.792,93.764761734506
130000,河北省,2008,40.1694,38.4833,95.8025263011148,2.2627,2.0487,90.5422725062978,36.8953,35.5339,96.3100991183159,1.0114,0.9007,89.0547755586316
130000,河北省,2007,37.6302,34.1807,90.8331605997311,1.9941,1.9287,96.720324958628,34.814,31.5053,90.4960648015166,0.8221,0.7467,90.828366378786
130000,河北省,2006,37.8668,30.6668,80.9864101873419,2.5334,1.8667,73.6835872740191,34.6,28.4001,82.0812138728324,0.7334,0.4,54.5404963185165
130000,河北省,2005,34.1526,28.8513,84.4776093181778,1.6447,1.17,71.137593482094,31.8759,27.1653,85.222064318184,0.632,0.516,81.6455696202532
130000,河北省,2004,30.928667,26.7959,87,1.592667,1.228,77,28.796,25.1546,87.0,0.539999,0.413333,77.0
130000,河北省,2003,,,,,,,,,,,,
130000,河北省,2002,,,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,
140000,山西省,2019,23.0585,18.0961,78.48,1.5545,0.7961,,15.5054,12.6965,,5.7926,4.4182,
140000,山西省,2018,23.9252,19.5324,81.6394429304666,1.6635,0.8735,,16.634,13.8342,,5.4678,4.6742,
140000,山西省,2017,23.595797,18.355877,77.7929942353717,0.705644,0.600711,,17.433282,14.158398,,5.156071,3.426101,
140000,山西省,2016,23.05518,15.3854,66.7329424450384,0.4128,0.2183,,17.73158,12.6283,,4.7865,2.4191,
140000,山西省,2015,23.8999866666667,11.90018,49.7915758948819,0.303553333333333,0.202693333333333,,19.0091466666667,9.29242,,4.52062,2.3384,
140000,山西省,2014,24.2091,11.2292,46.3842108959028,0.6788,0.6097,,18.8453,8.345,,4.5521,2.2078,
140000,山西省,2013,24.0937,12.9357,53.689138654503,0.6683,0.5954,,19.1242,10.6731,,4.1912,1.6052,
140000,山西省,2012,23.9185,14.9727,62.5988251771641,0.3433,0.2232,,19.0002,12.6123,,4.575,2.1372,
140000,山西省,2011,24.2007,9.3146,38.4889693273335,0.3061,0.2179,71.1858869650441,19.2385,7.8381,40.7417418197884,4.6561,1.2586,27.0312063744335
140000,山西省,2010,23.5419,15.0113,63.7641821603184,1.9773,1.6886,85.399281848986,16.9953,10.2901,60.5467393926556,4.5693,3.0326,66.3690280786991
140000,山西省,2009,28.014666,20.337999,72.5976850839485,0.258666,0.212666,82.2164490114665,23.834,16.926666,71.0189896786104,3.922,3.198667,81.5570372259051
140000,山西省,2008,30.7201,13.9652,45.4594874365643,0.5493,0.3866,70.3804842526852,25.9121,12.1993,47.0795497084374,4.2587,1.3793,32.3878178786954
140000,山西省,2007,33.8185,14.0586,41.570737909724,0.246,0.1526,62.0325203252033,29.0686,11.4433,39.3665329599637,4.5039,2.4627,54.6792779591021
