省份编码,省份,年份,出版物发行机构数(处),国有书店及国有发行点数(处),供销社数(处),出版社数(处),网上书店数(处),文化教育广电邮政系统数(处),新华书店系统外批发网点数(处),集体个体零售数(处),新华书店系统出版社自办发行从业人数(人),国有书店及国有发行点从业人数(人)
110000,北京市,2019,,,,,,,,,,
110000,北京市,2018,11858,95,,18,,2347,2543,6855,3531,3019
110000,北京市,2017,8922,93,,18,,2347,1960,4504,3645,3133
110000,北京市,2016,8953,124,,18,,2347,1960,4504,5146,4634
110000,北京市,2015,8953,124,,18,,2347,1960,4504,5146,4634
110000,北京市,2014,9555,124,,18,,2347,1960,5106,5146,4634
110000,北京市,2013,9232,124,,18,602,2347,1865,4276,5146,4634
110000,北京市,2012,8998,124,,17,538,2053,1773,4493,498,3951
110000,北京市,2011,8773,124,,17,62,2400,1418,4752,4766,4263
110000,北京市,2010,8429,188,,,131,2483,1194,4433,5439,3805
110000,北京市,2009,,,,,,,,,,
110000,北京市,2008,,,,,,,,,,
110000,北京市,2007,,,,,,,,,,
110000,北京市,2006,,,,,,,,,,
110000,北京市,2005,,,,,,,,,,
110000,北京市,2004,,,,,,,,,,
110000,北京市,2003,,,,,,,,,,
110000,北京市,2002,,,,,,,,,,
110000,北京市,2001,,,,,,,,,,
110000,北京市,2000,,,,,,,,,,
120000,天津市,2019,,,,,,,,,,
120000,天津市,2018,2477,67,,12,,521,275,1602,1195,1028
120000,天津市,2017,2477,67,,12,,521,275,1602,1195,1028
120000,天津市,2016,2383,68,,13,,,189,2113,1343,1237
120000,天津市,2015,2383,68,,13,,,189,2113,1343,1237
120000,天津市,2014,2415,63,,13,,,170,2169,1402,1292
120000,天津市,2013,2807,67,,13,,,160,2567,1525,1402
120000,天津市,2012,3060,71,,13,,,158,2818,126,1703
120000,天津市,2011,2962,79,,13,,,160,2710,1894,1780
120000,天津市,2010,2689,104,,24,,,154,2407,2132,1924
120000,天津市,2009,,,,,,,,,,
120000,天津市,2008,,,,,,,,,,
120000,天津市,2007,,,,,,,,,,
120000,天津市,2006,,,,,,,,,,
120000,天津市,2005,,,,,,,,,,
120000,天津市,2004,,,,,,,,,,
120000,天津市,2003,,,,,,,,,,
120000,天津市,2002,,,,,,,,,,
120000,天津市,2001,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,
130000,河北省,2019,,,,,,,,,,
130000,河北省,2018,8923,299,,9,,2434,236,5945,7480,6587
130000,河北省,2017,8222,469,,9,,2460,225,5059,7316,6415
130000,河北省,2016,7426,469,,9,,1965,203,4780,7289,6415
130000,河北省,2015,7002,462,,9,,1455,194,4882,7292,6377
130000,河北省,2014,7273,376,,8,,2107,214,4568,7593,6796
130000,河北省,2013,7272,376,,7,,2107,214,4568,7579,6796
130000,河北省,2012,7272,376,,7,,2107,214,4568,783,7585
130000,河北省,2011,5234,340,,7,,874,381,3632,3356,2573
130000,河北省,2010,6025,250,,7,,1436,215,4117,3008,2883
130000,河北省,2009,,,,,,,,,,
130000,河北省,2008,,,,,,,,,,
130000,河北省,2007,,,,,,,,,,
130000,河北省,2006,,,,,,,,,,
130000,河北省,2005,,,,,,,,,,
130000,河北省,2004,,,,,,,,,,
130000,河北省,2003,,,,,,,,,,
130000,河北省,2002,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,
140000,山西省,2019,,,,,,,,,,
140000,山西省,2018,3012,530,,7,,335,187,1953,4676,4027
140000,山西省,2017,2888,422,,7,,340,162,1957,4648,3997
140000,山西省,2016,2975,397,,7,,302,143,2126,5993,5320
140000,山西省,2015,3053,408,,7,,329,133,2176,6172,5500
140000,山西省,2014,2832,392,,7,,309,147,1977,6085,5468
140000,山西省,2013,2830,396,6,7,,363,136,1922,5920,5483
140000,山西省,2012,2945,396,12,,,445,123,1969,,5579
140000,山西省,2011,3225,412,26,,,445,122,2220,5880,5850
140000,山西省,2010,2908,409,30,,,535,117,1817,6086,6053
140000,山西省,2009,,,,,,,,,,
140000,山西省,2008,,,,,,,,,,
140000,山西省,2007,,,,,,,,,,
140000,山西省,2006,,,,,,,,,,
140000,山西省,2005,,,,,,,,,,
140000,山西省,2004,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,,
150000,内蒙古自治区,2018,2638,229,,7,,,1080,1322,2066,2000
150000,内蒙古自治区,2017,1317,96,,7,,,63,1151,2150,2010
150000,内蒙古自治区,2016,1171,96,,7,,,56,1012,2138,2006
150000,内蒙古自治区,2015,1242,96,,7,,,59,1080,2030,1901
150000,内蒙古自治区,2014,1329,179,,7,,,60,1083,1263,1191
150000,内蒙古自治区,2013,1707,179,,7,,,71,1450,2398,2342
150000,内蒙古自治区,2012,1942,227,,7,,,49,1659,59,2121
150000,内蒙古自治区,2011,1946,227,,7,,,49,1663,2132,2072
150000,内蒙古自治区,2010,2180,227,,7,,,45,1901,2567,2510
150000,内蒙古自治区,2009,,,,,,,,,,
150000,内蒙古自治区,2008,,,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,,
210000,辽宁省,2018,3582,128,,10,,52,286,3106,3045,2950
210000,辽宁省,2017,4319,136,,33,,356,290,3504,4456,3669
210000,辽宁省,2016,4999,136,,33,,1003,323,3504,4508,3725
210000,辽宁省,2015,5885,136,,33,,1003,403,4310,4557,3777
210000,辽宁省,2014,6112,291,,12,,481,417,4911,6130,5834
210000,辽宁省,2013,6008,294,,12,,483,366,4853,6190,5893
210000,辽宁省,2012,5964,294,,12,,487,284,4887,295,5899
210000,辽宁省,2011,4848,208,,12,,487,277,3864,6194,5899
210000,辽宁省,2010,5372,209,322,12,,526,298,4005,6260,5978
210000,辽宁省,2009,,,,,,,,,,
210000,辽宁省,2008,,,,,,,,,,
210000,辽宁省,2007,,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,,
210000,辽宁省,2004,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,
220000,吉林省,2019,,,,,,,,,,
220000,吉林省,2018,1505,95,,14,,275,177,944,4115,2325
220000,吉林省,2017,1590,88,,14,,275,175,1038,4272,2438
220000,吉林省,2016,1472,100,,14,,275,167,916,4391,2510
220000,吉林省,2015,2226,103,,14,,960,162,987,4702,3102
220000,吉林省,2014,2344,103,,14,,985,157,1085,4702,3102
220000,吉林省,2013,3331,113,,4,19,985,258,1952,3520,3428
220000,吉林省,2012,2600,113,,4,16,243,227,1997,98,2869
220000,吉林省,2011,2597,111,,4,14,243,237,1988,2909,2817
220000,吉林省,2010,2569,119,,17,17,231,237,1948,2547,2547
220000,吉林省,2009,,,,,,,,,,
220000,吉林省,2008,,,,,,,,,,
220000,吉林省,2007,,,,,,,,,,
220000,吉林省,2006,,,,,,,,,,
220000,吉林省,2005,,,,,,,,,,
220000,吉林省,2004,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,,
230000,黑龙江省,2018,2630,219,10,3,,336,127,1935,2738,2702
230000,黑龙江省,2017,2495,211,59,3,,363,129,1730,2880,2848
230000,黑龙江省,2016,2541,172,75,5,,469,129,1691,2953,2903
230000,黑龙江省,2015,2186,173,53,5,,350,129,1476,3057,2955
230000,黑龙江省,2014,2185,189,67,5,,377,129,1418,2769,2667
230000,黑龙江省,2013,2326,197,101,5,1,388,138,1496,3514,3460
230000,黑龙江省,2012,3031,239,59,5,1,582,138,2007,65,3880
230000,黑龙江省,2011,3031,239,59,5,1,582,138,2007,3943,3821
230000,黑龙江省,2010,2817,240,73,5,1,10,146,2348,3959,3905
230000,黑龙江省,2009,,,,,,,,,,
230000,黑龙江省,2008,,,,,,,,,,
230000,黑龙江省,2007,,,,,,,,,,
230000,黑龙江省,2006,,,,,,,,,,
230000,黑龙江省,2005,,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,
310000,上海市,2018,3223,89,,73,,536,898,1627,2281,1666
310000,上海市,2017,3360,91,,73,,1103,356,1737,2376,1773
310000,上海市,2016,3512,99,,73,,1367,335,1638,2530,1925
310000,上海市,2015,5486,104,,76,,1723,341,3242,1868,1246
310000,上海市,2014,7785,170,,80,,2214,329,4992,2494,1814
310000,上海市,2013,8594,181,,71,76,2114,345,5807,3083,1822
310000,上海市,2012,8526,144,,71,24,2285,345,5657,661,2484
310000,上海市,2011,8982,150,,45,14,2390,389,5994,3324,2838
310000,上海市,2010,9327,145,,45,15,2390,388,6344,3322,2836
310000,上海市,2009,,,,,,,,,,
310000,上海市,2008,,,,,,,,,,
310000,上海市,2007,,,,,,,,,,
310000,上海市,2006,,,,,,,,,,
310000,上海市,2005,,,,,,,,,,
310000,上海市,2004,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,
320000,江苏省,2018,16428,887,,18,,1538,438,13547,5778,5638
320000,江苏省,2017,16513,891,,18,,2376,335,12893,5867,5726
320000,江苏省,2016,15101,885,,18,,2070,327,11801,8514,8373
320000,江苏省,2015,14018,875,,18,,2180,303,10642,8823,8684
320000,江苏省,2014,14177,896,,18,,2220,276,10767,7038,6896
320000,江苏省,2013,14428,884,,18,2,2414,238,10872,5734,5596
320000,江苏省,2012,14497,875,,18,2,2470,232,10900,142,6028
320000,江苏省,2011,12045,906,,18,2,1683,239,9197,6107,5969
320000,江苏省,2010,11909,905,,11,1,1645,173,9174,6783,6658
320000,江苏省,2009,,,,,,,,,,
320000,江苏省,2008,,,,,,,,,,
320000,江苏省,2007,,,,,,,,,,
320000,江苏省,2006,,,,,,,,,,
320000,江苏省,2005,,,,,,,,,,
320000,江苏省,2004,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,
330000,浙江省,2018,11332,741,,10,,2201,471,7909,6608,6495
330000,浙江省,2017,11234,775,,10,,2201,339,7909,7969,7856
330000,浙江省,2016,11244,784,,10,,2201,269,7980,8527,8414
330000,浙江省,2015,11444,697,,10,,2481,302,7954,7739,7637
330000,浙江省,2014,11453,649,,15,,2551,304,7934,7662,7553
330000,浙江省,2013,11004,600,,15,1,2208,316,7864,7344,7195
330000,浙江省,2012,11057,558,,10,1,2607,321,7560,82,7036
330000,浙江省,2011,11066,477,,14,1,2614,367,7593,6805,6695
330000,浙江省,2010,10971,387,,14,1,2242,423,7979,5902,5792
330000,浙江省,2009,,,,,,,,,,
330000,浙江省,2008,,,,,,,,,,
330000,浙江省,2007,,,,,,,,,,
330000,浙江省,2006,,,,,,,,,,
330000,浙江省,2005,,,,,,,,,,
330000,浙江省,2004,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,
340000,安徽省,2018,8034,617,,11,,1937,1510,3959,6000,5759
340000,安徽省,2017,8200,586,,11,,3457,370,3776,5573,5508
340000,安徽省,2016,7701,650,,11,,3457,317,3266,5268,5203
340000,安徽省,2015,7975,607,,11,,3457,302,3598,5073,5008
340000,安徽省,2014,8742,630,,11,,3657,305,4139,5075,4923
340000,安徽省,2013,8568,651,,11,3,3582,301,4020,4948,4796
340000,安徽省,2012,8588,649,,11,12,3560,306,4050,150,4773
340000,安徽省,2011,8858,607,,11,2,3580,329,4329,3832,3932
340000,安徽省,2010,7723,579,,11,1,3576,330,3226,5029,4878
340000,安徽省,2009,,,,,,,,,,
340000,安徽省,2008,,,,,,,,,,
340000,安徽省,2007,,,,,,,,,,
340000,安徽省,2006,,,,,,,,,,
340000,安徽省,2005,,,,,,,,,,
340000,安徽省,2004,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,
350000,福建省,2018,3842,123,,18,,711,177,2813,3735,3665
350000,福建省,2017,3957,110,,18,,1183,168,2478,3434,3364
350000,福建省,2016,4029,110,,18,,1183,152,2566,3150,3078
350000,福建省,2015,4038,110,,18,,1168,148,2594,3148,3080
350000,福建省,2014,4289,183,,5,,1170,291,2640,3805,3800
350000,福建省,2013,4330,223,,3,8,1126,372,2598,3886,3860
350000,福建省,2012,4387,233,,5,9,1083,437,2620,34,3802
350000,福建省,2011,4340,233,,5,,1301,158,2643,3932,3832
350000,福建省,2010,3932,242,,3,1,1316,165,2209,3942,3900
350000,福建省,2009,,,,,,,,,,
350000,福建省,2008,,,,,,,,,,
350000,福建省,2007,,,,,,,,,,
350000,福建省,2006,,,,,,,,,,
350000,福建省,2005,,,,,,,,,,
350000,福建省,2004,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,
360000,江西省,2018,5902,292,,7,,2658,267,2678,2637,2528
360000,江西省,2017,3379,292,,6,,21,266,2794,3141,3040
360000,江西省,2016,3926,566,,6,,21,232,3101,3590,3495
360000,江西省,2015,3820,538,,7,,21,192,3062,3655,3532
360000,江西省,2014,3555,337,28,6,,21,176,2987,3570,3427
360000,江西省,2013,3455,333,28,6,,21,171,2896,3608,3450
360000,江西省,2012,3414,326,28,6,,21,157,2876,136,3074
360000,江西省,2011,3238,205,23,6,,21,159,2824,4026,3851
360000,江西省,2010,3030,209,28,6,,21,171,2595,4095,3974
360000,江西省,2009,,,,,,,,,,
360000,江西省,2008,,,,,,,,,,
360000,江西省,2007,,,,,,,,,,
360000,江西省,2006,,,,,,,,,,
360000,江西省,2005,,,,,,,,,,
360000,江西省,2004,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,
370000,山东省,2018,9046,541,,3,,500,447,7555,7770,7754
370000,山东省,2017,8992,485,,3,,690,346,7468,7630,7614
370000,山东省,2016,8891,485,,3,,690,252,7461,7641,7625
370000,山东省,2015,8838,485,,4,,690,244,7415,7659,7639
370000,山东省,2014,8020,485,,4,,690,201,6640,7654,7634
370000,山东省,2013,8233,529,,4,,890,191,6619,8008,7988
370000,山东省,2012,7127,520,,5,,905,161,5536,25,7822
370000,山东省,2011,7626,810,170,5,,920,161,5560,10318,10004
370000,山东省,2010,7598,813,188,6,,916,125,5550,10041,9996
370000,山东省,2009,,,,,,,,,,
370000,山东省,2008,,,,,,,,,,
370000,山东省,2007,,,,,,,,,,
370000,山东省,2006,,,,,,,,,,
370000,山东省,2005,,,,,,,,,,
370000,山东省,2004,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,
410000,河南省,2019,,,,,,,,,,
410000,河南省,2018,13352,1266,,12,,6102,467,5505,13980,12544
410000,河南省,2017,12362,1254,,12,,5917,376,4803,13942,12476
410000,河南省,2016,11992,1092,,12,,6102,333,4453,14039,12614
410000,河南省,2015,10430,1089,,12,,3167,319,5843,14009,12698
410000,河南省,2014,8596,1062,,12,,2290,323,4909,11965,10654
410000,河南省,2013,8574,1012,,12,,2290,290,4970,13461,13285
410000,河南省,2012,8938,1068,,12,,2310,280,5268,167,12479
410000,河南省,2011,8498,1050,,12,,2310,283,4843,14197,14030
410000,河南省,2010,8500,1400,,12,,2413,239,4436,14023,13894
410000,河南省,2009,,,,,,,,,,
410000,河南省,2008,,,,,,,,,,
410000,河南省,2007,,,,,,,,,,
410000,河南省,2006,,,,,,,,,,
410000,河南省,2005,,,,,,,,,,
410000,河南省,2004,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,
420000,湖北省,2019,,,,,,,,,,
420000,湖北省,2018,4052,96,,14,,263,693,2986,4761,4441
420000,湖北省,2017,4266,95,,14,,328,514,3315,4479,4158
420000,湖北省,2016,4413,95,,14,,480,515,3309,4506,4185
420000,湖北省,2015,4858,109,,14,,600,520,3615,4260,3939
420000,湖北省,2014,4676,99,,16,,600,500,3461,4316,4001
420000,湖北省,2013,4876,119,,14,6,600,530,3607,4565,4250
420000,湖北省,2012,4933,236,,16,6,664,404,3607,326,4888
420000,湖北省,2011,5560,234,3,16,,664,201,4442,5305,4963
420000,湖北省,2010,5404,335,,22,,664,188,4167,7795,7355
420000,湖北省,2009,,,,,,,,,,
420000,湖北省,2008,,,,,,,,,,
420000,湖北省,2007,,,,,,,,,,
420000,湖北省,2006,,,,,,,,,,
420000,湖北省,2005,,,,,,,,,,
420000,湖北省,2004,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,
430000,湖南省,2019,,,,,,,,,,
430000,湖南省,2018,10243,1322,,11,,4421,687,3802,8668,7291
430000,湖南省,2017,9995,1162,,13,,4570,235,4015,8533,7185
430000,湖南省,2016,9334,376,,13,,4687,210,4048,7996,6681
430000,湖南省,2015,9533,353,,13,,4742,186,4239,8277,6945
430000,湖南省,2014,8754,316,,13,,4588,181,3656,8100,6924
430000,湖南省,2013,6150,390,,14,,4580,163,1003,11022,9840
430000,湖南省,2012,7711,390,,14,,4682,125,2500,1230,9778
430000,湖南省,2011,8132,390,,14,,5003,174,2551,9778,8672
430000,湖南省,2010,8086,390,,10,4,5010,163,2509,7551,7342
430000,湖南省,2009,,,,,,,,,,
430000,湖南省,2008,,,,,,,,,,
430000,湖南省,2007,,,,,,,,,,
430000,湖南省,2006,,,,,,,,,,
430000,湖南省,2005,,,,,,,,,,
430000,湖南省,2004,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,
440000,广东省,2019,,,,,,,,,,
440000,广东省,2018,7296,345,,1,,,736,6214,5315,5313
440000,广东省,2017,7826,305,,25,,,724,6772,5149,5074
440000,广东省,2016,8154,265,,2,,,644,7243,5082,5007
440000,广东省,2015,8583,410,484,2,,,639,7048,7870,7854
440000,广东省,2014,10281,413,605,4,,,669,8590,8410,8381
440000,广东省,2013,12895,409,624,4,,,453,11405,8296,8267
440000,广东省,2012,13180,398,568,19,,,453,11742,183,9410
440000,广东省,2011,13142,416,635,19,,,489,11583,10211,8772
440000,广东省,2010,14487,537,798,20,,3293,343,9496,10410,10174
440000,广东省,2009,,,,,,,,,,
440000,广东省,2008,,,,,,,,,,
440000,广东省,2007,,,,,,,,,,
440000,广东省,2006,,,,,,,,,,
440000,广东省,2005,,,,,,,,,,
440000,广东省,2004,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,,
450000,广西壮族自治区,2018,4607,193,,17,,1180,228,2989,3665,3495
450000,广西壮族自治区,2017,5793,251,,8,,1670,208,3656,3707,3627
450000,广西壮族自治区,2016,5726,250,,6,,1670,144,3656,3505,3445
450000,广西壮族自治区,2015,3595,250,,3,,1670,142,1530,3410,3357
450000,广西壮族自治区,2014,4429,250,,3,,1728,78,2370,3983,3930
450000,广西壮族自治区,2013,4988,250,80,20,,1920,78,2640,4150,3930
450000,广西壮族自治区,2012,5007,255,81,20,,1924,78,2649,260,4293
450000,广西壮族自治区,2011,5051,255,81,23,,1924,119,2649,4568,4204
450000,广西壮族自治区,2010,4604,255,81,25,,1520,74,2649,4368,4088
450000,广西壮族自治区,2009,,,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,
460000,海南省,2019,,,,,,,,,,
460000,海南省,2018,1227,47,,6,,326,225,623,982,791
460000,海南省,2017,676,35,,5,,388,40,208,1165,1126
460000,海南省,2016,751,27,,5,,426,45,248,1242,1203
460000,海南省,2015,763,27,,5,,426,49,256,1239,1200
