省份编码,省份,年份,商品零售价格指数(上年=100),食品类商品零售价格指数(上年=100),粮食类商品零售价格指数(上年=100),油脂类商品零售价格指数(上年=100),肉禽及其制品类商品零售价格指数(上年=100),蛋类商品零售价格指数(上年=100),水产品类商品零售价格指数(上年=100),菜类商品零售价格指数(上年=100),干鲜瓜果类商品零售价格指数(上年=100),饮料烟酒类商品零售价格指数(上年=100),服装鞋帽类商品零售价格指数(上年=100),纺织品类商品零售价格指数(上年=100),家用电器及音像器材类商品零售价格指数(上年=100),文化办公用品类商品零售价格指数(上年=100),日用品类商品零售价格指数(上年=100),体育娱乐用品类商品零售价格指数(上年=100),交通、通信用品类商品零售价格指数(上年=100),家具类商品零售价格指数(上年=100),化妆品类商品零售价格指数(上年=100),金银珠宝类商品零售价格指数(上年=100),中西药品及医疗保健用品类商品零售价格指数(上年=100),书报杂志及电子出版物类商品零售价格指数(上年=100),燃料类商品零售价格指数(上年=100),建筑材料及五金电料类商品零售价格指数(上年=100)
110000,北京市,2019,100.46890737,105.6,99.6,,,103.8,98.4,100.6,108.8,101.1,101.7,99.5,94.8,98.3,98.3,99.6,97,100.8,101.6,110.9,101.7,104.7,96.4,100.3
110000,北京市,2018,101.12947613,103.22489202,101.44460158,,,115.76731208,100.61485394,111.88631469,102.73460816,101.66662536,99.48588599,100.63430735,96.55677653,98.46685761,100.01565823,99.37102038,97.46848629,103.25015657,101.89817763,98.73115077,101.6448703,103.0935118,111.21465004,103.11653126
110000,北京市,2017,99.21713149,100.47910814,100.85693174,,,95.76954438,104.39406028,91.14887287,102.56677126,100.46830303,97.6160475,97.8066796,96.75094661,96.67321765,98.48279295,99.90586719,94.25230778,104.62986464,102.11865931,102.83347971,102.64067716,100.87497575,107.01736529,103.11995097
110000,北京市,2016,98.07962964,103.1570633,99.10937661,,,96.73044884,103.93302339,109.94646494,98.17812694,100.75519788,100.18567405,95.532045,94.02022969,95.07628527,99.05062344,100.49957494,90.89023585,101.30349332,103.41830496,111.23992475,103.964523,101.2542894,96.71438383,100.95485294
110000,北京市,2015,98.51496,101.55753,101.48854,96.9178,102.69418,93.57323,101.88894,107.90958,92.05585,102.15732,103.63917,97.33227,96.15637,98.28508,99.09057,99.79923,96.12843,101.74536,99.91197,91.58241,101.57123,102.63738,85.69221,99.3426
110000,北京市,2014,99.09721211,103.31526253,102.21026483,96.88834728,99.93716856,109.4653502,106.09297468,96.33307167,111.6666763,100.2645103,100.29959319,95.86277304,94.657842,93.59895424,99.71863978,101.5738542,95.4674216,101.63620958,98.18571993,88.50823768,101.54347199,102.56093452,97.81890138,99.68727178
110000,北京市,2013,99.78519446,104.91039603,104.43803437,99.83514602,106.68016724,103.70555022,103.37596859,109.61266136,105.69209399,100.55320119,101.50044518,99.32344851,95.73853318,95.61408102,100.76189091,101.91568951,94.48359603,103.23791089,99.07079574,88.85135749,101.63210262,100.77456004,100.62769279,100.43757661
110000,北京市,2012,100.56487992,106.67137038,102.63480795,104.49471517,106.70177903,96.89815354,104.76868116,112.00185366,102.0971484,103.35797034,100.78001321,96.26390386,95.4285182,95.7384059,102.35514879,104.31082323,92.66205396,101.64248269,102.13263203,101.28084585,101.99920456,102.51214039,102.70211123,99.18977296
110000,北京市,2011,103.24592333,110.87476523,110.809354,114.19848312,121.78742237,109.93431627,109.46605739,98.1387431,110.67451993,103.5933248,102.60614259,107.36529776,95.17100837,93.03457429,102.76720639,102.68707857,95.2394833,104.17540993,101.62295877,120.87488425,103.29475214,101.07395937,110.86635689,103.74634982
110000,北京市,2010,100.4,105.7,109.6,100.9,101.2,107.7,110.6,124.1,109.6,101.4,98.4,100.5,92.9,92.6,100.5,92.9,92.4,99.4,101.1,120.3,100.9,98.8,109.9,101.5
110000,北京市,2009,97.83331,102.25373,105.64293,83.85448,95.15924,102.34436,104.57923,110.22534,106.3763,102.33024,98.37624,98.51546,90.45204,92.97451,103.47425,91.33342,89.81464,99.69621,101.31311,93.90094,100.5655,106.84663,97.39175,99.00526
110000,北京市,2008,104.41686,116.48682,108.91404,121.27068,125.14329,106.42066,120.21624,108.63561,114.68923,104.63046,99.05922,100.2969,94.77721,96.46341,103.88457,87.6512,91.29463,106.8219,101.62068,121.43102,100.67966,102.97792,111.70859,106.92856
110000,北京市,2007,100.79847077,109.61534424,107.41235947,117.33714421,128.63889839,118.63826143,108.80232547,109.81878062,102.00678408,101.45407304,99.9638574,97.78675822,95.96034175,96.90789751,100.94723241,87.61709483,89.08880542,101.36995394,100.50484277,109.04425934,100.17301059,99.40149542,104.058091,103.49541801
110000,北京市,2006,100.20301,103.47504,102.64806,101.44742,99.55737,104.14274,101.01217,112.29446,110.52605,100.4321,102.25832,99.88389,95.68971,97.46259,100.248,89.19751,88.95274,98.37667,99.82119,129.6521,99.90869,99.4722,111.94138,100.43157
110000,北京市,2005,99.7242,105.8735,106.1413,96.8844,104.0161,105.2935,107.2386,107.4329,104.3131,100.1922,101.2586,98.2201,97.5642,98.2433,99.9844,97.2857,88.4888,97.1617,104.1474,105.1487,95.3988,100.1806,109.8769,99.6357
110000,北京市,2004,99.2492,105.0748,120.5989,116.9505,110.0797,112.6759,107.0716,95.2281,102.3298,100.2206,98.9327,98.9562,94.2852,98.0934,99.6415,98.2058,90.8284,98.3486,98.6355,111.5105,98.1588,98.9926,107.9,99.3518
110000,北京市,2003,98.2251,103.0333,99.0848,114.0672,100.8148,96.9566,102.5821,137.1273,108.1757,100.726,97.1488,99.4894,94.6129,93.0491,93.3573,98.6934,92.7368,97.466,98.6459,108.5935,99.9279,97.198,109.8765,94.2041
110000,北京市,2002,98.4,99.0,99.9,95.3,,,94.4,,,101.2,95.3,103.5,94.1,,96.6,,,,98.6,105.2,100.5,95.5,107.6,
110000,北京市,2001,98.8,102.4,97.2,83.7,,,94.9,,,100.6,101.1,98.7,88.0,,97.8,,,,98.8,91.2,103.3,106.9,108.2,
110000,北京市,2000,98.9,97.5,92.0,85.8,,,107.3,,,101.9,102.9,98.3,92.1,,98.3,,,,95.3,89.6,113.6,107.9,109.4,
120000,天津市,2019,101.71548168,105.1,102.1,,,105.1,96.3,100.5,107.5,101.5,101.8,100.7,99.4,100.8,100.9,102.8,100.2,99.3,100.6,112.6,102.0,102.4,96.3,101.5
120000,天津市,2018,101.58196259,103.2290448,99.65410832,,,114.29374508,104.56439921,109.26910291,105.61147649,101.38408623,101.00754705,102.2339044,97.8229853,98.88596478,100.7606761,100.15065809,98.38938578,100.79775477,100.56206209,97.52813693,104.74302495,101.88035039,110.34204548,102.54185897
120000,天津市,2017,100.77065968,100.30301231,103.19502712,,,96.49677493,102.79035826,92.44954764,102.60314513,100.91267389,100.08083811,101.1631244,99.1563992,99.49275572,100.24246146,102.80298187,97.98061941,102.2558598,101.39448798,104.17924583,103.91688828,101.46173116,107.26705591,101.65081923
120000,天津市,2016,100.54831016,102.31459251,100.77544516,,,95.38741768,106.7112224,107.00202769,97.56169825,101.08971746,100.01537567,101.1653695,98.48101678,100.33591091,99.56199255,102.0775298,99.48744702,98.15534861,100.72111417,112.83494261,101.32270054,102.33519864,96.88309918,99.78698902
120000,天津市,2015,100.2881,101.73666,101.79339,98.09965,104.85038,90.84313,98.09472,106.75441,100.18653,101.98312,102.99126,104.51361,96.49546,97.21054,99.87448,102.70795,97.6739,101.07968,99.68077,87.60529,101.88899,101.87611,90.03085,99.37732
120000,天津市,2014,100.8691229,102.98574619,103.42106381,93.60710773,99.63542762,111.07754581,106.75381956,95.36129755,117.29477947,99.44087872,101.85614937,100.44362453,94.63123496,96.42267304,99.41602228,99.90303287,101.08383596,107.59897015,97.60004776,91.77946161,101.36294705,100.3591944,102.77793257,101.02405303
120000,天津市,2013,101.70546158,105.82210175,108.66137183,98.69323569,107.95688215,102.1889892,100.89729608,110.03644961,112.62963764,101.81818756,100.99707757,103.48651198,96.62644349,97.71382674,101.01646311,107.63308914,96.83528826,102.59760571,102.19114973,90.96982827,101.86946371,100.25156023,99.81403361,102.43423567
