省份编码,省份,年份,城市用水普及率(%),城市燃气普及率(%),每万人拥有公共交通车辆(标台),人均城市道路面积(平方米),人均公园绿地面积(平方米/人),每万人拥有公共厕所(座)
110000,北京市,2019,99.0605898123324,100,17.4110991957105,7.67721179624665,16.4,3.23538873994638
110000,北京市,2018,100.0,100,18.2354835247397,7.56574004507889,16.3,2.82816357196522
110000,北京市,2017,100.0,100,26.5538740274965,7.44,16.2,2.81093466908238
110000,北京市,2016,100.0,100,24.3110236220472,7.62,16.01,2.87188763566716
110000,北京市,2015,100.0,100,24.5806039303403,7.62,16.0,2.87639132981839
110000,北京市,2014,100.0,100,24.8364712210866,7.44,15.94,2.92038730500269
110000,北京市,2013,100.0,100,24.3860610377514,7.61,12.7242342885321,3.0480521615254
110000,北京市,2012,100.0,100,23.4333127768122,7.57,11.87,3.23653080675001
110000,北京市,2011,100.0,100,22.3828344918711,5.26,11.33,3.35669558223703
110000,北京市,2010,100.0,100,14.2422444984875,5.57,11.28,3.53876267868794
110000,北京市,2009,100.0,100,24.7459444965813,6.15,12.11,4.03673414666845
110000,北京市,2008,100.0,100,24.67,6.21,8.56,3.88367729831144
110000,北京市,2007,100.0,100,21.56,5.6,8.57,3.86477280962389
110000,北京市,2006,123.36,113.84,22.19,7.4,10.68,3.8192048012003
110000,北京市,2005,100.0,,17.6430429128739,10.5507152145644,,3.66384915474642
110000,北京市,2004,100.0,99.7472620050548,22.7506318449874,9.44608256107835,10.4852569502949,4.71609098567818
110000,北京市,2003,,,,,,
110000,北京市,2002,,,,,,
110000,北京市,2001,,,,,,
110000,北京市,2000,,,,,,
120000,天津市,2019,99.9984660694564,100,10.9291784268008,12.9753267272058,9.20532427291692,1.15811756043686
120000,天津市,2018,100.0,100,11.9292725996869,11.6679852869734,9.37537495855214,1.06723421318466
120000,天津市,2017,100.0,100,19.6434053607274,17.41,14.15,1.74164600307002
120000,天津市,2016,100.0,100,18.0865661798338,15.39,10.59,1.444542543799
120000,天津市,2015,100.0,100,16.3006718157305,16.02,10.13,1.51615556875828
120000,天津市,2014,100.0,100,18.1400907830996,16.71,9.73,1.53339521163651
120000,天津市,2013,100.0,100,18.9901455564596,18.74,10.9679655245156,1.79760720851038
120000,天津市,2012,100.0,100,17.3372753730309,17.88,10.54,1.8355122341818
120000,天津市,2011,100.0,100,15.1871049510099,17.05,10.3,2.00022748322311
120000,天津市,2010,100.0,100,12.0479773765216,14.89,8.56,2.01043410424353
120000,天津市,2009,100.0,100,15.378661880218,13.76,8.59,2.32351342895253
120000,天津市,2008,100.0,100,14.33,14.39,,2.23154204876217
120000,天津市,2007,100.0,100,12.72,11.94,,2.11328172994225
120000,天津市,2006,100.26,99.22,14.23,13.98,6.59,3.39589391135783
120000,天津市,2005,99.9968774395004,98.504293520687,11.2256049960968,10.4121779859485,8.38190476190476,3.23965651834504
120000,天津市,2004,100.0,98.4778481012658,10.6693037974684,9.33101265822785,8.06286392405063,3.30379746835443
120000,天津市,2003,,,,,,
120000,天津市,2002,,,,,,
120000,天津市,2001,,,,,,
120000,天津市,2000,,,,,,
130000,河北省,2019,99.9772303870834,99.4576692196233,13.1751190229766,19.9471330987373,14.2912543986752,3.04491823638998
130000,河北省,2018,99.6962227559638,99.276295389208,14.6154695145345,19.7639314451493,14.2295410230671,3.17652190822564
130000,河北省,2017,99.05,98.78,15.3429905682329,18.88,14.52,2.94911824070216
130000,河北省,2016,99.52,98.88,13.6849648520145,18.91,14.31,3.15421889573902
130000,河北省,2015,99.56,98.81,12.9433304786936,18.65,14.18,3.71969406136491
130000,河北省,2014,99.29,94.26,11.3427887272057,18.49,14.45,3.92398845705164
130000,河北省,2013,99.85,98.35,12.6212204097871,18.22,14.0544310722101,4.06554605132286
130000,河北省,2012,99.96,99.79,11.2864169029635,17.84,14.0,4.17869062256907
130000,河北省,2011,100.0,99.86,10.4413032786362,17.84,14.26,4.23418647283133
130000,河北省,2010,99.97,99.07,9.52833752328353,17.35,14.23,4.21904104414427
130000,河北省,2009,99.97,97.86,9.02222658679498,15.32,11.19,3.5398867393368
130000,河北省,2008,99.97,97.11,9.79,14.49,9.49,3.45682850346021
130000,河北省,2007,99.97,95.26,8.98,13.59,8.4,3.82672219567147
130000,河北省,2006,92.01,86.96,8.05,12.38,7.87,3.96892801657172
130000,河北省,2005,99.9516893626015,94.1966846825085,7.15299374981129,12.17089133126,7.7878106223014,4.33663456022223
130000,河北省,2004,99.9427222415729,93.2923100739193,6.88803746275011,11.6008204651883,7.27724757150045,4.47308332365804
130000,河北省,2003,,,,,,
130000,河北省,2002,,,,,,
130000,河北省,2001,,,,,,
130000,河北省,2000,,,,,,
140000,山西省,2019,99.2773306087867,96.4256938041483,11.2957379119008,17.2246588086754,12.6289881797869,2.18794388098383
140000,山西省,2018,99.6996608238614,98.2954888710527,10.5740103047407,16.8105791885664,12.2751728244828,2.12222423599064
140000,山西省,2017,97.81,98.34,9.74239204874708,15.92,11.98,2.08966231759355
140000,山西省,2016,99.29,97.92,9.41714346353499,14.77,11.86,3.13934259513092
140000,山西省,2015,98.85,97.31,8.53407425390917,13.52,11.61,2.93221116236411
140000,山西省,2014,98.54,95.77,8.84780303379593,13.34,11.3,2.98215685370464
140000,山西省,2013,98.14,96.1,9.90060619816344,12.88,11.1790979846985,3.18703246612005
140000,山西省,2012,97.64,95.18,8.47281241869742,11.79,10.82,3.0892569787722
140000,山西省,2011,97.48,94.63,7.86776908487435,11.21,10.17,3.13734787418998
140000,山西省,2010,97.26,89.94,6.82945480097549,10.66,9.36,3.32224197081801
140000,山西省,2009,95.38,87.3,7.08972740644919,10.02,8.21,3.32891703266324
140000,山西省,2008,93.27,82.64,6.85,9.54,7.64,4.05606353023065
140000,山西省,2007,92.96,79.5,6.62,8.55,7.13,4.17134147632253
140000,山西省,2006,89.58,74.56,5.73,9.06,6.63,4.44761695585328
140000,山西省,2005,90.3217202867145,68.2936044896372,5.24531866422181,7.9315441462466,6.02165916541646,4.6796688336945
140000,山西省,2004,85.6158202287751,68.6268979987817,4.76050808835142,7.30072422895562,4.98040520722875,4.70861629402342
140000,山西省,2003,,,,,,
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,99.2713986119819,95.7970293818779,11.5313601279917,23.3183577281474,18.7125483752405,7.81895228417616
150000,内蒙古自治区,2018,99.233421125886,94.7624247874778,10.1785828997238,22.7517290850303,18.5217233035695,8.14971842144708
150000,内蒙古自治区,2017,99.1,96.01,10.648927809588,23.89,19.66,7.23925002806781
150000,内蒙古自治区,2016,98.98,94.9,10.2612066439792,23.45,19.77,4.69112708751211
150000,内蒙古自治区,2015,98.47,94.09,9.10378543851233,22.61,19.28,4.76435245470952
150000,内蒙古自治区,2014,97.79,92.28,9.01472305543471,21.1,18.8,4.66535387997161
150000,内蒙古自治区,2013,96.23,87.93,8.5680047932894,19.69,16.9019975807454,4.8509445267192
150000,内蒙古自治区,2012,94.43,84.39,7.04875435917307,17.67,15.52,5.08171312652429
150000,内蒙古自治区,2011,91.39,82.23,7.19657855290395,15.77,14.47,5.10956720359752
150000,内蒙古自治区,2010,87.97,79.26,6.8897590792961,14.89,12.36,4.73006852749457
150000,内蒙古自治区,2009,87.89,75.51,7.49854874940057,13.62,11.65,5.19169127482901
150000,内蒙古自治区,2008,82.03,74.25,7.5,12.76,11.1,5.71939348070047
150000,内蒙古自治区,2007,81.45,75.6,6.9,12.23,10.63,6.03581603581604
150000,内蒙古自治区,2006,80.67,71.03,6.08,10.34,9.39,6.34972137969951
150000,内蒙古自治区,2005,83.8840525445412,68.1799744141783,5.61483977659209,10.1439982526756,7.77696652001622,6.57118786857624
150000,内蒙古自治区,2004,82.2135329741071,62.7930634368095,5.21672786228601,9.43509290607664,6.96921145073355,6.5646209845342
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,99.1557251449689,97.9530519656109,12.1364832325383,15.0614470707912,11.9677956571566,2.02162408093364
210000,辽宁省,2018,99.1570651252006,97.5173001726755,11.7241019350966,14.9298206697374,12.0420206079744,1.79982688953552
210000,辽宁省,2017,98.45,97.14,13.2299378832629,13.68,12.07,1.84186941799222
210000,辽宁省,2016,98.96,96.07,12.9091894870633,13.01,11.33,2.39669715311664
210000,辽宁省,2015,98.84,94.76,12.2956723379213,13.43,11.52,2.22048502841483
210000,辽宁省,2014,98.72,96.19,11.7922454721294,12.75,11.61,2.35317390539828
210000,辽宁省,2013,98.77,96.15,11.1919711830197,12.09,11.063723570448,2.36698613806845
210000,辽宁省,2012,98.45,96.02,11.1130701553326,11.55,10.89,2.46046158999947
210000,辽宁省,2011,98.36,95.46,11.0273598060571,11.27,10.56,2.67172789661238
210000,辽宁省,2010,97.44,94.19,9.34986072159927,11.19,10.21,2.9898745312064
210000,辽宁省,2009,97.23,93.74,10.3364194003124,10.41,9.76,3.30894959423934
210000,辽宁省,2008,96.89,92.38,10.58,9.95,9.37,3.8103909186006
210000,辽宁省,2007,96.94,91.99,10.02,9.61,9.03,3.89616803551938
210000,辽宁省,2006,92.14,87.95,9.28,8.51,7.93,4.06749668822376
210000,辽宁省,2005,93.8333706301871,88.106519814359,8.94492065499762,7.94773251345119,7.48536179569757,4.6998900553615
210000,辽宁省,2004,92.9856564913571,87.1614564178007,8.63699889665318,7.66718156184872,7.11681255363491,4.94152261860978
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,94.6997160416036,91.8020310799421,10.2229932651942,14.1321756777768,12.5402083452672,3.62271994500863
220000,吉林省,2018,93.8899552143314,93.0377151106518,10.7329757041849,13.8057155043719,13.446363830241,3.1399183030661
220000,吉林省,2017,94.85,92.99,11.1457046795664,14.3,11.37,2.93073281185673
220000,吉林省,2016,93.4,93,10.2648425852846,14.98,13.37,3.14478645970359
220000,吉林省,2015,93.64,92.46,10.6157746911736,14.52,12.51,3.11003355045801
220000,吉林省,2014,93.79,91.98,10.3248541100279,14.62,12.05,3.22862733553828
220000,吉林省,2013,93.84,91.43,10.2109771995637,13.61,11.7809082927608,3.51096567075496
220000,吉林省,2012,92.38,89.46,9.74965095143176,12.61,10.96,3.67401059000184
220000,吉林省,2011,92.71,88.28,9.309765212882,11.9,10.53,3.91431074870804
220000,吉林省,2010,89.6,85.64,9.74918374793013,12.39,10.27,4.52517050079052
220000,吉林省,2009,88.75,85.48,9.558852311426,10.94,9.82,5.40082984303441
220000,吉林省,2008,88.63,84.82,9.27,10.39,9.2,5.26980470604876
220000,吉林省,2007,88.03,82.38,8.68,9.56,8.27,5.0545476708043
220000,吉林省,2006,80.53,75.03,7.65,8.51,7.34,4.9224070666885
220000,吉林省,2005,83.2018390804598,76.2289655172414,7.28459770114943,7.77177011494253,6.79768275862069,4.93149425287356
220000,吉林省,2004,77.2459366043628,71.3253287375146,7.08511468916332,6.82307684983289,5.75400626529427,5.26265675137827
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,98.7912886445885,91.0850342827953,14.8123979250455,15.2239065838795,12.4285169543352,4.29092531171083
230000,黑龙江省,2018,98.4842390498973,89.4969339006852,14.0306680497633,14.8629181926597,12.3454707115185,4.08436889161745
230000,黑龙江省,2017,98.53,87.77,14.0922683813722,13.89,11.78,4.01462928383899
230000,黑龙江省,2016,97.25,86.66,13.5828459495445,13.71,11.91,4.27526785776526
230000,黑龙江省,2015,97.2,86.61,13.113829847212,13.14,11.98,4.6632745109094
230000,黑龙江省,2014,96.2,86.23,12.7838641805122,13.32,12.1,5.12515417543351
230000,黑龙江省,2013,95.46,85.58,12.6191053416496,13.15,12.1057163217479,4.7421741270506
230000,黑龙江省,2012,94.14,83.39,11.2611268405232,11.83,11.75,5.13708849795841
230000,黑龙江省,2011,90.78,81.41,11.1353366388118,11.2,11.47,5.32880233775935
230000,黑龙江省,2010,88.43,84.67,10.0011057461944,10.0,11.27,6.55560060447459
230000,黑龙江省,2009,86.56,83.78,10.1412587825471,9.39,10.47,7.64893428588298
230000,黑龙江省,2008,84.24,79.45,9.71,9.28,9.46,7.78795762730817
230000,黑龙江省,2007,81.84,74.45,8.96,8.73,8.24,7.81175277153829
230000,黑龙江省,2006,79.2,70.72,8.72,8.47,7.29,7.73718924403856
230000,黑龙江省,2005,79.5512454034062,70.9601146236969,6.68191218300266,7.96493531242721,7.36341499565926,7.57405721303492
230000,黑龙江省,2004,80.7714216544908,68.8419418692414,6.73231654348414,7.64109027214081,7.00522635678785,7.16665954628957
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,100.0,100,9.29406871102984,4.71925012561055,8.73322790283921,2.5636907262349
310000,上海市,2018,100.0,100,9.04413766926041,4.57632293359958,8.48999496653987,2.50063949698405
310000,上海市,2017,100.0,100,13.9426794523493,4.51,8.19,2.57243635070483
