省份编码,省份,年份,蒸汽供热能力(吨/小时),热水供热能力(兆瓦),蒸汽供热总量(万吉焦),热水供热总量(万吉焦),蒸汽管道长度(公里),热水管道长度(公里),供热面积(亿平方米)
140000,山西省,2008,2190,12677.0,1617,5595.0,501,3303,2.21864
140000,山西省,2007,1452,8265.0,1542,5590.0,633,2409,1.73366
140000,山西省,2006,3570,9421.0,2796,6420.0,1037,2412,1.52644
140000,山西省,2005,3133,8578.0,1868,5945.0,674,2364,1.270809
140000,山西省,2004,2799,6627.0,6424,4650.0,307,1475,0.914121
140000,山西省,2003,,,,,,,
140000,山西省,2002,,,,,,,
140000,山西省,2001,,,,,,,
140000,山西省,2000,,,,,,,
150000,内蒙古自治区,2019,2451,47395.3,1434.58,32508.38,,,6.137475
150000,内蒙古自治区,2018,1823.5,46267.2,1371.49,30047.64,,,5.829332
150000,内蒙古自治区,2017,2769,42776.0,1648,26584.0,,,5.40025
150000,内蒙古自治区,2016,341.7,41987.81,184,30638.01,27.92,10717.88,5.053749
150000,内蒙古自治区,2015,341.1,45683.0,184.62,32711.26,27.92,10956.14,4.486908
150000,内蒙古自治区,2014,341.7,37999.93,181.62,27585.1,27.78,9223.6,4.196739
150000,内蒙古自治区,2013,767,33729.38,670.71,22367.29,163.78,8400.84,3.90202
150000,内蒙古自治区,2012,1135,29488.88,778.39,19145.21,157.61,6672.88,3.292123
150000,内蒙古自治区,2011,1182,28560.0,870,16526.0,418,5947,2.9737
150000,内蒙古自治区,2010,662,25850.0,1148,15370.0,117,5410,2.53403
150000,内蒙古自治区,2009,214,21364.0,92,15417.0,20,4273,2.07694
150000,内蒙古自治区,2008,998,19210.0,174,13831.0,29,4786,1.84479
150000,内蒙古自治区,2007,1024,16042.0,190,12427.0,30,3912,1.61099
150000,内蒙古自治区,2006,277,13328.0,198,10578.0,26,3582,1.31557
150000,内蒙古自治区,2005,844,10887.0,528,9330.0,96,3445,1.12539
150000,内蒙古自治区,2004,844,10160.0,523,8633.0,94,3271,0.921497
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,16092,66779.61,10635.62,46839.21,,,12.037915
210000,辽宁省,2018,18456,69692.22,12535.98,49605.05,,,12.674692
210000,辽宁省,2017,17536,68876.0,11774,48113.0,,,11.82364
210000,辽宁省,2016,12914.64,74372.67,7340.21,51245.43,2922.86,35206.53,10.87595
210000,辽宁省,2015,12932.89,71834.34,7208.01,49004.94,1560.76,34297.52,10.45433
210000,辽宁省,2014,12775.89,69157.64,7505.31,44082.54,1372.99,32044.8,9.658719
210000,辽宁省,2013,12787.14,68631.03,6521.31,43493.6,1357.07,30493.26,9.210872
210000,辽宁省,2012,13038.14,62825.62,6320.35,42747.53,2258.62,24787.33,8.710805
210000,辽宁省,2011,11544,59855.0,6599,41926.0,2283,22694,8.15814
210000,辽宁省,2010,13186,55770.0,6521,39613.0,2302,20599,7.4526
210000,辽宁省,2009,12013,51183.0,6479,35643.0,2294,18129,6.84643
210000,辽宁省,2008,11612,46395.0,6253,31218.0,2228,17057,6.09898
210000,辽宁省,2007,11718,39717.0,5886,28036.0,2023,15387,5.41181
210000,辽宁省,2006,10967,43765.0,5936,26157.0,2143,14770,4.67731
210000,辽宁省,2005,12583,36051.0,6435,22508.0,2312,14093,4.762066
210000,辽宁省,2004,11844,30488.0,5269,18729.0,1771,12376,3.814965
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,1767,46150.9,1015.06,26450.79,,,6.461893
220000,吉林省,2018,2110,45106.91,1544.6,26375.89,,,6.263301
220000,吉林省,2017,1960,43276.0,746,26466.0,,,5.77217
220000,吉林省,2016,1453,42991.9,989.76,24394.55,106.55,18878.74,5.186401
220000,吉林省,2015,1402.5,42759.53,827.75,24608.94,723.46,18587.42,4.799019
220000,吉林省,2014,1597.5,41997.55,457.49,22464.6,293.61,17308.62,4.50062
220000,吉林省,2013,1536,40575.83,386.82,21659.67,230.64,16425.37,4.282324
220000,吉林省,2012,1537,36536.32,420,20189.34,208.44,15018.6,3.829647
220000,吉林省,2011,3494,30988.0,1470,21752.0,232,11156,3.48108
220000,吉林省,2010,5208,29145.0,1998,21162.0,217,9914,3.17178
220000,吉林省,2009,2882,26147.0,2151,13751.0,472,8143,2.85707
220000,吉林省,2008,3288,23238.0,1175,14887.0,453,6748,2.35685
220000,吉林省,2007,3587,20985.0,1521,13374.0,502,6474,2.26172
220000,吉林省,2006,4515,20143.0,2149,12699.0,467,5399,2.01643
220000,吉林省,2005,4749,18925.0,1813,13518.0,444,4904,1.958519
220000,吉林省,2004,5763,18330.0,1712,12021.0,411,4861,1.777201
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,4516,52673.91,2383.25,41296.94,,,7.81001
230000,黑龙江省,2018,4550,52234.21,2261,40921.32,,,7.665231
230000,黑龙江省,2017,6003,50157.0,3127,39369.0,,,7.3217
230000,黑龙江省,2016,4948.75,47511.48,2285.5,38181.28,361.94,18535.79,6.77807
230000,黑龙江省,2015,4573.75,46602.28,2243.38,36938.63,361.81,17536.49,6.245722
230000,黑龙江省,2014,4873.75,44550.8,2497.38,35482.13,423.31,16797.39,5.765599
230000,黑龙江省,2013,4873.75,42296.38,2433.41,32978.31,423.11,16383.96,5.380395
230000,黑龙江省,2012,4789,38743.11,2453.8,27815.45,370.48,15553.18,4.833647
230000,黑龙江省,2011,4951,41000.0,2590,26528.0,408,14562,4.29395
230000,黑龙江省,2010,4411,32052.0,2020,26805.0,453,13800,3.75134
230000,黑龙江省,2009,4199,30420.0,1995,23379.0,431,12713,3.49417
230000,黑龙江省,2008,4248,27499.0,1941,30092.0,398,10691,3.14819
230000,黑龙江省,2007,4323,26143.0,1935,28380.0,407,10329,2.89665
230000,黑龙江省,2006,4365,23805.0,2010,24576.0,405,10442,2.60569
230000,黑龙江省,2005,5937,23952.0,2496,24076.0,603,10064,2.439736
230000,黑龙江省,2004,5690,22646.0,2479,24082.0,519,9923,2.270725
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,,,,,,,
310000,上海市,2018,,,,,,,
310000,上海市,2017,,,,,,,
310000,上海市,2016,,,,,,,
310000,上海市,2015,,,,,,,
310000,上海市,2014,,,,,,,
310000,上海市,2013,,,,,,,
310000,上海市,2012,,,,,,,
310000,上海市,2011,,,,,,,
310000,上海市,2010,,,,,,,
310000,上海市,2009,,,,,,,
310000,上海市,2008,,,,,,,
310000,上海市,2007,,,,,,,
310000,上海市,2006,,,,,,,
310000,上海市,2005,,,,,,,
310000,上海市,2004,,,,,,,0.0
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,,2.0,,2.5,,,0.00036
320000,江苏省,2018,,,,,,,
320000,江苏省,2017,,,,,,,
320000,江苏省,2016,,,,,,,
320000,江苏省,2015,,,,,,,
320000,江苏省,2014,,,,,,,
320000,江苏省,2013,,,,,,,
320000,江苏省,2012,,,,,,,
320000,江苏省,2011,,,,,,,
320000,江苏省,2010,6280,6055.0,4513,43.0,946,59,0.99463
320000,江苏省,2009,4330,55.0,3285,15.0,688,15,0.17068
320000,江苏省,2008,6823,45033.0,6524,73.0,1272,12,1.04481
320000,江苏省,2007,5934,33.0,5664,73.0,1004,,0.14763
320000,江苏省,2006,9597,33.0,8723,105.0,1346,,0.37352
320000,江苏省,2005,19744,200.0,14499,20.0,1896,,0.939657
320000,江苏省,2004,17157,228.0,12051,13.0,1699,25,0.21471
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,,,,,,,
330000,浙江省,2018,,,,,,,
330000,浙江省,2017,,,,,,,
330000,浙江省,2016,,,,,,,
330000,浙江省,2015,3145,30.0,5469.16,,534.2,,0.4429
330000,浙江省,2014,8914,20.0,10857.34,,1195.87,,0.80007
330000,浙江省,2013,8039,85.0,9647.86,1.13,1195.28,,0.771
330000,浙江省,2012,5442,75.0,5712.57,,832.06,,0.8575
330000,浙江省,2011,4923,75.0,5264,,870,,0.4439
330000,浙江省,2010,5438,75.0,5667,,896,,0.39919
330000,浙江省,2009,4795,75.0,5303,,977,,0.368
330000,浙江省,2008,4801,233.0,5288,,788,70,0.3731
330000,浙江省,2007,5236,233.0,5580,44.0,758,110,0.4086
330000,浙江省,2006,5056,233.0,5459,54.0,724,11,0.4338
330000,浙江省,2005,4569,233.0,4923,93.0,650,59,0.3942
330000,浙江省,2004,3583,233.0,3804,91.0,469,56,0.33322
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,2513.5,280.0,3275.24,5.38,,,0.252582
340000,安徽省,2018,2422,370.0,1191.4,119.5,,,0.267308
340000,安徽省,2017,2681,90.0,1475,117.0,,,0.29331
340000,安徽省,2016,4392.98,142.0,1490.21,36.0,660.2,15,0.289057
340000,安徽省,2015,4592.78,142.0,2950.78,36.0,611.09,15,0.268376
340000,安徽省,2014,4492.78,20182.0,2869.79,46.47,605.6,15,0.230428
340000,安徽省,2013,4305.41,182.0,3071.29,40.03,562.5,15,0.232908
340000,安徽省,2012,3846.41,182.0,2867.58,42.8,510.6,15,0.296592
340000,安徽省,2011,3753,182.0,2561,41.0,491,15,0.28467
340000,安徽省,2010,3530,182.0,2665,44.0,448,15,0.24637
340000,安徽省,2009,3487,176.0,2201,43.0,409,15,0.20612
340000,安徽省,2008,3346,165.0,2045,39.0,340,12,0.19935
340000,安徽省,2007,3154,165.0,1700,38.0,265,77,0.09197
340000,安徽省,2006,2613,165.0,1354,38.0,238,38,0.05035
340000,安徽省,2005,2006,135.0,1013,35.0,223,22,0.031336
340000,安徽省,2004,2276,135.0,1460,35.0,223,21,0.026356
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,,,,,,,
350000,福建省,2018,,,,,,,
350000,福建省,2017,,,,,,,
350000,福建省,2016,,,,,,,
350000,福建省,2015,,,,,,,
350000,福建省,2014,,,,,,,
350000,福建省,2013,,,,,,,
350000,福建省,2012,,,,,,,
350000,福建省,2011,,,,,,,
350000,福建省,2010,,,,,,,
350000,福建省,2009,,,,,,,
350000,福建省,2008,,,,,,,
350000,福建省,2007,,286.0,,57.0,,29,0.0272
350000,福建省,2006,,286.0,,57.0,,19,0.0272
350000,福建省,2005,,286.0,,57.0,,19,0.0272
350000,福建省,2004,160,286.0,222,53.0,7,19,0.0272
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,,,,,,,
360000,江西省,2018,,,,,,,
360000,江西省,2017,,,,,,,
360000,江西省,2016,,,,,,,
360000,江西省,2015,,,,,,,
360000,江西省,2014,,,,,,,
360000,江西省,2013,,,,,,,
360000,江西省,2012,,,,,,,
360000,江西省,2011,,,,,,,
360000,江西省,2010,,,,,,,
360000,江西省,2009,,,,,,,
360000,江西省,2008,,,,,,,
360000,江西省,2007,,,,,,,
360000,江西省,2006,,,,,,,
360000,江西省,2005,,,,,,,
360000,江西省,2004,,,,,,,0.0
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,29366.6,63380.62,16376.84,36678.01,,,14.825598
370000,山东省,2018,26499.9,58438.1,15583.77,34083.52,,,13.399702
370000,山东省,2017,30332,54372.0,16346,32916.0,,,12.65873
370000,山东省,2016,24690.27,53699.97,12924.79,32781.66,2885.52,35627.67,10.711252
370000,山东省,2015,24372.77,47487.45,13655.95,27342.49,3198.1,34023.48,9.015005
370000,山东省,2014,23396.1,43427.32,14020.2,25005.4,3441.98,30786.51,8.30033
370000,山东省,2013,25211.1,39721.99,14440.9,25458.92,4107.05,28042.37,7.572123
370000,山东省,2012,24677.5,33449.94,14759.04,24018.15,3981.86,24069.57,6.74225
370000,山东省,2011,25634,28922.0,14517,18879.0,4089,22658,6.11208
370000,山东省,2010,31086,27587.0,17221,18466.0,4655,20515,5.47098
370000,山东省,2009,27609,22661.0,17473,14352.0,4454,17705,4.67706
370000,山东省,2008,28106,21088.0,21112,12376.0,5944,19855,4.14723
370000,山东省,2007,26394,19637.0,17709,12327.0,4426,12547,3.70538
370000,山东省,2006,24896,17881.0,14405,10793.0,3768,10318,3.05175
370000,山东省,2005,22770,16744.0,14326,10338.0,4353,7867,2.619776
370000,山东省,2004,20054,13901.0,12717,8201.0,3975,6423,2.271396
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,6003,24239.9,3573.6,13046.18,,,5.159982
410000,河南省,2018,6903,21297.9,4081.61,10874.02,,,4.342068
410000,河南省,2017,6110,20522.0,3440,9207.0,,,3.88978
410000,河南省,2016,6477,16446.42,3378.84,7131.87,1507.32,4029.02,2.650634
410000,河南省,2015,6093,11643.5,3241.62,6130.94,1421.39,3830.79,2.237547
410000,河南省,2014,6088,9544.38,3149.67,5571.79,1484.24,3583.46,1.899311
410000,河南省,2013,6008,8567.9,3009.75,3842.86,1443.77,3239.36,1.515168
410000,河南省,2012,5856,6204.0,3053.48,3139.37,1187.12,3148.52,1.300612
410000,河南省,2011,5530,6763.0,3114,2977.0,1101,2950,1.18309
410000,河南省,2010,5590,4767.0,3000,2512.0,1048,2668,1.07377
410000,河南省,2009,5632,3905.0,3084,2210.0,1185,2255,0.92825
410000,河南省,2008,4982,3664.0,2939,2146.0,1068,2110,0.86251
410000,河南省,2007,4926,3224.0,2991,1761.0,937,1832,0.70415
410000,河南省,2006,4713,3078.0,3631,1614.0,1324,1763,0.60431
410000,河南省,2005,4698,2118.0,2454,1248.0,857,1252,0.536141
410000,河南省,2004,4602,1617.0,1966,972.0,765,1157,0.489844
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,1204.3,100.0,752.97,3.0,,,0.1473
420000,湖北省,2018,1204.3,100.0,693.41,3.0,,,0.1471
420000,湖北省,2017,1596,220.0,744,5.0,,,0.1433
420000,湖北省,2016,2286,,1392.32,,400.81,,0.1797
420000,湖北省,2015,2680,478.0,1729.26,55.72,342.62,10.02,0.239618
420000,湖北省,2014,2080,278.0,1278.57,44.19,237.12,20,0.176518
420000,湖北省,2013,1874,278.0,963.47,48.95,220.84,10,0.174508
420000,湖北省,2012,1816,278.0,890.73,42.58,182.76,10,0.168194
420000,湖北省,2011,1816,278.0,763,21.0,179,10,0.12169
420000,湖北省,2010,1564,278.0,721,19.0,142,10,0.0978
420000,湖北省,2009,1404,78.0,702,16.0,138,10,0.0908
420000,湖北省,2008,1404,78.0,736,16.0,123,10,0.0857
420000,湖北省,2007,1404,78.0,764,16.0,123,10,0.0866
420000,湖北省,2006,1404,78.0,742,16.0,101,10,0.0859
420000,湖北省,2005,1404,78.0,741,16.0,100,10,0.0849
420000,湖北省,2004,1404,78.0,806,16.0,135,10,0.0498
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,,,,,,,
430000,湖南省,2018,,,,,,,
430000,湖南省,2017,,,,,,,
430000,湖南省,2016,,,,,,,
430000,湖南省,2015,,,,,,,
430000,湖南省,2014,,,,,,,
430000,湖南省,2013,,,,,,,
430000,湖南省,2012,,,,,,,
430000,湖南省,2011,,,,,,,
430000,湖南省,2010,,,,,,,
430000,湖南省,2009,,,,,,,
430000,湖南省,2008,,,,,,,
430000,湖南省,2007,,,,,,,
430000,湖南省,2006,,,,,,,
430000,湖南省,2005,105,,6,,8,,0.025
430000,湖南省,2004,105,,6,,8,,0.025
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,,,,,,,
440000,广东省,2018,,,,,,,
440000,广东省,2017,,,,,,,
440000,广东省,2016,,,,,,,
440000,广东省,2015,,,,,,,
440000,广东省,2014,,,,,,,
440000,广东省,2013,,,,,,,
440000,广东省,2012,,,,,,,
440000,广东省,2011,,,,,,,
440000,广东省,2010,,,,,,,
440000,广东省,2009,,,,,,,
440000,广东省,2008,,,,,,,
440000,广东省,2007,,,,,,,
440000,广东省,2006,,,,,,,
440000,广东省,2005,,,,,,,
440000,广东省,2004,,,,,,,0.0
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,,,,,,,
450000,广西壮族自治区,2018,,,,,,,
450000,广西壮族自治区,2017,,,,,,,
450000,广西壮族自治区,2016,,,,,,,
450000,广西壮族自治区,2015,,,,,,,
450000,广西壮族自治区,2014,,,,,,,
450000,广西壮族自治区,2013,,,,,,,
450000,广西壮族自治区,2012,,,,,,,
450000,广西壮族自治区,2011,,,,,,,
450000,广西壮族自治区,2010,,,,,,,
450000,广西壮族自治区,2009,,,,,,,
450000,广西壮族自治区,2008,,,,,,,
450000,广西壮族自治区,2007,,,,,,,
450000,广西壮族自治区,2006,,,,,,,
450000,广西壮族自治区,2005,,,,,,,
450000,广西壮族自治区,2004,,,,,,,0.0
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,,,,,,,
460000,海南省,2018,,,,,,,
460000,海南省,2017,,,,,,,
460000,海南省,2016,,,,,,,
460000,海南省,2015,,,,,,,
460000,海南省,2014,,,,,,,
460000,海南省,2013,,,,,,,
460000,海南省,2012,,,,,,,
460000,海南省,2011,,,,,,,
460000,海南省,2010,,,,,,,
460000,海南省,2009,,,,,,,
460000,海南省,2008,,,,,,,
460000,海南省,2007,,,,,,,
460000,海南省,2006,,,,,,,
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,0.0
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,,,,,,,
500000,重庆市,2018,,,,,,,
500000,重庆市,2017,,,,,,,
500000,重庆市,2016,,,,,,,
500000,重庆市,2015,,,,,,,
500000,重庆市,2014,,,,,,,
500000,重庆市,2013,,,,,,,
500000,重庆市,2012,,,,,,,
500000,重庆市,2011,,,,,,,
500000,重庆市,2010,,,,,,,
500000,重庆市,2009,,,,,,,
500000,重庆市,2008,,,,,,,
500000,重庆市,2007,,,,,,,
500000,重庆市,2006,,,,,,,
500000,重庆市,2005,,,,,,,
500000,重庆市,2004,,,,,,,0.0
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,,,,,,,
510000,四川省,2018,,,,,,,
510000,四川省,2017,,,,,,,
510000,四川省,2016,,,,,,,
510000,四川省,2015,,,,,,,
510000,四川省,2014,,,,,,,
510000,四川省,2013,,,,,,,
510000,四川省,2012,,,,,,,
510000,四川省,2011,,,,,,,
510000,四川省,2010,60,,84,,42,,0.0014
510000,四川省,2009,60,,98,,42,,0.0014
510000,四川省,2008,60,,86,,42,,0.0014
510000,四川省,2007,60,,39,,42,,0.0014
510000,四川省,2006,60,,43,,42,,0.0015
510000,四川省,2005,160,,134,,42,,0.0015
510000,四川省,2004,160,,133,,42,,0.4
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,,295.2,,44.95,,,0.011012
520000,贵州省,2018,,215.91,,121.2,,,0.021115
520000,贵州省,2017,,169.0,,175.0,,,0.01068
520000,贵州省,2016,,34.6,,10.04,,35.56,0.004862
520000,贵州省,2015,,,,,,,
520000,贵州省,2014,,240.2,,132.0,,38,0.01907
520000,贵州省,2013,,239.0,,130.0,,36,0.019
520000,贵州省,2012,,,,,,,
520000,贵州省,2011,,,,,,,
520000,贵州省,2010,,,,,,,
520000,贵州省,2009,,,,,,,
520000,贵州省,2008,,,,,,,
520000,贵州省,2007,,,,,,,
520000,贵州省,2006,,,,,,,
520000,贵州省,2005,,,,,,,
520000,贵州省,2004,,,,,,,0.0
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,,232.0,,159.0,,,0.0369
530000,云南省,2018,,224.5,,112.4,,,0.03
530000,云南省,2017,,148.0,,43.0,,,0.0125
530000,云南省,2016,,,,,,,
530000,云南省,2015,,,,,,,
530000,云南省,2014,,,,,,,
530000,云南省,2013,,,,,,,
530000,云南省,2012,,,,,,,
530000,云南省,2011,,,,,,,
530000,云南省,2010,,,,,,,
530000,云南省,2009,,,,,,,
530000,云南省,2008,,,,,,,
530000,云南省,2007,,,,,,,
530000,云南省,2006,,,,,,,
530000,云南省,2005,,,,,,,
530000,云南省,2004,,,,,,,0.0
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,,64.0,,48.0,,,0.015
540000,西藏自治区,2018,,64.0,,48.0,,,0.015
540000,西藏自治区,2017,,402.0,,80.0,,,
540000,西藏自治区,2016,14,,14,,34,,0.0022
540000,西藏自治区,2015,14,,140,,34,,0.0022
540000,西藏自治区,2014,13,,130,,620,,0.0022
540000,西藏自治区,2013,,,,,,,
540000,西藏自治区,2012,,,,,,,
540000,西藏自治区,2011,,,,,,,
540000,西藏自治区,2010,,,,,,,
540000,西藏自治区,2009,,,,,,,
540000,西藏自治区,2008,,,,,,,
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,,,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,0.0
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
