省份编码,省份,年份,全部地级及以上城市数(个),城市市辖区年末总人口为400万以上的地级及以上城市数(个),城市市辖区年末总人口为200-400万的地级及以上城市数(个),城市市辖区年末总人口为100-200万的地级及以上城市数(个),城市市辖区年末总人口为50-100万的地级及以上城市数(个),城市市辖区年末总人口为20-50万的地级及以上城市数(个),城市市辖区年末总人口为20万以下的地级及以上城市数(个)
220000,吉林省,2004,8,,1,1,2,4,
220000,吉林省,2003,8,,1,1,2,4,
220000,吉林省,2002,8,,1,1,2,4,
220000,吉林省,2001,8,,1,1,1,5,
220000,吉林省,2000,8,,1,1,1,5,
230000,黑龙江省,2019,12,1,,2,6,2,1
230000,黑龙江省,2018,12,1,,2,6,2,1
230000,黑龙江省,2017,12,1,,2,6,2,1
230000,黑龙江省,2016,12,1,,2,6,2,1
230000,黑龙江省,2015,12,1,,2,6,2,1
230000,黑龙江省,2014,12,1,,2,8,1,
230000,黑龙江省,2013,12,1,,2,7,2,
230000,黑龙江省,2012,12,1,,2,7,1,1
230000,黑龙江省,2011,12,1,,2,7,1,1
230000,黑龙江省,2010,12,1,,2,8,,1
230000,黑龙江省,2009,12,1,,2,8,,1
230000,黑龙江省,2008,12,1,,2,8,,1
230000,黑龙江省,2007,12,1,,2,7,1,1
230000,黑龙江省,2006,12,1,,2,7,1,1
230000,黑龙江省,2005,12,,1,2,7,1,1
230000,黑龙江省,2004,12,,1,2,8,,1
230000,黑龙江省,2003,12,,1,2,8,,1
230000,黑龙江省,2002,12,,1,2,7,1,1
230000,黑龙江省,2001,12,,1,2,7,1,1
230000,黑龙江省,2000,12,,1,2,7,1,1
310000,上海市,2019,1,1,,,,,
310000,上海市,2018,1,1,,,,,
310000,上海市,2017,1,1,,,,,
310000,上海市,2016,1,1,,,,,
310000,上海市,2015,1,1,,,,,
310000,上海市,2014,1,1,,,,,
310000,上海市,2013,1,1,,,,,
310000,上海市,2012,1,1,,,,,
310000,上海市,2011,1,1,,,,,
310000,上海市,2010,1,1,,,,,
310000,上海市,2009,1,1,,,,,
310000,上海市,2008,1,1,,,,,
310000,上海市,2007,1,1,,,,,
310000,上海市,2006,1,1,,,,,
310000,上海市,2005,1,1,,,,,
310000,上海市,2004,1,1,,,,,
310000,上海市,2003,1,1,,,,,
310000,上海市,2002,1,1,,,,,
310000,上海市,2001,1,1,,,,,
310000,上海市,2000,1,1,,,,,
320000,江苏省,2019,13,1,9,3,,,
320000,江苏省,2018,13,1,8,3,1,,
320000,江苏省,2017,13,1,9,3,,,
320000,江苏省,2016,13,1,9,3,,,
320000,江苏省,2015,13,1,9,3,,,
320000,江苏省,2014,13,1,8,4,,,
320000,江苏省,2013,13,1,7,4,1,,
320000,江苏省,2012,13,1,7,3,2,,
320000,江苏省,2011,13,1,7,3,2,,
320000,江苏省,2010,13,1,6,5,1,,
320000,江苏省,2009,13,1,5,5,2,,
320000,江苏省,2008,13,1,4,5,3,,
320000,江苏省,2007,13,1,4,5,3,,
320000,江苏省,2006,13,1,4,5,3,,
320000,江苏省,2005,13,1,4,5,3,,
320000,江苏省,2004,13,1,4,5,3,,
320000,江苏省,2003,13,1,4,3,4,1,
320000,江苏省,2002,13,1,4,3,4,1,
320000,江苏省,2001,13,,4,2,6,1,
320000,江苏省,2000,13,,1,3,8,1,
330000,浙江省,2019,11,1,2,3,4,1,
330000,浙江省,2018,11,1,2,3,4,1,
330000,浙江省,2017,11,1,2,3,4,1,
330000,浙江省,2016,11,1,2,3,4,1,
330000,浙江省,2015,11,1,2,3,4,1,
330000,浙江省,2014,11,1,2,3,4,1,
330000,浙江省,2013,11,1,2,3,4,1,
330000,浙江省,2012,11,1,1,3,5,1,
330000,浙江省,2011,11,1,1,3,5,1,
330000,浙江省,2010,11,1,1,3,5,1,
330000,浙江省,2009,11,1,1,3,5,1,
330000,浙江省,2008,11,1,1,3,5,1,
330000,浙江省,2007,11,1,1,3,5,1,
330000,浙江省,2006,11,1,1,3,5,1,
330000,浙江省,2005,11,1,1,3,5,1,
330000,浙江省,2004,11,1,1,3,5,1,
330000,浙江省,2003,11,,2,3,5,1,
330000,浙江省,2002,11,,2,3,4,2,
330000,浙江省,2001,11,,1,4,4,2,
330000,浙江省,2000,11,,,5,3,3,
340000,安徽省,2019,16,,3,6,6,1,
340000,安徽省,2018,16,,3,6,6,1,
340000,安徽省,2017,16,,3,6,6,1,
340000,安徽省,2016,16,,3,6,6,1,
340000,安徽省,2015,16,,2,7,5,2,
340000,安徽省,2014,16,,2,7,5,2,
340000,安徽省,2013,16,,2,7,5,2,
340000,安徽省,2012,16,,2,6,6,2,
340000,安徽省,2011,16,,2,6,6,2,
340000,安徽省,2010,17,,2,6,7,2,
340000,安徽省,2009,17,,2,6,7,2,
340000,安徽省,2008,17,,2,6,7,2,
340000,安徽省,2007,17,,,8,7,2,
340000,安徽省,2006,17,,,8,7,2,
340000,安徽省,2005,17,,,6,9,2,
340000,安徽省,2004,17,,,6,9,2,
340000,安徽省,2003,17,,,6,9,2,
340000,安徽省,2002,17,,,6,9,2,
340000,安徽省,2001,17,,,6,8,3,
340000,安徽省,2000,17,,,6,8,3,
350000,福建省,2019,9,,3,2,3,1,
350000,福建省,2018,9,,3,2,3,1,
350000,福建省,2017,9,,3,2,2,2,
350000,福建省,2016,9,,3,2,2,2,
350000,福建省,2015,9,,2,3,2,2,
350000,福建省,2014,9,,2,2,3,2,
350000,福建省,2013,9,,1,3,1,4,
350000,福建省,2012,9,,1,3,1,4,
350000,福建省,2011,9,,1,3,1,4,
350000,福建省,2010,9,,1,3,2,3,
350000,福建省,2009,9,,1,3,1,4,
350000,福建省,2008,9,,1,3,1,4,
350000,福建省,2007,9,,1,3,1,4,
350000,福建省,2006,9,,1,3,1,4,
350000,福建省,2005,9,,1,3,1,4,
350000,福建省,2004,9,,1,2,2,4,
350000,福建省,2003,9,,1,2,2,4,
350000,福建省,2002,9,,1,2,2,4,
350000,福建省,2001,9,,,2,2,5,
350000,福建省,2000,9,,,2,2,5,
360000,江西省,2019,11,,3,3,4,1,
360000,江西省,2018,11,,2,4,3,2,
360000,江西省,2017,11,,2,4,3,2,
360000,江西省,2016,11,,1,4,4,2,
360000,江西省,2015,11,,1,4,4,2,
360000,江西省,2014,11,,1,3,4,3,
360000,江西省,2013,11,,1,2,5,3,
360000,江西省,2012,11,,1,2,5,3,
360000,江西省,2011,11,,1,2,5,3,
360000,江西省,2010,11,,1,2,5,3,
360000,江西省,2009,11,,1,2,6,2,
360000,江西省,2008,11,,1,2,5,3,
360000,江西省,2007,11,,1,2,5,3,
360000,江西省,2006,11,,1,2,5,2,1
360000,江西省,2005,11,,1,2,5,2,1
360000,江西省,2004,11,,1,1,6,2,1
360000,江西省,2003,11,,,2,5,3,1
360000,江西省,2002,11,,,2,5,3,1
360000,江西省,2001,11,,,1,5,4,1
360000,江西省,2000,11,,,1,5,4,1
370000,山东省,2019,16,2,4,10,,,
370000,山东省,2018,16,2,4,10,,,
370000,山东省,2017,17,2,4,11,,,
370000,山东省,2016,17,1,5,11,,,
370000,山东省,2015,17,,5,11,1,,
370000,山东省,2014,17,,5,11,1,,
370000,山东省,2013,17,,5,8,4,,
370000,山东省,2012,17,,5,8,4,,
370000,山东省,2011,17,,5,8,4,,
370000,山东省,2010,17,,5,8,4,,
370000,山东省,2009,17,,4,9,4,,
370000,山东省,2008,17,,4,9,4,,
370000,山东省,2007,17,,4,9,4,,
370000,山东省,2006,17,,4,9,4,,
370000,山东省,2005,17,,4,9,4,,
370000,山东省,2004,17,,4,9,4,,
370000,山东省,2003,17,,4,9,4,,
370000,山东省,2002,17,,4,8,5,,
370000,山东省,2001,17,,4,8,5,,
370000,山东省,2000,17,,4,8,5,,
410000,河南省,2019,17,,3,8,6,,
410000,河南省,2018,17,,3,9,5,,
410000,河南省,2017,17,,2,9,6,,
410000,河南省,2016,17,,2,9,6,,
410000,河南省,2015,17,,2,7,6,2,
410000,河南省,2014,17,1,,8,6,2,
410000,河南省,2013,17,1,,7,7,2,
410000,河南省,2012,17,1,,8,6,2,
410000,河南省,2011,17,1,,8,6,2,
410000,河南省,2010,17,1,,8,6,2,
410000,河南省,2009,17,,1,8,6,2,
410000,河南省,2008,17,,1,8,6,2,
410000,河南省,2007,17,,1,7,7,2,
410000,河南省,2006,17,,1,6,7,3,
410000,河南省,2005,17,,1,6,7,3,
410000,河南省,2004,17,,1,5,7,4,
410000,河南省,2003,17,,1,5,7,4,
410000,河南省,2002,17,,1,4,8,4,
410000,河南省,2001,17,,1,4,6,6,
410000,河南省,2000,17,,1,4,6,6,
420000,湖北省,2019,12,1,1,4,5,1,
420000,湖北省,2018,12,1,1,5,4,1,
420000,湖北省,2017,12,1,1,4,5,1,
420000,湖北省,2016,12,1,1,4,5,1,
420000,湖北省,2015,12,1,1,3,6,1,
420000,湖北省,2014,12,1,1,4,5,1,
420000,湖北省,2013,12,1,1,3,5,2,
420000,湖北省,2012,12,1,1,3,5,2,
420000,湖北省,2011,12,1,1,3,6,1,
420000,湖北省,2010,12,1,1,3,6,1,
420000,湖北省,2009,12,1,1,3,6,1,
420000,湖北省,2008,12,1,1,4,5,1,
420000,湖北省,2007,12,1,1,4,5,1,
420000,湖北省,2006,12,1,1,4,5,1,
420000,湖北省,2005,12,1,1,4,5,1,
420000,湖北省,2004,12,1,1,4,5,1,
420000,湖北省,2003,12,1,1,4,5,1,
420000,湖北省,2002,12,1,1,4,4,2,
420000,湖北省,2001,12,1,,4,5,2,
420000,湖北省,2000,12,1,,3,6,2,
430000,湖南省,2019,13,,1,6,5,1,
430000,湖南省,2018,13,,1,6,5,1,
430000,湖南省,2017,13,,1,6,5,1,
430000,湖南省,2016,13,,1,6,4,2,
430000,湖南省,2015,13,,1,5,5,2,
430000,湖南省,2014,13,,1,5,5,2,
430000,湖南省,2013,13,,1,4,6,2,
430000,湖南省,2012,13,,1,4,6,2,
430000,湖南省,2011,13,,1,4,6,2,
430000,湖南省,2010,13,,1,4,5,3,
430000,湖南省,2009,13,,1,5,4,3,
430000,湖南省,2008,13,,1,4,6,2,
430000,湖南省,2007,13,,1,4,5,3,
430000,湖南省,2006,13,,1,4,5,3,
430000,湖南省,2005,16,3,1,3,6,3,
430000,湖南省,2004,13,,1,3,6,3,
430000,湖南省,2003,13,,,4,6,3,
430000,湖南省,2002,13,,,4,6,3,
430000,湖南省,2001,13,,,4,6,3,
430000,湖南省,2000,13,,,4,6,3,
440000,广东省,2019,21,4,3,9,4,1,
440000,广东省,2018,21,4,3,9,4,1,
440000,广东省,2017,21,4,3,9,4,1,
440000,广东省,2016,21,3,4,9,4,1,
440000,广东省,2015,21,2,4,10,3,2,
440000,广东省,2014,21,2,4,8,5,2,
440000,广东省,2013,21,2,3,9,5,2,
440000,广东省,2012,21,2,2,7,6,4,
440000,广东省,2011,21,2,2,7,6,4,
440000,广东省,2010,21,2,2,7,6,4,
440000,广东省,2009,21,3,1,7,6,4,
440000,广东省,2008,21,2,2,6,7,4,
440000,广东省,2007,21,2,2,6,7,4,
440000,广东省,2006,21,2,1,7,5,6,
440000,广东省,2005,18,,1,6,5,6,
440000,广东省,2004,21,2,1,7,5,6,
440000,广东省,2003,21,2,1,7,5,6,
440000,广东省,2002,21,1,1,7,5,7,
440000,广东省,2001,21,1,,5,6,9,
440000,广东省,2000,21,1,,5,5,10,
450000,广西壮族自治区,2019,14,,2,7,3,2,
450000,广西壮族自治区,2018,14,,2,7,3,2,
450000,广西壮族自治区,2017,14,,2,7,3,2,
450000,广西壮族自治区,2016,14,,2,6,3,3,
450000,广西壮族自治区,2015,14,,1,7,3,3,
450000,广西壮族自治区,2014,14,,1,6,4,3,
450000,广西壮族自治区,2013,14,,1,6,4,3,
450000,广西壮族自治区,2012,14,,1,6,4,3,
450000,广西壮族自治区,2011,14,,1,6,4,3,
450000,广西壮族自治区,2010,14,,1,6,4,3,
450000,广西壮族自治区,2009,14,,1,5,5,3,
450000,广西壮族自治区,2008,14,,1,5,4,4,
450000,广西壮族自治区,2007,14,,1,4,4,5,
450000,广西壮族自治区,2006,14,,1,4,4,5,
450000,广西壮族自治区,2005,14,,1,3,5,5,
450000,广西壮族自治区,2004,14,,,3,6,5,
450000,广西壮族自治区,2003,14,,,3,6,5,
450000,广西壮族自治区,2002,14,,,3,6,5,
450000,广西壮族自治区,2001,9,,,3,4,2,
450000,广西壮族自治区,2000,9,,,3,4,2,
460000,海南省,2019,4,,,1,2,,1
460000,海南省,2018,4,,,1,2,,1
460000,海南省,2017,4,,,1,1,,2
460000,海南省,2016,4,,,1,1,,2
460000,海南省,2015,4,,,1,1,,2
460000,海南省,2014,3,,,1,1,,1
460000,海南省,2013,3,,,1,1,,1
460000,海南省,2012,3,,,1,1,,1
460000,海南省,2011,2,,,1,1,,
460000,海南省,2010,2,,,,1,,1
460000,海南省,2009,2,,,1,1,,
460000,海南省,2008,2,,,1,1,,
460000,海南省,2007,2,,,1,1,,
460000,海南省,2006,2,,,1,1,,
460000,海南省,2005,2,,,1,1,,
460000,海南省,2004,2,,,1,1,,
460000,海南省,2003,2,,,1,1,,
460000,海南省,2002,2,,,,1,1,
460000,海南省,2001,2,,,,1,1,
460000,海南省,2000,2,,,,1,1,
500000,重庆市,2019,1,1,,,,,
500000,重庆市,2018,1,1,,,,,
500000,重庆市,2017,1,1,,,,,
500000,重庆市,2016,1,1,,,,,
500000,重庆市,2015,1,1,,,,,
500000,重庆市,2014,1,1,,,,,
500000,重庆市,2013,1,1,,,,,
500000,重庆市,2012,1,1,,,,,
500000,重庆市,2011,1,1,,,,,
500000,重庆市,2010,1,1,,,,,
500000,重庆市,2009,1,1,,,,,
500000,重庆市,2008,1,1,,,,,
500000,重庆市,2007,1,1,,,,,
500000,重庆市,2006,1,1,,,,,
500000,重庆市,2005,1,1,,,,,
500000,重庆市,2004,1,1,,,,,
500000,重庆市,2003,1,1,,,,,
500000,重庆市,2002,1,1,,,,,
500000,重庆市,2001,1,1,,,,,
500000,重庆市,2000,1,1,,,,,
510000,四川省,2019,18,1,1,12,4,,
510000,四川省,2018,18,1,1,12,4,,
510000,四川省,2017,18,1,,13,4,,
510000,四川省,2016,18,1,,13,4,,
510000,四川省,2015,18,1,,12,5,,
510000,四川省,2014,18,1,,12,5,,
510000,四川省,2013,18,1,,11,6,,
510000,四川省,2012,18,1,,11,5,1,
510000,四川省,2011,18,1,,11,4,2,
510000,四川省,2010,18,1,,10,5,2,
510000,四川省,2009,18,1,,10,5,2,
510000,四川省,2008,18,1,,10,5,2,
510000,四川省,2007,18,1,,10,5,2,
510000,四川省,2006,18,1,,10,5,2,
510000,四川省,2005,18,1,,10,5,2,
510000,四川省,2004,18,1,,10,5,2,
510000,四川省,2003,18,1,,10,5,2,
510000,四川省,2002,18,1,,10,5,2,
510000,四川省,2001,18,,1,10,5,2,
510000,四川省,2000,18,1,,10,5,2,
520000,贵州省,2019,6,,2,2,1,1,
520000,贵州省,2018,6,,2,2,,2,
520000,贵州省,2017,6,,2,2,,2,
520000,贵州省,2016,6,,2,2,1,1,
520000,贵州省,2015,6,,1,2,1,2,
520000,贵州省,2014,6,,1,1,2,2,
520000,贵州省,2013,6,,1,1,2,2,
520000,贵州省,2012,6,,1,1,2,2,
520000,贵州省,2011,6,,1,1,2,2,
520000,贵州省,2010,4,,1,,2,1,
520000,贵州省,2009,4,,1,,3,,
520000,贵州省,2008,4,,1,,3,,
520000,贵州省,2007,4,,1,,2,1,
520000,贵州省,2006,4,,1,,2,1,
520000,贵州省,2005,4,,1,,2,1,
520000,贵州省,2004,4,,1,,2,1,
520000,贵州省,2003,4,,,1,2,1,
520000,贵州省,2002,4,,,1,2,1,
520000,贵州省,2001,4,,,1,2,1,
520000,贵州省,2000,4,,,1,2,1,
530000,云南省,2019,8,,1,1,3,2,1
530000,云南省,2018,8,,1,1,3,2,1
530000,云南省,2017,8,,1,1,3,2,1
530000,云南省,2016,8,,1,,4,2,1
530000,云南省,2015,8,,1,,3,3,1
530000,云南省,2014,8,1,1,,2,3,1
530000,云南省,2013,8,,1,,3,3,1
530000,云南省,2012,8,,1,,3,3,1
530000,云南省,2011,8,,1,,3,3,1
530000,云南省,2010,8,,1,,3,3,1
530000,云南省,2009,8,,1,,3,3,1
530000,云南省,2008,8,,1,,3,3,1
530000,云南省,2007,8,,1,,3,3,1
530000,云南省,2006,8,,1,,3,3,1
530000,云南省,2005,8,,1,,3,3,1
530000,云南省,2004,8,,1,,3,3,1
530000,云南省,2003,8,,1,,3,2,2
530000,云南省,2002,6,,1,,3,1,1
530000,云南省,2001,5,,1,,3,1,
530000,云南省,2000,4,,1,,2,1,
540000,西藏自治区,2019,6,,,,,1,5
540000,西藏自治区,2018,6,,,,,1,5
540000,西藏自治区,2017,6,,,,,1,5
540000,西藏自治区,2016,5,,,,,1,4
540000,西藏自治区,2015,4,,,,,1,3
540000,西藏自治区,2014,3,,,,,1,2
540000,西藏自治区,2013,1,,,,,1,
540000,西藏自治区,2012,1,,,,,1,
540000,西藏自治区,2011,1,,,,,,1
540000,西藏自治区,2010,1,,,,,,1
540000,西藏自治区,2009,1,,,,,1,
540000,西藏自治区,2008,1,,,,,,1
540000,西藏自治区,2007,1,,,,,1,
540000,西藏自治区,2006,,,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,10,1,,3,6,,
610000,陕西省,2018,10,1,,3,6,,
610000,陕西省,2017,10,1,,3,6,,
610000,陕西省,2016,10,1,,2,6,1,
610000,陕西省,2015,10,1,,2,6,1,
610000,陕西省,2014,10,2,,2,5,1,
610000,陕西省,2013,10,1,,2,6,1,
610000,陕西省,2012,10,1,,2,6,1,
610000,陕西省,2011,10,1,,2,6,1,
610000,陕西省,2010,10,1,,2,6,1,
610000,陕西省,2009,10,1,,1,7,1,
610000,陕西省,2008,10,1,,1,6,2,
610000,陕西省,2007,10,1,,,7,2,
610000,陕西省,2006,10,1,,,7,2,
610000,陕西省,2005,10,1,,,7,2,
610000,陕西省,2004,10,1,,,7,2,
610000,陕西省,2003,10,1,,,7,2,
610000,陕西省,2002,10,1,,,7,2,
610000,陕西省,2001,10,1,,,6,3,
610000,陕西省,2000,9,,1,,5,3,
620000,甘肃省,2019,12,,1,2,3,6,
620000,甘肃省,2018,12,,1,2,3,6,
620000,甘肃省,2017,12,,1,2,3,6,
620000,甘肃省,2016,12,,1,2,4,5,
620000,甘肃省,2015,12,,1,2,3,6,
620000,甘肃省,2014,12,,1,2,3,6,
620000,甘肃省,2013,12,,1,2,3,6,
620000,甘肃省,2012,12,,1,2,3,5,1
620000,甘肃省,2011,12,,1,2,4,4,1
620000,甘肃省,2010,12,,1,2,3,6,
620000,甘肃省,2009,12,,1,2,2,7,
620000,甘肃省,2008,12,,1,2,2,6,1
620000,甘肃省,2007,12,,1,1,3,6,1
620000,甘肃省,2006,12,,1,1,3,6,1
620000,甘肃省,2005,12,,1,1,3,6,1
620000,甘肃省,2004,12,,,2,2,7,1
620000,甘肃省,2003,11,,,2,1,7,1
620000,甘肃省,2002,10,,,2,1,6,1
620000,甘肃省,2001,6,,,2,1,2,1
620000,甘肃省,2000,5,,,2,,2,1
630000,青海省,2019,2,,,1,,1,
630000,青海省,2018,2,,,,1,1,
630000,青海省,2017,2,,,,1,1,
630000,青海省,2016,2,,,,1,1,
630000,青海省,2015,2,,,,1,1,
630000,青海省,2014,2,,,,1,1,
630000,青海省,2013,2,,,1,,1,
630000,青海省,2012,1,,,,1,,
630000,青海省,2011,1,,,1,,,
630000,青海省,2010,1,,,1,,,
630000,青海省,2009,1,,,1,,,
630000,青海省,2008,1,,,1,,,
630000,青海省,2007,1,,,1,,,
630000,青海省,2006,1,,,1,,,
630000,青海省,2005,1,,,1,,,
630000,青海省,2004,1,,,1,,,
630000,青海省,2003,1,,,,1,,
630000,青海省,2002,1,,,1,,,
630000,青海省,2001,1,,,,1,,
630000,青海省,2000,1,,,,1,,
640000,宁夏回族自治区,2019,5,,,1,,4,
640000,宁夏回族自治区,2018,5,,,1,,4,
640000,宁夏回族自治区,2017,5,,,1,,4,
640000,宁夏回族自治区,2016,5,,,1,,4,
640000,宁夏回族自治区,2015,5,,,1,,4,
640000,宁夏回族自治区,2014,5,,,1,,4,
640000,宁夏回族自治区,2013,5,,,1,,4,
640000,宁夏回族自治区,2012,5,,,1,,4,
640000,宁夏回族自治区,2011,5,,,,1,4,
640000,宁夏回族自治区,2010,5,,,,1,4,
640000,宁夏回族自治区,2009,5,,,,1,4,
640000,宁夏回族自治区,2008,5,,,,1,4,
640000,宁夏回族自治区,2007,5,,,,2,3,
640000,宁夏回族自治区,2006,5,,,,1,4,
640000,宁夏回族自治区,2005,5,,,,1,4,
640000,宁夏回族自治区,2004,5,,,,1,4,
640000,宁夏回族自治区,2003,4,,,,1,3,
640000,宁夏回族自治区,2002,4,,,,2,2,
640000,宁夏回族自治区,2001,4,,,,1,2,1
640000,宁夏回族自治区,2000,3,,,,1,2,
650000,新疆维吾尔自治区,2019,4,,1,,,3,
650000,新疆维吾尔自治区,2018,4,,1,,,3,
650000,新疆维吾尔自治区,2017,4,,1,,,3,
650000,新疆维吾尔自治区,2016,4,,1,,,3,
650000,新疆维吾尔自治区,2015,3,,1,,,2,
