省份编码,省份,年份,人工煤气生产能力(万立方米/日),人工煤气管道长度(公里),液化石油气管道长度(公里),天然气管道长度(公里),人工煤气供气总量(亿立方米),液化石油气供气总量(万吨),天然气供气总量(亿立方米),人工煤气用气人口(万人),液化石油气用气人口(万人),天然气用气人口(万人)
410000,河南省,2004,212.1,1596.97,108.8,4782.63,9.599426,17.195643,3.660288,142.27,544.29,346.55
410000,河南省,2003,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,
420000,湖北省,2019,,,129.97,38957.16,,32.999309,57.029004,,433.4,1847.78
420000,湖北省,2018,,,138.18,35151.39,,32.404816,48.285327,,492.58,1737.32
420000,湖北省,2017,,,253.08,31818.56,,33.610155,42.398986,,582.34,1574.26
420000,湖北省,2016,,,286.8,27922.15,,34.789054,37.710171,,573.17,1413.64
420000,湖北省,2015,,,297.68,22502.54,0,35.211222,33.039704,,580.93,1282.51
420000,湖北省,2014,,,264.78,20892.7,,35.009192,30.943831,,605.6,1174.89
420000,湖北省,2013,,,266.78,17815.47,,36.164083,28.532384,,644.0,1106.17
420000,湖北省,2012,,275.2,643.18,15244.13,0.51,38.615202,24.080657,12.38,767.95,945.0
420000,湖北省,2011,57.2,1154,629.21,13025.3,0.995,42.649563,20.447236,35.3,818.42,819.48
420000,湖北省,2010,57.2,625.85,642.06,11371.0,1.20422,42.150667,15.283315,41.16,861.7,700.47
420000,湖北省,2009,58.9,659.55,654.92,9838.46,1.238216,34.351282,11.770304,48.5,876.8,610.28
420000,湖北省,2008,58,640.55,591.42,8407.55,1.2281,35.64477,9.4429,50.41,945.47,496.97
420000,湖北省,2007,58,704.8,580.36,7371.72,1.315509,39.377233,7.6214,58.23,958.91,381.06
420000,湖北省,2006,2.3,328,470.0,5641.0,0.1118,29.4314,3.4971,30.85,989.0,294.26
420000,湖北省,2005,121,158,575.4,3976.84,0.9184,31.117138,1.74221,22.29,1142.01,263.92
420000,湖北省,2004,165,2264.54,1266.7,622.0,1.6618,31.50092,0.5884,140.74,1224.1,14.2
420000,湖北省,2003,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,
430000,湖南省,2019,,,41.6,22191.27,,25.691658,28.34395,,464.44,1145.87
430000,湖南省,2018,,,26.6,20466.03,,24.112555,25.934789,,511.71,1108.58
430000,湖南省,2017,,,26.6,17024.64,,20.302369,23.629349,,644.44,1022.8
430000,湖南省,2016,,485.98,27.01,12891.75,0.30317,24.386455,22.556196,34.52,514.64,887.96
430000,湖南省,2015,,440.78,,12534.88,0.276674,24.152867,21.548842,33.42,493.94,851.85
430000,湖南省,2014,,439.56,19.0,11740.59,0.276544,18.92297,21.716181,31.95,536.99,761.23
430000,湖南省,2013,,439.56,,10167.25,0.276544,19.51669,19.974614,31.95,643.14,639.82
430000,湖南省,2012,,424.96,19.5,9111.18,0.270688,20.127941,16.127397,30.7,686.59,562.2
430000,湖南省,2011,,412.03,23.5,8978.86,0.23342,26.587579,13.913735,21.4,718.49,443.82
430000,湖南省,2010,,512,32.18,7176.95,0.304444,25.290629,11.175678,33.3,611.77,421.69
430000,湖南省,2009,282.2,514.76,96.22,4956.4,8.9819,23.588482,9.581553,39.3,647.34,331.32
430000,湖南省,2008,297.2,480.76,167.12,4826.72,10.351624,27.931993,7.7079,35.32,688.15,236.19
430000,湖南省,2007,296.6,452,121.35,3579.4,8.908558,27.5365,5.3238,42.31,680.57,206.76
430000,湖南省,2006,135.2,274,184.0,2956.0,4.5635,28.7407,2.4435,29.5,658.92,150.8
430000,湖南省,2005,167.2,695.3,1260.58,1327.88,4.406447,29.4718,0.56315,74.6,647.61,61.59
430000,湖南省,2004,167.2,1590,906.96,,4.4119,30.04103,0.1538,102.24,592.94,
430000,湖南省,2003,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,
440000,广东省,2019,,,1182.12,39435.66,,412.367239,191.846336,,3059.27,3018.61
440000,广东省,2018,,651.45,1002.61,35676.28,0.614032,378.96526,133.015225,2.84,2986.05,2588.75
440000,广东省,2017,,,1307.0,31346.39,,363.618247,124.738852,,3002.21,2303.51
440000,广东省,2016,,,2008.12,28700.13,,390.18924,166.2579,,3272.33,2043.08
440000,广东省,2015,,,1158.84,27656.35,0,334.035277,123.293764,,3140.19,1885.4
440000,广东省,2014,,,2338.14,25541.18,,368.438983,129.134746,,3319.12,1618.67
440000,广东省,2013,,,4308.99,21777.9,,388.903324,123.170168,,3412.92,1380.26
440000,广东省,2012,14.59,8,2809.45,17420.83,0.250934,387.244097,117.450879,,3287.38,1154.71
440000,广东省,2011,45.23,8,2796.05,15035.2,0.530653,404.970086,118.331588,,3294.99,1028.13
440000,广东省,2010,47.82,272,3329.0,10683.2,0.70369,505.595489,17.026619,17.92,3275.03,921.68
440000,广东省,2009,113.1,589.85,3521.07,8884.96,1.549299,470.448463,11.712459,25.44,3308.95,850.36
440000,广东省,2008,216.06,2020.34,15968.29,6558.89,2.606778,447.885137,8.2976,139.17,3394.29,581.99
440000,广东省,2007,177.91,2099.39,4504.96,4236.48,3.583057,567.342081,4.1418,214.54,3462.27,398.6
440000,广东省,2006,193.3,2483,4857.0,1950.0,4.1703,375.8956,2.8678,202.2,3213.86,83.73
440000,广东省,2005,141.4,2148.12,3537.81,1172.94,2.930976,410.198976,7.159659,162.91,3222.53,78.53
440000,广东省,2004,141.4,1862.94,7058.99,505.5,6.434585,312.128014,0.485711,155.61,2908.28,19.66
440000,广东省,2003,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,
450000,广西壮族自治区,2019,9.6,573.86,2.09,8456.29,0.419928,30.497303,8.744408,35.83,537.41,631.93
450000,广西壮族自治区,2018,,497.54,2.09,6384.05,0.358849,30.624197,7.358773,34.37,575.63,545.44
450000,广西壮族自治区,2017,10.6,469.89,2.09,5512.53,0.349467,26.406562,6.967638,39.97,585.58,478.57
450000,广西壮族自治区,2016,10.6,463.38,,4966.41,0.442768,25.586294,4.871344,41.96,577.15,423.34
450000,广西壮族自治区,2015,10.6,463.38,,4219.64,0.443858,26.231299,3.878879,42.73,596.1,347.52
450000,广西壮族自治区,2014,10.6,463.38,11.67,3377.42,0.47393,26.763172,2.851045,47.36,607.79,266.44
450000,广西壮族自治区,2013,10.6,450.31,85.0,2859.42,0.453348,30.947543,2.22341,46.83,592.78,241.8
450000,广西壮族自治区,2012,10.6,425,76.0,5093.7,0.44229,32.611021,1.690376,45.63,631.97,186.83
450000,广西壮族自治区,2011,10.6,416,71.0,4536.73,0.450348,29.741589,1.36059,45.08,649.14,133.25
450000,广西壮族自治区,2010,10.6,409.13,44.0,3974.1,0.451656,30.380362,1.032032,42.53,633.81,105.98
450000,广西壮族自治区,2009,10.6,386.54,39.7,3612.74,0.444905,29.684339,0.705005,41.52,595.82,88.64
450000,广西壮族自治区,2008,16.6,594.86,28.5,2476.59,0.49652,30.609076,0.4693,45.71,598.08,58.6
450000,广西壮族自治区,2007,16.6,513.92,42.0,1921.07,0.486074,46.283496,0.2273,25.14,596.32,39.73
450000,广西壮族自治区,2006,16.6,455,1025.0,480.0,0.4774,32.4298,0.1174,25.75,548.51,8.12
450000,广西壮族自治区,2005,14.1,440,940.3,105.3,0.44826,31.59983,0.008441,24.88,550.94,0.49
450000,广西壮族自治区,2004,10.6,318,693.1,70.0,0.41208,27.19676,0.0168,23.88,506.09,1.4
450000,广西壮族自治区,2003,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,
460000,海南省,2019,,,1.9,4126.84,,7.531872,3.684352,,75.76,264.16
460000,海南省,2018,,,1.9,3764.08,,8.72209,2.981784,,98.11,256.36
460000,海南省,2017,,,,3046.19,,8.21076,2.461101,,106.86,187.11
460000,海南省,2016,,,,2671.45,,8.255888,2.361144,,115.4,169.55
460000,海南省,2015,,,1.0,2471.48,0,8.218914,2.900416,,136.79,148.66
460000,海南省,2014,,,17.96,2201.14,,8.941888,2.763482,,127.0,127.86
460000,海南省,2013,,,17.96,1951.5,,9.115086,2.527955,,121.98,110.82
460000,海南省,2012,,,17.96,1725.16,,5.53435,1.766366,,115.3,104.9
460000,海南省,2011,,,17.96,1532.75,,7.665,1.63735,,119.15,90.8
460000,海南省,2010,,,17.96,1366.41,,6.3959,1.426356,,111.0,77.13
460000,海南省,2009,,,17.96,1108.27,,6.172392,1.275973,,113.19,64.27
460000,海南省,2008,,,17.96,1025.32,,6.7883,1.4947,,108.8,55.47
460000,海南省,2007,,,17.96,896.89,,7.1384,1.3926,,103.51,32.82
460000,海南省,2006,,,18.0,793.0,0,6.661,1.0899,,101.43,25.86
460000,海南省,2005,,,12.5,533.5,,6.6866,0.63601,,113.4,21.09
460000,海南省,2004,,,3.5,399.3,0,6.8291,0.463162,,91.06,48.4
460000,海南省,2003,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,
500000,重庆市,2019,,,,23613.03,,6.118669,53.813634,,67.24,1432.91
500000,重庆市,2018,,,,22931.15,,6.450315,49.250235,,77.73,1390.56
500000,重庆市,2017,,,,22320.21,,7.345795,46.651074,,89.43,1356.64
500000,重庆市,2016,,,,21846.87,,8.160293,38.452129,,99.97,1296.44
500000,重庆市,2015,,,,20051.24,0,7.64345,34.937781,,95.05,1180.56
500000,重庆市,2014,,,,17972.9,,9.56724,32.148547,,101.34,1070.92
500000,重庆市,2013,,,,13501.49,,8.7922,32.43359,,99.54,955.21
500000,重庆市,2012,,,,12674.16,,9.331536,32.496488,,109.56,934.02
500000,重庆市,2011,,,,10564.84,0.0001,9.2861,26.878995,,107.5,862.32
500000,重庆市,2010,,,,8351.24,,9.2807,25.402078,,114.41,860.7
500000,重庆市,2009,,,,5979.99,,7.0066,20.516366,,110.38,729.84
500000,重庆市,2008,,,,10852.55,,6.9252,18.7936,,103.45,696.16
500000,重庆市,2007,,,,10127.32,,8.162391,17.5128,,112.5,640.24
500000,重庆市,2006,,,,9377.0,0,7.3506,17.3926,,86.29,545.11
500000,重庆市,2005,,,,7620.8,,9.557659,16.46137,,71.71,509.04
500000,重庆市,2004,,,2.5,7901.56,0,9.60226,13.517302,,75.14,458.01
500000,重庆市,2003,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,
510000,四川省,2019,,698.91,414.47,57054.78,1.419226,19.437063,92.011225,57.74,106.9,2324.81
510000,四川省,2018,,692.66,394.36,53888.66,1.723049,19.203277,84.723297,59.66,117.55,2254.8
510000,四川省,2017,13,685.35,394.05,49337.57,1.700433,19.586234,71.896655,49.14,128.86,2080.47
510000,四川省,2016,511,622.24,438.5,46267.23,16.642834,17.457002,68.868644,51.83,134.7,1909.78
510000,四川省,2015,511,612.61,434.77,39839.2,16.560434,17.365197,62.797571,51.85,140.39,1702.89
510000,四川省,2014,511,601.12,148.32,31382.35,16.511307,17.513089,61.00496,50.31,146.33,1595.19
510000,四川省,2013,511,563.96,200.8,28367.9,16.50031,18.358086,59.023563,50.04,130.79,1492.14
510000,四川省,2012,511,550.28,200.8,25895.98,15.99251,18.04468,56.831724,48.66,132.81,1382.7
510000,四川省,2011,511,531.61,200.3,24020.1,15.97194,20.66275,56.455694,42.55,126.36,1284.4
510000,四川省,2010,511,514.45,163.26,23889.36,15.97194,19.107086,52.568589,40.89,130.98,1164.48
510000,四川省,2009,511,508.73,74.6,21748.38,16.2826,17.65787,51.111525,39.55,134.41,1079.42
510000,四川省,2008,511,479.45,73.8,18063.8,15.899294,18.422924,59.4963,37.55,133.13,1019.22
510000,四川省,2007,511,468.59,71.0,16341.78,15.859651,18.325702,62.9864,34.39,141.02,960.13
510000,四川省,2006,511,453,53.0,15087.0,14.5864,19.7021,47.8063,33.04,137.09,903.91
510000,四川省,2005,355,442,44.2,12274.52,12.8252,16.426648,59.853102,32.49,152.18,966.48
510000,四川省,2004,355,423,108.2,11635.56,11.3863,16.394681,58.273428,31.85,139.2,911.7
510000,四川省,2003,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,
520000,贵州省,2019,,,,7815.83,,12.108349,9.984842,,311.09,433.7
520000,贵州省,2018,,,92.3,6882.24,,11.337906,8.293222,,314.4,368.45
520000,贵州省,2017,,,100.7,6413.7,,11.408521,7.09389,,305.9,337.33
520000,贵州省,2016,6,774.53,138.73,4661.56,0.270509,9.49021,3.982188,31.0,278.9,270.45
520000,贵州省,2015,6,770.95,124.08,3549.41,0.553974,8.866959,3.290633,31.0,260.7,247.98
520000,贵州省,2014,102,2954.25,125.39,964.82,1.60343,7.604253,2.901069,127.5,217.1,138.0
520000,贵州省,2013,102,2948.42,134.95,854.34,2.3788,7.102656,1.607773,126.6,210.13,129.41
520000,贵州省,2012,187,2902.89,134.95,485.55,3.416729,6.61007,0.985293,176.05,199.96,54.81
520000,贵州省,2011,180,2741.53,132.72,330.02,3.0515,6.53745,0.548445,207.69,188.08,23.69
520000,贵州省,2010,191.8,2829.68,131.72,195.07,2.6963,6.377188,0.354649,166.76,199.24,11.65
520000,贵州省,2009,191.8,2784.41,105.82,111.93,2.6886,6.022677,0.233639,161.33,193.69,10.32
520000,贵州省,2008,191.8,2693.86,97.16,85.05,2.6613,5.81207,0.1378,156.15,191.25,8.78
520000,贵州省,2007,190.8,2627.33,89.0,74.77,2.3491,5.5563,0.1449,145.11,169.96,8.65
520000,贵州省,2006,129.8,2465,89.0,53.0,2.165,5.0108,0.0705,133.8,187.53,4.13
520000,贵州省,2005,100.8,1930.5,99.2,17.5,1.920918,5.37793,0.6199,124.78,189.32,1.67
520000,贵州省,2004,95.8,1549.32,23.8,17.5,1.6929,6.046498,0.6199,110.5,189.57,1.67
520000,贵州省,2003,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,
530000,云南省,2019,,341.9,75.4,7904.34,0.0816,16.212292,4.881531,,251.84,530.08
530000,云南省,2018,,453.9,75.4,6992.02,0.290978,14.919758,3.763234,20.42,249.99,473.91
530000,云南省,2017,5,687,80.4,5946.94,0.501745,12.931638,2.874633,25.72,263.1,430.38
530000,云南省,2016,10,3290.53,80.6,5581.77,2.729319,20.707347,1.679883,114.81,366.84,256.33
530000,云南省,2015,10,3098.41,109.44,1817.04,3.39592,21.009504,0.734545,193.06,322.44,169.2
530000,云南省,2014,10,3163.51,230.39,1173.39,4.072195,21.062919,0.441406,239.09,281.68,110.29
530000,云南省,2013,10,3047.92,110.98,828.05,4.053518,19.60038,0.228601,247.68,290.9,37.82
530000,云南省,2012,13.6,2655.84,214.16,672.07,3.765266,17.493635,0.120662,265.22,275.85,32.97
530000,云南省,2011,13.6,2604.97,554.56,466.84,3.530871,16.240228,0.021245,267.35,295.12,27.01
530000,云南省,2010,13.6,2323.3,170.24,336.66,3.3818,16.6108,0.011919,232.8,289.96,36.82
530000,云南省,2009,82.2,2159.3,162.74,299.54,3.3113,15.585917,0.007265,234.8,244.66,32.64
530000,云南省,2008,77.2,1986.3,224.11,148.79,2.1737,13.060156,0.0743,227.05,235.49,6.25
530000,云南省,2007,76,1855.6,207.22,142.79,2.0365,13.975879,0.0835,219.7,235.45,5.65
530000,云南省,2006,76,1675,147.0,134.0,1.8668,13.1838,0.0733,223.2,119.97,5.04
530000,云南省,2005,78,1492.8,141.21,110.0,2.0287,7.04359,1.45,177.28,141.02,4.9
530000,云南省,2004,76,1350.8,132.85,110.0,1.6899,9.507814,1.45,127.1,184.09,4.9
530000,云南省,2003,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,
540000,西藏自治区,2019,,,1.8,3458.55,,0.689365,0.386231,,30.55,32.94
540000,西藏自治区,2018,,,1.8,3458.55,,0.647466,0.320567,,30.09,30.82
540000,西藏自治区,2017,,,1.8,3449.7,,0.605916,0.277241,,18.2,24.0
540000,西藏自治区,2016,,,0.5,1677.0,,6.66605,0.134605,,36.56,25.99
540000,西藏自治区,2015,,,0.5,1677.0,0,6.66605,0.134605,,36.56,23.99
540000,西藏自治区,2014,,,0.5,1350.0,,6.248148,0.001575,,30.15,8.21
540000,西藏自治区,2013,,,,552.0,,2.039356,12.75,,18.87,4.96
540000,西藏自治区,2012,,,103.0,,,2.591811,,,16.61,
540000,西藏自治区,2011,,,,,,2.465016,,,40.75,
540000,西藏自治区,2010,,,,,,0.5521,,,35.89,
540000,西藏自治区,2009,,,,,,82.6148,,,37.8,
540000,西藏自治区,2008,,,,,,81.3348,,,34.35,
540000,西藏自治区,2007,,,,,,81.445,,,23.5,
540000,西藏自治区,2006,,,,,0,81.3,0.0,,16.0,
540000,西藏自治区,2005,,,,,,0.15,0.080796,,2.77,15.4
540000,西藏自治区,2004,,,,,0,0.070446,0.0,,12.5,
540000,西藏自治区,2003,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,
610000,陕西省,2019,,,2.67,21513.6,,3.033638,52.158892,,53.92,1168.25
610000,陕西省,2018,,,2.67,18835.43,0.000363,5.273652,47.350209,0.2,69.92,1082.22
610000,陕西省,2017,,,2.59,16567.09,,2.794903,38.564261,,65.77,940.41
610000,陕西省,2016,,,0.35,14184.56,,2.442306,34.279694,,60.62,876.5
610000,陕西省,2015,,,,12234.07,0,2.87957,31.128644,,70.82,811.98
610000,陕西省,2014,,,,10526.83,,2.863486,28.583913,,71.15,766.94
610000,陕西省,2013,,,,9334.84,,3.273182,23.866708,,94.91,712.88
610000,陕西省,2012,,,,7842.13,,3.151602,22.116201,,131.9,644.33
610000,陕西省,2011,,,,7406.66,,3.405921,18.249487,,142.65,593.53
610000,陕西省,2010,,,,6900.7,,4.338073,16.46539,,165.46,546.56
610000,陕西省,2009,,,,6286.83,,11.1081,14.427532,,216.59,480.11
610000,陕西省,2008,,,53.0,5750.52,,11.35818,12.3518,,259.33,418.55
610000,陕西省,2007,,,51.0,5318.56,,8.050068,10.8022,,266.74,400.58
610000,陕西省,2006,,,41.0,2913.0,0,4.5473,9.9064,,228.26,357.83
610000,陕西省,2005,,18,36.0,2150.97,0.4365,12.1943,7.62852,27.4,242.86,358.8
610000,陕西省,2004,,21,,1992.67,0.4534,5.1448,5.9153,29.8,241.16,321.56
610000,陕西省,2003,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,
620000,甘肃省,2019,345.6,372.84,253.26,3816.7,0.235417,4.773164,25.203986,15.08,94.49,487.95
620000,甘肃省,2018,345.6,384.58,110.0,3597.19,0.238319,4.143241,23.505922,16.0,94.69,476.28
620000,甘肃省,2017,345.6,384.58,,3140.41,0.219544,4.447319,20.374057,14.1,127.32,444.35
620000,甘肃省,2016,10.8,384.58,,2491.51,0.184472,4.96112,16.85709,14.58,148.98,404.15
620000,甘肃省,2015,10.8,399.58,,2308.99,0.164416,8.532748,16.190739,15.01,158.55,371.64
620000,甘肃省,2014,10.8,399.58,,2087.16,0.167591,5.96621,15.923029,15.49,164.4,297.95
620000,甘肃省,2013,10.8,399.58,,1900.43,0.1722,7.39711,13.404351,17.82,162.03,275.66
620000,甘肃省,2012,10.8,392.74,,1701.02,0.1658,15.13921,11.20984,18.57,168.75,252.01
620000,甘肃省,2011,9.9,392.74,,1128.69,0.161716,15.17145,8.809972,15.4,178.93,221.05
620000,甘肃省,2010,15.9,617.74,1.0,899.51,0.94381,18.55226,7.29168,20.27,184.68,196.97
620000,甘肃省,2009,15.9,613.74,1.0,846.39,0.94267,18.57327,5.950475,21.73,186.81,180.72
620000,甘肃省,2008,15.9,580,,647.93,0.9429,9.764202,5.3394,23.32,165.88,156.52
620000,甘肃省,2007,15.9,570,,571.42,0.39551,8.54832,4.7043,28.66,160.25,144.91
620000,甘肃省,2006,15.9,560,,184.0,0.3017,7.2543,4.0918,21.63,146.3,132.84
620000,甘肃省,2005,6,188,,147.0,0.380224,7.1904,0.41,24.0,141.87,117.55
620000,甘肃省,2004,14.97,316.4,,474.0,0.4694,7.32402,1.32,26.34,208.58,88.8
620000,甘肃省,2003,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,
630000,青海省,2019,,,,2499.98,,1.143285,17.039003,,26.33,166.87
630000,青海省,2018,,,,2313.1,,0.852758,15.732233,,21.33,161.38
630000,青海省,2017,,,,2243.66,,0.749664,14.645965,,22.48,157.53
630000,青海省,2016,,,,1296.8,,0.676264,13.673259,,19.2,144.05
630000,青海省,2015,,,,1234.22,0,0.635294,13.302199,,20.57,138.67
630000,青海省,2014,,,,1061.3,,0.624953,12.979315,,20.37,126.68
630000,青海省,2013,,,,1035.31,,0.536601,11.896871,,15.59,123.13
630000,青海省,2012,,,,948.97,,0.683395,11.191727,,18.47,108.42
630000,青海省,2011,,,,886.88,,0.6633,6.57382,,17.75,99.61
630000,青海省,2010,,,,830.19,0,0.71424,6.155682,,18.9,88.98
630000,青海省,2009,,,,780.36,,0.76279,15.2572,,19.19,83.39
630000,青海省,2008,,,,763.88,,0.87427,11.8383,,19.61,79.99
630000,青海省,2007,,,,744.31,,1.1064,10.381,,20.2,69.67
630000,青海省,2006,,,,502.0,0,1.2642,7.592,,26.68,61.14
630000,青海省,2005,,,,501.14,,1.433877,6.360624,,36.86,32.63
630000,青海省,2004,,,615.0,489.74,0,1.7399,6.7456,,35.81,30.52
630000,青海省,2003,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,
640000,宁夏回族自治区,2019,,,0.82,6906.42,,1.334988,21.604971,,30.27,251.07
640000,宁夏回族自治区,2018,,,0.73,6414.06,,0.761885,22.269714,,37.17,240.95
640000,宁夏回族自治区,2017,,,0.78,6279.34,,0.891109,18.245988,,43.05,231.89
640000,宁夏回族自治区,2016,,,,5057.45,,0.914507,21.497984,,41.71,216.4
640000,宁夏回族自治区,2015,,,,4470.16,0,1.319272,19.927862,,42.99,204.08
640000,宁夏回族自治区,2014,,42,,4122.62,0.007041,1.988513,21.869953,3.24,52.49,188.26
640000,宁夏回族自治区,2013,,42,,3673.58,0.013211,1.844369,21.085382,3.24,54.19,177.7
640000,宁夏回族自治区,2012,,42,,3088.63,0.013663,1.708649,17.913211,3.6,64.67,141.32
640000,宁夏回族自治区,2011,,207,,2543.07,0.02402,1.40371,12.264719,4.7,76.66,127.87
640000,宁夏回族自治区,2010,,215,,2423.5,0.069702,1.498401,10.848499,6.21,82.57,108.46
640000,宁夏回族自治区,2009,,160,,2007.37,0.102393,1.562485,6.956094,12.9,92.8,85.0
640000,宁夏回族自治区,2008,,180,,1842.62,0.092393,1.586833,9.8881,12.62,80.38,68.7
640000,宁夏回族自治区,2007,,320,,1464.46,0.0794,1.667091,9.0762,11.82,84.92,54.66
640000,宁夏回族自治区,2006,,125,,1153.0,0.0412,2.0478,7.8034,8.1,82.43,42.73
640000,宁夏回族自治区,2005,,314,,1026.86,0.301262,2.269672,6.819312,8.75,90.44,34.12
640000,宁夏回族自治区,2004,,314,,494.6,0.2883,2.72172,6.3749,10.87,87.84,26.99
640000,宁夏回族自治区,2003,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,
650000,新疆维吾尔自治区,2019,45,60.5,1.75,15434.06,0.175705,7.478207,54.318553,6.7,49.47,767.93
650000,新疆维吾尔自治区,2018,45,60.5,1.4,14211.06,0.17566,7.730215,52.896432,6.69,45.45,690.34
650000,新疆维吾尔自治区,2017,46,60.5,0.26,13357.54,0.17566,6.836284,50.703465,7.19,41.56,692.35
650000,新疆维吾尔自治区,2016,46,60.5,74.61,13395.42,0.1752,6.010291,48.933424,5.0,54.04,670.53
650000,新疆维吾尔自治区,2015,46,60.5,74.61,12832.84,0.1752,6.017416,44.779733,5.0,54.99,647.83
650000,新疆维吾尔自治区,2014,46,71.3,80.81,12146.98,0.1752,5.910453,44.827084,5.0,67.71,628.74
650000,新疆维吾尔自治区,2013,46,71.3,80.81,10986.36,0.209,6.497281,38.087973,5.0,73.83,602.05
650000,新疆维吾尔自治区,2012,46,71.3,80.81,9971.5,0.219,7.312285,26.266968,7.0,94.57,547.68
650000,新疆维吾尔自治区,2011,46,71.3,80.81,8612.63,0.199866,8.299348,17.441326,6.2,130.96,490.34
650000,新疆维吾尔自治区,2010,49,71.3,81.81,7145.42,0.1752,7.961679,13.47108,8.75,150.64,444.98
650000,新疆维吾尔自治区,2009,2556,134,81.81,5998.01,93.13,8.199913,10.449823,6.2,160.75,382.26
650000,新疆维吾尔自治区,2008,2556,132.3,74.06,5207.47,93.294,9.7102,8.6592,6.0,166.8,350.05
650000,新疆维吾尔自治区,2007,1586.4,100,62.0,4471.1,57.9036,11.426165,7.0603,6.18,171.12,307.17
650000,新疆维吾尔自治区,2006,1526.4,90,63.0,3816.0,59.7267,12.6396,5.5963,5.95,167.92,273.06
650000,新疆维吾尔自治区,2005,1526.4,80,60.35,2186.84,23.234,14.731393,4.566482,5.0,240.18,220.37
650000,新疆维吾尔自治区,2004,1204.8,63,,1888.0,5.4182,15.452615,3.722998,5.0,246.94,186.34
650000,新疆维吾尔自治区,2003,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,
