省份编码,省份,年份,道路长度(万公里),道路面积(万平方米),城市桥梁(座),城市排水管道长度(万公里),城市污水日处理能力(万立方米),城市道路照明灯(盏)
110000,北京市,2019,0.83074,14318,2350,1.799179,703.57,309366
110000,北京市,2018,0.83318,14098,2336,1.764601,692.78,302667
110000,北京市,2017,0.843658,13959.79,2276,1.679448,687.6,236111
110000,北京市,2016,0.808551,14316.01,2282,1.690128,630.9,300602
110000,北京市,2015,0.810428,14301.65,2271,1.552827,461.7,239840
110000,北京市,2014,0.810687,13834.05,2244,1.42898,442.0,248695
110000,北京市,2013,0.7931,13883.6,2200,1.350481,401.0,241717
110000,北京市,2012,0.7894,13509,2885,1.2665,400.5,236963
110000,北京市,2011,0.62583,9164,1885,1.1086,381.6,235722
110000,北京市,2010,0.6355,9395,1855,1.0172,376.9,
110000,北京市,2009,0.6247,9179,1765,0.9344,376.7,293455
110000,北京市,2008,0.61861,8941,1738,0.8881,370.4,293455
110000,北京市,2007,0.554,7734,1943,0.8526,353.4,286202
110000,北京市,2006,0.5866,9858,1687,0.7523,383.2,273000
110000,北京市,2005,1.5948,16227,,0.647451,334.62,268703
110000,北京市,2004,0.74827,11212.5,1285,0.67903,272.3,256032
110000,北京市,2003,,,,,,
110000,北京市,2002,,,,,,
110000,北京市,2001,,,,,,
110000,北京市,2000,,,,,,
120000,天津市,2019,0.892718,16917.75,1151,2.206943,318.9,377468
120000,天津市,2018,0.824163,15131.16,1009,2.136929,285.95,376940
120000,天津市,2017,0.794161,14742.12,1007,2.124017,293.5,369753
120000,天津市,2016,0.788787,14465.62,987,2.095135,291.5,353074
120000,天津市,2015,0.763601,14019.31,953,1.954298,285.9,350682
120000,天津市,2014,0.727538,13144.04,869,1.874817,262.6,309857
120000,天津市,2013,0.693289,12439.5,809,1.864368,261.6,293858
120000,天津市,2012,0.646166,11611.09,736,1.775578,257.2,282067
120000,天津市,2011,0.599129,10491.86,584,1.655059,232.2,246146
120000,天津市,2010,0.54385,9158.9,530,1.514,224.2,267345
120000,天津市,2009,0.54822,8357.2,460,1.4531,212.6,186059
120000,天津市,2008,0.60122,9196,428,1.3452,212.5,161567
120000,天津市,2007,0.5679,7775,395,1.2784,192.7,217626
120000,天津市,2006,0.5991,7933,376,1.1939,189.6,216000
120000,天津市,2005,0.546,6669,563,1.08894,157.8,175696
120000,天津市,2004,0.42403,5897.2,511,0.93323,93.2,181072
120000,天津市,2003,,,,,,
120000,天津市,2002,,,,,,
120000,天津市,2001,,,,,,
120000,天津市,2000,,,,,,
130000,河北省,2019,1.777141,38545.84,1716,1.958614,663.85,1048477
130000,河北省,2018,1.728139,37605.03,1725,2.065524,633.07,1020659
130000,河北省,2017,1.574731,34887.81,1523,1.833224,587.3,935027
130000,河北省,2016,1.441837,33251.56,1470,1.795448,607.0,753147
130000,河北省,2015,1.340234,31570.33,1410,1.696448,564.4,660167
130000,河北省,2014,1.285901,30113.18,1378,1.592407,523.2,624580
130000,河北省,2013,1.263206,29304,1361,1.586893,516.8,672745
130000,河北省,2012,1.24189,28432.55,1286,1.578659,522.8,646138
130000,河北省,2011,1.228617,27935.35,1483,1.543487,526.8,664335
130000,河北省,2010,1.16388,26638.6,1455,1.4576,501.6,633857
130000,河北省,2009,1.03952,23399.2,1436,1.312,467.7,559463
130000,河北省,2008,0.99412,21436,1372,1.2553,424.1,524601
130000,河北省,2007,0.9453,19901,1331,1.1911,395.8,469045
130000,河北省,2006,0.9033,17928,1301,1.1359,378.4,410000
130000,河北省,2005,0.83692,16123.51,1283,1.026273,313.04,373206
130000,河北省,2004,0.799629,14987.68,1271,0.957503,278.54,321439
130000,河北省,2003,,,,,,
130000,河北省,2002,,,,,,
130000,河北省,2001,,,,,,
130000,河北省,2000,,,,,,
140000,山西省,2019,0.918809,20736.25,572,1.102272,301.3,529855
140000,山西省,2018,0.86218,19478.25,1314,0.839594,271.15,514883
140000,山西省,2017,0.820051,18132.02,1298,0.764532,257.1,545484
140000,山西省,2016,0.76714,16705.38,1124,0.816932,257.9,543299
140000,山西省,2015,0.732275,15039.14,657,0.786008,244.9,548263
140000,山西省,2014,0.710697,14470.14,640,0.74276,208.5,436661
140000,山西省,2013,0.664886,13614.43,587,0.667552,179.8,467030
140000,山西省,2012,0.63819,12233.11,520,0.65304,190.1,459630
140000,山西省,2011,0.605893,11348.89,502,0.608559,196.0,445848
140000,山西省,2010,0.57332,10311.9,482,0.5459,187.8,372867
140000,山西省,2009,0.56519,9605,433,0.4864,174.2,360118
140000,山西省,2008,0.54462,9045,434,0.4536,175.9,335507
140000,山西省,2007,0.50347,8075,397,0.4367,170.2,295601
140000,山西省,2006,0.5184,8250,640,0.4154,155.0,338000
140000,山西省,2005,0.496534,7137.2,680,0.335153,143.88,316190
140000,山西省,2004,0.456209,6471.8,752,0.311364,116.01,259914
140000,山西省,2003,,,,,,
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,1.009423,21570.88,483,1.382685,243.85,576538
150000,内蒙古自治区,2018,0.989395,21250.57,442,1.400183,240.6,589572
150000,内蒙古自治区,2017,1.003491,21276.74,386,1.292339,248.1,584422
150000,内蒙古自治区,2016,0.972822,20807.84,382,1.297114,245.5,756572
150000,内蒙古自治区,2015,0.928114,19793.1,349,1.254196,212.0,721653
150000,内蒙古自治区,2014,0.861228,18432.34,374,1.212273,189.5,746490
150000,内蒙古自治区,2013,0.822274,17417.79,369,1.120805,171.4,855053
150000,内蒙古自治区,2012,0.729927,15502.4,354,1.001189,167.4,753481
150000,内蒙古自治区,2011,0.678237,13256.94,344,0.93142,158.4,608935
150000,内蒙古自治区,2010,0.64466,12475.8,319,0.8514,155.5,597711
150000,内蒙古自治区,2009,0.56113,10789.2,305,0.6681,136.7,540543
150000,内蒙古自治区,2008,0.5175,9776,291,0.6269,119.2,478952
150000,内蒙古自治区,2007,0.4871,9016,283,0.5619,126.2,447472
150000,内蒙古自治区,2006,0.4279,7332,299,0.4779,100.1,474000
150000,内蒙古自治区,2005,0.386695,6502.1,288,0.450545,105.52,431672
150000,内蒙古自治区,2004,0.362775,5935.9,278,0.403189,100.95,376329
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,1.946137,35090.31,1855,2.274495,941.25,1309388
210000,辽宁省,2018,1.92792,34325.3,1699,2.161707,1025.7,1195212
210000,辽宁省,2017,1.707945,30980.01,1741,2.037187,823.2,1287607
210000,辽宁省,2016,1.639377,29276.68,1862,1.827463,831.4,1282589
210000,辽宁省,2015,1.69144,30585.49,1637,1.707428,831.4,1580767
210000,辽宁省,2014,1.669247,28997.17,1663,1.678259,783.8,1562238
210000,辽宁省,2013,1.624407,28090.58,1682,1.641982,825.1,1557723
210000,辽宁省,2012,1.55133,26199.62,1612,1.594474,670.9,1487208
210000,辽宁省,2011,1.446837,24727.39,1549,1.490574,635.4,1446169
210000,辽宁省,2010,1.42375,23657.8,1514,1.407,586.2,1380002
210000,辽宁省,2009,1.28663,21857.1,1462,1.335,514.6,1337401
210000,辽宁省,2008,1.21113,20546,1406,1.2192,499.1,1270649
210000,辽宁省,2007,1.153,19452,1395,1.1655,460.5,947265
210000,辽宁省,2006,1.1096,17623,1314,1.086,445.5,804000
210000,辽宁省,2005,1.055607,16337.2,1232,1.051863,410.82,785639
210000,辽宁省,2004,1.040731,15635.3,1300,0.93077,421.72,664359
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,0.946709,17269.66,949,1.237825,419.59,471034
220000,吉林省,2018,0.922044,16831.1,902,1.16013,403.95,473311
220000,吉林省,2017,0.908252,16670.61,904,1.093225,409.3,437966
220000,吉林省,2016,1.066941,17083.82,861,0.844535,318.7,527874
220000,吉林省,2015,0.885361,17009.57,776,1.031884,334.5,502560
220000,吉林省,2014,0.892166,16886.71,750,0.986989,262.8,500674
220000,吉林省,2013,0.838779,15343.54,717,0.960662,262.1,611907
220000,吉林省,2012,0.805584,14362.05,696,0.891031,247.8,604010
220000,吉林省,2011,0.768706,13305.18,681,0.819379,232.5,562901
220000,吉林省,2010,0.85431,13242.6,626,0.7738,225.1,436501
220000,吉林省,2009,0.69999,11174.3,593,0.7297,200.4,405115
220000,吉林省,2008,0.65924,10279,568,0.622,161.9,348936
220000,吉林省,2007,0.6084,9415,610,0.5479,172.3,328540
220000,吉林省,2006,0.5828,8833,512,0.5608,123.0,279000
220000,吉林省,2005,0.542344,8451.8,570,0.50855,155.8,245129
220000,吉林省,2004,0.456339,7165.8,451,0.481701,135.9,213881
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,1.342229,21159.86,1157,1.242201,427.52,690271
230000,黑龙江省,2018,1.272574,21062.39,1164,1.22784,401.56,685994
230000,黑龙江省,2017,1.23688,19780.53,1139,1.199036,429.2,632056
230000,黑龙江省,2016,1.275028,19666.55,1121,1.072239,758.2,645968
230000,黑龙江省,2015,1.236384,18651.33,1065,1.034546,736.9,635808
230000,黑龙江省,2014,1.225167,18358.63,1032,0.992243,690.8,622181
230000,黑龙江省,2013,1.210218,17898.75,1029,0.9583,676.2,585515
230000,黑龙江省,2012,1.112773,16251.98,876,0.93759,323.2,559554
230000,黑龙江省,2011,1.062894,15295.95,850,0.810554,337.2,520707
230000,黑龙江省,2010,1.00907,13568.7,767,0.7504,310.4,526871
230000,黑龙江省,2009,0.98655,12720.1,717,0.7445,301.2,533627
230000,黑龙江省,2008,0.97279,12453,730,0.6629,275.7,516062
230000,黑龙江省,2007,0.9553,12047,724,0.6245,393.4,503515
230000,黑龙江省,2006,0.9369,11685,723,0.6051,284.8,555000
230000,黑龙江省,2005,0.931828,11284.8,673,0.591826,281.33,483313
230000,黑龙江省,2004,0.90964,10731.3,656,0.573859,248.63,428561
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,0.5494,11459,2836,2.175426,834.3,634523
310000,上海市,2018,0.5317,11092,2855,2.197466,812.95,606928
310000,上海市,2017,0.5224,10896,2688,1.976568,821.0,579059
310000,上海市,2016,0.5129,10582,2596,1.950808,806.9,559092
310000,上海市,2015,0.4989,10317,2524,1.692016,785.0,532032
310000,上海市,2014,0.4851,9964,2439,2.0972,788.0,523776
310000,上海市,2013,0.4865,9932,2335,1.880856,784.6,509757
310000,上海市,2012,0.4775,9717,2151,1.8191,701.3,497604
310000,上海市,2011,0.4708,9481,2152,1.7599,694.3,471186
310000,上海市,2010,0.47133,9299,2073,1.1483,679.7,469856
310000,上海市,2009,0.44007,8609,1973,1.0213,654.0,401767
310000,上海市,2008,0.4347,8744,1879,0.8301,606.3,372369
310000,上海市,2007,0.4295,8363,1816,0.812,539.7,344595
310000,上海市,2006,1.4619,21490,10199,0.743,509.8,317000
310000,上海市,2005,1.2227,20942,8070,0.6933,481.0,301285
310000,上海市,2004,1.1028,19795,7297,0.6469,452.6,267442
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,4.905607,87686.58,16519,8.394327,1942.12,3621237
320000,江苏省,2018,4.797278,85211.94,15678,8.064874,1870.87,3443332
320000,江苏省,2017,4.711238,82378.87,15250,7.688565,1773.6,3538412
320000,江苏省,2016,4.499947,79732.51,15117,7.282282,1742.9,3510357
320000,江苏省,2015,4.07493,75051.96,14630,7.004764,1673.2,3391262
320000,江苏省,2014,3.906958,71150.92,14013,6.625647,1622.4,3198359
320000,江苏省,2013,3.697455,66970.39,13357,6.219377,1606.5,2876578
320000,江苏省,2012,3.496645,62438.4,12922,5.688726,1564.5,2727053
320000,江苏省,2011,3.249143,58404.65,12130,5.173533,1555.5,2330539
