年份,城市传染病(不含呼吸道结核)粗死亡率,城市呼吸道结核粗死亡率,城市寄生虫病粗死亡率,城市恶性肿瘤粗死亡率,"城市血液,造血器官及免疫疾病粗死亡率","城市内分泌,营养和代谢疾病粗死亡率",城市精神障碍粗死亡率,城市神经系统疾病粗死亡率,城市心脏病粗死亡率,城市脑血管病粗死亡率,城市呼吸系统疾病粗死亡率,城市消化系统疾病粗死亡率,城市肌肉骨骼和结缔组织疾病粗死亡率,城市泌尿生殖系统疾病粗死亡率,"城市妊娠,分娩产褥期并发症粗死亡率",城市围生期疾病粗死亡率,"城市先天畸形,变形和染色体异常粗死亡率",城市诊断不明粗死亡率,城市其他疾病粗死亡率,城市损伤和中毒外部原因粗死亡率,城市男性传染病(不含呼吸道结核)粗死亡率,城市男性呼吸道结核粗死亡率,城市男性寄生虫病粗死亡率,城市男性恶性肿瘤粗死亡率,"城市男性血液,造血器官及免疫疾病粗死亡率","城市男性内分泌,营养和代谢疾病粗死亡率",城市男性精神障碍粗死亡率,城市男性神经系统疾病粗死亡率,城市男性心脏病粗死亡率,城市男性脑血管病粗死亡率,城市男性呼吸系统疾病粗死亡率,城市男性消化系统疾病粗死亡率,城市男性肌肉骨骼和结缔组织疾病粗死亡率,城市男性泌尿生殖系统疾病粗死亡率,城市男性围生期疾病粗死亡率,"城市男性先天畸形,变形和染色体异常粗死亡率",城市男性诊断不明粗死亡率,城市男性其他疾病粗死亡率,城市男性损伤和中毒外部原因粗死亡率,城市女性传染病(不含呼吸道结核)粗死亡率,城市女性呼吸道结核粗死亡率,城市女性寄生虫病粗死亡率,城市女性恶性肿瘤粗死亡率,"城市女性血液,造血器官及免疫疾病粗死亡率","城市女性内分泌,营养和代谢疾病粗死亡率",城市女性精神障碍粗死亡率,城市女性神经系统疾病粗死亡率,城市女性心脏病粗死亡率,城市女性脑血管病粗死亡率,城市女性呼吸系统疾病粗死亡率,城市女性消化系统疾病粗死亡率,城市女性肌肉骨骼和结缔组织疾病粗死亡率,城市女性泌尿生殖系统疾病粗死亡率,"城市女性妊娠,分娩产褥期并发症粗死亡率",城市女性围生期疾病粗死亡率,"城市女性先天畸形,变形和染色体异常粗死亡率",城市女性诊断不明粗死亡率,城市女性其他疾病粗死亡率,城市女性损伤和中毒外部原因粗死亡率
2009,4.41513313754262,1.87585301330072,0.489856064474007,167.573202528136,1.56856797548107,20.3322409543096,3.59613494050865,6.89269911192953,128.823144976477,126.274864872047,65.3977131744629,16.5779635047975,1.83599595818604,7.33626956401229,,1.53513947764295,2.33485200284723,4.06027677587641,10.7305478060369,34.6563522779445,5.84240768824241,2.85764414342231,0.455087457004087,204.919017441265,1.52289042874552,18.2441764886108,3.35086742084574,7.57123154725235,133.180454456436,135.405043980898,74.7156993655649,19.3119794603522,1.28390595411768,7.86360617046727,1.83814654421204,2.66950742935358,5.17375963689004,7.78224975357268,43.6095818435257,2.95488212335332,0.871378090953665,0.525427983201911,129.364531270118,1.61530087905142,22.468549103456,3.84706924334469,6.19848952460473,124.365162043811,116.933737548722,55.8644395803339,13.7807794802165,2.40084172522457,6.79674910943859,0.197685775858145,1.22513158459456,1.99246453035972,2.92106745116706,13.7469648080302,25.4962628284413
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
