省份编码,省份,年份,国有建筑业企业自有施工机械设备年末总台数(台),国有建筑业企业自有施工机械设备年末总功率(万千瓦),国有建筑业企业自有施工机械设备年末净值(万元),国有建筑业企业技术装备率(元/人),国有建筑业企业动力装备率(千瓦/人)
140000,山西省,2017,,,,,
140000,山西省,2016,,,,,
140000,山西省,2015,,,,,
140000,山西省,2014,,,,,
140000,山西省,2013,,,,,
140000,山西省,2012,41397,104.8331,190174.4,12773.670069855,7.0414494895218
140000,山西省,2011,46670,117.7095,228006.4,17654.249676735,9.1140990003949
140000,山西省,2010,44201,126.5,246011.0,17582.0,9.0
140000,山西省,2009,42321,110.6109,219188.7,16238.0,8.2
140000,山西省,2008,54579,137.4134,236916.4,14776.0,8.6
140000,山西省,2007,77851,116.59,182100.8,11718.73,7.5
140000,山西省,2006,54742,116.14,226460.3,13699.87,7.03
140000,山西省,2005,57642,148.72,242857.9,14240.94,8.72
140000,山西省,2004,,,,,
140000,山西省,2003,56345,98.45,184876.0,9607.0,5.12
140000,山西省,2002,52107,138.9,293858.0,14479.0,6.8
140000,山西省,2001,51047,133.9,205159.0,11029.0,7.2
140000,山西省,2000,52418,162.51,222870.0,9297.0,6.78
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,,,,,
150000,内蒙古自治区,2016,800,15.1,23960.0,,
150000,内蒙古自治区,2015,,,,,
150000,内蒙古自治区,2014,,,,,
150000,内蒙古自治区,2013,,,,,
150000,内蒙古自治区,2012,7985,21.3922,57666.6,25958.406482107,9.6296196263786
150000,内蒙古自治区,2011,7413,21.3566,78609.3,40629.160636758,11.038143477362
150000,内蒙古自治区,2010,6740,16.4,37843.0,15538.0,6.7
150000,内蒙古自治区,2009,5271,15.3509,39270.1,7305.0,2.9
150000,内蒙古自治区,2008,7215,20.3139,32297.4,6083.0,3.8
150000,内蒙古自治区,2007,5769,20.82,42624.2,11003.49,5.38
150000,内蒙古自治区,2006,3927,12.42,32627.5,11168.83,4.25
150000,内蒙古自治区,2005,4313,12.56,30885.9,19782.17,8.04
150000,内蒙古自治区,2004,,,,,
150000,内蒙古自治区,2003,8436,23.95,64344.0,30653.0,11.41
150000,内蒙古自治区,2002,11828,36.8,81390.0,16290.0,7.4
150000,内蒙古自治区,2001,20072,52.16,80722.0,11735.0,7.58
150000,内蒙古自治区,2000,20793,54.91,63576.0,8080.0,6.98
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,,,,,
210000,辽宁省,2016,,,,,
210000,辽宁省,2015,,,,,
210000,辽宁省,2014,,,,,
210000,辽宁省,2013,,,,,
210000,辽宁省,2012,67701,260.3045,385312.0,21290.308321361,14.383053376064
210000,辽宁省,2011,60799,186.4252,448282.0,21664.298624602,9.0094431718232
210000,辽宁省,2010,56882,185.1,350463.0,16773.0,8.9
210000,辽宁省,2009,60250,196.1138,387865.3,21462.0,10.9
210000,辽宁省,2008,67935,189.5606,374266.2,19602.0,9.9
210000,辽宁省,2007,69059,178.94,366572.6,21232.37,10.36
210000,辽宁省,2006,81436,182.49,388468.8,21055.56,9.89
210000,辽宁省,2005,83683,211.95,392337.1,18979.52,10.25
210000,辽宁省,2004,,,,,
210000,辽宁省,2003,74120,217.76,437486.0,18661.0,9.29
210000,辽宁省,2002,78539,237.9,403134.0,14481.0,8.5
210000,辽宁省,2001,95414,262.0,342551.0,10365.0,7.93
210000,辽宁省,2000,95953,313.3,321893.0,8522.0,8.29
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,,,,,
220000,吉林省,2016,,,,,
220000,吉林省,2015,,,,,
220000,吉林省,2014,,,,,
220000,吉林省,2013,,,,,
220000,吉林省,2012,11625,32.7372,52611.6,12670.471786721,7.8841124196229
220000,吉林省,2011,13570,21.8298,47602.1,11238.8383898,5.1540077912879
220000,吉林省,2010,13780,25.8,43703.0,10412.0,6.2
220000,吉林省,2009,16118,29.3908,47644.5,11893.0,7.3
220000,吉林省,2008,44816,50.4439,66184.0,12663.0,9.7
220000,吉林省,2007,62944,28.69,38087.7,5315.35,4.0
220000,吉林省,2006,27604,54.69,84641.9,12823.95,8.29
220000,吉林省,2005,35387,127.13,146626.9,10418.5,9.03
220000,吉林省,2004,,,,,
220000,吉林省,2003,46249,105.22,172122.0,13558.0,8.29
220000,吉林省,2002,42957,104.4,177250.0,13093.0,7.7
220000,吉林省,2001,47764,129.79,134785.0,9447.0,9.1
220000,吉林省,2000,50214,142.84,141932.0,7879.0,7.93
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,,,,,
230000,黑龙江省,2016,,,,,
230000,黑龙江省,2015,,,,,
230000,黑龙江省,2014,,,,,
230000,黑龙江省,2013,,,,,
230000,黑龙江省,2012,44976,105.1654,222587.6,19834.401147715,9.3711093091434
230000,黑龙江省,2011,53154,109.8057,147327.9,9081.085579033,6.7682696812052
230000,黑龙江省,2010,50914,110.5,222035.0,14119.0,7.0
230000,黑龙江省,2009,55437,123.1852,223415.4,7927.0,4.4
230000,黑龙江省,2008,54523,121.2018,226174.8,13356.0,7.2
230000,黑龙江省,2007,54839,129.94,228781.9,15280.75,8.68
230000,黑龙江省,2006,47873,102.99,199956.1,15763.69,8.12
230000,黑龙江省,2005,45202,115.37,193503.1,19013.02,11.34
230000,黑龙江省,2004,,,,,
230000,黑龙江省,2003,44986,116.32,188415.0,16293.0,10.06
230000,黑龙江省,2002,44050,111.7,195460.0,14517.0,8.3
230000,黑龙江省,2001,62313,153.29,241617.0,12181.0,7.73
230000,黑龙江省,2000,65098,191.99,269766.0,11864.0,8.44
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,,,,,
310000,上海市,2016,,,,,
310000,上海市,2015,,,,,
310000,上海市,2014,,,,,
310000,上海市,2013,,,,,
310000,上海市,2012,14280,107.1598,664054.9,102512.41162123,16.542622495292
310000,上海市,2011,15246,125.6586,676495.5,113677.61720719,21.115543606117
310000,上海市,2010,16637,112.0,652007.0,95730.0,16.4
310000,上海市,2009,16547,88.1735,494580.4,63327.0,11.3
310000,上海市,2008,23707,63.708,231554.8,34430.0,9.5
310000,上海市,2007,16418,52.58,176650.9,28607.43,8.52
310000,上海市,2006,20198,60.26,179448.0,15321.07,5.14
310000,上海市,2005,27379,78.32,227194.0,17227.46,5.94
310000,上海市,2004,,,,,
310000,上海市,2003,29886,66.54,149074.0,16341.0,7.29
310000,上海市,2002,46574,79.7,155812.0,17481.0,8.9
310000,上海市,2001,38247,83.24,139323.0,14816.0,8.85
310000,上海市,2000,42768,100.74,150822.0,14164.0,9.46
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,,,,,
320000,江苏省,2016,,,,,
320000,江苏省,2015,,,,,
320000,江苏省,2014,,,,,
320000,江苏省,2013,,,,,
320000,江苏省,2012,88680,245.4772,463406.8,25852.541143654,13.694683403068
320000,江苏省,2011,86762,263.5708,609805.2,34361.998140478,14.851987715888
320000,江苏省,2010,85430,210.9,370731.0,18253.0,10.4
320000,江苏省,2009,89339,200.3613,534263.9,27490.0,10.3
320000,江苏省,2008,72431,174.8463,330476.6,19644.0,10.4
320000,江苏省,2007,73858,166.23,354902.2,19811.11,9.28
320000,江苏省,2006,79307,207.35,356718.7,18287.92,10.63
320000,江苏省,2005,86511,182.97,302952.8,12279.96,7.42
320000,江苏省,2004,,,,,
320000,江苏省,2003,107142,216.7,414709.0,13816.0,7.22
320000,江苏省,2002,149469,267.4,525737.0,12460.0,6.3
320000,江苏省,2001,135711,238.88,387847.0,9906.0,6.1
320000,江苏省,2000,151229,229.3,380111.0,9208.0,5.55
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,,,,,
330000,浙江省,2016,,,,,
330000,浙江省,2015,,,,,
330000,浙江省,2014,,,,,
330000,浙江省,2013,,,,,
330000,浙江省,2012,30773,55.8318,126880.7,16772.512161591,7.380472715736
330000,浙江省,2011,28522,70.1822,140423.2,26073.826500297,13.031454248366
330000,浙江省,2010,30347,58.4,121442.0,18160.0,8.7
330000,浙江省,2009,29844,60.2844,125420.0,18388.0,8.8
330000,浙江省,2008,29873,65.9198,138771.4,18294.0,8.7
330000,浙江省,2007,29619,50.76,145886.0,16632.58,5.79
330000,浙江省,2006,28557,50.52,132897.1,16537.31,6.29
330000,浙江省,2005,28873,50.74,156608.2,20582.51,6.67
330000,浙江省,2004,,,,,
330000,浙江省,2003,32185,69.83,169458.0,14970.0,6.17
330000,浙江省,2002,34959,70.8,169116.0,15876.0,6.7
330000,浙江省,2001,60268,80.79,167835.0,13948.0,6.71
330000,浙江省,2000,53149,95.86,172572.0,8658.0,4.81
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,,,,,
340000,安徽省,2016,,,,,
340000,安徽省,2015,,,,,
340000,安徽省,2014,,,,,
340000,安徽省,2013,,,,,
340000,安徽省,2012,51813,138.0444,289247.2,10430.163206139,4.9778377169892
340000,安徽省,2011,50138,139.8519,307309.8,10295.273638508,4.6852185623928
340000,安徽省,2010,57480,166.0,336737.0,10593.0,5.2
340000,安徽省,2009,44235,155.4217,355829.9,13181.0,5.8
340000,安徽省,2008,55023,143.9839,378168.8,12384.0,4.7
340000,安徽省,2007,60430,168.34,286146.8,12954.44,7.62
340000,安徽省,2006,60046,163.36,167596.5,7804.84,7.61
340000,安徽省,2005,52287,134.58,347369.9,20836.65,8.07
340000,安徽省,2004,,,,,
340000,安徽省,2003,60366,114.6,201851.0,10055.0,5.71
340000,安徽省,2002,67009,123.1,234653.0,11464.0,6.0
340000,安徽省,2001,72763,138.34,164475.0,6817.0,5.73
340000,安徽省,2000,63023,127.93,160000.0,7667.0,6.13
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,,,,,
350000,福建省,2016,,,,,
350000,福建省,2015,,,,,
350000,福建省,2014,,,,,
350000,福建省,2013,,,,,
350000,福建省,2012,15200,41.4152,70354.6,5684.5311679392,3.346277218923
350000,福建省,2011,20469,65.2535,101476.2,6887.4469745817,4.4289204873248
350000,福建省,2010,19018,53.7,102846.0,3517.0,1.8
350000,福建省,2009,23250,52.4404,109209.2,4186.0,2.0
350000,福建省,2008,25732,51.9254,89241.2,4992.0,2.9
350000,福建省,2007,25009,50.64,98568.0,8676.99,4.46
350000,福建省,2006,17603,43.13,75803.2,7052.9,4.01
350000,福建省,2005,20375,55.08,114504.8,9152.84,4.4
350000,福建省,2004,,,,,
350000,福建省,2003,23186,50.52,104046.0,10603.0,5.15
350000,福建省,2002,29823,69.4,130776.0,10597.0,5.6
350000,福建省,2001,31012,75.43,124071.0,9960.0,6.06
350000,福建省,2000,30292,73.29,124698.0,9268.0,5.45
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,,,,,
360000,江西省,2016,,,,,
360000,江西省,2015,,,,,
360000,江西省,2014,,,,,
360000,江西省,2013,,,,,
360000,江西省,2012,26639,84.9201,143789.7,7863.7633920515,4.6442239856495
360000,江西省,2011,29995,89.147,184652.3,10434.337669383,5.0375213317812
360000,江西省,2010,51508,61.9,124078.0,6216.0,3.1
360000,江西省,2009,39924,68.2843,139447.7,7450.0,3.6
360000,江西省,2008,35036,77.1166,114062.9,6834.0,4.6
360000,江西省,2007,33202,60.52,132609.6,8248.92,3.76
360000,江西省,2006,36581,77.69,159779.0,10044.13,4.88
360000,江西省,2005,46839,94.92,153638.1,9166.08,5.66
360000,江西省,2004,,,,,
360000,江西省,2003,35489,101.67,175746.0,10621.0,6.14
360000,江西省,2002,39174,91.2,157148.0,9762.0,5.7
360000,江西省,2001,40885,79.23,102329.0,7079.0,5.48
360000,江西省,2000,33881,59.91,67727.0,5714.0,5.05
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,,,,,
370000,山东省,2016,,,,,
370000,山东省,2015,,,,,
370000,山东省,2014,,,,,
370000,山东省,2013,,,,,
370000,山东省,2012,63755,225.0548,478279.7,16033.083256232,7.5443769526798
370000,山东省,2011,65639,210.9607,513588.1,22432.227856616,9.2142292455591
370000,山东省,2010,76258,214.8,443971.0,14220.0,6.9
370000,山东省,2009,92106,181.7079,449037.4,18472.0,7.5
370000,山东省,2008,77247,199.953,414176.7,17015.0,8.2
370000,山东省,2007,71597,247.18,412228.6,13872.56,8.32
370000,山东省,2006,91320,166.9,342696.7,11564.62,5.63
370000,山东省,2005,78772,178.74,397192.0,11880.27,5.35
370000,山东省,2004,,,,,
370000,山东省,2003,76201,173.95,351096.0,11118.0,5.51
370000,山东省,2002,78903,166.0,310747.0,12089.0,6.5
370000,山东省,2001,85631,189.8,252149.0,8198.0,6.17
370000,山东省,2000,79056,169.35,245322.0,7533.0,5.2
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,,,,,
410000,河南省,2016,,,,,
410000,河南省,2015,,,,,
410000,河南省,2014,,,,,
410000,河南省,2013,,,,,
410000,河南省,2012,74071,211.1128,333079.1,19129.83373058,12.124905952962
410000,河南省,2011,64005,176.2107,344116.9,17511.151933969,8.9668724206541
410000,河南省,2010,65899,186.9,370651.0,16241.0,8.2
410000,河南省,2009,69989,197.5943,486070.9,24106.0,9.8
410000,河南省,2008,80007,221.8372,395662.1,19502.0,10.9
410000,河南省,2007,83679,217.66,325911.0,13045.89,8.71
410000,河南省,2006,74510,188.93,355438.3,14943.68,7.94
410000,河南省,2005,83099,190.23,344213.8,11968.28,6.61
410000,河南省,2004,,,,,
410000,河南省,2003,125977,210.71,424163.0,14681.0,7.29
410000,河南省,2002,124544,208.0,352473.0,11359.0,6.7
410000,河南省,2001,135380,239.2,355392.0,9748.0,6.56
410000,河南省,2000,115907,212.22,264912.0,7638.0,6.12
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,,,,,
420000,湖北省,2016,,,,,
420000,湖北省,2015,,,,,
420000,湖北省,2014,,,,,
420000,湖北省,2013,,,,,
420000,湖北省,2012,99155,276.5435,973151.6,31208.461210366,8.8686049457545
420000,湖北省,2011,103303,273.2903,865548.6,34329.18471277,10.83917551124
420000,湖北省,2010,58886,149.5,424439.0,15422.0,5.4
420000,湖北省,2009,147535,514.0328,939376.7,29338.0,16.1
420000,湖北省,2008,108228,341.0275,561929.7,22876.0,13.9
420000,湖北省,2007,69558,131.11,292456.8,12127.84,5.44
420000,湖北省,2006,105003,272.46,283619.5,10019.66,9.63
420000,湖北省,2005,132050,325.04,488543.0,16240.86,10.81
420000,湖北省,2004,,,,,
420000,湖北省,2003,132851,234.12,530247.0,15502.0,6.84
420000,湖北省,2002,126008,226.2,509214.0,14410.0,6.4
420000,湖北省,2001,128161,246.25,253406.0,7043.0,6.84
420000,湖北省,2000,121962,233.17,399348.0,10572.0,6.17
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,,,,,
430000,湖南省,2016,,,,,
430000,湖南省,2015,,,,,
430000,湖南省,2014,,,,,
430000,湖南省,2013,,,,,
430000,湖南省,2012,87079,284.6239,282113.7,13004.646595954,13.120359742409
430000,湖南省,2011,91655,256.909,440978.0,21480.10677266,12.514077234822
430000,湖南省,2010,105180,245.7,390114.0,9718.0,6.1
430000,湖南省,2009,97181,222.5269,433638.1,11281.0,5.8
430000,湖南省,2008,82286,194.0704,377008.8,11070.0,5.7
430000,湖南省,2007,81100,166.21,288746.2,9331.58,5.37
430000,湖南省,2006,74607,168.94,261424.2,8462.14,5.47
430000,湖南省,2005,86869,142.24,246972.7,9329.51,5.37
430000,湖南省,2004,,,,,
430000,湖南省,2003,91220,186.53,325343.0,10711.0,6.14
430000,湖南省,2002,75232,178.1,278938.0,12277.0,7.8
430000,湖南省,2001,81565,172.56,212362.0,8741.0,7.1
430000,湖南省,2000,75009,165.64,206825.0,8529.0,6.83
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,,,,,
440000,广东省,2016,,,,,
440000,广东省,2015,,,,,
440000,广东省,2014,,,,,
440000,广东省,2013,,,,,
440000,广东省,2012,134847,216.0188,961049.5,21888.646959548,4.9199955359481
440000,广东省,2011,101065,208.8388,772483.9,21614.410466909,5.8433936870616
440000,广东省,2010,103041,178.5,716420.0,18688.0,4.7
440000,广东省,2009,93127,172.8923,383304.4,11145.0,5.0
440000,广东省,2008,100685,221.7352,458666.1,13492.0,6.5
440000,广东省,2007,121065,266.78,452812.4,12114.05,7.14
440000,广东省,2006,129969,236.07,431701.2,11418.97,6.24
440000,广东省,2005,143804,272.13,563276.1,14974.69,7.23
440000,广东省,2004,,,,,
440000,广东省,2003,169158,260.43,473240.0,13094.0,7.21
440000,广东省,2002,168765,318.5,539375.0,12715.0,7.5
440000,广东省,2001,154584,304.43,457327.0,10909.0,7.26
440000,广东省,2000,180648,338.71,458534.0,10300.0,7.61
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,,,,,
450000,广西壮族自治区,2016,,,,,
450000,广西壮族自治区,2015,,,,,
450000,广西壮族自治区,2014,,,,,
450000,广西壮族自治区,2013,,,,,
450000,广西壮族自治区,2012,36874,92.3946,173937.5,6713.4784840613,3.5661611736598
450000,广西壮族自治区,2011,52004,127.7719,181022.6,7068.4066052065,4.9891214794163
450000,广西壮族自治区,2010,35640,103.8,170348.0,6765.0,4.1
450000,广西壮族自治区,2009,33579,99.4875,167881.6,7921.0,4.7
450000,广西壮族自治区,2008,42058,109.1028,173866.1,9720.0,6.1
450000,广西壮族自治区,2007,43084,92.99,125685.7,7231.59,5.35
450000,广西壮族自治区,2006,38939,92.03,129352.8,6995.52,4.98
450000,广西壮族自治区,2005,38082,87.77,150910.6,8566.34,4.98
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,44625,102.31,165822.0,10158.0,6.27
450000,广西壮族自治区,2002,45254,102.0,158286.0,9179.0,5.9
450000,广西壮族自治区,2001,44806,98.72,138574.0,7993.0,5.69
450000,广西壮族自治区,2000,42514,98.18,125314.0,7776.0,6.09
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,,,,,
460000,海南省,2016,,,,,
460000,海南省,2015,,,,,
460000,海南省,2014,,,,,
460000,海南省,2013,,,,,
460000,海南省,2012,2778,7.4442,11241.7,5201.1196446747,3.4441565651892
460000,海南省,2011,3102,8.4113,13159.6,5404.3531827515,3.4543326488706
460000,海南省,2010,4474,12.1,16372.0,2200.0,1.6
460000,海南省,2009,5722,14.4356,14132.6,2151.0,2.2
460000,海南省,2008,6344,17.372,18276.7,4011.0,3.8
460000,海南省,2007,6719,19.5,12368.7,2855.0,4.5
460000,海南省,2006,6396,18.01,15355.0,3699.73,4.34
460000,海南省,2005,14452,41.42,19088.8,5341.62,11.59
460000,海南省,2004,,,,,
460000,海南省,2003,7227,18.44,28074.0,8248.0,5.42
460000,海南省,2002,9967,19.6,30963.0,7066.0,4.5
460000,海南省,2001,9655,31.97,30820.0,8068.0,8.37
460000,海南省,2000,7619,34.67,22494.0,6747.0,10.4
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,,,,,
500000,重庆市,2016,,,,,
500000,重庆市,2015,,,,,
500000,重庆市,2014,,,,,
500000,重庆市,2013,,,,,
500000,重庆市,2012,27260,126.721,239390.1,20050.597606225,10.613771326627
500000,重庆市,2011,18784,66.2509,173574.8,13822.290883608,5.2757612919666
500000,重庆市,2010,14500,54.6,155420.0,11634.0,4.1
500000,重庆市,2009,26994,45.098,131517.9,10414.0,3.6
500000,重庆市,2008,15559,37.2933,116645.0,11668.0,3.7
500000,重庆市,2007,13484,36.05,97837.5,10774.58,3.97
500000,重庆市,2006,14532,38.15,83102.9,10546.99,4.84
500000,重庆市,2005,17114,36.34,71363.0,9815.55,5.0
500000,重庆市,2004,,,,,
500000,重庆市,2003,22039,45.24,109133.0,11267.0,4.67
500000,重庆市,2002,23198,49.5,109728.0,11003.0,5.0
500000,重庆市,2001,24789,59.43,90821.0,7487.0,4.9
500000,重庆市,2000,24316,57.35,79778.0,6230.0,4.48
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,,,,,
510000,四川省,2016,,,,,
510000,四川省,2015,,,,,
510000,四川省,2014,,,,,
510000,四川省,2013,,,,,
510000,四川省,2012,63506,211.0553,431165.4,12156.427888723,5.9505668473924
510000,四川省,2011,46525,181.0211,338015.7,8161.535359779,4.3708328001217
510000,四川省,2010,44799,152.8,228122.0,2803.0,1.9
510000,四川省,2009,139811,222.3209,492589.5,12460.0,5.6
510000,四川省,2008,76599,190.6903,410400.6,11808.0,5.5
510000,四川省,2007,78735,198.84,330342.0,8273.69,4.98
510000,四川省,2006,72138,162.22,370992.0,11730.34,5.13
510000,四川省,2005,86334,153.91,330488.5,10066.69,4.69
510000,四川省,2004,,,,,
510000,四川省,2003,93141,212.19,631513.0,11729.0,3.94
510000,四川省,2002,88275,211.7,328235.0,7875.0,5.1
510000,四川省,2001,102439,204.61,251498.0,5815.0,4.73
510000,四川省,2000,93199,181.9,238225.0,5709.0,4.36
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,,,,,
520000,贵州省,2016,,,,,
520000,贵州省,2015,,,,,
520000,贵州省,2014,,,,,
520000,贵州省,2013,,,,,
520000,贵州省,2012,40899,86.7525,164593.3,7121.2742667515,3.7534234128993
520000,贵州省,2011,37287,88.2417,1028920.5,48314.292556488,4.1435031272891
520000,贵州省,2010,33883,78.9,167015.0,7945.0,3.8
520000,贵州省,2009,31590,63.7385,154240.7,7824.0,3.2
520000,贵州省,2008,28980,74.2582,141291.8,7491.0,3.9
520000,贵州省,2007,31509,68.43,129785.3,7327.29,3.86
520000,贵州省,2006,32334,71.39,146451.4,7792.33,3.8
520000,贵州省,2005,29186,68.64,133214.3,7483.7,3.86
520000,贵州省,2004,,,,,
520000,贵州省,2003,32354,69.34,140461.0,7985.0,3.94
520000,贵州省,2002,34005,67.2,135023.0,8534.0,4.3
520000,贵州省,2001,28062,60.85,95378.0,6370.0,4.06
520000,贵州省,2000,26361,55.31,86250.0,6791.0,4.35
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,,,,,
530000,云南省,2016,,,,,
530000,云南省,2015,,,,,
530000,云南省,2014,,,,,
530000,云南省,2013,,,,,
530000,云南省,2012,26052,113.9186,216810.0,33626.987204343,17.668646762311
530000,云南省,2011,30121,60.4048,191654.4,27704.129866,8.7316671244164
530000,云南省,2010,22259,49.2,106559.0,8839.0,4.1
530000,云南省,2009,15652,48.0196,99476.4,8709.0,4.2
530000,云南省,2008,22085,55.6978,99186.1,8896.0,5.0
530000,云南省,2007,25313,61.22,104230.7,8789.76,5.16
530000,云南省,2006,24934,62.15,111901.7,10324.75,5.73
530000,云南省,2005,25450,52.49,100961.7,10482.77,5.45
530000,云南省,2004,,,,,
530000,云南省,2003,30020,82.19,142784.0,12241.0,7.05
530000,云南省,2002,31816,84.9,147785.0,12594.0,7.2
530000,云南省,2001,35259,103.8,160924.0,10784.0,6.96
530000,云南省,2000,35810,107.79,140842.0,8108.0,6.21
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,,,,,
540000,西藏自治区,2016,,,,,
540000,西藏自治区,2015,,,,,
540000,西藏自治区,2014,,,,,
540000,西藏自治区,2013,,,,,
540000,西藏自治区,2012,265,0.7455,2865.2,3382.7626918536,0.8801652892562
540000,西藏自治区,2011,1032,11.3359,14553.4,11411.746255783,8.8888104759664
540000,西藏自治区,2010,816,5.4,12281.0,10240.0,4.5
540000,西藏自治区,2009,188,0.6536,3055.2,5942.0,1.3
540000,西藏自治区,2008,1973,2.6258,8769.4,17148.0,5.1
540000,西藏自治区,2007,618,10.63,11376.4,13588.63,12.69
540000,西藏自治区,2006,2726,5.91,7725.5,16592.57,12.69
540000,西藏自治区,2005,1290,1.61,7462.2,16682.76,3.59
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,2541,7.65,13823.0,13716.0,7.59
540000,西藏自治区,2002,1234,5.6,12432.0,20727.0,9.3
540000,西藏自治区,2001,1933,2.66,8506.0,11271.0,3.52
540000,西藏自治区,2000,2180,5.6,6323.0,7641.0,6.77
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
