省份编码,省份,年份,勘察设计单位营业收入(万元),勘察设计单位工程勘察收入(万元),勘察设计单位工程设计收入(万元),勘察设计单位工程承包收入(万元),勘察设计单位其他收入(万元)
130000,河北省,2018,9589286.0,,,,
130000,河北省,2017,8913026.0,,,,
130000,河北省,2016,8641027.0,,,,
130000,河北省,2015,5387004.0,,,,
130000,河北省,2014,2965284.0,,,,
130000,河北省,2013,3083258.0,,,,
130000,河北省,2012,2803401.17,,,,
130000,河北省,2011,2398304.66,244781.01,578556.07,1340984.96,233982.63
130000,河北省,2010,1837676.0,176234.0,517026.0,1002109.0,142307.0
130000,河北省,2009,1101251.81,99165.65,266148.83,566353.14,169584.19
130000,河北省,2008,1270947.36,88636.46,359888.39,629328.03,193094.48
130000,河北省,2007,1061348.02,144752.08,299614.15,478740.24,138241.55
130000,河北省,2006,745135.05,82125.04,214688.45,249168.79,199152.77
130000,河北省,2005,768219.69,56457.78,177886.45,195757.5,338117.96
130000,河北省,2004,,,,,
130000,河北省,2003,,,,,
130000,河北省,2002,,,,,
130000,河北省,2001,,,,,
130000,河北省,2000,,,,,
140000,山西省,2019,5512509.781,,,,
140000,山西省,2018,4773909.0,,,,
140000,山西省,2017,4401347.0,,,,
140000,山西省,2016,4481150.0,,,,
140000,山西省,2015,4428327.0,,,,
140000,山西省,2014,5739616.0,,,,
140000,山西省,2013,1962587.0,,,,
140000,山西省,2012,1956246.16,,,,
140000,山西省,2011,1188242.65,94775.04,379798.63,575453.69,138215.3
140000,山西省,2010,842742.0,91205.0,300016.0,377096.0,74425.0
140000,山西省,2009,685854.37,78476.2,238563.0,310484.54,58330.6300000001
140000,山西省,2008,600047.24,65254.3,221087.91,257429.84,56275.1899999999
140000,山西省,2007,437661.26,48114.5,174389.73,154651.67,60505.36
140000,山西省,2006,382329.52,42889.64,153134.22,129266.53,57039.13
140000,山西省,2005,287771.57,43918.69,117434.4,74756.19,51662.29
140000,山西省,2004,,,,,
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,841615.223,,,,
150000,内蒙古自治区,2018,633196.0,,,,
150000,内蒙古自治区,2017,790691.0,,,,
150000,内蒙古自治区,2016,1156124.0,,,,
150000,内蒙古自治区,2015,646068.0,,,,
150000,内蒙古自治区,2014,723144.0,,,,
150000,内蒙古自治区,2013,702821.0,,,,
150000,内蒙古自治区,2012,714377.29,,,,
150000,内蒙古自治区,2011,582747.83,61024.9,279999.59,179314.08,62409.26
150000,内蒙古自治区,2010,511875.0,59798.0,259492.0,155257.0,37327.0
150000,内蒙古自治区,2009,441481.8,63935.51,197622.32,145900.63,34023.34
150000,内蒙古自治区,2008,282144.65,42117.32,151908.14,61579.56,26539.63
150000,内蒙古自治区,2007,267375.16,33672.53,140897.23,62341.27,30464.13
150000,内蒙古自治区,2006,217826.9,24895.49,100825.06,71337.31,20769.04
150000,内蒙古自治区,2005,196078.16,25899.49,77322.41,78032.24,14824.02
150000,内蒙古自治区,2004,,,,,
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,5009238.008,,,,
210000,辽宁省,2018,4858170.0,,,,
210000,辽宁省,2017,4024790.0,,,,
210000,辽宁省,2016,3996289.0,,,,
210000,辽宁省,2015,4715052.0,,,,
210000,辽宁省,2014,5035742.0,,,,
210000,辽宁省,2013,5355457.0,,,,
210000,辽宁省,2012,5126496.3,,,,
210000,辽宁省,2011,4556119.89,205973.46,893937.21,3201673.24,254535.98
210000,辽宁省,2010,3817576.0,235552.0,698736.0,2684598.0,198690.0
210000,辽宁省,2009,2998875.92,148281.79,559110.61,1443518.84,847964.68
210000,辽宁省,2008,2925137.91,74586.74,560036.1,1560159.51,730355.56
210000,辽宁省,2007,2516659.63,71109.37,604949.1,1159690.94,680910.22
210000,辽宁省,2006,1431150.18,50530.37,334284.09,884689.44,161646.28
210000,辽宁省,2005,1181377.96,48184.78,285253.38,524234.71,323705.09
210000,辽宁省,2004,,,,,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,1268708.616,,,,
220000,吉林省,2018,1196248.0,,,,
220000,吉林省,2017,931030.0,,,,
220000,吉林省,2016,951125.0,,,,
220000,吉林省,2015,978197.0,,,,
220000,吉林省,2014,1047756.0,,,,
220000,吉林省,2013,1011539.0,,,,
220000,吉林省,2012,1054913.64,,,,
220000,吉林省,2011,965571.41,88225.01,422096.43,404752.77,50497.19
220000,吉林省,2010,660488.0,71951.0,348409.0,199695.0,40434.0
220000,吉林省,2009,607724.81,58074.84,293116.35,192176.98,64356.6400000001
220000,吉林省,2008,446516.91,39904.45,218725.0,142355.33,45532.13
220000,吉林省,2007,364224.66,48049.0,159049.46,133413.94,23712.26
220000,吉林省,2006,308864.13,40359.01,158483.69,81938.97,28082.46
220000,吉林省,2005,245963.75,35088.21,118023.16,65139.33,27713.05
220000,吉林省,2004,,,,,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,2615997.581,,,,
230000,黑龙江省,2018,2483014.0,,,,
230000,黑龙江省,2017,1518815.0,,,,
230000,黑龙江省,2016,1214934.0,,,,
230000,黑龙江省,2015,1172199.0,,,,
230000,黑龙江省,2014,185814.0,,,,
230000,黑龙江省,2013,1289762.0,,,,
230000,黑龙江省,2012,827128.37,,,,
230000,黑龙江省,2011,1946045.61,85657.29,323886.59,285895.01,1250606.72
230000,黑龙江省,2010,1803984.0,46121.0,283703.0,111595.0,1362564.0
230000,黑龙江省,2009,426575.0,35059.98,242037.41,129434.16,20043.45
230000,黑龙江省,2008,317334.8,30078.93,127627.04,110117.37,49511.46
230000,黑龙江省,2007,255749.05,90088.55,91840.23,32648.31,41171.96
230000,黑龙江省,2006,223529.56,30401.06,124708.19,36363.99,32056.32
230000,黑龙江省,2005,165355.75,12593.2,93021.63,28415.22,31325.7
230000,黑龙江省,2004,,,,,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,61266968.641,,,,
310000,上海市,2018,62497017.0,,,,
310000,上海市,2017,50616417.0,,,,
310000,上海市,2016,50081629.0,,,,
310000,上海市,2015,16725219.0,,,,
310000,上海市,2014,16794557.0,,,,
310000,上海市,2013,16651097.0,,,,
310000,上海市,2012,16726456.03,,,,
310000,上海市,2011,11169514.76,114918.62,2589000.61,6573070.24,1892525.3
310000,上海市,2010,7620985.0,130610.0,1661629.0,5113160.0,715587.0
310000,上海市,2009,9012307.22,128587.97,1562341.53,5694673.13,1626704.59
310000,上海市,2008,7844605.53,108926.06,1258769.61,5383886.34,1093023.52
310000,上海市,2007,5340206.19,104690.19,1033920.36,3123459.92,1078135.72
310000,上海市,2006,4226543.35,110657.03,948613.8,2495070.91,672201.609999999
310000,上海市,2005,3057434.35,87302.75,767408.39,1590087.45,612635.76
310000,上海市,2004,,,,,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,56121110.869,,,,
320000,江苏省,2018,48276940.0,,,,
320000,江苏省,2017,35628150.0,,,,
320000,江苏省,2016,27321905.0,,,,
320000,江苏省,2015,24878156.0,,,,
320000,江苏省,2014,21734867.0,,,,
320000,江苏省,2013,17390492.0,,,,
320000,江苏省,2012,9234463.85,,,,
320000,江苏省,2011,7490597.62,217018.48,1485935.93,5257013.67,530629.54
320000,江苏省,2010,5055456.0,201757.0,1154151.0,3412582.0,286966.0
320000,江苏省,2009,4311180.89,161963.72,917054.83,2957070.8,275091.54
320000,江苏省,2008,3516109.16,140540.68,850795.73,2184810.83,339961.92
320000,江苏省,2007,2709978.45,123928.06,684818.78,1704518.63,196712.98
320000,江苏省,2006,2232305.05,108917.38,569087.75,1249980.33,304319.59
320000,江苏省,2005,2313762.01,150196.19,491415.31,1092430.45,579720.06
320000,江苏省,2004,,,,,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,46387533.221,,,,
330000,浙江省,2018,33772892.0,,,,
330000,浙江省,2017,25100458.0,,,,
330000,浙江省,2016,20785572.0,,,,
330000,浙江省,2015,23458867.0,,,,
330000,浙江省,2014,41365245.0,,,,
330000,浙江省,2013,17718374.0,,,,
330000,浙江省,2012,9545275.23,,,,
330000,浙江省,2011,8264808.11,275212.13,1457481.14,5746774.45,785340.39
330000,浙江省,2010,4317652.0,219112.0,1137701.0,2647068.0,313770.0
330000,浙江省,2009,3393517.5,177806.78,865082.63,1911642.03,438986.06
330000,浙江省,2008,3604244.86,175145.99,833323.0,2032176.96,563598.91
330000,浙江省,2007,1919665.78,125678.65,545391.5,1051690.81,196904.82
330000,浙江省,2006,1962950.09,119565.62,537880.55,930818.81,374685.11
330000,浙江省,2005,1495002.06,113853.13,483695.42,594662.58,302790.93
330000,浙江省,2004,,,,,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,22507945.3,,,,
340000,安徽省,2018,16827157.0,,,,
340000,安徽省,2017,13276465.0,,,,
340000,安徽省,2016,10500556.0,,,,
340000,安徽省,2015,5016542.0,,,,
340000,安徽省,2014,5210576.0,,,,
340000,安徽省,2013,4773084.0,,,,
340000,安徽省,2012,3720510.26,,,,
340000,安徽省,2011,2720966.62,112045.73,644273.59,1288359.54,676287.76
340000,安徽省,2010,1979376.0,92180.0,415107.0,990174.0,481916.0
340000,安徽省,2009,1587349.08,76698.59,293513.19,820585.31,396551.99
340000,安徽省,2008,1468638.76,73767.24,275298.79,417553.57,702019.16
340000,安徽省,2007,1128788.06,59337.07,221406.14,392159.92,455884.93
340000,安徽省,2006,933484.93,58602.39,182804.05,391572.63,300505.86
340000,安徽省,2005,704691.23,31010.8,169648.07,289544.31,214488.05
340000,安徽省,2004,,,,,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,19371102.715,,,,
350000,福建省,2018,17235612.0,,,,
350000,福建省,2017,14944379.0,,,,
350000,福建省,2016,12198723.0,,,,
350000,福建省,2015,8715070.0,,,,
350000,福建省,2014,3919691.0,,,,
350000,福建省,2013,6419783.0,,,,
350000,福建省,2012,3865133.81,,,,
350000,福建省,2011,2691898.19,148255.68,559862.44,1787141.15,196638.91
350000,福建省,2010,1424021.0,124468.0,410610.0,804241.0,84702.0
350000,福建省,2009,1027984.52,107818.68,326223.96,551325.21,42616.6700000002
350000,福建省,2008,1057159.42,102608.01,312306.21,573110.97,69134.23
350000,福建省,2007,936373.18,82711.46,290653.66,470247.77,92760.29
350000,福建省,2006,614167.15,74155.91,218828.51,290400.17,30782.56
350000,福建省,2005,501653.54,54375.52,183117.49,231533.14,32627.39
350000,福建省,2004,,,,,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,12463677.745,,,,
360000,江西省,2018,10047889.0,,,,
360000,江西省,2017,8152070.0,,,,
360000,江西省,2016,5281367.0,,,,
360000,江西省,2015,3944541.0,,,,
360000,江西省,2014,2266881.0,,,,
360000,江西省,2013,2072778.0,,,,
360000,江西省,2012,1582419.68,,,,
360000,江西省,2011,1344691.99,79678.6,272871.22,825639.59,166502.58
360000,江西省,2010,1015662.0,82934.0,215596.0,599340.0,117792.0
360000,江西省,2009,449574.37,84318.95,174434.52,107838.76,82982.14
360000,江西省,2008,288478.62,46005.0,142066.84,65791.19,34615.59
360000,江西省,2007,282253.3,40831.59,115508.61,84782.16,41130.94
360000,江西省,2006,253748.36,37809.37,103096.3,92399.48,20443.21
360000,江西省,2005,268841.64,33178.75,85270.51,81270.72,69121.66
360000,江西省,2004,,,,,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,39572318.097,,,,
370000,山东省,2018,25389307.0,,,,
370000,山东省,2017,19941876.0,,,,
370000,山东省,2016,11337734.0,,,,
370000,山东省,2015,13823491.0,,,,
370000,山东省,2014,7931137.0,,,,
370000,山东省,2013,7152220.0,,,,
370000,山东省,2012,6066401.22,,,,
370000,山东省,2011,4918769.48,147135.18,1007468.25,3223266.88,540899.17
370000,山东省,2010,3694430.0,169865.0,889219.0,2387979.0,247367.0
370000,山东省,2009,3056313.01,167990.27,689762.69,2025826.92,172733.13
370000,山东省,2008,2245972.17,103735.19,492736.88,1291728.65,357771.45
370000,山东省,2007,1570865.29,95804.92,446003.57,627179.51,401877.29
370000,山东省,2006,1443708.62,89035.69,404893.51,589648.72,360130.7
370000,山东省,2005,1051907.91,64678.99,296592.66,415711.19,274925.07
370000,山东省,2004,,,,,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,11534240.349,,,,
410000,河南省,2018,8307638.0,,,,
410000,河南省,2017,10584723.0,,,,
410000,河南省,2016,4441302.0,,,,
410000,河南省,2015,4164096.0,,,,
410000,河南省,2014,4348564.0,,,,
410000,河南省,2013,4214555.0,,,,
410000,河南省,2012,2152184.85,,,,
410000,河南省,2011,1813677.17,116626.96,711672.79,852839.13,132538.29
410000,河南省,2010,2041917.0,119601.0,678288.0,1042556.0,201471.0
410000,河南省,2009,1448872.8,95945.47,529540.28,682993.93,140393.12
410000,河南省,2008,1562316.79,83336.22,421263.68,849554.81,208162.08
410000,河南省,2007,1084806.73,78748.32,368470.6,492538.2,145049.61
410000,河南省,2006,794482.67,64651.08,291240.24,358997.1,79594.2500000001
410000,河南省,2005,709831.02,58207.26,241697.66,279474.88,130451.22
410000,河南省,2004,,,,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,43197942.494,,,,
420000,湖北省,2018,26141821.0,,,,
420000,湖北省,2017,19836476.0,,,,
420000,湖北省,2016,13867229.0,,,,
420000,湖北省,2015,9820659.0,,,,
420000,湖北省,2014,9308605.0,,,,
420000,湖北省,2013,12383517.0,,,,
420000,湖北省,2012,7331515.87,,,,
420000,湖北省,2011,6281383.71,796645.32,1335308.97,3669931.07,479498.35
420000,湖北省,2010,5023761.0,414586.0,1401159.0,2793243.0,414772.0
420000,湖北省,2009,3987655.97,333150.31,1123635.57,2199438.42,331431.67
420000,湖北省,2008,2946944.16,380392.3,792600.97,1462495.41,311455.48
420000,湖北省,2007,2466532.87,215487.11,716585.35,1368766.99,165693.42
420000,湖北省,2006,1916006.24,245466.74,474318.34,1051146.58,145074.58
420000,湖北省,2005,1557970.6,188566.21,409885.02,819837.85,139681.52
420000,湖北省,2004,,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,30340023.753,,,,
430000,湖南省,2018,28504540.0,,,,
430000,湖南省,2017,22005652.0,,,,
430000,湖南省,2016,12552810.0,,,,
430000,湖南省,2015,7760684.0,,,,
430000,湖南省,2014,3008784.0,,,,
430000,湖南省,2013,2724336.0,,,,
430000,湖南省,2012,2273132.18,,,,
430000,湖南省,2011,2212591.14,274083.76,590830.1,986858.21,360819.07
430000,湖南省,2010,1743774.0,151896.0,500999.0,823675.0,267203.0
430000,湖南省,2009,1374364.23,142361.7,428259.23,690938.01,112805.29
430000,湖南省,2008,1012154.99,132802.36,334281.28,400147.63,144923.72
430000,湖南省,2007,665528.86,72907.94,272092.86,261705.09,58822.97
430000,湖南省,2006,504487.77,64509.83,239904.88,122742.91,77330.15
430000,湖南省,2005,558029.62,77856.56,206316.26,222755.13,51101.67
430000,湖南省,2004,,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,69088678.084,,,,
440000,广东省,2018,52308770.0,,,,
440000,广东省,2017,45817002.0,,,,
440000,广东省,2016,41285585.0,,,,
440000,广东省,2015,36003185.0,,,,
440000,广东省,2014,38283907.0,,,,
440000,广东省,2013,25291313.0,,,,
440000,广东省,2012,20857001.0,,,,
440000,广东省,2011,17125152.0,357527.0,2628372.0,13129962.0,1009291.0
440000,广东省,2010,10608982.0,358018.0,1930268.0,7074405.0,1246291.0
440000,广东省,2009,7444926.68,293782.67,1551787.57,4558795.77,1040560.67
440000,广东省,2008,6850807.8,235520.38,1248481.19,4238424.31,1128381.92
440000,广东省,2007,5803846.56,223175.05,1073857.96,3483047.11,1023766.44
440000,广东省,2006,4567120.81,209181.6,903998.87,2760309.66,693630.68
440000,广东省,2005,3238797.25,154072.43,745695.86,1995608.2,343420.76
440000,广东省,2004,,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,13312446.007,,,,
450000,广西壮族自治区,2018,8046067.0,,,,
450000,广西壮族自治区,2017,2669640.0,,,,
450000,广西壮族自治区,2016,1333564.0,,,,
450000,广西壮族自治区,2015,1042477.0,,,,
450000,广西壮族自治区,2014,883285.0,,,,
450000,广西壮族自治区,2013,813677.0,,,,
450000,广西壮族自治区,2012,701775.05,,,,
450000,广西壮族自治区,2011,616790.64,98243.08,287925.68,108706.68,121915.2
450000,广西壮族自治区,2010,535616.0,74585.0,258967.0,89284.0,112779.0
450000,广西壮族自治区,2009,428696.72,59951.5,214641.39,70742.2,83361.63
450000,广西壮族自治区,2008,324933.57,40957.94,150117.92,68778.2,65079.51
450000,广西壮族自治区,2007,248985.7,34395.09,117874.52,41960.0,54756.09
450000,广西壮族自治区,2006,188657.45,23561.32,94168.56,29181.41,41746.16
450000,广西壮族自治区,2005,176612.45,24063.53,74756.32,18936.49,58856.11
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,722904.058,,,,
460000,海南省,2018,729283.0,,,,
460000,海南省,2017,784319.0,,,,
460000,海南省,2016,623684.0,,,,
460000,海南省,2015,538897.0,,,,
460000,海南省,2014,403406.0,,,,
460000,海南省,2013,364218.0,,,,
460000,海南省,2012,323555.67,,,,
460000,海南省,2011,278770.92,27053.91,106308.81,122270.84,23137.36
460000,海南省,2010,231739.0,27543.0,81384.0,93495.0,29317.0
460000,海南省,2009,153935.39,17045.56,45177.32,83728.08,7984.43000000001
460000,海南省,2008,130789.63,13438.08,40761.83,63709.47,12880.25
460000,海南省,2007,117851.87,11333.14,40456.68,59326.14,6735.91
460000,海南省,2006,80517.7,7372.43,32156.08,35684.59,5304.59999999999
460000,海南省,2005,61084.47,10543.11,25134.0,19876.52,5530.84
460000,海南省,2004,,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,5030020.176,,,,
500000,重庆市,2018,4815192.0,,,,
500000,重庆市,2017,4526925.0,,,,
500000,重庆市,2016,4200623.0,,,,
500000,重庆市,2015,4103118.0,,,,
500000,重庆市,2014,3828389.0,,,,
500000,重庆市,2013,3055478.0,,,,
500000,重庆市,2012,2822616.03,,,,
500000,重庆市,2011,2499571.66,130873.11,518886.25,1549459.56,300352.74
500000,重庆市,2010,1991162.0,99403.0,388572.0,1297179.0,206009.0
500000,重庆市,2009,1592544.12,71281.63,296680.56,1135112.48,89469.4500000002
500000,重庆市,2008,1238926.59,60668.13,263313.16,806758.75,108186.55
500000,重庆市,2007,1198024.01,46723.66,221598.52,763574.18,166127.65
500000,重庆市,2006,976707.52,47893.47,200396.09,614447.95,113970.01
500000,重庆市,2005,779696.67,43072.33,149859.15,501395.28,85369.91
500000,重庆市,2004,,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,21343076.186,,,,
510000,四川省,2018,17692048.0,,,,
510000,四川省,2017,26950204.0,,,,
510000,四川省,2016,9501034.0,,,,
510000,四川省,2015,6443580.0,,,,
510000,四川省,2014,17069011.0,,,,
510000,四川省,2013,5141400.0,,,,
510000,四川省,2012,4921911.99,,,,
510000,四川省,2011,4925724.03,394259.12,1306059.46,2249988.84,975416.6
510000,四川省,2010,3946200.0,511266.0,1027225.0,1711385.0,696324.0
510000,四川省,2009,2889808.15,438567.85,815649.96,1223851.03,411739.31
510000,四川省,2008,2220286.2,306406.9,641098.6,685384.64,587396.06
510000,四川省,2007,2000788.37,238809.03,708820.54,551894.01,501264.79
510000,四川省,2006,1637290.86,229640.15,554152.76,425320.43,428177.52
510000,四川省,2005,1330711.62,214538.7,421367.43,332962.09,361843.4
510000,四川省,2004,,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,5788876.328,,,,
520000,贵州省,2018,12101830.0,,,,
520000,贵州省,2017,11209648.0,,,,
520000,贵州省,2016,8452140.0,,,,
520000,贵州省,2015,6942032.0,,,,
520000,贵州省,2014,1911238.0,,,,
520000,贵州省,2013,1583893.0,,,,
520000,贵州省,2012,1262622.69,,,,
520000,贵州省,2011,1024840.41,187191.32,259120.94,501770.66,76757.5
520000,贵州省,2010,819634.0,116639.0,203812.0,439964.0,59218.0
520000,贵州省,2009,345125.33,98186.56,172780.28,46207.98,27950.51
520000,贵州省,2008,275566.4,68084.35,149996.05,38856.65,18629.35
520000,贵州省,2007,207183.21,42785.71,117536.98,12758.14,34102.38
520000,贵州省,2006,196936.84,42078.9,105964.44,33665.11,15228.39
520000,贵州省,2005,160837.49,40863.99,86775.72,15164.75,18033.03
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,7216520.984,,,,
530000,云南省,2018,3755771.0,,,,
530000,云南省,2017,3060930.0,,,,
530000,云南省,2016,2543373.0,,,,
530000,云南省,2015,2158777.0,,,,
530000,云南省,2014,1994199.0,,,,
530000,云南省,2013,1759181.0,,,,
530000,云南省,2012,1522161.28,,,,
530000,云南省,2011,1404124.43,188820.14,461425.95,634000.12,119878.22
530000,云南省,2010,1360085.0,138329.0,394278.0,716848.0,110631.0
530000,云南省,2009,784658.29,128342.99,258223.09,321380.39,76711.8200000001
530000,云南省,2008,585543.11,97798.19,205956.12,198702.02,83086.78
530000,云南省,2007,492345.02,85453.33,186047.11,151952.99,68891.59
530000,云南省,2006,422068.57,63303.56,152354.52,157124.99,49285.5
530000,云南省,2005,353869.78,56479.42,128236.85,126592.55,42560.96
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,167304.0,,,,
540000,西藏自治区,2018,267061.0,,,,
540000,西藏自治区,2017,594716.0,,,,
540000,西藏自治区,2016,122023.0,,,,
540000,西藏自治区,2015,73750.0,,,,
540000,西藏自治区,2014,429.0,,,,
540000,西藏自治区,2013,419.0,,,,
540000,西藏自治区,2012,2056.29,,,,
540000,西藏自治区,2011,9826.22,3401.89,4813.33,691.0,920.0
540000,西藏自治区,2010,13069.0,3563.0,8929.0,,577.0
540000,西藏自治区,2009,16674.3,4466.78,10808.17,113.63,1285.72
540000,西藏自治区,2008,11808.39,2261.13,8662.19,,
540000,西藏自治区,2007,12591.14,3197.43,8251.43,,1142.28
540000,西藏自治区,2006,15125.4,3255.5,9952.03,,1917.87
540000,西藏自治区,2005,21536.65,6982.46,11472.77,395.88,2685.54
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,21355472.958,,,,
610000,陕西省,2018,12840557.0,,,,
610000,陕西省,2017,10430304.0,,,,
610000,陕西省,2016,4796989.0,,,,
610000,陕西省,2015,5405000.0,,,,
610000,陕西省,2014,4724879.0,,,,
610000,陕西省,2013,4367361.0,,,,
610000,陕西省,2012,3855693.41,,,,
610000,陕西省,2011,3523045.05,498203.32,979208.62,1635856.8,409776.31
610000,陕西省,2010,3240599.0,496934.0,1037692.0,1342606.0,363367.0
610000,陕西省,2009,2466443.19,316377.67,702265.17,1125435.78,322364.57
610000,陕西省,2008,2145156.7,249670.65,623885.93,1007866.94,263733.18
610000,陕西省,2007,1704635.29,190510.17,451907.62,820682.09,241535.41
610000,陕西省,2006,1214228.39,133587.35,334165.19,612758.84,133717.01
610000,陕西省,2005,1084095.62,115534.51,302790.74,542754.01,123016.36
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,3752931.945,,,,
620000,甘肃省,2018,3322037.0,,,,
620000,甘肃省,2017,1229928.0,,,,
620000,甘肃省,2016,1471833.0,,,,
620000,甘肃省,2015,932846.0,,,,
