省份编码,省份,年份,建筑业企业签订合同总额(万元),建筑业企业上年结转合同额(万元),建筑业企业本年新签合同额(万元),建筑业企业直接从建设单位承揽工程完成的产值(万元),建筑业企业自行完成施工产值(万元),建筑业企业分包出去工程的产值(万元),建筑业企业从建设单位以外承揽工程完成的产值(万元)
520000,贵州省,2015,51104514.1,26026001.9,25078512.2,19400682.8,19328349.3,72333.5,149093.7
520000,贵州省,2014,41960281.7,20074252.7,21886029.0,16286622.6,16207055.4,79567.2,195387.1
520000,贵州省,2013,32374072.6,13935685.6,18438387.0,13587247.7,13540553.2,46694.5,109419.5
520000,贵州省,2012,23274560.0,10198823.3,13075736.7,10351751.0,10316208.0,35543.0,75966.6
520000,贵州省,2011,17794709.0,9275524.1,8519184.9,8255366.1,8215524.0,39842.1,31670.5
520000,贵州省,2010,14661963.0,6107342.0,8554621.0,6208112.0,6082422.0,125690.0,147143.0
520000,贵州省,2009,10514294.6,4157898.0,6356396.6,5213451.6,5201210.4,12241.2,37858.8
520000,贵州省,2008,7663889.7,3385871.7,4278018.0,3917014.6,3904989.4,12025.2,31731.8
520000,贵州省,2007,6539921.1,3083504.8,3456416.3,3425241.7,3410268.7,14973.0,77639.4
520000,贵州省,2006,5965636.2,2889152.4,3076483.8,3058249.2,3047302.1,10947.1,76126.3
520000,贵州省,2005,5127456.1,2400620.2,2726835.9,2683612.7,2671867.1,11745.6,40386.8
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,131950498.5,56172166.1,75778332.4,60183544.3,59102393.0,1081151.3,2118506.2
530000,云南省,2018,115165644.1,43920644.7,71244999.4,53617353.1,52962351.0,655002.1,1622867.1
530000,云南省,2017,102870701.8,40798978.1,62071723.7,46898774.9,45936032.8,962742.1,1327551.4
530000,云南省,2016,77660112.1,31548745.1,46111367.0,38077427.8,37780435.0,296992.8,891727.5
530000,云南省,2015,59371375.9,26455402.6,32915973.3,32125044.7,31938645.4,186399.3,750640.4
530000,云南省,2014,52750138.5,22602366.1,30147772.4,30229239.6,30045092.1,184147.5,501657.3
530000,云南省,2013,48918048.5,19757351.5,29160697.0,28611301.9,28505885.9,105416.0,382342.7
530000,云南省,2012,40450746.2,14808731.3,25642014.9,23590617.0,23465327.2,125289.8,371278.9
530000,云南省,2011,29378238.2,11845344.7,17532893.5,18863429.8,18574627.3,288802.5,109386.9
530000,云南省,2010,25326875.0,9048621.0,16278254.0,15024507.0,14971108.0,53399.0,138474.0
530000,云南省,2009,19705553.2,6338944.8,13366608.4,11444636.7,11414099.4,30537.3,548104.8
530000,云南省,2008,13979946.7,5077313.7,8902633.0,8993284.5,8969132.8,24151.7,99920.0
530000,云南省,2007,12206607.6,5061251.8,7145355.8,7523961.8,7496892.9,27068.9,69902.2
530000,云南省,2006,11446437.8,4756335.8,6690102.0,6633091.1,6604561.3,28529.8,118976.6
530000,云南省,2005,9465800.7,3702182.4,5763618.3,5330500.4,5309502.6,20997.8,84166.8
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,4930832.2,2413826.9,2517005.3,2197641.5,2152125.3,45516.2,50940.7
540000,西藏自治区,2018,3586820.9,1078652.5,2508168.4,1751849.9,1704772.8,47077.1,23473.6
540000,西藏自治区,2017,2394847.2,871398.0,1523449.2,1646748.9,1472759.0,173989.9,6419.6
540000,西藏自治区,2016,1704872.4,544090.9,1160781.5,1123223.3,1043685.4,79537.9,69162.6
540000,西藏自治区,2015,1539557.9,482001.7,1057556.2,1066820.6,1002660.0,64160.6,66520.2
540000,西藏自治区,2014,1085859.4,460299.0,625560.4,708441.8,685935.3,22506.5,26526.5
540000,西藏自治区,2013,1235629.2,387895.0,847734.2,824266.8,796437.4,27829.4,24703.1
540000,西藏自治区,2012,1148440.8,612048.0,536392.8,863163.5,852704.0,10459.5,11340.3
540000,西藏自治区,2011,1625188.2,713606.7,911581.5,1244726.3,1241985.4,2740.9,2737.9
540000,西藏自治区,2010,1625800.0,657269.0,968531.0,1218695.0,1217388.0,1307.0,3344.0
540000,西藏自治区,2009,1206554.1,268960.0,937594.1,944574.8,944374.8,200.0,4945.6
540000,西藏自治区,2008,907796.4,220319.5,687476.9,725491.8,725491.8,,3595.0
540000,西藏自治区,2007,694032.3,203098.5,490933.8,602940.7,602660.5,280.2,280.2
540000,西藏自治区,2006,603168.9,115842.4,487326.5,486547.2,486547.2,,7067.4
540000,西藏自治区,2005,392110.2,166724.7,225385.5,385051.7,385051.7,,21066.7
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,179733555.1,82757746.7,96975808.4,77530692.6,72580128.5,4950564.1,6258756.7
610000,陕西省,2018,152727754.9,71367343.7,81360411.2,69497022.5,66424723.0,3072299.5,4776797.8
610000,陕西省,2017,140146163.2,55099444.7,85046718.5,62265846.1,59953891.7,2311954.4,2320798.9
610000,陕西省,2016,115327773.9,47932233.2,67395540.7,52374845.7,51065716.6,1309129.1,2226628.3
610000,陕西省,2015,99691539.0,43771901.4,55919637.6,47712956.2,45627265.9,2085690.3,1898881.2
610000,陕西省,2014,88294647.7,38579284.1,49715363.6,46041934.5,43646876.3,2395058.2,1930222.1
610000,陕西省,2013,80446299.7,31880712.4,48565587.3,41143231.3,38222052.4,2921178.9,1716020.7
610000,陕西省,2012,65259418.4,28065123.6,37194294.8,36328898.0,34060907.4,2267990.6,1232978.2
610000,陕西省,2011,54191015.4,24694438.9,29496576.5,28859263.4,28507356.5,351906.9,575643.5
610000,陕西省,2010,60908219.0,23542538.0,37365681.0,30528862.0,30001739.0,527123.0,634368.0
610000,陕西省,2009,45224002.6,19437728.6,25786274.0,23018163.3,22687125.2,331038.1,404298.8
610000,陕西省,2008,29191301.7,11696079.1,17495222.6,16461650.9,16280707.5,180943.4,231098.7
610000,陕西省,2007,18531951.0,7191524.5,11340426.5,11785051.9,11618451.7,166600.2,112520.7
610000,陕西省,2006,15103503.4,6261126.3,8842377.1,8325956.1,8204382.4,121573.7,99767.0
610000,陕西省,2005,13928034.1,4916929.0,9011105.1,6615923.0,6462497.3,153425.7,122614.3
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,45268082.9,17233092.5,28034990.4,20651796.1,18957399.7,1694396.4,206134.7
620000,甘肃省,2018,34390541.5,14148041.6,20242499.9,17934621.1,17818671.7,115949.4,145603.6
620000,甘肃省,2017,35075510.2,14755511.3,20319998.9,18338508.6,18076405.8,262102.8,177821.6
620000,甘肃省,2016,32816093.6,12296502.0,20519591.6,19350184.6,19240804.1,109380.5,231627.6
620000,甘肃省,2015,29760542.0,11526899.0,18233643.0,18378359.5,18272425.7,105933.8,217759.0
620000,甘肃省,2014,30178907.6,11788734.5,18390173.1,18000818.5,17856965.6,143852.9,288273.0
620000,甘肃省,2013,28406360.8,9595809.3,18810551.5,16938340.6,16496704.0,441636.6,585950.9
620000,甘肃省,2012,23240608.7,7903014.1,15337594.6,13553237.6,13407240.1,145997.5,239043.4
620000,甘肃省,2011,15527459.2,5109112.3,10418346.9,9333383.5,9142538.2,190845.3,115871.3
620000,甘肃省,2010,11919677.0,4576873.0,7342804.0,7585946.0,7462355.0,123592.0,57524.0
620000,甘肃省,2009,9550886.6,3300639.1,6250247.5,5828756.1,5711587.8,117168.3,87271.2
620000,甘肃省,2008,7198470.1,2390619.3,4807850.8,4804024.1,4702481.7,101542.4,110262.0
620000,甘肃省,2007,7317497.0,2605588.1,4711908.9,4312718.5,4250343.6,62374.9,118695.2
620000,甘肃省,2006,4705881.0,1635317.5,3070563.5,3392370.0,3343679.0,48691.0,99607.8
620000,甘肃省,2005,3631700.3,1316270.0,2315430.3,3102654.8,3063940.8,38714.0,70075.3
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,12574489.0,6714600.7,5859888.3,4214067.3,4140337.3,73730.0,466903.1
630000,青海省,2018,10816781.5,5903797.7,4912983.8,3885726.6,3803404.1,82322.5,548030.8
630000,青海省,2017,9504654.2,4869966.3,4634687.9,3551447.9,3444966.4,106481.5,624346.5
630000,青海省,2016,9248934.3,5232873.4,4016060.9,3681544.4,3581791.9,99752.5,524457.1
630000,青海省,2015,9114654.1,4844229.1,4270425.0,3676958.5,3541805.6,135152.9,553253.0
630000,青海省,2014,9369409.6,4783403.6,4586006.0,3930097.0,3840547.2,89549.8,488520.1
630000,青海省,2013,7615094.2,3096539.7,4518554.5,3731093.4,3660394.3,70699.1,303531.6
630000,青海省,2012,6543745.0,3596877.5,2946867.5,3240665.9,3175206.9,65459.0,82369.4
630000,青海省,2011,5390817.5,2505535.2,2885282.3,3179395.8,3118736.4,60659.4,75424.4
630000,青海省,2010,5052097.0,2381831.0,2670267.0,2769848.0,2721421.0,48427.0,74639.0
630000,青海省,2009,4072095.7,1780744.2,2291351.5,1977040.9,1951540.5,25500.4,91878.4
630000,青海省,2008,2899942.2,1266143.6,1633798.6,1439552.3,1404947.4,34604.9,25022.2
630000,青海省,2007,2249837.1,1197085.6,1052751.5,1287011.9,1248486.1,38525.8,5945.0
630000,青海省,2006,2373613.0,1323250.5,1050362.5,1100635.4,1068792.5,31842.9,14925.0
630000,青海省,2005,2007374.2,904836.4,1102537.8,917459.4,888851.4,28608.0,20485.1
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,9373864.6,3200151.4,6173713.2,6079417.0,5900613.6,178803.4,113463.9
640000,宁夏回族自治区,2018,8922245.5,3626659.1,5295586.4,5694413.4,5528766.1,165647.3,121669.8
640000,宁夏回族自治区,2017,9470713.0,3191146.3,6279566.7,5520808.3,5436094.3,84714.0,56014.9
640000,宁夏回族自治区,2016,8122396.4,2708226.3,5414170.1,5215680.7,5084921.1,130759.6,27621.5
640000,宁夏回族自治区,2015,8073639.4,3451473.5,4622165.9,5248093.2,5213917.4,34175.8,31358.7
640000,宁夏回族自治区,2014,9650578.5,3921269.8,5729308.7,6198456.9,6154106.0,44350.9,97528.0
640000,宁夏回族自治区,2013,9569020.7,3173434.0,6395586.7,5644722.6,5489076.5,155646.1,157519.0
640000,宁夏回族自治区,2012,7287496.8,2174597.9,5112898.9,4617509.3,4607374.7,10134.6,62152.1
640000,宁夏回族自治区,2011,6133111.0,1695353.8,4437757.2,4231502.8,4225761.1,5741.7,53412.4
640000,宁夏回族自治区,2010,5102858.0,1277053.0,3825805.0,3383144.0,3365010.0,18134.0,61933.0
640000,宁夏回族自治区,2009,3796332.9,927306.7,2869026.2,2586818.7,2576484.5,10334.2,15762.2
640000,宁夏回族自治区,2008,2872672.9,716037.3,2156635.6,1900804.4,1900029.3,775.1,15418.7
640000,宁夏回族自治区,2007,2073055.5,601697.0,1471358.5,1537625.0,1534811.6,2813.4,14674.9
640000,宁夏回族自治区,2006,1803460.6,535099.5,1268361.1,1297621.1,1294560.8,3060.3,13820.0
640000,宁夏回族自治区,2005,1629011.7,436027.1,1192984.6,1145312.8,1111312.6,34000.2,18336.7
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,49641157.0,22402622.3,27238534.7,22713351.2,22533152.1,180199.1,248539.3
650000,新疆维吾尔自治区,2018,49956210.0,24154257.5,25801952.5,20938726.7,20735953.8,202772.9,364525.6
650000,新疆维吾尔自治区,2017,45345690.6,13213586.5,32132104.1,24141191.2,23945337.7,195853.5,241680.2
650000,新疆维吾尔自治区,2016,37284167.0,12639447.7,24644719.3,22574684.8,22380536.3,194148.5,201874.3
650000,新疆维吾尔自治区,2015,36318834.3,13135469.6,23183364.7,22561271.1,22420076.9,141194.2,137288.3
650000,新疆维吾尔自治区,2014,36215832.7,13184907.5,23030925.2,23190591.9,22946471.0,244120.9,116368.6
650000,新疆维吾尔自治区,2013,34066167.6,11116554.3,22949613.3,20859009.8,20468328.2,390681.6,246881.7
650000,新疆维吾尔自治区,2012,27266741.6,9965704.5,17301037.1,16301152.1,15934887.3,366264.8,288257.4
650000,新疆维吾尔自治区,2011,21956637.1,6083819.4,15872817.7,13308042.3,12952121.7,355920.6,251577.3
650000,新疆维吾尔自治区,2010,15882632.0,5459602.0,10423030.0,9665876.0,9446079.0,219797.0,191111.0
650000,新疆维吾尔自治区,2009,12473654.8,3859813.7,8613841.1,7945220.6,7757433.7,187786.9,108507.1
650000,新疆维吾尔自治区,2008,9907644.5,2906776.1,7000868.4,6270987.7,6089496.0,181491.7,164250.5
650000,新疆维吾尔自治区,2007,7220299.5,1986085.7,5234213.8,4501611.6,4388245.4,113366.2,120068.3
650000,新疆维吾尔自治区,2006,5691695.3,1483664.3,4208031.0,3831197.0,3750872.0,80325.0,80248.3
650000,新疆维吾尔自治区,2005,4857604.3,1557300.3,3300304.0,3611584.6,3540786.1,70798.5,51727.1
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
